year,mean,std,count
2021,-1.9985895538275344,35.88284485722403,177
2022,-1.3860113301204449,38.840819224147026,244
2023,-5.27153879299943,26.841690806927954,246
2024,0.015819099965139572,36.77541428342101,245
2025,-0.868935404618791,35.6694413795681,242
2026,0.14796560478694196,46.7937266129951,163
