instrument,stage,n,mean_bps,std_bps
1343,raw (before any exclusion),1317,6.631682547454318,38.295719726771196
1343,after rule 1 (formula-input 0/blank/bad-print),1317,6.631682547454318,38.295719726771196
1343,after rule 1 + rule 2 (phantom rows),1317,6.631682547454318,38.295719726771196
1321,raw (before any exclusion),1317,6.105578087945147,113.43836447638344
1321,after rule 1 (formula-input 0/blank/bad-print),1317,6.105578087945147,113.43836447638344
1321,after rule 1 + rule 2 (phantom rows),1317,6.105578087945147,113.43836447638344
