weekday,mean,std,count
0,-0.5606776791683327,35.00311712963045,243
1,-3.0256451790553958,30.71004420883294,269
2,-3.2281958847515506,36.00301564992346,269
3,-3.2642314451342904,37.32018834750457,269
4,1.9684727619564006,42.92457203098507,267
