t_date,t1_date,open_t,close_t,open_t1,volume_t,thin,zero_or_blank,bad_print,ghost_excluded,rule1_excluded,kept,r_night_raw_bps,r_day_bps,cost_conservative_bps,cost_optimistic_bps,net_conservative_raw_bps,net_optimistic_raw_bps,vol20_t,one_sided_info_count_total,n_bad_print_rows_total,n_ghost_rows_total
2021-05-28,2021-05-31,30000.0,30200.0,30100.0,367888.0,False,False,False,False,False,True,-33.11258278145712,66.66666666666599,6.622516556291391,0.0,-39.73509933774851,-33.11258278145712,0.013571266219276078,0,0,0
2021-05-31,2021-06-01,30100.0,29950.0,30100.0,193018.0,False,False,False,False,False,True,50.08347245408995,-49.83388704318914,3.33889816360601,0.0,46.74457429048394,50.08347245408995,0.014285237057895944,0,0,0
2021-06-01,2021-06-02,30100.0,29910.0,29790.0,292080.0,False,False,False,False,False,True,-40.120361083250124,-63.12292358804039,3.3433634236041456,0.0,-43.46372450685427,-40.120361083250124,0.014364739744915806,0,0,0
2021-06-02,2021-06-03,29790.0,30050.0,29990.0,315344.0,False,False,False,False,False,True,-19.966722129783896,87.27760993622047,6.655574043261232,0.0,-26.62229617304513,-19.966722129783896,0.014359399673496394,0,0,0
2021-06-03,2021-06-04,29990.0,30200.0,29990.0,261954.0,False,False,False,False,False,True,-69.53642384106007,70.02334111370523,6.622516556291391,0.0,-76.15894039735146,-69.53642384106007,0.014295884784340636,0,0,0
2021-06-04,2021-06-07,29990.0,30050.0,30300.0,791529.0,False,False,False,False,False,True,83.19467554076532,20.00666888962943,6.655574043261232,0.0,76.53910149750409,83.19467554076532,0.013759390813618853,0,0,0
2021-06-07,2021-06-08,30300.0,30050.0,30150.0,110555.0,False,False,False,False,False,True,33.27787021630613,-82.50825082508295,6.655574043261232,0.0,26.622296173044894,33.27787021630613,0.013796537221897996,0,0,0
2021-06-08,2021-06-09,30150.0,30100.0,30050.0,122846.0,False,False,False,False,False,True,-16.61129568106268,-16.583747927031432,6.644518272425249,0.0,-23.255813953487927,-16.61129568106268,0.013735646025350701,0,0,0
2021-06-09,2021-06-10,30050.0,29970.0,29900.0,289797.0,False,False,False,False,False,True,-23.356690023356165,-26.622296173044457,3.3366700033366703,0.0,-26.693360026692837,-23.356690023356165,0.012188594977524482,0,0,0
2021-06-10,2021-06-11,29900.0,30000.0,30100.0,266283.0,False,False,False,False,False,True,33.3333333333341,33.44481605351169,3.333333333333333,0.0,30.00000000000077,33.3333333333341,0.011456326106744446,0,0,0
2021-06-11,2021-06-14,30100.0,30050.0,30250.0,239918.0,False,False,False,False,False,True,66.55574043261225,-16.61129568106268,6.655574043261232,0.0,59.90016638935102,66.55574043261225,0.009610151824069454,0,0,0
2021-06-14,2021-06-15,30250.0,30250.0,30350.0,160229.0,False,False,False,False,False,True,33.05785123966842,0.0,6.6115702479338845,0.0,26.44628099173454,33.05785123966842,0.008468737655936568,0,0,0
2021-06-15,2021-06-16,30350.0,30600.0,30400.0,350884.0,False,False,False,False,False,True,-65.35947712418277,82.37232289950657,6.5359477124183005,0.0,-71.89542483660108,-65.35947712418277,0.008186392359826107,0,0,0
2021-06-16,2021-06-17,30400.0,30450.0,30250.0,161096.0,False,False,False,False,False,True,-65.68144499178973,16.4473684210531,6.568144499178982,0.0,-72.24958949096872,-65.68144499178973,0.007283407761658353,0,0,0
2021-06-17,2021-06-18,30250.0,30150.0,30200.0,259960.0,False,False,False,False,False,True,16.583747927032544,-33.05785123966953,6.633499170812604,0.0,9.95024875621994,16.583747927032544,0.006526980999149349,0,0,0
2021-06-18,2021-06-21,30200.0,30100.0,29500.0,85944.0,False,False,False,False,False,True,-199.33554817275768,-33.11258278145712,6.644518272425249,0.0,-205.98006644518293,-199.33554817275768,0.00707244772083607,0,0,0
2021-06-21,2021-06-22,29500.0,29070.0,29720.0,1194001.0,False,False,False,False,False,True,223.59821121431088,-145.7627118644067,3.4399724802201583,0.0,220.15823873409073,223.59821121431088,0.006881966319665905,0,0,0
2021-06-22,2021-06-23,29720.0,29930.0,29980.0,419113.0,False,False,False,False,False,True,16.705646508519134,70.65948855989213,3.341129301703976,0.0,13.364517206815158,16.705646508519134,0.010594141064798005,0,0,0
2021-06-23,2021-06-24,29980.0,29940.0,29890.0,165629.0,False,False,False,False,False,True,-16.70006680026703,-13.342228152101177,3.3400133600534403,0.0,-20.04008016032047,-16.70006680026703,0.012426562125086459,0,0,0
2021-06-24,2021-06-25,29890.0,29930.0,30150.0,187913.0,False,False,False,False,False,True,73.50484463748641,13.382402141184357,3.341129301703976,0.0,70.16371533578244,73.50484463748641,0.012415846442577863,0,0,0
2021-06-25,2021-06-28,30150.0,30200.0,30150.0,151255.0,False,False,False,False,False,True,-16.556291390728006,16.583747927032544,6.622516556291391,0.0,-23.178807947019397,-16.556291390728006,0.012386011086107688,0,0,0
2021-06-28,2021-06-29,30150.0,30100.0,30000.0,82614.0,False,False,False,False,False,True,-33.222591362126465,-16.583747927031432,6.644518272425249,0.0,-39.86710963455172,-33.222591362126465,0.011724953817399441,0,0,0
2021-06-29,2021-06-30,30000.0,29920.0,29990.0,289608.0,False,False,False,False,False,True,23.395721925134616,-26.666666666667062,3.3422459893048124,0.0,20.053475935829802,23.395721925134616,0.011590989935810128,0,0,0
2021-06-30,2021-07-01,29990.0,29890.0,29950.0,180693.0,False,False,False,False,False,True,20.073603211776536,-33.34444814938276,3.3456005352960854,0.0,16.72800267648045,20.073603211776536,0.011671157357961093,0,0,0
2021-07-01,2021-07-02,29950.0,29800.0,29810.0,165023.0,False,False,False,False,False,True,3.355704697987072,-50.08347245408995,3.355704697986577,0.0,4.951594689828198e-13,3.355704697987072,0.011620948229842736,0,0,0
2021-07-02,2021-07-05,29810.0,29860.0,29810.0,160976.0,False,False,False,False,False,True,-16.744809109175975,16.772895001677668,3.348961821835231,0.0,-20.093770931011207,-16.744809109175975,0.01156837549077702,0,0,0
2021-07-05,2021-07-06,29810.0,29630.0,29750.0,1167707.0,False,False,False,False,False,True,40.49949375632744,-60.38242200603783,3.374957813027337,0.0,37.1245359433001,40.49949375632744,0.01153678129822383,0,0,0
2021-07-06,2021-07-07,29750.0,29730.0,29000.0,444485.0,False,False,False,False,False,True,-245.54322233434235,-6.722689075630006,3.3636057854019508,0.0,-248.9068281197443,-245.54322233434235,0.01165455752324951,0,0,0
2021-07-07,2021-07-08,29000.0,29090.0,29020.0,475475.0,False,False,False,False,False,True,-24.063251976623732,31.03448275862064,3.4376074252320388,0.0,-27.50085940185577,-24.063251976623732,0.011679019098756334,0,0,0
2021-07-08,2021-07-09,29020.0,28830.0,28380.0,270790.0,False,False,False,False,False,True,-156.08740894901163,-65.47208821502393,3.46860908775581,0.0,-159.55601803676745,-156.08740894901163,0.012585889791263809,0,0,0
2021-07-09,2021-07-12,28380.0,28690.0,29270.0,757885.0,False,False,False,False,False,True,202.16103171836863,109.23185341789932,3.485535029627048,0.0,198.6754966887416,202.16103171836863,0.012679394582883701,0,0,0
2021-07-12,2021-07-13,29270.0,29260.0,29420.0,303525.0,False,False,False,False,False,True,54.682159945318446,-3.416467372736598,3.417634996582365,0.0,51.26452494873608,54.682159945318446,0.012664441344972101,0,0,0
2021-07-13,2021-07-14,29420.0,29440.0,29220.0,221234.0,False,False,False,False,False,True,-74.72826086956542,6.798096532971698,3.3967391304347827,0.0,-78.1250000000002,-74.72826086956542,0.013460031250276443,0,0,0
2021-07-14,2021-07-15,29220.0,29330.0,29240.0,114464.0,False,False,False,False,False,True,-30.68530514831247,37.64544832306704,3.4094783498124785,0.0,-34.09478349812495,-30.68530514831247,0.013235194034287391,0,0,0
2021-07-15,2021-07-16,29240.0,28970.0,28690.0,611940.0,False,False,False,False,False,True,-96.65170866413497,-92.33926128590974,3.4518467380048325,0.0,-100.1035554021398,-96.65170866413497,0.013223897450361184,0,0,0
2021-07-16,2021-07-19,28690.0,28720.0,28340.0,306207.0,False,False,False,False,False,True,-132.31197771587767,10.456605088882132,3.481894150417827,0.0,-135.7938718662955,-132.31197771587767,0.013313177738303674,0,0,0
2021-07-19,2021-07-20,28340.0,28350.0,28070.0,453030.0,False,False,False,False,False,True,-98.7654320987652,3.528581510232609,3.5273368606701943,0.0,-102.29276895943539,-98.7654320987652,0.01339580728434435,0,0,0
2021-07-20,2021-07-21,28070.0,28100.0,28480.0,417704.0,False,False,False,False,False,True,135.23131672597887,10.687566797291659,3.5587188612099645,0.0,131.6725978647689,135.23131672597887,0.011341573572405289,0,0,0
2021-07-21,2021-07-26,28480.0,28220.0,28760.0,202356.0,False,False,False,False,False,True,191.35364989369296,-91.29213483146104,3.5435861091424523,0.0,187.81006378455052,191.35364989369296,0.008899671796540427,0,0,0
2021-07-26,2021-07-27,28760.0,28530.0,28610.0,152676.0,False,False,False,False,False,True,28.04065895548602,-79.97218358831715,3.505082369435682,0.0,24.53557658605034,28.04065895548602,0.009023167835880759,0,0,0
2021-07-27,2021-07-28,28610.0,28650.0,28360.0,240167.0,False,False,False,False,False,True,-101.22164048865568,13.981125480602152,3.4904013961605584,0.0,-104.71204188481624,-101.22164048865568,0.009532378927113148,0,0,0
2021-07-28,2021-07-29,28360.0,28280.0,28460.0,263250.0,False,False,False,False,False,True,63.64922206506307,-28.208744710860323,3.536067892503536,0.0,60.11315417255953,63.64922206506307,0.009288833227027232,0,0,0
2021-07-29,2021-07-30,28460.0,28490.0,28330.0,159982.0,False,False,False,False,False,True,-56.16005616005615,10.541110330288816,3.51000351000351,0.0,-59.67005967005966,-56.16005616005615,0.009574169569601736,0,0,0
