table_id	file	A	B
current_1	表_h6os4a.md	new_impl	current_impl
current_2	表_lkz8oc.md	current_impl	new_impl
survey_1	表_tdnjk1.md	new_impl	survey_best
survey_2	表_mowzh6.md	survey_best	new_impl
mutant_1	表_6xjmd6.md	new_impl	mutant
mutant_2	表_pq6d39.md	mutant	new_impl
