cascade_id,start_ms,end_ms,width_ms,n_events,total_size,direction,bar60_before_tie,bar60_before_path,bar60_before_internal_bp,bar60_after_shift_tie,bar60_after_shift_path,bar60_after_shift_internal_bp,trade_before_tie,trade_before_path,trade_before_internal_bp,trade_after_shift_tie,trade_after_shift_path,trade_after_shift_internal_bp
binance_cm_real_002048,1694443286156,1694443292399,6243,6,2340721.0,long,1,time_resolution,0.0,0,,-13.615674,0,,-41.696228,0,,-41.735863
binance_cm_real_002049,1694443586617,1694443604351,17734,6,29472229.2,long,1,time_resolution,0.0,0,,-37.681459,0,,-36.435234,0,,-35.759034
binance_cm_real_002050,1694443668027,1694443711197,43170,10,13762766.2,long,0,,-8.529329,0,,-15.8231,0,,-17.761918,0,,-17.761918
binance_cm_real_002051,1694443773019,1694443791947,18928,6,2899717.1,long,1,time_resolution,0.0,0,,0.558878,0,,4.839613,0,,4.839613
binance_cm_real_002052,1694444418005,1694444418005,0,1,175514.5,long,1,time_resolution,0.0,0,,-14.846244,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002053,1694444880614,1694444880614,0,1,25177.6,short,1,time_resolution,0.0,0,,-18.98513,1,time_resolution,0.0,0,,-0.039718
binance_cm_real_002054,1694445241339,1694445260507,19168,2,275382.5,long,1,time_resolution,0.0,0,,0.35933,0,,-4.991016,0,,-4.951088
binance_cm_real_002055,1694445382255,1694445486062,103807,10,3020093.4,long,0,,-23.901548,0,,-10.911576,0,,-22.248098,0,,-22.248098
binance_cm_real_002056,1694448603039,1694448655276,52237,2,1208993.6,short,1,time_resolution,0.0,0,,12.9866,0,,13.976074,0,,13.976074
binance_cm_real_002057,1694452669566,1694452669566,0,1,25089.6,long,1,time_resolution,0.0,0,,-11.907654,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002058,1694452736508,1694452762085,25577,2,876612.1,long,0,,-8.971292,0,,-7.695375,0,,-3.712056,0,,-3.712056
binance_cm_real_002059,1694459851412,1694459851412,0,1,25104.8,long,1,time_resolution,0.0,0,,-4.339742,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002060,1694459973280,1694460023509,50229,6,1377282.8,long,0,,-26.807729,0,,-10.954124,0,,-23.513658,0,,-23.513658
binance_cm_real_002061,1694461050393,1694461050393,0,1,25032.2,long,1,time_resolution,0.0,0,,-12.455786,1,time_resolution,0.0,0,,-0.039948
binance_cm_real_002062,1694461125518,1694461135404,9886,3,11740522.5,long,1,time_resolution,0.0,0,,-11.591932,0,,-6.362545,0,,-6.362545
binance_cm_real_002063,1694461529355,1694461529355,0,1,724312.7,long,1,time_resolution,0.0,0,,8.042863,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002064,1694462031654,1694462031654,0,1,1323558.4,long,1,time_resolution,0.0,0,,-6.200422,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002065,1694462480583,1694462520018,39435,5,4065312.2,long,0,,-30.469128,0,,4.364172,0,,-22.999283,0,,-22.999283
binance_cm_real_002066,1694466852208,1694466889697,37489,3,427694.9,short,1,time_resolution,0.0,0,,15.006468,0,,4.73035,0,,4.73035
binance_cm_real_002067,1694487819057,1694487822966,3909,3,784057.5,short,1,time_resolution,0.0,0,,34.749494,0,,9.972496,0,,13.059222
binance_cm_real_002068,1694488434245,1694488440856,6611,3,7745145.6,short,0,,29.177541,0,,19.425372,0,,1.69358,0,,1.69358
binance_cm_real_002069,1694488585060,1694488631127,46067,6,6642097.4,short,0,,60.631353,0,,62.088081,0,,52.02983,0,,52.02983
binance_cm_real_002070,1694488876304,1694488882099,5795,2,36756405.7,short,1,time_resolution,0.0,0,,0.194998,0,,5.061182,0,,5.061182
binance_cm_real_002071,1694488977332,1694489065498,88166,5,6291520.3,short,0,,51.946431,0,,58.92722,0,,46.36665,0,,45.939129
binance_cm_real_002072,1694489306892,1694489334268,27376,2,15871473.8,short,1,time_resolution,0.0,0,,27.622599,0,,13.016558,0,,13.016558
binance_cm_real_002073,1694491364117,1694491366106,1989,2,26441761.6,short,1,time_resolution,0.0,0,,44.077242,0,,14.737654,0,,14.737654
binance_cm_real_002074,1694491552298,1694491552298,0,1,1033008.0,long,1,time_resolution,0.0,0,,-12.530214,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002075,1694494744312,1694494744312,0,1,51456.4,long,1,time_resolution,0.0,0,,3.692576,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002076,1694494850323,1694494859230,8907,2,51378.7,long,0,,-19.621709,0,,-19.621709,0,,-2.374243,0,,-2.374243
binance_cm_real_002077,1694494980419,1694494980419,0,1,5128080.0,long,1,time_resolution,0.0,0,,8.929581,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002078,1694497633222,1694497633222,0,1,77189.7,short,1,time_resolution,0.0,0,,4.512565,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002079,1694497726436,1694497726436,0,1,283171.9,short,1,time_resolution,0.0,0,,7.232401,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002080,1694498432298,1694498432298,0,1,413158.4,short,1,time_resolution,0.0,0,,19.379017,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002081,1694504957836,1694504957836,0,1,387726.0,short,1,time_resolution,0.0,0,,11.660656,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002082,1694508937197,1694508951837,14640,2,10653124.8,long,1,time_resolution,0.0,0,,-9.009919,0,,-0.466342,0,,-0.466342
binance_cm_real_002083,1694512511624,1694512511624,0,1,232695.0,short,1,time_resolution,0.0,0,,-3.288456,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002084,1694513951147,1694513951147,0,1,3807682.2,short,1,time_resolution,0.0,0,,7.727587,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002085,1694514095277,1694514168513,73236,18,240152594.9,short,0,,83.034943,0,,112.822571,0,,128.982255,0,,128.982255
binance_cm_real_002086,1694515101315,1694515101315,0,1,130273.5,long,1,time_resolution,0.0,0,,13.347806,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002087,1694520869566,1694520869566,0,1,26143.7,short,1,time_resolution,0.0,0,,1.147899,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002088,1694525028278,1694525028278,0,1,624636.0,long,1,time_resolution,0.0,0,,-7.832026,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002089,1694526450292,1694526450292,0,1,524246.0,short,1,time_resolution,0.0,0,,5.882982,1,time_resolution,0.0,0,,-0.03815
binance_cm_real_002090,1694526889520,1694526889520,0,1,52535.6,short,1,time_resolution,0.0,0,,16.560082,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002091,1694527053059,1694527053059,0,1,341797.3,short,1,time_resolution,0.0,0,,5.065972,1,time_resolution,0.0,0,,-0.038034
binance_cm_real_002092,1694527304055,1694527326046,21991,4,11335170.8,short,0,,22.299344,0,,2.892065,0,,1.289828,0,,1.289828
binance_cm_real_002093,1694527420522,1694527424342,3820,2,314620.0,long,1,time_resolution,0.0,0,,-28.417737,0,,-3.050524,0,,-3.050524
binance_cm_real_002094,1694528798637,1694528798637,0,1,26130.9,long,1,time_resolution,0.0,0,,-21.660484,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002095,1694529743609,1694529765102,21493,3,2397358.3,long,1,time_resolution,0.0,0,,-14.972468,0,,-5.905633,0,,-5.905633
binance_cm_real_002096,1694530184440,1694530184440,0,1,26044.6,long,1,time_resolution,0.0,0,,-19.037259,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002097,1694534783238,1694534783238,0,1,629707.2,short,1,time_resolution,0.0,0,,12.443176,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002098,1694536073448,1694536102307,28859,3,16789407.9,short,0,,9.598318,0,,12.45496,0,,12.261995,0,,12.261995
binance_cm_real_002099,1694536223496,1694536231184,7688,6,45231885.6,short,1,time_resolution,0.0,0,,56.061401,0,,42.572532,0,,40.110598
binance_cm_real_002100,1694537786542,1694537786542,0,1,26106.0,long,1,time_resolution,0.0,0,,-7.084323,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002101,1694537905598,1694537905598,0,1,390900.0,long,1,time_resolution,0.0,0,,-7.399399,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002102,1694539075221,1694539105187,29966,6,13354163.3,long,0,,-41.95477,0,,-64.044302,0,,-45.571741,0,,-45.571741
binance_cm_real_002103,1694541564660,1694541610032,45372,3,1010011.9,long,0,,-13.574905,0,,-10.296874,0,,-1.50585,0,,-1.50585
binance_cm_real_002104,1694542250286,1694542250286,0,1,465778.8,long,1,time_resolution,0.0,0,,-6.525525,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002105,1694545848041,1694545848041,0,1,33740577.5,short,1,time_resolution,0.0,0,,12.102444,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002106,1694546118574,1694546241630,123056,5,25867427.3,short,0,,48.361282,0,,49.397595,0,,42.875409,0,,42.875409
binance_cm_real_002107,1694556448539,1694556484645,36106,3,4210013.4,long,0,,-20.624971,0,,-13.749981,0,,-12.538896,0,,-12.538896
binance_cm_real_002108,1694557412065,1694557422267,10202,3,4872619.3,long,1,time_resolution,0.0,0,,-13.241057,0,,-11.256399,0,,-11.140751
binance_cm_real_002109,1694560173036,1694560262079,89043,9,4493361.5,long,0,,-41.065226,0,,-21.227325,0,,-40.279446,0,,-40.279446
binance_cm_real_002110,1694563641613,1694563648518,6905,2,515117.5,long,1,time_resolution,0.0,0,,10.907835,0,,-2.523537,0,,-2.523537
binance_cm_real_002111,1694590700812,1694590751301,50489,3,130297.4,short,0,,33.915531,0,,30.335344,0,,16.096131,0,,16.096131
binance_cm_real_002112,1694591058298,1694591113366,55068,2,1789178.1,long,0,,-15.861894,0,,-43.928206,0,,-11.376169,0,,-11.376169
binance_cm_real_002113,1694597027228,1694597027228,0,1,337781.6,short,1,time_resolution,0.0,0,,10.986512,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002114,1694597298277,1694597298277,0,1,3434785.2,short,1,time_resolution,0.0,0,,11.926334,1,time_resolution,0.0,0,,-0.730168
binance_cm_real_002115,1694597694949,1694597694949,0,1,520846.0,short,1,time_resolution,0.0,0,,22.20358,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002116,1694597758195,1694597790438,32243,2,417347.5,short,0,,8.754248,0,,11.21158,0,,7.940953,0,,7.940953
binance_cm_real_002117,1694598122084,1694598122084,0,1,2012333.4,short,1,time_resolution,0.0,0,,-20.362701,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002118,1694598918457,1694598921635,3178,2,1334406.2,short,1,time_resolution,0.0,0,,-6.778285,0,,-0.496828,0,,-0.535045
binance_cm_real_002119,1694599092327,1694599093611,1284,2,34350261.0,short,1,time_resolution,0.0,0,,-0.803001,0,,-0.687458,0,,-0.725651
binance_cm_real_002120,1694601201088,1694601201088,0,1,4094685.6,long,1,time_resolution,0.0,0,,0.766845,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002121,1694608229328,1694608289687,60359,4,781782.3,long,0,,-44.959014,0,,-29.565231,0,,-25.489572,0,,-25.489572
binance_cm_real_002122,1694615471484,1694615471484,0,1,130944.5,short,1,time_resolution,0.0,0,,3.743544,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002123,1694615781452,1694615796193,14741,3,2576107.4,short,1,time_resolution,0.0,0,,20.752032,0,,11.145176,0,,11.145176
binance_cm_real_002124,1694618898712,1694618898712,0,1,236736.0,short,1,time_resolution,0.0,0,,11.585807,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002125,1694619987175,1694620014393,27218,2,1211062.1,short,1,time_resolution,0.0,0,,19.398642,0,,12.876661,0,,12.838677
binance_cm_real_002126,1694622177643,1694622177643,0,1,1501853.1,short,1,time_resolution,0.0,0,,10.298544,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002127,1694622460070,1694622460070,0,1,131775.5,short,1,time_resolution,0.0,0,,11.317416,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002128,1694622605294,1694622605294,0,1,501334.0,short,1,time_resolution,0.0,0,,-6.33514,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002129,1694626054433,1694626115602,61169,6,48848398.0,long,0,,-9.754722,0,,-21.262246,0,,-26.427283,0,,-26.427283
binance_cm_real_002130,1694627818161,1694627818161,0,1,1382722.3,long,1,time_resolution,0.0,0,,-17.297264,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002131,1694627879439,1694627879439,0,1,52150.0,long,1,time_resolution,0.0,1,time_resolution,0.0,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002132,1694631799085,1694631799085,0,1,468743.4,long,1,time_resolution,0.0,0,,14.305384,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002133,1694638522248,1694638522248,0,1,131180.0,short,1,time_resolution,0.0,0,,1.601019,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002134,1694640610026,1694640631635,21609,2,341350.6,short,1,time_resolution,0.0,0,,9.222948,0,,3.313478,0,,3.313478
binance_cm_real_002135,1694652422167,1694652422167,0,1,26314.7,short,1,time_resolution,0.0,0,,-2.66096,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002136,1694652498255,1694652505139,6884,2,28488517.1,short,1,time_resolution,0.0,0,,11.939481,0,,5.922574,0,,5.922574
binance_cm_real_002137,1694652714404,1694652772116,57712,2,765167.0,short,0,,4.628295,0,,8.459916,0,,6.635574,0,,6.635574
binance_cm_real_002138,1694652866033,1694652869522,3489,3,1482797.6,short,1,time_resolution,0.0,0,,25.671361,0,,11.605006,0,,11.605006
binance_cm_real_002139,1694653105175,1694653105175,0,1,1483384.0,short,1,time_resolution,0.0,0,,6.12312,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002140,1694653196153,1694653205635,9482,4,3818225.3,short,0,,16.053911,0,,-4.041808,0,,1.395079,0,,1.395079
binance_cm_real_002141,1694653502146,1694653502146,0,1,26533.8,short,1,time_resolution,0.0,0,,-21.523453,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002142,1694653847072,1694653862153,15081,3,13901873.3,long,0,,-24.105884,0,,-9.134462,0,,-8.810238,0,,-8.772263
binance_cm_real_002143,1694654394397,1694654459710,65313,5,19452767.6,long,0,,-4.609822,0,,-37.221458,0,,-29.473556,0,,-29.473556
binance_cm_real_002144,1694677029358,1694677029358,0,1,552073.2,short,1,time_resolution,0.0,0,,1.750101,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002145,1694677472167,1694677477387,5220,2,1633661.0,short,1,time_resolution,0.0,0,,6.800137,0,,2.961028,0,,2.961028
binance_cm_real_002146,1694677702170,1694677702170,0,1,26381.1,short,1,time_resolution,0.0,0,,3.414575,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002147,1694691150543,1694691150543,0,1,343142.8,short,1,time_resolution,0.0,0,,-0.417134,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002148,1694692530537,1694692593204,62667,3,2618628.5,short,0,,7.307451,0,,8.632636,0,,14.942368,0,,14.942368
binance_cm_real_002149,1694693717420,1694693776461,59041,4,11047424.8,short,0,,3.133412,0,,-2.982404,0,,14.595347,0,,14.595347
binance_cm_real_002150,1694694577610,1694694577610,0,1,11874240.0,long,1,time_resolution,0.0,0,,-8.025348,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002151,1694694651297,1694694651297,0,1,632904.0,long,1,time_resolution,0.0,0,,-10.683801,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002152,1694696591609,1694696591609,0,1,105915.2,short,1,time_resolution,0.0,0,,0.566656,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002153,1694697714460,1694697718224,3764,4,7100918.5,short,1,time_resolution,0.0,0,,48.281321,0,,16.766943,0,,17.029513
binance_cm_real_002154,1694698208558,1694698209640,1082,2,3897461.0,short,1,time_resolution,0.0,0,,13.621115,0,,-8.688976,0,,-8.651523
binance_cm_real_002155,1694698284464,1694698284464,0,1,1765724.4,short,1,time_resolution,0.0,0,,0.524618,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002156,1694699709649,1694699709649,0,1,79514.1,long,1,time_resolution,0.0,0,,0.11308,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002157,1694703322138,1694703323355,1217,2,3339375.0,short,1,time_resolution,0.0,0,,10.230352,1,price_tick,0.0,1,price_tick,0.0
binance_cm_real_002158,1694703628188,1694703637348,9160,3,214169.4,short,1,time_resolution,0.0,0,,-9.767964,0,,3.550247,0,,3.550247
binance_cm_real_002159,1694705380202,1694705380202,0,1,478422.0,long,1,time_resolution,0.0,0,,-0.112829,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002160,1694709573608,1694709573608,0,1,2973924.8,long,1,time_resolution,0.0,0,,-2.935686,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002161,1694715371386,1694715371386,0,1,293700.0,short,1,time_resolution,0.0,0,,0.187266,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002162,1694716462124,1694716462124,0,1,855955.2,short,1,time_resolution,0.0,0,,3.144854,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002163,1694716599231,1694716601699,2468,3,107317.7,short,1,time_resolution,0.0,0,,-4.561634,0,,-4.211154,0,,-4.211154
binance_cm_real_002164,1694718064607,1694718084341,19734,2,1009134.2,long,1,time_resolution,0.0,0,,-0.978882,0,,-1.882466,0,,-1.882466
binance_cm_real_002165,1694721712152,1694721712152,0,1,320550.0,short,1,time_resolution,0.0,0,,3.111166,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002166,1694724345210,1694724345210,0,1,478380.6,long,1,time_resolution,0.0,0,,-7.745147,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002167,1694727986098,1694728005250,19152,2,2226971.8,long,1,time_resolution,0.0,0,,-8.511568,0,,-14.091193,0,,-14.091193
binance_cm_real_002168,1694728069047,1694728072067,3020,2,370710.6,long,1,time_resolution,0.0,0,,-11.006615,0,,-4.455739,0,,-4.455739
binance_cm_real_002169,1694736150310,1694736150310,0,1,26495.3,long,1,time_resolution,0.0,0,,-1.9996,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002170,1694737358627,1694737413260,54633,2,397050.0,long,0,,-4.79533,0,,-5.05964,0,,0.680046,0,,0.680046
binance_cm_real_002171,1694740013239,1694740021581,8342,3,3094111.0,long,0,,-10.953937,0,,-8.158794,0,,0.037814,0,,0.037814
binance_cm_real_002172,1694745566718,1694745566718,0,1,319150.8,short,1,time_resolution,0.0,0,,2.256462,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002173,1694762532478,1694762532478,0,1,53088.6,long,1,time_resolution,0.0,0,,-0.791065,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002174,1694766041326,1694766041326,0,1,132663.5,long,1,time_resolution,0.0,0,,3.278367,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002175,1694768455450,1694768456526,1076,2,720028.7,short,1,time_resolution,0.0,0,,13.145688,0,,-5.17253,0,,-5.135048
binance_cm_real_002176,1694776670526,1694776670526,0,1,212016.8,long,1,time_resolution,0.0,0,,-11.984353,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002177,1694776989999,1694776989999,0,1,105942.0,long,1,time_resolution,0.0,0,,2.378489,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002178,1694778917084,1694778917084,0,1,449911.8,long,1,time_resolution,0.0,0,,-4.343392,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002179,1694779055520,1694779069078,13558,3,1031416.9,long,1,time_resolution,0.0,0,,-11.146587,0,,-16.970613,0,,-16.970613
binance_cm_real_002180,1694779147266,1694779147266,0,1,263717.0,long,1,time_resolution,0.0,0,,-11.004636,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002181,1694781520164,1694781523054,2890,3,1527808.0,long,1,time_resolution,0.0,0,,-11.405576,0,,-3.833846,0,,-3.833846
binance_cm_real_002182,1694781590036,1694781590036,0,1,1395177.3,long,1,time_resolution,0.0,0,,-8.952789,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002183,1694785013385,1694785013385,0,1,767044.2,short,1,time_resolution,0.0,0,,9.574448,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002184,1694785302478,1694785340506,38028,2,3521698.0,short,0,,12.062407,0,,7.676077,0,,11.521695,0,,11.559471
binance_cm_real_002185,1694788338446,1694788338446,0,1,3026225.0,long,1,time_resolution,0.0,0,,3.113526,1,time_resolution,0.0,0,,0.038001
binance_cm_real_002186,1694788587802,1694788620250,32448,3,420566.8,long,0,,-15.232669,0,,-17.094017,0,,-7.45131,0,,-7.45131
binance_cm_real_002187,1694788863187,1694788863187,0,1,210146.4,long,1,time_resolution,0.0,0,,3.158608,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002188,1694789076587,1694789076587,0,1,814205.7,long,1,time_resolution,0.0,0,,-3.045009,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002189,1694789253028,1694789297055,44027,6,7792597.5,long,0,,-23.5902,0,,-9.055593,0,,-9.031875,0,,-8.917547
binance_cm_real_002190,1694805504017,1694805504017,0,1,4119226.8,short,1,time_resolution,0.0,0,,1.136467,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002191,1694812400358,1694812400358,0,1,52969.4,short,1,time_resolution,0.0,0,,2.685224,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002192,1694816292087,1694816292087,0,1,52990.0,short,1,time_resolution,0.0,0,,4.794733,1,time_resolution,0.0,1,price_tick,0.0
binance_cm_real_002193,1694817379104,1694817380498,1394,2,2868599.4,short,1,time_resolution,0.0,0,,17.197488,0,,6.890916,0,,7.041538
binance_cm_real_002194,1694817524309,1694817591213,66904,4,5505979.9,short,0,,13.595707,0,,32.313341,0,,25.0142,0,,25.0142
binance_cm_real_002195,1694817779414,1694817826456,47042,6,5256872.4,short,0,,9.797996,0,,29.882011,0,,31.915332,0,,31.915332
binance_cm_real_002196,1694818160048,1694818246453,86405,6,28665338.4,short,0,,24.688679,0,,25.58645,0,,31.392129,0,,31.392129
binance_cm_real_002197,1694819253030,1694819254541,1511,2,698947.5,short,1,time_resolution,0.0,0,,11.269624,0,,-1.822523,0,,-1.822523
binance_cm_real_002198,1694819756283,1694819756283,0,1,11063611.8,long,1,time_resolution,0.0,0,,-7.327103,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002199,1694819818577,1694819818577,0,1,240304.5,long,1,time_resolution,0.0,0,,-8.192919,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002200,1694820541182,1694820541182,0,1,1600656.0,long,1,time_resolution,0.0,0,,-1.874232,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002201,1694822632552,1694822649283,16731,2,35124894.0,long,0,,-2.820768,0,,-7.822931,0,,-5.642386,0,,-5.642386
binance_cm_real_002202,1694830754480,1694830754480,0,1,26740.2,short,1,time_resolution,0.0,0,,1.085597,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002203,1694838526150,1694838527452,1302,2,424819.2,long,1,time_resolution,0.0,0,,-4.251797,1,price_tick,0.0,1,price_tick,0.0
binance_cm_real_002204,1694841106415,1694841106415,0,1,450921.6,long,1,time_resolution,0.0,0,,-3.051388,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002205,1694841612544,1694841612544,0,1,2174582.6,long,1,time_resolution,0.0,0,,-6.067915,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002206,1694844112722,1694844112722,0,1,79517.7,long,1,time_resolution,0.0,0,,-7.727422,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002207,1694847004499,1694847004499,0,1,608655.9,long,1,time_resolution,0.0,0,,-1.057957,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002208,1694858703377,1694858714215,10838,2,52886.9,long,1,time_resolution,0.0,0,,4.497864,0,,-1.172244,0,,-1.172244
binance_cm_real_002209,1694886234079,1694886234079,0,1,798360.0,short,1,time_resolution,0.0,0,,2.331704,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002210,1694912093717,1694912119180,25463,2,4255406.0,long,0,,-5.022184,0,,-2.718777,0,,-12.359351,0,,-12.359351
binance_cm_real_002211,1694912942055,1694912942055,0,1,26416.2,long,1,time_resolution,0.0,0,,1.134984,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002212,1694951129193,1694951129193,0,1,106456.8,short,1,time_resolution,0.0,0,,2.367994,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002213,1694970354757,1694970354757,0,1,927013.5,long,1,time_resolution,0.0,0,,0.566367,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002214,1694973614301,1694973614301,0,1,1138029.4,long,1,time_resolution,0.0,0,,-4.381111,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002215,1694973684390,1694973684390,0,1,26460.4,long,1,time_resolution,0.0,0,,-1.964807,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002216,1694983428936,1694983428936,0,1,1190353.5,long,1,time_resolution,0.0,0,,-3.854497,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002217,1694983538666,1694983538666,0,1,317444.4,long,1,time_resolution,0.0,0,,-1.285158,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002218,1694983843169,1694983843169,0,1,661190.0,long,1,time_resolution,0.0,0,,-1.814573,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002219,1694984338086,1694984343456,5370,3,2484052.7,long,0,,-6.805036,0,,-8.430683,0,,-4.955889,0,,-4.955889
binance_cm_real_002220,1694984422183,1694984422183,0,1,976785.2,long,1,time_resolution,0.0,0,,-3.745928,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002221,1694995661482,1694995661482,0,1,1300607.0,short,1,time_resolution,0.0,0,,4.334487,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002222,1694997088231,1694997090648,2417,3,16354745.7,long,1,time_resolution,0.0,0,,3.818396,0,,5.19386,0,,5.19386
binance_cm_real_002223,1695003846537,1695003846537,0,1,930471.5,short,1,time_resolution,0.0,0,,5.683187,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002224,1695004064504,1695004093667,29163,7,17157088.1,short,0,,11.20385,0,,16.542597,0,,33.862124,0,,33.862124
binance_cm_real_002225,1695004280235,1695004300491,20256,2,695215.6,short,1,time_resolution,0.0,0,,15.620376,0,,2.319222,0,,2.319222
binance_cm_real_002226,1695004545486,1695004545486,0,1,719239.5,long,1,time_resolution,0.0,0,,-10.428624,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002227,1695022056074,1695022056074,0,1,8875190.0,short,1,time_resolution,0.0,0,,2.358835,1,time_resolution,0.0,0,,-0.037408
binance_cm_real_002228,1695022204271,1695022246390,42119,3,16238174.9,short,1,time_resolution,0.0,0,,5.161175,0,,11.850512,0,,11.850512
binance_cm_real_002229,1695022811393,1695022811393,0,1,320170.8,long,1,time_resolution,0.0,0,,-2.810168,1,time_resolution,0.0,1,time_resolution,0.0
binance_cm_real_002230,1695029705341,1695029716196,10855,2,617290.3,short,1,time_resolution,0.0,0,,31.428091,0,,13.836623,0,,13.836623
