ts,open,high,low,close,volume,synthetic
2026-08-19 21:44:00+00:00,10993772.0,11010674.0,10993772.0,11009229.0,0.55148141,0
2026-08-19 21:45:00+00:00,11010679.0,11021137.0,11004271.0,11021137.0,0.9741566,0
2026-08-19 21:46:00+00:00,11020477.0,11049765.0,11020477.0,11046874.0,3.443644,0
2026-08-19 21:47:00+00:00,11046874.0,11068330.0,11034165.0,11036293.0,5.82529478,0
2026-08-19 21:48:00+00:00,11028485.0,11029837.0,10976148.0,11014432.0,3.6198039,0
2026-08-19 21:49:00+00:00,11014239.0,11037300.0,11000410.0,11032692.0,3.08392587,0
2026-08-19 21:50:00+00:00,11034576.0,11035405.0,11013698.0,11019205.0,1.86427943,0
2026-08-19 21:51:00+00:00,11019406.0,11029702.0,11015270.0,11019293.0,1.0919913,0
2026-08-19 21:52:00+00:00,11025453.0,11027027.0,11013518.0,11018584.0,1.33751163,0
2026-08-19 21:53:00+00:00,11020985.0,11028629.0,11018254.0,11024845.0,1.49444325,0
2026-08-19 21:54:00+00:00,11025533.0,11026949.0,11018696.0,11018696.0,0.53180697,0
2026-08-19 21:55:00+00:00,11020856.0,11038452.0,11020856.0,11038452.0,0.66558942,0
2026-08-19 21:56:00+00:00,11035752.0,11035752.0,11018196.0,11023726.0,1.41188625,0
2026-08-19 21:57:00+00:00,11024475.0,11025602.0,11018615.0,11023598.0,0.5534229,0
2026-08-19 21:58:00+00:00,11019659.0,11021084.0,11000984.0,11011591.0,2.02655985,0
2026-08-19 21:59:00+00:00,11013874.0,11018147.0,11009255.0,11014194.0,0.48690759,0
2026-08-19 22:00:00+00:00,11018551.0,11035999.0,11015998.0,11016206.0,2.13913853,0
2026-08-19 22:01:00+00:00,11016353.0,11020349.0,10992487.0,10993490.0,1.36995333,0
2026-08-19 22:02:00+00:00,10996570.0,11000699.0,10990333.0,10998839.0,0.53625375,0
2026-08-19 22:03:00+00:00,10996564.0,10997744.0,10988000.0,10989485.0,0.87655383,0
2026-08-19 22:04:00+00:00,10989485.0,10993228.0,10981015.0,10983847.0,1.78157469,0
2026-08-19 22:05:00+00:00,10980325.0,10982134.0,10962345.0,10968373.0,6.2931016,0
2026-08-19 22:06:00+00:00,10968564.0,10980193.0,10968418.0,10978411.0,1.234019,0
2026-08-19 22:07:00+00:00,10976755.0,10976755.0,10958715.0,10960477.0,2.07467764,0
2026-08-19 22:08:00+00:00,10960287.0,10968880.0,10951329.0,10964654.0,3.25348721,0
2026-08-19 22:09:00+00:00,10967315.0,10967606.0,10957745.0,10961584.0,1.2266745300000002,0
2026-08-19 22:10:00+00:00,10963776.0,10963776.0,10955602.0,10958886.0,1.61655207,0
2026-08-19 22:11:00+00:00,10960077.0,10964554.0,10952965.0,10957644.0,0.74503324,0
2026-08-19 22:12:00+00:00,10957635.0,10966493.0,10956399.0,10962898.0,1.44340156,0
2026-08-19 22:13:00+00:00,10960544.0,10960544.0,10948317.0,10957941.0,2.87254176,0
2026-08-19 22:14:00+00:00,10954855.0,10961285.0,10938085.0,10942248.0,2.12280297,0
2026-08-19 22:15:00+00:00,10941623.0,10950938.0,10941623.0,10950938.0,1.49186159,0
2026-08-19 22:16:00+00:00,10952871.0,10953000.0,10943591.0,10945409.0,0.84485137,0
2026-08-19 22:17:00+00:00,10941228.0,10949074.0,10939850.0,10949074.0,2.42151814,0
2026-08-19 22:18:00+00:00,10949679.0,10955781.0,10943255.0,10945945.0,2.18939535,0
2026-08-19 22:19:00+00:00,10947540.0,10947990.0,10934900.0,10934900.0,0.72668531,0
2026-08-19 22:20:00+00:00,10937911.0,10938005.0,10933165.0,10934660.0,1.6056474,0
2026-08-19 22:21:00+00:00,10934660.0,10939567.0,10931916.0,10938640.0,0.87386555,0
2026-08-19 22:22:00+00:00,10938955.0,10940792.0,10931522.0,10931522.0,1.39053206,0
2026-08-19 22:23:00+00:00,10930677.0,10937328.0,10924177.0,10936228.0,1.10803915,0
2026-08-19 22:24:00+00:00,10934024.0,10934170.0,10929424.0,10929424.0,0.05704184,0
2026-08-19 22:25:00+00:00,10929747.0,10929747.0,10920809.0,10923411.0,0.51908137,0
2026-08-19 22:26:00+00:00,10921291.0,10929563.0,10919881.0,10920821.0,0.65305331,0
2026-08-19 22:27:00+00:00,10922719.0,10927603.0,10913212.0,10919198.0,2.290828,0
2026-08-19 22:28:00+00:00,10919072.0,10919739.0,10908065.0,10913767.0,1.00832463,0
2026-08-19 22:29:00+00:00,10906502.0,10917919.0,10906489.0,10908436.0,1.60063332,0
2026-08-19 22:30:00+00:00,10910156.0,10917437.0,10906379.0,10914276.0,2.70635171,0
2026-08-19 22:31:00+00:00,10915263.0,10916445.0,10907813.0,10911929.0,1.43108208,0
2026-08-19 22:32:00+00:00,10909977.0,10910972.0,10896581.0,10905653.0,2.11824208,0
2026-08-19 22:33:00+00:00,10904618.0,10905445.0,10886403.0,10886403.0,1.67248638,0
2026-08-19 22:34:00+00:00,10888454.0,10900449.0,10888454.0,10897898.0,2.25601656,0
2026-08-19 22:35:00+00:00,10898695.0,10907307.0,10892404.0,10899994.0,5.15234816,0
2026-08-19 22:36:00+00:00,10897568.0,10911370.0,10896532.0,10907994.0,2.1811325,0
2026-08-19 22:37:00+00:00,10912359.0,10926688.0,10912359.0,10926561.0,1.93132856,0
2026-08-19 22:38:00+00:00,10927322.0,10934401.0,10925005.0,10933647.0,1.01080803,0
2026-08-19 22:39:00+00:00,10936304.0,10960282.0,10936304.0,10953267.0,2.72246068,0
2026-08-19 22:40:00+00:00,10953739.0,10966688.0,10951321.0,10966688.0,3.24462426,0
2026-08-19 22:41:00+00:00,10965395.0,10965396.0,10947748.0,10956573.0,2.39137142,0
2026-08-19 22:42:00+00:00,10958609.0,10966471.0,10957296.0,10959138.0,0.76663164,0
2026-08-19 22:43:00+00:00,10959727.0,10959727.0,10943135.0,10948461.0,1.36899381,0
2026-08-19 22:44:00+00:00,10947445.0,10953750.0,10947445.0,10950892.0,0.12047046,0
2026-08-19 22:45:00+00:00,10950184.0,10950184.0,10935425.0,10939139.0,0.88332302,0
2026-08-19 22:46:00+00:00,10937769.0,10938948.0,10932564.0,10935138.0,1.58858009,0
2026-08-19 22:47:00+00:00,10931738.0,10934563.0,10920594.0,10920594.0,1.04040061,0
2026-08-19 22:48:00+00:00,10920206.0,10920206.0,10913283.0,10915000.0,1.91346558,0
2026-08-19 22:49:00+00:00,10913532.0,10923590.0,10912924.0,10922570.0,2.84193742,0
2026-08-19 22:50:00+00:00,10920709.0,10938681.0,10920000.0,10938681.0,1.26101275,0
2026-08-19 22:51:00+00:00,10939668.0,10941000.0,10930744.0,10930744.0,2.60532265,0
2026-08-19 22:52:00+00:00,10929641.0,10931527.0,10922504.0,10922504.0,0.65285196,0
2026-08-19 22:53:00+00:00,10922863.0,10922863.0,10916669.0,10916669.0,1.0888873499999998,0
2026-08-19 22:54:00+00:00,10914218.0,10923996.0,10913613.0,10922442.0,0.67566173,0
2026-08-19 22:55:00+00:00,10922442.0,10933358.0,10921240.0,10933358.0,0.68090638,0
2026-08-19 22:56:00+00:00,10935455.0,10936350.0,10929086.0,10936008.0,0.74094284,0
2026-08-19 22:57:00+00:00,10935228.0,10938726.0,10935228.0,10938726.0,0.37934264,0
2026-08-19 22:58:00+00:00,10935309.0,10938039.0,10933353.0,10935821.0,0.44855031,0
2026-08-19 22:59:00+00:00,10934864.0,10939640.0,10934480.0,10937300.0,0.6862432199999999,0
2026-08-19 23:00:00+00:00,10940807.0,10943129.0,10931212.0,10932870.0,1.00070924,0
2026-08-19 23:01:00+00:00,10934179.0,10946142.0,10931137.0,10946142.0,0.90662111,0
2026-08-19 23:02:00+00:00,10944849.0,10953121.0,10933051.0,10938202.0,2.4738667,0
2026-08-19 23:03:00+00:00,10940176.0,10941675.0,10931115.0,10931984.0,0.43731431,0
2026-08-19 23:04:00+00:00,10936849.0,10953750.0,10936849.0,10953750.0,0.29391150000000005,0
2026-08-19 23:05:00+00:00,10949692.0,10950190.0,10941970.0,10941970.0,0.36453738,0
2026-08-19 23:06:00+00:00,10944907.0,10950919.0,10942990.0,10950919.0,0.22250781,0
2026-08-19 23:07:00+00:00,10948745.0,10952143.0,10943982.0,10952143.0,0.54887531,0
2026-08-19 23:08:00+00:00,10950650.0,10956155.0,10949053.0,10953952.0,3.13391281,0
2026-08-19 23:09:00+00:00,10953230.0,10953230.0,10947425.0,10947656.0,1.2898961500000001,0
2026-08-19 23:10:00+00:00,10947425.0,10948548.0,10944693.0,10944697.0,0.72617578,0
2026-08-19 23:11:00+00:00,10948040.0,10962534.0,10948040.0,10958200.0,0.79676007,0
2026-08-19 23:12:00+00:00,10962378.0,10962378.0,10950000.0,10950000.0,2.42666317,0
2026-08-19 23:13:00+00:00,10951482.0,10966036.0,10951482.0,10954083.0,2.72360065,0
2026-08-19 23:14:00+00:00,10954475.0,10955000.0,10948769.0,10950890.0,2.58829,0
2026-08-19 23:15:00+00:00,10953210.0,10960188.0,10953210.0,10960147.0,0.42191745,0
2026-08-19 23:16:00+00:00,10960892.0,10963878.0,10954063.0,10957950.0,1.49335132,0
2026-08-19 23:17:00+00:00,10958484.0,10965886.0,10957643.0,10965886.0,0.16428793,0
2026-08-19 23:18:00+00:00,10967573.0,10970524.0,10961164.0,10970524.0,2.14274925,0
2026-08-19 23:19:00+00:00,10966890.0,10968184.0,10965000.0,10965000.0,0.81973078,0
2026-08-19 23:20:00+00:00,10965865.0,10967133.0,10952226.0,10957138.0,0.54273068,0
2026-08-19 23:21:00+00:00,10951357.0,10957138.0,10948664.0,10957138.0,1.11691913,0
2026-08-19 23:22:00+00:00,10957382.0,10957382.0,10950760.0,10951036.0,0.16707841,0
2026-08-19 23:23:00+00:00,10949166.0,10953412.0,10947806.0,10948510.0,0.1194,0
2026-08-19 23:24:00+00:00,10948626.0,10953861.0,10948626.0,10952151.0,0.14815454,0
2026-08-19 23:25:00+00:00,10949143.0,10951391.0,10947383.0,10947769.0,0.49277312,0
2026-08-19 23:26:00+00:00,10949231.0,10954238.0,10944729.0,10954238.0,0.46828519,0
2026-08-19 23:27:00+00:00,10953809.0,10967158.0,10953809.0,10965258.0,0.4769467,0
2026-08-19 23:28:00+00:00,10965746.0,10969687.0,10965746.0,10968903.0,0.12692987,0
2026-08-19 23:29:00+00:00,10968502.0,10968502.0,10957882.0,10961923.0,0.2167247,0
2026-08-19 23:30:00+00:00,10963112.0,10965372.0,10960452.0,10961475.0,0.26912118,0
2026-08-19 23:31:00+00:00,10957064.0,10957568.0,10950617.0,10951431.0,0.5112459500000001,0
2026-08-19 23:32:00+00:00,10948618.0,10960414.0,10948617.0,10954936.0,0.20103035,0
2026-08-19 23:33:00+00:00,10955570.0,10957454.0,10950000.0,10952492.0,0.39834213,0
2026-08-19 23:34:00+00:00,10952476.0,10952476.0,10947106.0,10947106.0,0.16575188000000002,0
2026-08-19 23:35:00+00:00,10945477.0,10948671.0,10945477.0,10948671.0,0.12560000000000002,0
2026-08-19 23:36:00+00:00,10945441.0,10953455.0,10943590.0,10953455.0,0.37789993,0
2026-08-19 23:37:00+00:00,10953457.0,10954466.0,10942840.0,10943707.0,0.23779211,0
2026-08-19 23:38:00+00:00,10944766.0,10949957.0,10943037.0,10949652.0,0.39631428,0
2026-08-19 23:39:00+00:00,10950566.0,10955933.0,10949233.0,10949233.0,0.5484723,0
2026-08-19 23:40:00+00:00,10948477.0,10953695.0,10948423.0,10953106.0,0.54699362,0
2026-08-19 23:41:00+00:00,10952095.0,10954265.0,10949453.0,10954265.0,0.27291208,0
2026-08-19 23:42:00+00:00,10956394.0,10964920.0,10952162.0,10964920.0,0.71630193,0
2026-08-19 23:43:00+00:00,10963361.0,10965677.0,10954253.0,10963598.0,0.83927954,0
2026-08-19 23:44:00+00:00,10961722.0,10961722.0,10954254.0,10954254.0,0.2588242,0
2026-08-19 23:45:00+00:00,10954403.0,10954552.0,10945301.0,10945301.0,0.2450225,0
2026-08-19 23:46:00+00:00,10945239.0,10946934.0,10943300.0,10945107.0,0.23079658,0
2026-08-19 23:47:00+00:00,10944842.0,10951779.0,10943706.0,10951779.0,0.2691576,0
2026-08-19 23:48:00+00:00,10950000.0,10951898.0,10944111.0,10947203.0,0.58865386,0
2026-08-19 23:49:00+00:00,10946688.0,10946688.0,10933594.0,10933594.0,1.0189567099999999,0
2026-08-19 23:50:00+00:00,10935302.0,10940741.0,10935266.0,10938415.0,0.51462447,0
2026-08-19 23:51:00+00:00,10940640.0,10943602.0,10935071.0,10943602.0,0.57735786,0
2026-08-19 23:52:00+00:00,10943602.0,10943602.0,10932520.0,10932597.0,0.85357127,0
2026-08-19 23:53:00+00:00,10931610.0,10944225.0,10931497.0,10944225.0,0.66242018,0
2026-08-19 23:54:00+00:00,10942947.0,10945494.0,10935800.0,10936372.0,0.85858956,0
2026-08-19 23:55:00+00:00,10936371.0,10945319.0,10936371.0,10945319.0,0.26685587,0
2026-08-19 23:56:00+00:00,10946831.0,10950542.0,10946831.0,10950536.0,0.50903591,0
2026-08-19 23:57:00+00:00,10948030.0,10954995.0,10946851.0,10954995.0,0.45582659999999997,0
2026-08-19 23:58:00+00:00,10955668.0,10956060.0,10953284.0,10955657.0,0.20848971,0
2026-08-19 23:59:00+00:00,10956060.0,10959361.0,10956060.0,10957840.0,0.31318555,0
2026-08-20 00:00:00+00:00,10958025.0,10967431.0,10955203.0,10966476.0,1.95184418,0
2026-08-20 00:01:00+00:00,10966607.0,10974258.0,10966350.0,10971882.0,1.2986921,0
2026-08-20 00:02:00+00:00,10967559.0,10979146.0,10967233.0,10976853.0,2.87576394,0
2026-08-20 00:03:00+00:00,10976853.0,10982271.0,10972966.0,10980395.0,2.82233866,0
2026-08-20 00:04:00+00:00,10978110.0,10989996.0,10978110.0,10986907.0,3.14499823,0
2026-08-20 00:05:00+00:00,10988196.0,10997569.0,10981920.0,10996633.0,2.41175216,0
2026-08-20 00:06:00+00:00,10997157.0,10997157.0,10989881.0,10989882.0,1.27185031,0
2026-08-20 00:07:00+00:00,10990680.0,10992490.0,10984872.0,10992490.0,0.8222229999999999,0
2026-08-20 00:08:00+00:00,10991841.0,10998996.0,10991841.0,10994668.0,0.8342576899999999,0
2026-08-20 00:09:00+00:00,10995681.0,11012139.0,10995149.0,11008289.0,3.71576077,0
2026-08-20 00:10:00+00:00,11007937.0,11014639.0,11004607.0,11013903.0,1.23762355,0
2026-08-20 00:11:00+00:00,11013868.0,11013868.0,11008393.0,11010920.0,0.50168478,0
2026-08-20 00:12:00+00:00,11010800.0,11010800.0,11000560.0,11002391.0,0.84825373,0
2026-08-20 00:13:00+00:00,11001569.0,11002031.0,10989288.0,10994032.0,1.82503846,0
2026-08-20 00:14:00+00:00,10994446.0,10999470.0,10985895.0,10997999.0,0.7129246,0
2026-08-20 00:15:00+00:00,10998068.0,11007237.0,10996412.0,11007237.0,0.5069,0
2026-08-20 00:16:00+00:00,11004776.0,11010460.0,10997863.0,11010460.0,0.73427142,0
2026-08-20 00:17:00+00:00,11011707.0,11019966.0,11010021.0,11018269.0,0.62441227,0
2026-08-20 00:18:00+00:00,11019549.0,11020304.0,11012131.0,11012530.0,0.76502457,0
2026-08-20 00:19:00+00:00,11011770.0,11026390.0,11010083.0,11026067.0,0.83708248,0
2026-08-20 00:20:00+00:00,11026317.0,11036567.0,11024688.0,11034951.0,5.44722274,0
2026-08-20 00:21:00+00:00,11030000.0,11042930.0,11029528.0,11040275.0,2.68965606,0
2026-08-20 00:22:00+00:00,11040275.0,11042930.0,11024656.0,11024656.0,2.67502376,0
2026-08-20 00:23:00+00:00,11025050.0,11028989.0,11023036.0,11025386.0,0.34156158,0
2026-08-20 00:24:00+00:00,11024793.0,11025181.0,11020481.0,11021843.0,0.82058565,0
2026-08-20 00:25:00+00:00,11022438.0,11024482.0,11015297.0,11020736.0,0.97017489,0
2026-08-20 00:26:00+00:00,11017650.0,11025383.0,11015775.0,11024024.0,0.28479988,0
2026-08-20 00:27:00+00:00,11019459.0,11028836.0,11019459.0,11025423.0,0.9100167299999999,0
2026-08-20 00:28:00+00:00,11023843.0,11023843.0,11017632.0,11017632.0,0.19047830999999998,0
2026-08-20 00:29:00+00:00,11016161.0,11016161.0,11007840.0,11012489.0,0.3025274,0
2026-08-20 00:30:00+00:00,11013074.0,11014767.0,10997137.0,10997936.0,0.3878805,0
2026-08-20 00:31:00+00:00,10997795.0,11001337.0,10993325.0,11001173.0,1.266928,0
2026-08-20 00:32:00+00:00,11003666.0,11003666.0,10992689.0,11000659.0,0.65384441,0
2026-08-20 00:33:00+00:00,10999377.0,11008600.0,10997782.0,11002714.0,1.96121518,0
2026-08-20 00:34:00+00:00,11002859.0,11007784.0,11002859.0,11007784.0,0.72388584,0
2026-08-20 00:35:00+00:00,11006018.0,11006018.0,10993093.0,10993093.0,1.42461889,0
2026-08-20 00:36:00+00:00,10996445.0,10997992.0,10989620.0,10989924.0,1.26742379,0
2026-08-20 00:37:00+00:00,10989541.0,10997261.0,10987146.0,10993208.0,1.18282752,0
2026-08-20 00:38:00+00:00,10993484.0,11006536.0,10991083.0,11006536.0,1.73386829,0
2026-08-20 00:39:00+00:00,11004808.0,11020809.0,11004649.0,11017128.0,1.28482637,0
2026-08-20 00:40:00+00:00,11017128.0,11018615.0,11001242.0,11001242.0,0.9628677099999999,0
2026-08-20 00:41:00+00:00,10998995.0,11000960.0,10986860.0,10989534.0,2.27632566,0
2026-08-20 00:42:00+00:00,10990005.0,11004811.0,10989534.0,11004810.0,0.67779124,0
2026-08-20 00:43:00+00:00,11004217.0,11005087.0,11000000.0,11000785.0,1.23094112,0
2026-08-20 00:44:00+00:00,11002369.0,11006666.0,11001924.0,11003070.0,1.2878476,0
2026-08-20 00:45:00+00:00,11003070.0,11017511.0,11003070.0,11014402.0,1.11340942,0
2026-08-20 00:46:00+00:00,11013074.0,11016570.0,11012919.0,11015270.0,0.37319699,0
2026-08-20 00:47:00+00:00,11014153.0,11020862.0,11012749.0,11019048.0,0.35222122,0
2026-08-20 00:48:00+00:00,11020862.0,11027032.0,11011110.0,11016225.0,1.01180122,0
2026-08-20 00:49:00+00:00,11015130.0,11025702.0,11014842.0,11023455.0,0.51769638,0
2026-08-20 00:50:00+00:00,11022029.0,11022099.0,11017614.0,11017614.0,0.56762636,0
2026-08-20 00:51:00+00:00,11016490.0,11016490.0,10997037.0,11000079.0,0.90182799,0
2026-08-20 00:52:00+00:00,10999190.0,11001365.0,10994573.0,11000274.0,0.85274729,0
2026-08-20 00:53:00+00:00,11001865.0,11001866.0,10988310.0,10989022.0,0.91843341,0
2026-08-20 00:54:00+00:00,10989508.0,11000132.0,10988652.0,10996586.0,2.53814414,0
2026-08-20 00:55:00+00:00,10996599.0,10996599.0,10989311.0,10989311.0,0.34077873,0
2026-08-20 00:56:00+00:00,10988927.0,10991089.0,10985154.0,10986671.0,0.60004891,0
2026-08-20 00:57:00+00:00,10988008.0,10990639.0,10984013.0,10990628.0,0.78828124,0
2026-08-20 00:58:00+00:00,10988321.0,10988321.0,10982948.0,10985310.0,0.75560927,0
2026-08-20 00:59:00+00:00,10986380.0,10986380.0,10977018.0,10983125.0,2.05553703,0
2026-08-20 01:00:00+00:00,10981780.0,10993895.0,10979115.0,10993721.0,1.04523602,0
2026-08-20 01:01:00+00:00,10991793.0,10995487.0,10990423.0,10990423.0,0.8086426999999999,0
2026-08-20 01:02:00+00:00,10997919.0,11000000.0,10993046.0,11000000.0,0.73774256,0
2026-08-20 01:03:00+00:00,10998546.0,11001866.0,10992438.0,10992438.0,0.8035563,0
2026-08-20 01:04:00+00:00,10991506.0,10991506.0,10985052.0,10987266.0,0.08501374,0
2026-08-20 01:05:00+00:00,10987198.0,10987266.0,10982222.0,10982222.0,0.31012996,0
2026-08-20 01:06:00+00:00,10980582.0,10982399.0,10973330.0,10975221.0,0.46051007,0
2026-08-20 01:07:00+00:00,10978014.0,10980000.0,10974184.0,10977528.0,0.52580577,0
2026-08-20 01:08:00+00:00,10974160.0,10976170.0,10967131.0,10973166.0,1.60906394,0
2026-08-20 01:09:00+00:00,10975657.0,10976254.0,10971260.0,10971344.0,0.35843095,0
2026-08-20 01:10:00+00:00,10971113.0,10972584.0,10970047.0,10970779.0,0.35415905000000003,0
2026-08-20 01:11:00+00:00,10969875.0,10982269.0,10964531.0,10982269.0,0.73749275,0
2026-08-20 01:12:00+00:00,10980027.0,10982981.0,10977334.0,10977334.0,0.2747815,0
2026-08-20 01:13:00+00:00,10978858.0,10979097.0,10971826.0,10979097.0,0.60269757,0
2026-08-20 01:14:00+00:00,10980410.0,10983952.0,10979289.0,10980760.0,0.9161509,0
2026-08-20 01:15:00+00:00,10978406.0,10987950.0,10977449.0,10983339.0,0.8686869,0
2026-08-20 01:16:00+00:00,10981820.0,10981820.0,10966572.0,10970000.0,1.01299243,0
2026-08-20 01:17:00+00:00,10969934.0,10971307.0,10964646.0,10966893.0,0.91046181,0
2026-08-20 01:18:00+00:00,10966646.0,10978148.0,10966646.0,10975818.0,3.24605809,0
2026-08-20 01:19:00+00:00,10977000.0,10983454.0,10976185.0,10981642.0,2.36570434,0
2026-08-20 01:20:00+00:00,10979125.0,10984130.0,10977500.0,10984130.0,0.89416402,0
2026-08-20 01:21:00+00:00,10984130.0,10984130.0,10968640.0,10968640.0,0.42859316000000003,0
2026-08-20 01:22:00+00:00,10969926.0,10976877.0,10969926.0,10974850.0,0.6870213,0
2026-08-20 01:23:00+00:00,10977698.0,10979944.0,10975236.0,10975422.0,0.4467358,0
2026-08-20 01:24:00+00:00,10975289.0,10977650.0,10968090.0,10968090.0,0.24410877,0
2026-08-20 01:25:00+00:00,10967327.0,10971657.0,10966689.0,10968866.0,1.20549006,0
2026-08-20 01:26:00+00:00,10969215.0,10970395.0,10967148.0,10967148.0,0.07270167,0
2026-08-20 01:27:00+00:00,10967029.0,10967098.0,10963410.0,10964571.0,0.35778,0
2026-08-20 01:28:00+00:00,10962009.0,10962084.0,10960538.0,10961866.0,0.02888371,0
2026-08-20 01:29:00+00:00,10962567.0,10966749.0,10960000.0,10966749.0,0.24955829,0
2026-08-20 01:30:00+00:00,10963583.0,10963905.0,10961944.0,10961944.0,0.07101042,0
2026-08-20 01:31:00+00:00,10963624.0,10971487.0,10958986.0,10971487.0,0.38842341999999996,0
2026-08-20 01:32:00+00:00,10969469.0,10971354.0,10965359.0,10971354.0,0.41321845,0
2026-08-20 01:33:00+00:00,10972422.0,10984558.0,10972422.0,10984558.0,1.35763222,0
