date,n_5min,sum_open_interest,sum_open_interest_value,count_toptrader_long_short_ratio,sum_toptrader_long_short_ratio,count_long_short_ratio,sum_taker_long_short_vol_ratio
2025-12-07,288,87987.66193055552,7891006436.626414,2.2734555644444416,2.2026668263888896,1.958355985520833,1.1799184756944452
2025-12-08,288,87737.74009027783,7986140069.601139,2.3500988762847212,2.242382076388888,2.0060654696527775,1.0433765486111115
2025-12-09,288,88414.60548958331,8076017710.69311,2.2232917422222225,2.2907918402777767,1.8763677442013882,1.098506590277777
2025-12-10,288,87040.71697569451,8040714895.978847,2.1079248546874982,2.2925797708333335,1.75493313548611,1.0521888055555557
2025-12-11,288,87152.0732708333,7895387524.04141,2.2893954325694454,2.388435496527777,1.9811060387499997,1.0476359756944438
2025-12-12,288,86872.79485763887,7951441148.1896925,2.0819534811805576,2.2683633715277782,1.762200595243054,1.0446857430555552
2025-12-13,288,87941.9989409722,7934881342.510612,2.3782375222222227,2.2961218784722224,2.1407955977083337,1.1658133715277783
2025-12-14,288,88548.98921180557,7919833815.281611,2.5161526987500005,2.2888272638888907,2.214680672430556,1.0641740173611116
2025-12-15,288,89262.2731111112,7872255483.338991,2.7309855574652766,2.183084378472222,2.4471611122916666,1.061262385416666
2025-12-16,288,90159.6721736111,7825480392.533497,2.9232572605902756,2.156364027777777,2.650262815138888,1.087549798611111
2025-12-17,288,89291.79103472215,7753407809.136036,2.51228247875,2.161669750000002,2.1908645398958333,1.1461546562499991
2025-12-18,288,88363.80196180556,7656536739.6243,2.5197119852430543,2.136402701388889,2.3152933220833334,1.0719857118055558
2025-12-19,288,91264.8176319444,7982994895.285109,2.045882854062501,2.149595701388887,1.846653450972222,1.107195121527777
2025-12-20,288,91743.50969791667,8090801927.869481,1.858150019513889,2.2202076840277787,1.566996207222222,1.2289704062499995
2025-12-21,288,90856.94082986115,8018587899.778713,1.958998506284721,2.258422010416667,1.639350225277779,1.126047475694444
2025-12-22,288,90522.67800000001,8067908119.295731,1.9455096540972232,2.213244784722224,1.6546143071875,1.1188855937499997
2025-12-23,288,92289.24612847224,8100257139.104228,2.517289206388887,2.29771043402778,2.144029042048611,1.1587640763888891
2025-12-24,288,94149.02678125005,8215869006.495083,2.720370674062501,2.3114934548611115,2.3617054347569444,1.1626330833333336
2025-12-25,288,93061.4904618056,8164907665.944059,2.45600107315972,2.2960621875000005,2.1244088134375003,1.0814064687500007
2025-12-26,288,93858.28757638879,8268716391.680287,2.364467965833336,2.263381833333332,2.0966434977777775,1.1246701770833323
2025-12-27,288,91955.36669097222,8044273795.600474,2.837179422777777,2.326369805555557,2.4752239639583347,1.1133011423611108
2025-12-28,288,92455.90506597221,8112443178.126458,2.636646279722222,2.3103202326388916,2.2764815153472213,1.3293750312500008
2025-12-29,288,95500.12923263894,8428209848.958226,2.576322777465281,2.328653322916664,2.2372157769097214,1.0894546979166675
2025-12-30,288,95429.73073958336,8386731240.302715,2.7480691063194462,2.437789829861112,2.456078718055555,1.141491135416667
2025-12-31,288,94664.44448263891,8355484416.776152,2.5389637323958323,2.316700947916667,2.190680935069443,1.1880438090277778
2026-01-01,288,94610.2111909722,8322318213.331829,2.9454655669791663,2.509418909722223,2.585842711770834,1.2909589930555558
2026-01-02,288,96370.92426388888,8613396231.847427,1.9176006224305537,2.2218460624999996,1.656325251111111,1.1026016006944446
2026-01-03,288,96064.03280555556,8649299949.451778,1.7116885136111104,2.2097556319444465,1.439475030277779,1.2378029791666663
2026-01-04,288,97584.42939583334,8906277823.283653,1.5794600868055557,2.1598158888888896,1.3588856805902778,1.2295165347222223
2026-01-05,288,97059.90510763886,9043048704.220226,1.3735332310416664,2.0973077777777775,1.2018567100347226,1.0771262465277776
2026-01-06,288,94858.9095798611,8855763005.090641,1.465442104444445,2.1935650590277764,1.2529181936111118,1.1320636805555548
2026-01-07,288,94646.66940972218,8704638130.149357,2.0579233091319438,2.4550457847222207,1.7109317690625008,1.1540257187499998
