date_t,date_t1,open_t,close_t,open_t1,r_day_bps,r_night_bps,band_price_t,tick_yen,cost_cons_bps,net_opt_bps,net_cons_bps,flag_null_t,flag_null_t1,flag_ghost_t,flag_ghost_t1,flag_split_t,flag_split_t1,flag_badprint_t,flag_badprint_t1,excluded,valid_raw,clean,weekday,month,era,vol20,vol_tercile
2022-03-07,2022-03-08,536.5,530.7000122070312,520.0999755859375,-108.10788057723619,-199.73688293337676,530.7000122070312,1.0,37.68607412844341,-199.73688293337676,-237.42295706182017,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-08,2022-03-09,520.0999755859375,524.2000122070312,534.2000122070312,78.83170185644994,190.76687842675133,524.2000122070312,1.0,38.153375685350156,190.76687842675133,152.6135027414012,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-09,2022-03-10,534.2000122070312,517.7000122070312,547.7000122070312,-308.8730741849055,579.4861752485891,517.7000122070312,1.0,38.63241168323922,579.4861752485891,540.8537635653499,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-10,2022-03-11,547.7000122070312,540.7999877929688,535.0,-125.98181961431587,-107.24829740915487,540.7999877929688,1.0,36.982249355479794,-107.24829740915487,-144.23054676463465,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-11,2022-03-14,535.0,519.7000122070312,520.5999755859375,-285.98108024240673,17.31697821372613,519.7000122070312,1.0,38.48373971565862,17.31697821372613,-21.16676150193249,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
2022-03-14,2022-03-15,520.5999755859375,520.2999877929688,513.5,-5.76234742675763,-130.693598933439,520.2999877929688,1.0,38.43936280843841,-130.693598933439,-169.1329617418774,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-15,2022-03-16,513.5,520.0,531.9000244140625,126.58227848101333,228.84662334735629,520.0,1.0,38.46153846153847,228.84662334735629,190.38508488581783,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-16,2022-03-17,531.9000244140625,528.4000244140625,555.0,-65.80183943130203,503.40602492276565,528.4000244140625,1.0,37.850111801523475,503.40602492276565,465.55591312124216,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-17,2022-03-18,555.0,553.2000122070312,552.7999877929688,-32.432212485923316,-7.2310991546542525,553.2000122070312,1.0,36.15328915161907,-7.2310991546542525,-43.38438830627332,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-18,2022-03-22,552.7999877929688,573.7999877929688,580.0,379.8842341484421,108.05180095730948,573.7999877929688,1.0,34.85535103778383,108.05180095730948,73.19644991952566,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
