date_t,date_t1,open_t,close_t,open_t1,r_day_bps,r_night_bps,band_price_t,tick_yen,cost_cons_bps,net_opt_bps,net_cons_bps,flag_null_t,flag_null_t1,flag_ghost_t,flag_ghost_t1,flag_split_t,flag_split_t1,flag_badprint_t,flag_badprint_t1,excluded,valid_raw,clean,weekday,month,era,vol20,vol_tercile
2022-03-07,2022-03-08,188.6499938964844,186.8999938964844,184.5,-92.7643814799306,-128.410592555378,1868.999938964844,1.0,10.700909926769238,-128.410592555378,-139.11150248214724,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-08,2022-03-09,184.5,183.5,183.6999969482422,-54.200542005420346,10.899016252980953,1835.0,1.0,10.899182561307903,10.899016252980953,-0.00016630832694985997,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-09,2022-03-10,183.6999969482422,183.1999969482422,188.8000030517578,-27.21829114351482,305.67719414852144,1831.9999694824219,1.0,10.917030749542215,305.67719414852144,294.7601633989792,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-10,2022-03-11,188.8000030517578,190.4499969482422,188.5,87.39374310455128,-102.3889198996486,1904.4999694824219,1.0,10.50144411681735,-102.3889198996486,-112.89036401646595,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-11,2022-03-14,188.5,187.8500061035156,188.6999969482422,-34.48243482675917,45.248379936606575,1878.500061035156,1.0,10.646792307783535,45.248379936606575,34.60158762882304,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
2022-03-14,2022-03-15,188.6999969482422,188.6999969482422,188.5500030517578,0.0,-7.948802273988198,1886.9999694824219,1.0,10.598834299655937,-7.948802273988198,-18.547636573644134,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-15,2022-03-16,188.5500030517578,190.5500030517578,192.4499969482422,106.07265805511412,99.71103993990926,1905.5000305175781,1.0,10.495932657932068,99.71103993990926,89.21510728197718,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-16,2022-03-17,192.4499969482422,193.0500030517578,197.6999969482422,31.17724671499955,240.8699209001153,1930.5000305175781,1.0,10.360010196238061,240.8699209001153,230.50991070387724,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-17,2022-03-18,197.6999969482422,198.1000061035156,197.6999969482422,20.2331391728916,-20.19228384396832,1981.000061035156,1.0,10.095910844924031,-20.19228384396832,-30.28819468889235,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-18,2022-03-22,197.6999969482422,198.9499969482422,201.0,63.22711276152582,103.04112004038579,1989.4999694824219,1.0,10.05277723387103,103.04112004038579,92.98834280651477,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
2022-03-22,2022-03-23,201.0,201.1499938964844,203.9499969482422,7.462382909670939,139.19975822612952,2011.499938964844,1.0,9.94282903647135,139.19975822612952,129.25692918965817,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-23,2022-03-24,203.9499969482422,205.9499969482422,203.75,98.06325226411117,-106.82189758881466,2059.499969482422,1.0,9.711095069851469,-106.82189758881466,-116.53299265866613,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-24,2022-03-25,203.75,206.6000061035156,207.75,139.87760017254436,55.662820063433486,2066.000061035156,1.0,9.68054182436913,55.662820063433486,45.98227823906436,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-25,2022-03-28,207.75,206.5,206.3999938964844,-60.1684717208184,-4.842910581869253,2065.0,1.0,9.685230024213075,-4.842910581869253,-14.528140606082328,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
2022-03-28,2022-03-29,206.3999938964844,205.5,206.8000030517578,-43.604356739263,63.26048913663396,2055.0,1.0,9.732360097323602,63.26048913663396,53.52812903931036,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-29,2022-03-30,206.8000030517578,207.3500061035156,208.8999938964844,26.595891858867127,74.75224245689249,2073.500061035156,1.0,9.64552660298229,74.75224245689249,65.1067158539102,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-30,2022-03-31,208.8999938964844,207.3000030517578,207.5,-76.59123463255924,9.647705996040923,2073.000030517578,1.0,9.647853210598594,9.647705996040923,-0.00014721455767130465,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-31,2022-04-01,207.5,204.8999938964844,203.6000061035156,-125.30149896460729,-63.44498934565901,2048.999938964844,1.0,9.760859246342394,-63.44498934565901,-73.2058485920014,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-04-01,2022-04-04,203.6000061035156,204.75,204.8000030517578,56.48299911640065,2.4421514900030417,2047.5,1.0,9.768009768009769,2.4421514900030417,-7.325858278006727,False,False,False,False,False,False,False,False,False,True,True,4,4,era1,,
2022-04-04,2022-04-05,204.8000030517578,205.8500061035156,207.6000061035156,51.26967949763195,85.01335672149501,2058.500061035156,1.0,9.715812196742233,85.01335672149501,75.29754452475278,False,False,False,False,False,False,False,False,False,True,True,0,4,era1,72.21596231630342,mid
2022-04-05,2022-04-06,207.6000061035156,205.3999938964844,203.5500030517578,-105.97360993979011,-90.06771663581104,2053.999938964844,1.0,9.737098634033755,-90.06771663581104,-99.8048152698448,False,False,False,False,False,False,False,False,False,True,True,1,4,era1,73.2455936764268,high
2022-04-06,2022-04-07,203.5500030517578,202.3500061035156,199.8500061035156,-58.95342324986785,-123.54830366158143,2023.500061035156,1.0,9.883864292926512,-123.54830366158143,-133.43216795450795,False,False,False,False,False,False,False,False,False,True,True,2,4,era1,73.46545793212361,high
2022-04-07,2022-04-08,199.8500061035156,199.25,200.6000061035156,-30.022821375588205,67.75438411621649,1992.5,1.0,10.037641154328732,67.75438411621649,57.71674296188775,False,False,False,False,False,False,False,False,False,True,True,3,4,era1,73.53841308296226,high
2022-04-08,2022-04-11,200.6000061035156,199.6000061035156,199.3500061035156,-49.85044713727294,-12.525049717200254,1996.000061035156,1.0,10.020039773760177,-12.525049717200254,-22.54508949096043,False,False,False,False,False,False,False,False,False,True,True,4,4,era1,72.0935725781873,mid
2022-04-11,2022-04-12,199.3500061035156,199.0,197.6499938964844,-17.55736607973013,-67.83950268922645,1990.0,1.0,10.050251256281408,-67.83950268922645,-77.88975394550786,False,False,False,False,False,False,False,False,False,True,True,0,4,era1,71.7564682014787,mid
2022-04-12,2022-04-13,197.6499938964844,196.25,196.8000030517578,-70.83197266465002,28.02563321058882,1962.5,1.0,10.19108280254777,28.02563321058882,17.834550408041046,False,False,False,False,False,False,False,False,False,True,True,1,4,era1,73.56590447487092,high
2022-04-13,2022-04-14,196.8000030517578,199.0,199.3999938964844,111.78846108369278,20.10019580323652,1990.0,1.0,10.050251256281408,20.10019580323652,10.049944546955112,False,False,False,False,False,False,False,False,False,True,True,2,4,era1,74.01723350787145,high
2022-04-14,2022-04-15,199.3999938964844,201.1000061035156,199.1000061035156,85.25638209967656,-99.45300543504287,2011.000061035156,1.0,9.94530054350424,-99.45300543504287,-109.39830597854711,False,False,False,False,False,False,False,False,False,True,True,3,4,era1,76.2335695334829,high
2022-04-15,2022-04-18,199.1000061035156,199.75,198.1000061035156,32.646603543873276,-82.60294850985784,1997.5,1.0,10.012515644555695,-82.60294850985784,-92.61546415441353,False,False,False,False,False,False,False,False,False,True,True,4,4,era1,76.44803344263907,high
2022-04-18,2022-04-19,198.1000061035156,197.8500061035156,199.6499938964844,-12.61988855615459,90.97739385598214,1978.500061035156,1.0,10.108667871122506,90.97739385598214,80.86872598485964,False,False,False,False,False,False,False,False,False,True,True,0,4,era1,75.10419702899478,high
2022-04-19,2022-04-20,199.6499938964844,199.75,201.6000061035156,5.009071203250226,92.61607526986681,1997.5,1.0,10.012515644555695,92.61607526986681,82.60355962531112,False,False,False,False,False,False,False,False,False,True,True,1,4,era1,75.08975639529729,high
2022-04-20,2022-04-21,201.6000061035156,201.8500061035156,201.6499938964844,12.400793275355593,-9.908952240933466,2018.500061035156,1.0,9.908347483399785,-9.908952240933466,-19.817299724333253,False,False,False,False,False,False,False,False,False,True,True,2,4,era1,71.42178771370341,mid
2022-04-21,2022-04-22,201.6499938964844,203.0,200.75,66.94798633163357,-110.83743842364547,2030.0,1.0,9.852216748768472,-110.83743842364547,-120.68965517241394,False,False,False,False,False,False,False,False,False,True,True,3,4,era1,65.1401547156078,mid
2022-04-22,2022-04-25,200.75,200.6499938964844,197.0500030517578,-4.981624085459435,-179.41644426781477,2006.499938964844,1.0,9.967605586032576,-179.41644426781477,-189.38404985384733,False,False,False,False,False,False,False,False,False,True,True,4,4,era1,64.07009595972268,mid
2022-04-25,2022-04-26,197.0500030517578,197.6000061035156,198.4499969482422,27.91185197867252,43.01572967975176,1976.000061035156,1.0,10.121457177244576,43.01572967975176,32.89427250250718,False,False,False,False,False,False,False,False,False,True,True,0,4,era1,63.93838554412347,mid
2022-04-26,2022-04-27,198.4499969482422,198.1499938964844,194.8000030517578,-15.117311986455606,-169.06338369491291,1981.499938964844,1.0,10.093363924325027,-169.06338369491291,-179.15674761923793,False,False,False,False,False,False,False,False,False,True,True,1,4,era1,63.57334626223083,mid
2022-04-27,2022-04-28,194.8000030517578,196.1999969482422,196.1999969482422,71.86826871416363,0.0,1961.9999694824219,1.0,10.193680077006334,0.0,-10.193680077006334,False,False,False,False,False,False,False,False,False,True,True,2,4,era1,63.55262038637704,mid
2022-04-28,2022-05-02,196.1999969482422,200.0,200.0500030517578,193.68007700633515,2.5001525878898256,2000.0,1.0,10.0,2.5001525878898256,-7.499847412110174,False,False,False,False,False,False,False,False,False,True,True,3,4,era1,69.77218749869748,mid
2022-05-02,2022-05-06,200.0500030517578,199.8000030517578,200.1000061035156,-12.496875590415346,15.015167526302164,1998.0000305175781,1.0,10.010009857116488,15.015167526302164,5.005157669185676,False,False,False,False,False,False,False,False,False,True,True,0,5,era1,69.44622072218571,mid
2022-05-06,2022-05-09,200.1000061035156,201.75,200.0,82.45846307624927,-86.74101610904539,2017.5,1.0,9.913258983890955,-86.74101610904539,-96.65427509293635,False,False,False,False,False,False,False,False,False,True,True,4,5,era1,70.66619197703179,mid
2022-05-09,2022-05-10,200.0,197.8000030517578,195.8999938964844,-109.99984741210889,-96.0570842244246,1978.0000305175781,1.0,10.111223302037388,-96.0570842244246,-106.16830752646199,False,False,False,False,False,False,False,False,False,True,True,0,5,era1,71.03546019173561,mid
2022-05-10,2022-05-11,195.8999938964844,196.3999938964844,195.3500061035156,25.523226930992404,-53.46170191442123,1963.999938964844,1.0,10.18329970546807,-53.46170191442123,-63.6450016198893,False,False,False,False,False,False,False,False,False,True,True,1,5,era1,68.86135764081581,mid
2022-05-11,2022-05-12,195.3500061035156,195.0500030517578,193.25,-15.357207186306177,-92.284184752367,1950.5000305175781,1.0,10.253780921342958,-92.284184752367,-102.53796567370995,False,False,False,False,False,False,False,False,False,True,True,2,5,era1,68.38153558018898,mid
2022-05-12,2022-05-13,193.25,193.0,194.1000061035156,-12.936610608020871,56.995134897182,1930.0,1.0,10.362694300518134,56.995134897182,46.63244059666386,False,False,False,False,False,False,False,False,False,True,True,3,5,era1,66.86892288381566,mid
2022-05-13,2022-05-16,194.1000061035156,196.75,199.0500030517578,136.52724436655328,116.89977391399209,1967.5,1.0,10.165184243964422,116.89977391399209,106.73458967002767,False,False,False,False,False,False,False,False,False,True,True,4,5,era1,70.80991999813818,mid
2022-05-16,2022-05-17,199.0500030517578,196.6999969482422,196.6000061035156,-118.06109356876316,-5.083418722823252,1966.9999694824219,1.0,10.167768332636333,-5.083418722823252,-15.251187055459585,False,False,False,False,False,False,False,False,False,True,True,0,5,era1,75.00854371141415,high
2022-05-17,2022-05-18,196.6000061035156,196.9499969482422,198.0500030517578,17.802178731485263,55.85204978727276,1969.4999694824219,1.0,10.154861797360645,55.85204978727276,45.697187989912116,False,False,False,False,False,False,False,False,False,True,True,1,5,era1,72.34835075256312,mid
2022-05-18,2022-05-19,198.0500030517578,198.8999938964844,194.1000061035156,42.91799200348612,-241.3266938292069,1988.999938964844,1.0,10.055304481511854,-241.3266938292069,-251.38199831071876,False,False,False,False,False,False,False,False,False,True,True,2,5,era1,71.03285191150772,mid
