series,n_clean,mean_gross_bps,ci_lo,ci_hi,sd_bps,sharpe
7203.T,1101,12.481288161668997,3.7317577318127744,21.121466861750612,147.59239709953113,1.3238229475467498
6758.T,1101,2.2850355023959597,-7.218067773757477,12.421656855740812,179.366289154369,0.1994282186590446
8306.T,1101,10.269553013975347,1.95206164814074,18.98547385149755,170.7951793166251,0.941261756953834
9984.T,1101,12.5455870330903,-1.4286362320743253,27.10493368637306,254.4065613155426,0.7719642012853052
