date_t,date_t1,open_t,close_t,open_t1,r_day_bps,r_night_bps,band_price_t,tick_yen,cost_cons_bps,net_opt_bps,net_cons_bps,flag_null_t,flag_null_t1,flag_ghost_t,flag_ghost_t1,flag_split_t,flag_split_t1,flag_badprint_t,flag_badprint_t1,excluded,valid_raw,clean,weekday,month,era,vol20,vol_tercile
2022-03-07,2022-03-08,26255.0,26090.0,25705.0,-62.84517234812381,-147.5661172863163,26090.0,5.0,3.8328861632809508,-147.5661172863163,-151.39900344959727,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-08,2022-03-09,25705.0,25625.0,25715.0,-31.122349737404686,35.121951219512226,25625.0,5.0,3.9024390243902443,35.121951219512226,31.219512195121983,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-09,2022-03-10,25715.0,25540.0,26245.0,-68.05366517596778,276.03758809710223,25540.0,5.0,3.9154267815191854,276.03758809710223,272.12216131558307,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-10,2022-03-11,26245.0,26530.0,26250.0,108.59211278338776,-105.5408970976257,26530.0,5.0,3.769317753486619,-105.5408970976257,-109.31021485111232,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-11,2022-03-14,26250.0,26000.0,26200.0,-95.2380952380949,76.92307692307665,26000.0,5.0,3.8461538461538463,76.92307692307665,73.07692307692281,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
2022-03-14,2022-03-15,26200.0,26155.0,26060.0,-17.175572519083637,-36.32192697381021,26155.0,5.0,3.823360734085261,-36.32192697381021,-40.14528770789547,False,False,False,False,False,False,False,False,False,True,True,0,3,era1,,
2022-03-15,2022-03-16,26060.0,26190.0,26415.0,49.88488104374467,85.9106529209619,26190.0,5.0,3.8182512409316534,85.9106529209619,82.09240168003024,False,False,False,False,False,False,False,False,False,True,True,1,3,era1,,
2022-03-16,2022-03-17,26415.0,26615.0,27365.0,75.71455612341404,281.79597971068836,26615.0,5.0,3.7572797294758598,281.79597971068836,278.0386999812125,False,False,False,False,False,False,False,False,False,True,True,2,3,era1,,
2022-03-17,2022-03-18,27365.0,27510.0,27490.0,52.98739265485075,-7.270083605961375,27510.0,5.0,3.635041802980734,-7.270083605961375,-10.905125408942109,False,False,False,False,False,False,False,False,False,True,True,3,3,era1,,
2022-03-18,2022-03-22,27490.0,27720.0,28025.0,83.66678792288029,110.02886002885903,27720.0,5.0,3.6075036075036073,110.02886002885903,106.42135642135543,False,False,False,False,False,False,False,False,False,True,True,4,3,era1,,
