table_id	file	A	B
current_1	表_jobatl.md	new_impl	current_impl
current_2	表_zymy09.md	current_impl	new_impl
survey_1	表_yedfnu.md	new_impl	survey_best
survey_2	表_23mfp5.md	survey_best	new_impl
mutant_1	表_1h87hn.md	new_impl	mutant
mutant_2	表_snjqhj.md	mutant	new_impl
