kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day
liq,1687790570232,SELL,189.0,30198.6,30306.6,30306.6,58.3333,58.0614,-61.8545,0.268836,56.558,24,15297211.0,2023-06-26
liq,1687790610293,SELL,15.0,30175.8,30278.2,30278.3,37.5,65.6609,-64.2812,0.241702,63.9798,24,15371777.0,2023-06-26
liq,1687790610293,SELL,15.0,30175.8,30278.2,30278.3,37.5,65.6609,-64.2812,0.241702,63.9798,24,15371777.0,2023-06-26
liq,1687790616993,SELL,176.0,30165.5,30268.3,30268.4,37.5,69.0979,-60.8887,0.243257,67.3354,24,15398878.0,2023-06-26
liq,1687790616993,SELL,176.0,30165.5,30268.3,30268.4,37.5,69.0979,-60.8887,0.243257,67.3354,24,15398878.0,2023-06-26
liq,1687790621211,SELL,76.0,30153.8,30267.8,30267.9,37.5,73.0048,-57.0322,0.244887,71.172,24,15432107.0,2023-06-26
liq,1687790621211,SELL,76.0,30153.8,30267.8,30267.9,37.5,73.0048,-57.0322,0.244887,71.172,24,15432107.0,2023-06-26
liq,1687790662106,SELL,7.0,30141.5,30258.1,30258.2,33.3333,77.1153,-52.9747,0.216828,75.1101,24,15510785.0,2023-06-26
liq,1687790662106,SELL,7.0,30141.5,30258.1,30258.2,33.3333,77.1153,-52.9747,0.216828,75.1101,24,15510785.0,2023-06-26
liq,1687791397283,BUY,1.0,30519.0,30396.2,30396.0,91.6667,2.33,42.3994,0.336535,-50.5791,24,15692722.0,2023-06-26
liq,1687791397283,BUY,1.0,30519.0,30396.2,30396.0,91.6667,2.33,42.3994,0.336535,-50.5791,24,15692722.0,2023-06-26
control,1687791877459,,,30317.9,,30317.9,83.3333,8.4747,109.0111,0.070172,14.1901,24,15457433.0,2023-06-26
control,1687792346764,,,30409.5,,30409.5,91.6667,-1.7063,78.5605,0.073484,-16.6209,24,15422518.0,2023-06-26
control,1687792591664,,,30389.0,,30389.0,95.8333,-4.9567,85.3594,0.083901,-10.2241,24,15398126.0,2023-06-26
control,1687792833215,,,30380.5,,30380.5,95.8333,-2.1602,88.1811,0.084563,-7.5371,24,15409062.0,2023-06-26
control,1687793186240,,,30352.4,,30352.4,87.5,-2.9014,97.5207,0.074414,1.3494,24,15375368.0,2023-06-26
control,1687793302840,,,30391.3,,30391.3,91.6667,4.2812,84.5961,0.078703,-11.5317,24,15369104.0,2023-06-26
control,1687793499456,,,30380.8,,30380.8,95.8333,-2.2589,88.0815,0.087239,-8.3231,24,15331053.0,2023-06-26
control,1687794160591,,,30439.3,,30439.3,83.3333,-11.4946,68.6936,0.073535,-27.4881,24,15456905.0,2023-06-26
control,1687794728609,,,30434.1,,30434.1,87.5,0.2022,70.414,0.076463,-26.2467,24,15399887.0,2023-06-26
control,1687794822388,,,30431.8,,30431.8,87.5,0.958,71.1751,0.077139,-25.5112,24,15403175.0,2023-06-26
control,1687795114221,,,30407.4,,30407.4,91.6667,-1.0158,79.2566,0.082124,-17.567,24,15407646.0,2023-06-26
control,1687795322609,,,30388.6,,30388.6,95.8333,-4.8251,85.4921,0.087824,-11.4317,24,15416542.0,2023-06-26
control,1687796089300,,,30384.1,,30384.1,91.6667,-3.3448,86.9858,0.089003,-10.3537,24,15427914.0,2023-06-26
control,1687796155042,,,30392.2,,30392.2,95.8333,3.9849,84.2975,0.089601,-13.1659,24,15392778.0,2023-06-26
control,1687796168741,,,30392.2,,30392.2,95.8333,3.9849,84.2975,0.089603,-13.1671,24,15392459.0,2023-06-26
control,1687796175923,,,30389.4,,30389.4,95.8333,4.9067,85.2266,0.08969,-12.2467,24,15393534.0,2023-06-26
control,1687796191400,,,30393.3,,30393.3,95.8333,3.6229,83.9325,0.089739,-13.5381,24,15393497.0,2023-06-26
control,1687796395947,,,30384.6,,30384.6,91.6667,-3.5093,86.8198,0.089818,-10.7507,24,15391811.0,2023-06-26
control,1687796483410,,,30382.4,,30382.4,91.6667,-2.7854,87.5502,0.090003,-10.0774,24,15382007.0,2023-06-26
liq,1687796809707,SELL,15.0,30218.1,30329.6,30329.6,50.0,51.5708,-78.1895,0.308916,44.1037,24,15383154.0,2023-06-26
liq,1687796809707,SELL,15.0,30218.1,30329.6,30329.6,50.0,51.5708,-78.1895,0.308916,44.1037,24,15383154.0,2023-06-26
liq,1687797017139,SELL,6.0,30180.6,30280.0,30280.0,58.3333,64.0601,-65.8614,0.219306,56.4377,24,15412969.0,2023-06-26
liq,1687797017139,SELL,6.0,30180.6,30280.0,30280.0,58.3333,64.0601,-65.8614,0.219306,56.4377,24,15412969.0,2023-06-26
liq,1687797036400,SELL,136.0,30161.3,30270.0,30270.0,41.6667,70.5,-59.5046,0.254165,62.8232,24,15446948.0,2023-06-26
liq,1687797036400,SELL,136.0,30161.3,30270.0,30270.0,41.6667,70.5,-59.5046,0.254165,62.8232,24,15446948.0,2023-06-26
liq,1687797457286,SELL,541.0,30111.3,30227.2,30227.3,29.1667,77.145,-42.9984,0.185781,79.1584,24,15554629.0,2023-06-26
liq,1687797457286,SELL,541.0,30111.3,30227.2,30227.3,29.1667,77.145,-42.9984,0.185781,79.1584,24,15554629.0,2023-06-26
liq,1687797465273,SELL,7.0,30105.5,30222.6,30222.0,29.1667,79.0864,-41.0801,0.186899,81.0408,24,15575565.0,2023-06-26
liq,1687797465273,SELL,7.0,30105.5,30222.6,30222.0,29.1667,79.0864,-41.0801,0.186899,81.0408,24,15575565.0,2023-06-26
liq,1687797894610,SELL,24.0,30098.4,30216.1,30216.1,29.1667,81.464,-38.7309,0.191291,82.8103,24,15666250.0,2023-06-26
liq,1687797894610,SELL,24.0,30098.4,30216.1,30216.1,29.1667,81.464,-38.7309,0.191291,82.8103,24,15666250.0,2023-06-26
liq,1687797901293,SELL,7.0,30083.5,30200.0,30200.0,25.0,86.4572,-33.7972,0.147452,87.7758,24,15675574.0,2023-06-26
liq,1687797901293,SELL,7.0,30083.5,30200.0,30200.0,25.0,86.4572,-33.7972,0.147452,87.7758,24,15675574.0,2023-06-26
liq,1687797913019,SELL,64.0,30060.2,30168.6,30168.6,25.0,94.2753,-26.0723,0.090313,95.4318,24,15719466.0,2023-06-26
liq,1687797913019,SELL,64.0,30060.2,30168.6,30168.6,25.0,94.2753,-26.0723,0.090313,95.4318,24,15719466.0,2023-06-26
liq,1687797915737,SELL,147.0,30042.6,30157.2,30157.2,20.8333,100.1889,-20.2292,0.10256,101.2336,24,15747668.0,2023-06-26
liq,1687797915737,SELL,147.0,30042.6,30157.2,30157.2,20.8333,100.1889,-20.2292,0.10256,101.2336,24,15747668.0,2023-06-26
liq,1687797919636,SELL,161.0,30038.4,30114.2,30114.2,20.8333,101.6011,-18.8338,0.04032,102.419,24,15799487.0,2023-06-26
liq,1687797919636,SELL,161.0,30038.4,30114.2,30114.2,20.8333,101.6011,-18.8338,0.04032,102.419,24,15799487.0,2023-06-26
liq,1687797920655,SELL,509.0,30015.5,30074.5,30077.1,12.5,109.308,-11.2188,0.028885,109.8394,24,15854878.0,2023-06-26
liq,1687797920655,SELL,509.0,30015.5,30074.5,30077.1,12.5,109.308,-11.2188,0.028885,109.8394,24,15854878.0,2023-06-26
liq,1687797922162,SELL,2.0,29999.5,30088.3,30088.3,12.5,114.6998,-5.8913,0.052257,115.0677,24,15884373.0,2023-06-26
liq,1687797922162,SELL,2.0,29999.5,30088.3,30088.3,12.5,114.6998,-5.8913,0.052257,115.0677,24,15884373.0,2023-06-26
liq,1687797931612,SELL,33.0,29965.9,30039.9,30039.9,0.0,126.0411,-4.6805,0.02383,126.0293,24,15955123.0,2023-06-26
liq,1687797931612,SELL,33.0,29965.9,30039.9,30039.9,0.0,126.0411,-4.6805,0.02383,126.0293,24,15955123.0,2023-06-26
liq,1687797933089,SELL,968.0,29933.3,30032.8,30032.8,0.0,137.0693,6.2053,0.024314,137.0074,24,15963046.0,2023-06-26
liq,1687797933089,SELL,968.0,29933.3,30032.8,30032.8,0.0,137.0693,6.2053,0.024314,137.0074,24,15963046.0,2023-06-26
liq,1687797967393,SELL,1.0,29914.0,30006.9,30006.8,0.0,143.6095,12.6611,0.01395,142.3805,24,16151316.0,2023-06-26
liq,1687797967393,SELL,1.0,29914.0,30006.9,30006.8,0.0,143.6095,12.6611,0.01395,142.3805,24,16151316.0,2023-06-26
liq,1687797969748,SELL,1.0,29892.0,30002.4,30002.3,0.0,151.0751,20.0302,0.015692,149.6483,24,16179900.0,2023-06-26
liq,1687797969748,SELL,1.0,29892.0,30002.4,30002.3,0.0,151.0751,20.0302,0.015692,149.6483,24,16179900.0,2023-06-26
liq,1687798046246,SELL,10.0,29875.8,29990.7,29990.7,0.0,156.5794,25.4635,0.008185,153.8788,24,16384933.0,2023-06-26
liq,1687798046246,SELL,10.0,29875.8,29990.7,29990.7,0.0,156.5794,25.4635,0.008185,153.8788,24,16384933.0,2023-06-26
liq,1687798047980,SELL,35.0,29872.9,29996.5,29996.0,0.0,157.5654,26.4368,0.008842,154.7859,24,16395778.0,2023-06-26
liq,1687798047980,SELL,35.0,29872.9,29996.5,29996.0,0.0,157.5654,26.4368,0.008842,154.7859,24,16395778.0,2023-06-26
control,1687798551643,,,30043.7,,30043.7,29.1667,99.8191,-30.564,0.025417,94.4008,24,16782700.0,2023-06-26
control,1687799199081,,,30080.9,,30080.9,33.3333,87.329,-42.8929,0.030682,80.3845,24,16972703.0,2023-06-26
control,1687799307112,,,30026.8,,30026.8,20.8333,105.5036,-24.9529,0.020552,98.0264,24,17032648.0,2023-06-26
control,1687799349780,,,30024.2,,30024.2,20.8333,106.3787,-24.0891,0.02094,98.8224,24,17046250.0,2023-06-26
liq,1687799793892,SELL,7.0,29868.9,29985.0,29985.0,0.0,158.9257,27.7795,0.011023,149.8735,24,17265213.0,2023-06-26
liq,1687799793892,SELL,7.0,29868.9,29985.0,29985.0,0.0,158.9257,27.7795,0.011023,149.8735,24,17265213.0,2023-06-26
liq,1687799796361,SELL,15.0,29857.2,29930.7,29930.8,0.0,162.9066,21.6874,0.000123,153.568,25,17306694.0,2023-06-26
liq,1687799796361,SELL,15.0,29857.2,29930.7,29930.8,0.0,162.9066,21.6874,0.000123,153.568,25,17306694.0,2023-06-26
liq,1687799797401,SELL,124.0,29826.7,29931.9,29932.0,0.0,173.2989,21.9134,0.003829,163.4529,26,17371075.0,2023-06-26
liq,1687799797401,SELL,124.0,29826.7,29931.9,29932.0,0.0,173.2989,21.9134,0.003829,163.4529,26,17371075.0,2023-06-26
liq,1687799798454,SELL,2.0,29842.9,29929.0,29929.0,0.0,167.7764,16.473,0.003982,157.8114,26,17388647.0,2023-06-26
liq,1687799798454,SELL,2.0,29842.9,29929.0,29929.0,0.0,167.7764,16.473,0.003982,157.8114,26,17388647.0,2023-06-26
control,1687800277265,,,30129.7,,30129.7,38.4615,70.9909,-78.8722,0.033229,58.2097,26,17888503.0,2023-06-26
control,1687800827133,,,30135.3,,30135.3,38.4615,69.1195,-80.7159,0.035947,55.839,26,17972276.0,2023-06-26
control,1687801252625,,,30091.0,,30091.0,42.3077,83.9432,-66.1127,0.038035,70.3079,26,18016240.0,2023-06-26
control,1687801308923,,,30066.3,,30066.3,50.0,92.2274,-57.9518,0.041774,78.5468,26,18024543.0,2023-06-26
control,1687801744482,,,30106.7,,30106.7,46.1538,78.6847,-71.293,0.039308,64.3615,26,18004958.0,2023-06-26
control,1687802423081,,,30074.4,,30074.4,50.0,89.5092,-60.6295,0.04509,74.5789,26,18007879.0,2023-06-26
control,1687802561121,,,30111.0,,30111.0,46.1538,77.2454,-72.7109,0.04244,62.1603,26,17988894.0,2023-06-26
control,1687803072848,,,30111.8,,30111.8,46.1538,76.9777,-72.9746,0.045534,60.8577,26,17821083.0,2023-06-26
control,1687803471566,,,30077.1,,30077.1,61.5385,88.6035,-61.5218,0.049741,71.8124,26,17696785.0,2023-06-26
control,1687803682897,,,30087.1,,30087.1,53.8462,85.2503,-64.825,0.048191,68.2328,26,17680383.0,2023-06-26
control,1687803704827,,,30087.1,,30087.1,53.8462,85.2503,-64.825,0.048211,68.2183,26,17673014.0,2023-06-26
control,1687804022850,,,30091.8,,30091.8,57.6923,73.6015,-66.3768,0.049621,66.3616,26,17624035.0,2023-06-26
control,1687804038831,,,30077.3,,30077.3,69.2308,78.4579,-61.5879,0.051728,71.2018,26,17627081.0,2023-06-26
control,1687804045642,,,30077.3,,30077.3,69.2308,78.4579,-61.5879,0.051828,71.194,26,17628875.0,2023-06-26
control,1687804266465,,,30098.5,,30098.5,61.5385,71.3591,-68.588,0.050555,63.8266,26,17647018.0,2023-06-26
control,1687804472414,,,30187.8,,30187.8,73.0769,41.5666,-97.9666,0.053768,33.8346,26,17662427.0,2023-06-26
liq,1687805063434,BUY,3.0,30314.1,30195.0,30194.8,92.3077,-0.2704,100.1781,0.279515,-8.5027,26,17638901.0,2023-06-26
liq,1687805063434,BUY,3.0,30314.1,30195.0,30194.8,92.3077,-0.2704,100.1781,0.279515,-8.5027,26,17638901.0,2023-06-26
liq,1687805194201,BUY,31.0,30323.6,30214.1,30214.0,92.3077,-3.4032,97.0138,0.224839,-11.8018,26,17653663.0,2023-06-26
liq,1687805194201,BUY,31.0,30323.6,30214.1,30214.0,92.3077,-3.4032,97.0138,0.224839,-11.8018,26,17653663.0,2023-06-26
liq,1687805205114,BUY,2.0,30340.8,30220.9,30220.7,88.4615,0.9207,91.2899,0.291482,-17.4722,26,17660316.0,2023-06-26
liq,1687805205114,BUY,2.0,30340.8,30220.9,30220.7,88.4615,0.9207,91.2899,0.291482,-17.4722,26,17660316.0,2023-06-26
liq,1687805231503,BUY,51.0,30342.2,30223.5,30223.4,88.4615,0.4593,90.8243,0.29225,-17.9564,26,17679284.0,2023-06-26
liq,1687805231503,BUY,51.0,30342.2,30223.5,30223.4,88.4615,0.4593,90.8243,0.29225,-17.9564,26,17679284.0,2023-06-26
control,1687805827806,,,30205.8,,30205.8,73.0769,35.5827,-103.8674,0.056596,26.8762,26,17732267.0,2023-06-26
control,1687806372399,,,30176.0,,30176.0,38.4615,45.4932,-94.0945,0.040588,36.5007,26,17749253.0,2023-06-26
control,1687806479049,,,30127.3,,30127.3,34.6154,61.7315,-78.0819,0.040227,52.6261,26,17774286.0,2023-06-26
control,1687806614766,,,30114.3,,30114.3,61.5385,66.075,-73.7987,0.050903,56.8501,26,17800616.0,2023-06-26
control,1687806676592,,,30101.4,,30101.4,61.5385,70.3888,-69.5448,0.051632,61.0696,26,17817831.0,2023-06-26
control,1687806880196,,,30079.5,,30079.5,69.2308,77.7208,-62.3147,0.054733,68.2538,26,17826681.0,2023-06-26
control,1687806989832,,,30075.3,,30075.3,69.2308,79.1282,-60.927,0.055296,69.5631,26,17832177.0,2023-06-26
control,1687807313063,,,30136.0,,30136.0,42.3077,58.8267,-80.9463,0.043064,49.0216,26,17871634.0,2023-06-26
control,1687807360583,,,30148.7,,30148.7,34.6154,54.5895,-85.1246,0.040603,44.7406,26,17863437.0,2023-06-26
control,1687807539541,,,30124.3,,30124.3,46.1538,62.7335,-77.0938,0.043992,52.8206,26,17877046.0,2023-06-26
liq,1687808750627,BUY,448.0,30355.3,30226.3,30226.3,92.3077,-3.8565,86.4695,0.297525,-24.2668,26,17987740.0,2023-06-26
liq,1687808750627,BUY,448.0,30355.3,30226.3,30226.3,92.3077,-3.8565,86.4695,0.297525,-24.2668,26,17987740.0,2023-06-26
liq,1687808888703,BUY,5.0,30375.6,30254.9,30254.9,76.9231,-10.5369,79.7287,0.292529,-30.9877,26,17986096.0,2023-06-26
liq,1687808888703,BUY,5.0,30375.6,30254.9,30254.9,76.9231,-10.5369,79.7287,0.292529,-30.9877,26,17986096.0,2023-06-26
liq,1687809175553,BUY,2.0,30398.2,30272.4,30271.9,80.7692,-17.9637,72.2348,0.302615,-38.491,26,18002549.0,2023-06-26
liq,1687809175553,BUY,2.0,30398.2,30272.4,30271.9,80.7692,-17.9637,72.2348,0.302615,-38.491,26,18002549.0,2023-06-26
control,1687809726478,,,30280.9,,30280.9,76.9231,10.6933,111.2519,0.06026,-0.0445,26,18064670.0,2023-06-26
control,1687809818100,,,30256.0,,30256.0,65.3846,-11.0649,119.5733,0.054614,8.1544,26,18064440.0,2023-06-26
control,1687809823640,,,30255.4,,30255.4,65.3846,-10.8668,119.7739,0.05462,8.3479,26,18063000.0,2023-06-26
control,1687810000791,,,30265.7,,30265.7,73.0769,-14.2663,116.33,0.055573,4.8036,26,18055194.0,2023-06-26
control,1687810269620,,,30254.3,,30254.3,73.0769,-10.5036,-119.7316,0.057108,8.3891,26,18041934.0,2023-06-26
control,1687810541085,,,30258.9,,30258.9,73.0769,-12.0222,118.6034,0.058009,6.7623,26,18031264.0,2023-06-26
control,1687810639468,,,30262.3,,30262.3,73.0769,-13.1444,117.4666,0.058195,5.5881,26,18021832.0,2023-06-26
control,1687810771591,,,30262.3,,30262.3,73.0769,-13.1444,117.4666,0.058307,5.4777,26,17997879.0,2023-06-26
control,1687810840608,,,30262.2,,30262.2,73.0769,-13.1114,117.5,0.058355,5.4615,26,17986962.0,2023-06-26
control,1687810934993,,,30265.1,,30265.1,73.0769,-14.0683,116.5305,0.05854,4.4772,26,17988253.0,2023-06-26
control,1687810960902,,,30265.1,,30265.1,73.0769,-14.0683,116.5305,0.058542,4.4771,26,17988267.0,2023-06-26
control,1687811006076,,,30263.1,,30263.1,73.0769,-13.4084,117.1991,0.058647,5.1203,26,17985685.0,2023-06-26
control,1687811287158,,,30245.4,,30245.4,73.0769,-7.5641,-116.8243,0.060032,10.9228,26,18008728.0,2023-06-26
control,1687811396539,,,30245.2,,30245.2,73.0769,-7.498,-116.7589,0.060427,10.9837,26,18015825.0,2023-06-26
control,1687811920661,,,30179.9,,30179.9,92.3077,4.1185,-95.3746,0.065824,32.3062,26,18041720.0,2023-06-26
control,1687812289216,,,30157.4,,30157.4,46.1538,11.5825,-87.9849,0.04234,39.5786,26,18034929.0,2023-06-26
control,1687812295169,,,30159.1,,30159.1,46.1538,11.0181,-88.5436,0.042425,39.0093,26,18036531.0,2023-06-26
control,1687812500647,,,30174.6,,30174.6,50.0,5.8757,-93.6349,0.043557,33.7986,26,18055088.0,2023-06-26
control,1687812540466,,,30174.6,,30174.6,50.0,5.8757,-93.6349,0.043582,33.7678,26,18045351.0,2023-06-26
control,1687812718595,,,30170.7,,30170.7,50.0,7.1691,-92.3544,0.044792,34.9238,26,18037735.0,2023-06-26
control,1687813256171,,,30166.2,,30166.2,53.8462,8.6619,-90.8764,0.046658,36.1787,26,17926868.0,2023-06-26
control,1687813299073,,,30183.3,,30183.3,96.1538,2.9916,-96.4903,0.068425,30.4679,26,17934172.0,2023-06-26
control,1687813785946,,,30118.2,,30118.2,50.0,24.6129,-75.084,0.045741,51.9607,26,17919767.0,2023-06-26
control,1687813786432,,,30118.3,,30118.3,50.0,24.5796,-75.117,0.045745,51.9271,26,17919848.0,2023-06-26
control,1687814235695,,,30182.2,,30182.2,96.1538,3.3562,-96.1294,0.070236,30.366,26,17975125.0,2023-06-26
control,1687814330445,,,30170.1,,30170.1,57.6923,7.3681,-92.1573,0.049707,34.374,26,17973561.0,2023-06-26
control,1687814476717,,,30174.3,,30174.3,57.6923,5.9752,-93.5364,0.049992,32.9612,26,17977128.0,2023-06-26
control,1687814927268,,,30203.0,,30203.0,96.1538,-3.5329,-102.9499,0.072488,23.1722,26,17964730.0,2023-06-26
control,1687815731418,,,30201.0,,30201.0,96.1538,-2.8709,-102.2945,0.073378,23.6508,26,17927956.0,2023-06-26
control,1687815785126,,,30189.4,,30189.4,96.1538,0.9704,-98.4914,0.073633,27.4934,26,17932308.0,2023-06-26
control,1687817355384,,,30138.6,,30138.6,53.8462,17.8275,-81.802,0.049902,43.4599,26,17823924.0,2023-06-26
control,1687817816661,,,30172.8,,30172.8,61.5385,6.4726,-93.0439,0.053613,31.7243,26,17785781.0,2023-06-26
control,1687818545800,,,30169.0,,30169.0,65.3846,7.733,-91.7961,0.055081,32.5625,26,17737151.0,2023-06-26
control,1687818683290,,,30188.6,,30188.6,96.1538,1.2355,-98.229,0.074956,26.0165,26,17739361.0,2023-06-26
control,1687818786270,,,30219.5,,30219.5,92.3077,1.0,-108.3538,0.065929,15.7304,26,17752875.0,2023-06-26
control,1687819375205,,,30243.4,,30243.4,88.4615,3.0898,-116.1707,0.063275,7.4584,26,17750196.0,2023-06-26
control,1687820151943,,,30231.9,,30231.9,92.3077,-3.102,-112.4109,0.070854,11.0158,26,17788011.0,2023-06-26
control,1687820237657,,,30219.0,,30219.0,92.3077,1.1655,-108.1901,0.071098,15.2848,26,17792490.0,2023-06-26
control,1687820455877,,,30214.0,,30214.0,92.3077,2.8206,-106.5531,0.071679,16.7401,26,17751524.0,2023-06-26
control,1687820502661,,,30214.0,,30214.0,92.3077,2.8206,-106.5531,0.071695,16.7273,26,17748632.0,2023-06-26
control,1687821001661,,,30192.1,,30192.1,96.1538,0.0761,-99.3769,0.076434,23.788,26,17751037.0,2023-06-26
control,1687821003272,,,30192.1,,30192.1,96.1538,0.0761,-99.3769,0.076434,23.788,26,17751037.0,2023-06-26
control,1687821061793,,,30192.0,,30192.0,96.1538,0.1092,-99.3441,0.076453,23.8086,26,17748295.0,2023-06-26
control,1687821075579,,,30195.8,,30195.8,96.1538,-1.1493,-100.59,0.076807,22.5201,26,17749819.0,2023-06-26
control,1687821462981,,,30207.7,,30207.7,92.3077,4.9067,-104.4898,0.073069,18.4912,26,17757834.0,2023-06-26
control,1687822022315,,,30232.6,,30232.6,92.3077,-3.3335,-112.6399,0.074911,10.0913,26,17783352.0,2023-06-26
control,1687822083219,,,30232.1,,30232.1,92.3077,-3.1681,-112.4764,0.075019,10.25,26,17783869.0,2023-06-26
control,1687822822660,,,30235.7,,30235.7,92.3077,-4.3584,-113.6536,0.07774,8.9135,26,17826542.0,2023-06-26
control,1687823481708,,,30275.8,,30275.8,76.9231,-7.6151,112.9552,0.061461,-4.4617,26,17859613.0,2023-06-26
control,1687823627196,,,30275.5,,30275.5,76.9231,-7.5161,113.0554,0.062152,-4.3979,26,17861410.0,2023-06-26
control,1687823757638,,,30267.9,,30267.9,76.9231,-5.0071,115.5947,0.062394,-1.8993,26,17862341.0,2023-06-26
control,1687823830868,,,30265.2,,30265.2,88.4615,-4.1154,116.4971,0.067093,-1.0097,26,17864937.0,2023-06-26
control,1708300888196,,,52173.7,,52173.7,48.0,-62.4139,47.4478,0.026297,-64.771,25,12433886.0,2024-02-19
control,1708301428944,,,52306.1,,52306.1,68.0,-87.5684,22.0151,0.047017,-88.9355,25,12528666.0,2024-02-19
control,1708302040445,,,52225.0,,52225.0,48.0,-72.1755,37.5783,0.02813,-72.5884,25,12600887.0,2024-02-19
control,1708302193521,,,52260.0,,52260.0,56.0,-78.8244,30.8558,0.038594,-79.0988,25,12586884.0,2024-02-19
control,1708302762013,,,52220.1,,52220.1,52.0,-71.2439,38.5201,0.029856,-70.9144,25,12585251.0,2024-02-19
liq,1708303170239,BUY,1.0,52610.1,52412.0,52411.4,0.0,-144.846,-25.9316,0.014409,-143.2039,25,12696959.0,2024-02-19
liq,1708303170239,BUY,1.0,52610.1,52412.0,52411.4,0.0,-144.846,-25.9316,0.014409,-143.2039,25,12696959.0,2024-02-19
liq,1708303216248,BUY,12.0,52651.1,52485.4,52485.4,0.0,-152.5203,-23.7322,0.003233,-150.4434,26,12736341.0,2024-02-19
liq,1708303216248,BUY,12.0,52651.1,52485.4,52485.4,0.0,-152.5203,-23.7322,0.003233,-150.4434,26,12736341.0,2024-02-19
liq,1708303217322,BUY,13.0,52672.6,52475.1,52475.3,0.0,-156.5399,-27.8043,0.003731,-154.4051,26,12742559.0,2024-02-19
liq,1708303217322,BUY,13.0,52672.6,52475.1,52475.3,0.0,-156.5399,-27.8043,0.003731,-154.4051,26,12742559.0,2024-02-19
control,1708304304968,,,52265.0,,52265.0,80.7692,-79.7735,39.9261,0.06407,-74.4165,26,13117016.0,2024-02-19
liq,1708305138283,SELL,52.0,51896.8,52100.9,52100.9,84.6154,-9.391,111.1579,0.225553,-3.004,26,13034577.0,2024-02-19
liq,1708305138283,SELL,52.0,51896.8,52100.9,52100.9,84.6154,-9.391,111.1579,0.225553,-3.004,26,13034577.0,2024-02-19
control,1708305488357,,,52121.9,,52121.9,46.1538,-52.5377,67.4906,0.030094,-45.923,26,12986603.0,2024-02-19
liq,1708306183169,SELL,1.0,51884.4,52090.9,52090.9,84.6154,-7.0033,113.5744,0.232254,0.0351,26,13016872.0,2024-02-19
liq,1708306183169,SELL,1.0,51884.4,52090.9,52090.9,84.6154,-7.0033,113.5744,0.232254,0.0351,26,13016872.0,2024-02-19
liq,1708306461481,SELL,5.0,51876.2,52081.0,52081.1,84.6154,-5.4237,115.173,0.196415,1.832,26,13052860.0,2024-02-19
liq,1708306461481,SELL,5.0,51876.2,52081.0,52081.1,84.6154,-5.4237,115.173,0.196415,1.832,26,13052860.0,2024-02-19
liq,1708306545843,SELL,1.0,51816.2,51976.0,51976.0,92.3077,-3.8468,-113.1476,0.290556,13.5597,26,13091981.0,2024-02-19
liq,1708306545843,SELL,1.0,51816.2,51976.0,51976.0,92.3077,-3.8468,-113.1476,0.290556,13.5597,26,13091981.0,2024-02-19
liq,1708306547079,SELL,2.0,51776.1,51977.9,51978.0,92.3077,3.8951,-105.4903,0.337068,21.3279,26,13102955.0,2024-02-19
liq,1708306547079,SELL,2.0,51776.1,51977.9,51978.0,92.3077,3.8951,-105.4903,0.337068,21.3279,26,13102955.0,2024-02-19
control,1708307027302,,,52031.3,,52031.3,42.3077,-35.2166,85.0207,0.02439,-27.5254,26,13170155.0,2024-02-19
control,1708308139755,,,52189.3,,52189.3,50.0,-65.3844,54.4889,0.040702,-56.459,26,13104980.0,2024-02-19
control,1708308213586,,,52196.1,,52196.1,53.8462,-66.6786,53.179,0.042188,-57.6545,26,13123897.0,2024-02-19
control,1708308274913,,,52176.1,,52176.1,50.0,-62.871,57.0326,0.042112,-53.8042,26,13129924.0,2024-02-19
control,1708308357167,,,52174.9,,52174.9,53.8462,-62.6424,57.2639,0.042595,-53.5035,26,13125324.0,2024-02-19
control,1708308407303,,,52191.9,,52191.9,50.0,-65.8793,53.988,0.042489,-56.5086,26,13094004.0,2024-02-19
control,1708309352269,,,52213.1,,52213.1,53.8462,-69.9128,49.9058,0.047268,-58.8127,26,13061678.0,2024-02-19
control,1708309367843,,,52213.9,,52213.9,53.8462,-70.0649,49.7519,0.047863,-58.9283,26,13069791.0,2024-02-19
control,1708309524160,,,52154.1,,52154.1,61.5385,-58.6793,61.2749,0.051802,-47.3701,26,13085170.0,2024-02-19
control,1708309656316,,,52201.3,,52201.3,53.8462,-67.6681,52.1776,0.049327,-56.2336,26,13114758.0,2024-02-19
control,1708309970079,,,52186.0,,52186.0,65.3846,-64.7561,55.1247,0.053317,-53.0137,26,13121220.0,2024-02-19
control,1708310345260,,,52215.0,,52215.0,61.5385,-70.2741,49.5401,0.052898,-58.0104,26,13089891.0,2024-02-19
control,1708310680026,,,52259.9,,52259.9,80.7692,-78.8054,40.9059,0.065949,-65.5343,26,12994305.0,2024-02-19
control,1708311381284,,,52174.0,,52174.0,69.2308,-62.471,57.4374,0.058502,-44.898,26,12607797.0,2024-02-19
control,1708311608051,,,52192.0,,52192.0,66.6667,-65.8983,53.9688,0.059293,-47.3974,24,12528744.0,2024-02-19
control,1708311695881,,,52192.0,,52192.0,66.6667,-65.8983,53.9688,0.059547,-47.1753,24,12507846.0,2024-02-19
control,1708311941694,,,52189.0,,52189.0,66.6667,-65.3272,54.5467,0.061252,-46.2081,24,12496622.0,2024-02-19
