period,n,mean,ci_lo,ci_hi
1990,232,-22.926591318300368,-50.73094138958181,2.2524663410907753
1991,234,-14.696977567998697,-32.709680791271985,3.5197746858839767
1992,233,-17.231047233503645,-39.41703205326915,6.907051585655307
1993,234,-8.838948449392078,-27.155040404091498,9.35003998503004
1994,232,-2.0939101384099605,-14.091554021959475,12.681034037356703
1995,237,-5.712863442410744,-24.38719686827733,12.650431798929093
1996,235,-7.227860785018593,-18.333124810286616,4.530756778125143
1997,233,-12.569831700495204,-30.024210359792157,4.514501910289561
1998,235,-5.691382944903043,-23.14947579069158,13.525090870313852
1999,233,4.881175530098806,-6.888965105566718,17.262800295449654
2000,236,-17.111750354229404,-35.3417299016353,1.228156861566629
2001,234,-17.15952501372826,-36.294754184304296,3.1798071435831496
2002,234,-19.112189623978132,-35.44959371401226,-2.2113198367708584
2003,233,-3.247404800221136,-20.336199234977315,13.656355131315298
2004,234,-6.04413520365387,-21.080308531180872,8.285081278247114
2005,233,3.761319431223123,-7.730644483406881,14.748749536879552
2006,236,-3.6367546522078107,-17.980276417181663,10.057187075814106
2007,233,-10.786967379370662,-25.9818653333646,3.422383125306871
2008,233,-22.598345629133245,-54.32974003168356,2.709612620711033
2009,231,-5.174347910430763,-26.568415259488795,15.38476283491157
2010,233,-15.798697560066499,-31.226044682004506,0.19555098615886335
2011,233,-12.103420267766815,-26.966260321716202,0.3386414919091264
2012,236,-5.5037832439241,-22.740388485798633,11.440982388451618
2013,233,10.815317734677004,-7.694840753154735,28.151472725957273
2014,232,-2.0268496451358673,-17.161846945906756,14.345951154404167
2015,157,-1.643581232416916,-18.882757243757776,12.399749798698876
