date_prev,date,close_prev,close,r,r_bps,nights,tick_yen,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,price_scale_splice,is_TOM,is_WD-Mon,is_WD-Tue,is_WD-Wed,is_WD-Thu,is_WD-Fri,is_PH,is_SQm,is_SQq,split,decade,year
2011-09-29,2011-09-30,8830.0,8800.0,-0.003397508493771184,-33.97508493771184,1,1.0,2.2650056625141564,0.0,-36.240090600226,-33.97508493771184,-32.0,False,True,False,False,False,False,True,False,False,False,val,2010s,2011
2011-09-30,2011-10-03,8800.0,8650.0,-0.017045454545454586,-170.45454545454587,3,1.0,2.272727272727273,0.0,-172.72727272727315,-170.45454545454587,-152.0,False,True,True,False,False,False,False,False,False,False,val,2010s,2011
2011-10-03,2011-10-04,8650.0,8580.0,-0.008092485549133,-80.92485549132999,1,1.0,2.312138728323699,0.0,-83.2369942196537,-80.92485549132999,-72.0,False,True,False,True,False,False,False,False,False,False,val,2010s,2011
2011-10-04,2011-10-05,8580.0,8480.0,-0.011655011655011704,-116.55011655011704,1,1.0,2.331002331002331,0.0,-118.88111888111936,-116.55011655011704,-102.0,False,True,False,False,True,False,False,False,False,False,val,2010s,2011
2011-10-05,2011-10-06,8480.0,8630.0,0.017688679245283057,176.88679245283058,1,1.0,2.358490566037736,0.0,174.52830188679283,176.88679245283058,148.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-10-06,2011-10-07,8630.0,8690.0,0.006952491309385911,69.52491309385911,1,1.0,2.317497103128621,0.0,67.2074159907305,69.52491309385911,58.0,False,False,False,False,False,False,True,True,False,False,val,2010s,2011
2011-10-07,2011-10-11,8690.0,8870.0,0.020713463751438344,207.13463751438343,4,1.0,2.3014959723820483,0.0,204.83314154200139,207.13463751438343,178.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-10-11,2011-10-12,8870.0,8850.0,-0.0022547914317925244,-22.547914317925244,1,1.0,2.254791431792559,0.0,-24.802705749717802,-22.547914317925244,-22.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-10-12,2011-10-13,8850.0,8910.0,0.006779661016949046,67.79661016949046,1,1.0,2.2598870056497176,0.0,65.53672316384075,67.79661016949046,58.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-10-13,2011-10-14,8910.0,8870.0,-0.004489337822671136,-44.893378226711356,1,1.0,2.244668911335578,0.0,-47.138047138046936,-44.893378226711356,-42.0,False,False,False,False,False,False,True,False,True,False,val,2010s,2011
2011-10-14,2011-10-17,8870.0,9010.0,0.015783540022547893,157.83540022547893,3,1.0,2.254791431792559,0.0,155.58060879368637,157.83540022547893,138.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-10-17,2011-10-18,9010.0,8860.0,-0.01664816870144281,-166.4816870144281,1,1.0,2.219755826859046,0.0,-168.70144284128716,-166.4816870144281,-152.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-10-18,2011-10-19,8860.0,8890.0,0.003386004514672747,33.86004514672747,1,1.0,2.257336343115124,0.0,31.602708803612348,33.86004514672747,28.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-10-19,2011-10-20,8890.0,8800.0,-0.010123734533183382,-101.23734533183382,1,1.0,2.249718785151856,0.0,-103.48706411698568,-101.23734533183382,-92.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-10-20,2011-10-21,8800.0,8800.0,0.0,0.0,1,1.0,2.272727272727273,0.0,-2.272727272727273,0.0,-2.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-10-21,2011-10-24,8800.0,8950.0,0.017045454545454586,170.45454545454587,3,1.0,2.272727272727273,0.0,168.18181818181858,170.45454545454587,148.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-10-24,2011-10-25,8950.0,8890.0,-0.006703910614525133,-67.03910614525132,1,1.0,2.2346368715083798,0.0,-69.27374301675971,-67.03910614525132,-62.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-10-25,2011-10-26,8890.0,8850.0,-0.004499437570303688,-44.99437570303688,1,1.0,2.249718785151856,0.0,-47.244094488188736,-44.99437570303688,-42.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-10-26,2011-10-27,8850.0,9040.0,0.021468926553672274,214.68926553672273,1,1.0,2.2598870056497176,0.0,212.429378531073,214.68926553672273,188.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-10-27,2011-10-28,9040.0,9140.0,0.01106194690265494,110.6194690265494,1,1.0,2.2123893805309733,0.0,108.40707964601842,110.6194690265494,98.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-10-28,2011-10-31,9140.0,9080.0,-0.006564551422319487,-65.64551422319487,3,1.0,2.188183807439825,0.0,-67.8336980306347,-65.64551422319487,-62.0,False,True,True,False,False,False,False,False,False,False,val,2010s,2011
2011-10-31,2011-11-01,9080.0,8970.0,-0.01211453744493396,-121.1453744493396,1,1.0,2.2026431718061676,0.0,-123.34801762114577,-121.1453744493396,-112.0,False,True,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-01,2011-11-02,8970.0,8810.0,-0.017837235228539527,-178.37235228539527,1,1.0,2.229654403567447,0.0,-180.60200668896272,-178.37235228539527,-162.0,False,True,False,False,True,False,False,True,False,False,val,2010s,2011
2011-11-02,2011-11-04,8810.0,8920.0,0.012485811577752637,124.85811577752636,2,1.0,2.2701475595913734,0.0,122.58796821793499,124.85811577752636,108.0,False,True,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-04,2011-11-07,8920.0,8880.0,-0.004484304932735439,-44.84304932735439,3,1.0,2.242152466367713,0.0,-47.085201793722106,-44.84304932735439,-42.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-07,2011-11-08,8880.0,8770.0,-0.012387387387387427,-123.87387387387427,1,1.0,2.2522522522522523,0.0,-126.12612612612652,-123.87387387387427,-112.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-08,2011-11-09,8770.0,8870.0,0.011402508551881407,114.02508551881408,1,1.0,2.280501710376283,0.0,111.7445838084378,114.02508551881408,98.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-09,2011-11-10,8870.0,8630.0,-0.027057497181510737,-270.57497181510735,1,1.0,2.254791431792559,0.0,-272.8297632468999,-270.57497181510735,-242.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-10,2011-11-11,8630.0,8630.0,0.0,0.0,1,1.0,2.317497103128621,0.0,-2.317497103128621,0.0,-2.0,False,False,False,False,False,False,True,False,True,False,val,2010s,2011
2011-11-11,2011-11-14,8630.0,8740.0,0.012746234067207318,127.46234067207318,3,1.0,2.317497103128621,0.0,125.14484356894457,127.46234067207318,108.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-14,2011-11-15,8740.0,8690.0,-0.005720823798627039,-57.20823798627039,1,1.0,2.288329519450801,0.0,-59.49656750572119,-57.20823798627039,-52.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-15,2011-11-16,8690.0,8580.0,-0.012658227848101222,-126.58227848101222,1,1.0,2.3014959723820483,0.0,-128.88377445339427,-126.58227848101222,-112.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-16,2011-11-17,8580.0,8590.0,0.0011655011655011815,11.655011655011815,1,1.0,2.331002331002331,0.0,9.324009324009484,11.655011655011815,8.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-17,2011-11-18,8590.0,8520.0,-0.008149010477299212,-81.49010477299213,1,1.0,2.3282887077997674,0.0,-83.8183934807919,-81.49010477299213,-72.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-18,2011-11-21,8520.0,8470.0,-0.005868544600938996,-58.68544600938996,3,1.0,2.347417840375587,0.0,-61.03286384976555,-58.68544600938996,-52.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-21,2011-11-22,8470.0,8450.0,-0.0023612750885477762,-23.612750885477762,1,1.0,2.3612750885478158,0.0,-25.97402597402558,-23.612750885477762,-22.0,False,False,False,True,False,False,False,True,False,False,val,2010s,2011
2011-11-22,2011-11-24,8450.0,8270.0,-0.02130177514792897,-213.0177514792897,2,1.0,2.366863905325444,0.0,-215.38461538461513,-213.0177514792897,-182.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-24,2011-11-25,8270.0,8280.0,0.0012091898428052694,12.091898428052694,1,1.0,2.418379685610641,0.0,9.673518742442052,12.091898428052694,8.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-25,2011-11-28,8280.0,8410.0,0.01570048309178751,157.0048309178751,3,1.0,2.4154589371980677,0.0,154.58937198067702,157.0048309178751,128.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-28,2011-11-29,8410.0,8600.0,0.022592152199762294,225.92152199762293,1,1.0,2.3781212841854935,0.0,223.54340071343745,225.92152199762293,188.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-29,2011-11-30,8600.0,8520.0,-0.009302325581395321,-93.02325581395321,1,1.0,2.3255813953488373,0.0,-95.34883720930205,-93.02325581395321,-82.0,False,True,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-30,2011-12-01,8520.0,8720.0,0.023474178403755763,234.74178403755764,1,1.0,2.347417840375587,0.0,232.39436619718205,234.74178403755764,198.0,False,True,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-01,2011-12-02,8720.0,8750.0,0.0034403669724769603,34.4036697247696,1,1.0,2.293577981651376,0.0,32.110091743118225,34.4036697247696,28.0,False,True,False,False,False,False,True,False,False,False,val,2010s,2011
2011-12-02,2011-12-05,8750.0,8790.0,0.004571428571428671,45.7142857142867,3,1.0,2.2857142857142856,0.0,43.42857142857242,45.7142857142867,38.0,False,True,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-05,2011-12-06,8790.0,8690.0,-0.011376564277588153,-113.76564277588153,1,1.0,2.2753128555176336,0.0,-116.04095563139917,-113.76564277588153,-102.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-06,2011-12-07,8690.0,8810.0,0.013808975834292303,138.08975834292303,1,1.0,2.3014959723820483,0.0,135.788262370541,138.08975834292303,118.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-07,2011-12-08,8810.0,8770.0,-0.004540295119182747,-45.40295119182747,1,1.0,2.2701475595913734,0.0,-47.67309875141884,-45.40295119182747,-42.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-08,2011-12-09,8770.0,8650.0,-0.013683010262257711,-136.8301026225771,1,1.0,2.280501710376283,0.0,-139.1106043329534,-136.8301026225771,-122.0,False,False,False,False,False,False,True,False,True,True,val,2010s,2011
2011-12-09,2011-12-12,8650.0,8760.0,0.012716763005780285,127.16763005780285,3,1.0,2.312138728323699,0.0,124.85549132947915,127.16763005780285,108.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-12,2011-12-13,8760.0,8670.0,-0.010273972602739767,-102.73972602739767,1,1.0,2.2831050228310503,0.0,-105.02283105022872,-102.73972602739767,-92.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-13,2011-12-14,8670.0,8640.0,-0.0034602076124568004,-34.602076124568,1,1.0,2.306805074971165,0.0,-36.90888119953917,-34.602076124568,-32.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-14,2011-12-15,8640.0,8510.0,-0.01504629629629628,-150.4629629629628,1,1.0,2.314814814814815,0.0,-152.7777777777776,-150.4629629629628,-132.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-15,2011-12-16,8510.0,8510.0,0.0,0.0,1,1.0,2.3501762632197414,0.0,-2.3501762632197414,0.0,-2.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-12-16,2011-12-19,8510.0,8410.0,-0.011750881316098694,-117.50881316098693,3,1.0,2.3501762632197414,0.0,-119.85898942420667,-117.50881316098693,-102.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-19,2011-12-20,8410.0,8470.0,0.007134363852556502,71.34363852556503,1,1.0,2.3781212841854935,0.0,68.96551724137953,71.34363852556503,58.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-20,2011-12-21,8470.0,8560.0,0.010625737898465104,106.25737898465104,1,1.0,2.3612750885478158,0.0,103.89610389610323,106.25737898465104,88.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-21,2011-12-22,8560.0,8500.0,-0.007009345794392496,-70.09345794392496,1,1.0,2.336448598130841,0.0,-72.4299065420558,-70.09345794392496,-62.0,False,False,False,False,False,True,False,True,False,False,val,2010s,2011
2011-12-22,2011-12-26,8500.0,8600.0,0.0117647058823529,117.647058823529,4,1.0,2.3529411764705883,0.0,115.2941176470584,117.647058823529,98.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-26,2011-12-27,8600.0,8590.0,-0.0011627906976744429,-11.627906976744429,1,1.0,2.3255813953488373,0.0,-13.953488372093267,-11.627906976744429,-12.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-27,2011-12-28,8590.0,8550.0,-0.00465657741559955,-46.5657741559955,1,1.0,2.3282887077997674,0.0,-48.89406286379526,-46.5657741559955,-42.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-28,2011-12-29,8550.0,8530.0,-0.002339181286549752,-23.39181286549752,1,1.0,2.339181286549708,0.0,-25.730994152047227,-23.39181286549752,-22.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-29,2011-12-30,8530.0,8570.0,0.004689331770222793,46.89331770222793,1,1.0,2.3446658851113718,0.0,44.548651817116564,46.89331770222793,38.0,False,True,False,False,False,False,True,True,False,False,val,2010s,2011
2011-12-30,2012-01-04,8570.0,8660.0,0.010501750291715295,105.01750291715295,5,1.0,2.3337222870478413,0.0,102.6837806301051,105.01750291715295,88.0,False,True,False,False,True,False,False,False,False,False,val,2010s,2012
2012-01-04,2012-01-05,8660.0,8630.0,-0.0034642032332563577,-34.64203233256357,1,1.0,2.3094688221709005,0.0,-36.95150115473447,-34.64203233256357,-32.0,False,True,False,False,False,True,False,False,False,False,val,2010s,2012
2012-01-05,2012-01-06,8630.0,8510.0,-0.01390498261877171,-139.04982618771712,1,1.0,2.317497103128621,0.0,-141.36732329084575,-139.04982618771712,-122.0,False,True,False,False,False,False,True,True,False,False,val,2010s,2012
2012-01-06,2012-01-10,8510.0,8540.0,0.003525264394829586,35.252643948295855,4,1.0,2.3501762632197414,0.0,32.90246768507611,35.252643948295855,28.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-01-10,2012-01-11,8540.0,8550.0,0.0011709601873535203,11.709601873535203,1,1.0,2.34192037470726,0.0,9.367681498827942,11.709601873535203,8.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-01-11,2012-01-12,8550.0,8500.0,-0.005847953216374324,-58.479532163743244,1,1.0,2.339181286549708,0.0,-60.818713450292954,-58.479532163743244,-52.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-01-12,2012-01-13,8500.0,8630.0,0.015294117647058902,152.94117647058903,1,1.0,2.3529411764705883,0.0,150.58823529411845,152.94117647058903,128.0,False,False,False,False,False,False,True,False,True,False,val,2010s,2012
2012-01-13,2012-01-16,8630.0,8490.0,-0.016222479721900385,-162.22479721900385,3,1.0,2.317497103128621,0.0,-164.54229432213248,-162.22479721900385,-142.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-01-16,2012-01-17,8490.0,8600.0,0.012956419316843437,129.56419316843437,1,1.0,2.3557126030624262,0.0,127.20848056537194,129.56419316843437,108.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-01-17,2012-01-18,8600.0,8660.0,0.006976744186046435,69.76744186046434,1,1.0,2.3255813953488373,0.0,67.44186046511551,69.76744186046434,58.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-01-18,2012-01-19,8660.0,8770.0,0.012702078521940052,127.02078521940052,1,1.0,2.3094688221709005,0.0,124.71131639722962,127.02078521940052,108.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-01-19,2012-01-20,8770.0,8860.0,0.010262257696693311,102.62257696693311,1,1.0,2.280501710376283,0.0,100.34207525655683,102.62257696693311,88.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2012
2012-01-20,2012-01-23,8860.0,8900.0,0.004514672686230181,45.14672686230181,3,1.0,2.257336343115124,0.0,42.88939051918669,45.14672686230181,38.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-01-23,2012-01-24,8900.0,8900.0,0.0,0.0,1,1.0,2.247191011235955,0.0,-2.247191011235955,0.0,-2.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-01-24,2012-01-25,8900.0,9010.0,0.012359550561797716,123.59550561797717,1,1.0,2.247191011235955,0.0,121.34831460674121,123.59550561797717,108.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-01-25,2012-01-26,9010.0,8980.0,-0.0033296337402886067,-33.29633740288607,1,1.0,2.219755826859046,0.0,-35.51609322974511,-33.29633740288607,-32.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-01-26,2012-01-27,8980.0,8970.0,-0.00111358574610243,-11.135857461024301,1,1.0,2.2271714922048997,0.0,-13.3630289532292,-11.135857461024301,-12.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2012
2012-01-27,2012-01-30,8970.0,8930.0,-0.004459308807134854,-44.59308807134854,3,1.0,2.229654403567447,0.0,-46.822742474915984,-44.59308807134854,-42.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-01-30,2012-01-31,8930.0,8950.0,0.002239641657334923,22.39641657334923,1,1.0,2.2396416573348263,0.0,20.156774916014406,22.39641657334923,18.0,False,True,False,True,False,False,False,False,False,False,val,2010s,2012
2012-01-31,2012-02-01,8950.0,8920.0,-0.003351955307262622,-33.519553072626216,1,1.0,2.2346368715083798,0.0,-35.754189944134595,-33.519553072626216,-32.0,False,True,False,False,True,False,False,False,False,False,val,2010s,2012
2012-02-01,2012-02-02,8920.0,9010.0,0.010089686098654793,100.89686098654794,1,1.0,2.242152466367713,0.0,98.65470852018022,100.89686098654794,88.0,False,True,False,False,False,True,False,False,False,False,val,2010s,2012
2012-02-02,2012-02-03,9010.0,8970.0,-0.004439511653718142,-44.39511653718142,1,1.0,2.219755826859046,0.0,-46.614872364040465,-44.39511653718142,-42.0,False,True,False,False,False,False,True,False,False,False,val,2010s,2012
2012-02-03,2012-02-06,8970.0,9060.0,0.010033444816053505,100.33444816053505,3,1.0,2.229654403567447,0.0,98.1047937569676,100.33444816053505,88.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-02-06,2012-02-07,9060.0,9030.0,-0.0033112582781457123,-33.11258278145712,1,1.0,2.207505518763797,0.0,-35.32008830022092,-33.11258278145712,-32.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-02-07,2012-02-08,9030.0,9140.0,0.012181616832779518,121.81616832779518,1,1.0,2.2148394241417497,0.0,119.60132890365344,121.81616832779518,108.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-02-08,2012-02-09,9140.0,9130.0,-0.001094091903719896,-10.94091903719896,1,1.0,2.188183807439825,0.0,-13.129102844638785,-10.94091903719896,-12.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-02-09,2012-02-10,9130.0,9100.0,-0.003285870755750264,-32.85870755750264,1,1.0,2.190580503833516,0.0,-35.049288061336156,-32.85870755750264,-32.0,False,False,False,False,False,False,True,False,True,False,val,2010s,2012
2012-02-10,2012-02-13,9100.0,9140.0,0.00439560439560438,43.9560439560438,3,1.0,2.197802197802198,0.0,41.7582417582416,43.9560439560438,38.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-02-13,2012-02-14,9140.0,9180.0,0.004376367614879584,43.76367614879584,1,1.0,2.188183807439825,0.0,41.57549234135601,43.76367614879584,38.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-02-14,2012-02-15,9180.0,9390.0,0.02287581699346397,228.7581699346397,1,1.0,2.178649237472767,0.0,226.57952069716694,228.7581699346397,208.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-02-15,2012-02-16,9390.0,9360.0,-0.0031948881789137795,-31.948881789137793,1,1.0,2.1299254526091587,0.0,-34.07880724174695,-31.948881789137793,-32.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-02-16,2012-02-17,9360.0,9530.0,0.018162393162393098,181.62393162393099,1,1.0,2.1367521367521367,0.0,179.48717948717885,181.62393162393099,168.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2012
2012-02-17,2012-02-20,9530.0,9610.0,0.008394543546694555,83.94543546694555,3,1.0,2.098635886673662,0.0,81.84679958027189,83.94543546694555,78.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-02-20,2012-02-21,9610.0,9630.0,0.0020811654526535772,20.811654526535772,1,1.0,2.081165452653486,0.0,18.730489073882286,20.811654526535772,18.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-02-21,2012-02-22,9630.0,9700.0,0.007268951194184803,72.68951194184802,1,1.0,2.0768431983385254,0.0,70.6126687435095,72.68951194184802,68.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
2012-02-22,2012-02-23,9700.0,9720.0,0.0020618556701030855,20.618556701030855,1,1.0,2.061855670103093,0.0,18.556701030927762,20.618556701030855,18.0,False,False,False,False,False,True,False,False,False,False,val,2010s,2012
2012-02-23,2012-02-24,9720.0,9780.0,0.006172839506172867,61.72839506172867,1,1.0,2.05761316872428,0.0,59.67078189300439,61.72839506172867,58.0,False,False,False,False,False,False,True,False,False,False,val,2010s,2012
2012-02-24,2012-02-27,9780.0,9760.0,-0.002044989775051076,-20.449897750510758,3,1.0,2.044989775051125,0.0,-22.494887525561882,-20.449897750510758,-22.0,False,False,True,False,False,False,False,False,False,False,val,2010s,2012
2012-02-27,2012-02-28,9760.0,9910.0,0.015368852459016313,153.68852459016313,1,1.0,2.0491803278688523,0.0,151.6393442622943,153.68852459016313,148.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-02-28,2012-02-29,9910.0,9850.0,-0.006054490413723523,-60.544904137235235,1,1.0,2.0181634712411705,0.0,-62.56306760847641,-60.544904137235235,-62.0,False,True,False,False,True,False,False,False,False,False,val,2010s,2012
2012-02-29,2012-03-01,9850.0,9850.0,0.0,0.0,1,1.0,2.030456852791878,0.0,-2.030456852791878,0.0,-2.0,False,True,False,False,False,True,False,False,False,False,val,2010s,2012
2012-03-01,2012-03-02,9850.0,9930.0,0.008121827411167404,81.21827411167403,1,1.0,2.030456852791878,0.0,79.18781725888216,81.21827411167403,78.0,False,True,False,False,False,False,True,False,False,False,val,2010s,2012
2012-03-02,2012-03-05,9930.0,9840.0,-0.009063444108761365,-90.63444108761365,3,1.0,2.014098690835851,0.0,-92.6485397784495,-90.63444108761365,-92.0,False,True,True,False,False,False,False,False,False,False,val,2010s,2012
2012-03-05,2012-03-06,9840.0,9790.0,-0.005081300813008172,-50.81300813008171,1,1.0,2.032520325203252,0.0,-52.84552845528496,-50.81300813008171,-52.0,False,False,False,True,False,False,False,False,False,False,val,2010s,2012
2012-03-06,2012-03-07,9790.0,9710.0,-0.008171603677221695,-81.71603677221695,1,1.0,2.0429009193054135,0.0,-83.75893769152236,-81.71603677221695,-82.0,False,False,False,False,True,False,False,False,False,False,val,2010s,2012
