period,n,mean,ci_lo,ci_hi
1990,47,4.23873682892844,3.764887125077903,4.781207319385421
1991,48,4.953655883047721,4.761737000952761,5.112715718284271
1992,48,6.685143235466583,6.109335191677556,7.183951648787247
1993,48,6.426722350820914,6.002163644502678,6.8984246837655725
1994,48,6.159776375558299,5.99454463113149,6.342973678716364
1995,48,7.098891254414106,6.647261404256252,7.544308382574688
1996,48,5.791790455682992,5.666409623704673,5.910210289371066
1997,48,6.63106516448254,6.296454413178398,6.978412752919675
1998,48,7.9923034464687674,7.606486574258133,8.424728657845865
1999,48,7.386760746046993,6.9051431944383745,7.940238697630027
2000,48,7.135356765471376,6.5266691370814485,7.6880050525043435
2001,48,10.167646705847678,9.214283640576342,11.178122902859622
2002,48,12.073026484614706,11.139299002571306,12.99919762016092
2003,48,13.360526292630185,12.147259136667733,14.617546110854011
2004,48,10.90183539001169,10.647993119245273,11.15652101358861
2005,48,9.982928769508971,9.303422889262556,10.642676200163072
2006,48,7.523226682824667,7.385309959918332,7.67384440025366
2007,48,7.145248158901841,6.96058024440895,7.340412185246111
2008,48,10.122960959326887,8.998224779112945,11.457498972425169
2009,48,13.280912741950436,12.17777762990573,14.569288373710636
2010,48,12.325494802067787,11.713820611784824,12.96227342613751
2011,48,12.831903809841826,12.225411053739386,13.48933801602388
2012,48,13.448535489013908,13.072654091940219,13.799693641882293
2013,48,9.262794010338864,8.641889673942378,9.987719891266467
2014,48,7.891134662852789,7.553724495658066,8.242259309028062
2015,32,6.354517515872871,6.0869615321257955,6.619676711371534
