date_prev,date,close_prev,close,r,r_bps,nights,tick_yen,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,price_scale_splice,is_TOM,is_WD-Mon,is_WD-Tue,is_WD-Wed,is_WD-Thu,is_WD-Fri,is_PH,is_SQm,is_SQq,split,decade,year
2011-10-28,2011-10-31,783.0,777.0,-0.007662835249042099,-76.628352490421,3,,,,,,,False,True,True,False,False,False,False,False,False,False,val,2010s,2011
2011-10-31,2011-11-01,777.0,765.0,-0.015444015444015413,-154.44015444015412,1,,,,,,,False,True,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-01,2011-11-02,765.0,750.0,-0.019607843137254943,-196.07843137254943,1,,,,,,,False,True,False,False,True,False,False,True,False,False,val,2010s,2011
2011-11-02,2011-11-04,750.0,763.0,0.017333333333333423,173.33333333333422,2,,,,,,,False,True,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-04,2011-11-07,763.0,763.0,0.0,0.0,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-07,2011-11-08,763.0,751.0,-0.01572739187418082,-157.2739187418082,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-08,2011-11-09,751.0,761.0,0.013315579227696439,133.1557922769644,1,,,,,,,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-09,2011-11-10,761.0,742.0,-0.024967148488830526,-249.67148488830526,1,,,,,,,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-10,2011-11-11,742.0,739.0,-0.0040431266846361336,-40.43126684636134,1,,,,,,,False,False,False,False,False,False,True,False,True,False,val,2010s,2011
2011-11-11,2011-11-14,739.0,746.0,0.009472259810554773,94.72259810554773,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-14,2011-11-15,746.0,743.0,-0.004021447721179627,-40.21447721179627,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-15,2011-11-16,743.0,736.0,-0.009421265141319024,-94.21265141319024,1,,,,,,,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-16,2011-11-17,736.0,739.0,0.0040760869565217295,40.76086956521729,1,,,,,,,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-17,2011-11-18,739.0,732.0,-0.009472259810554773,-94.72259810554773,1,,,,,,,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-18,2011-11-21,732.0,729.0,-0.004098360655737654,-40.98360655737654,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-21,2011-11-22,729.0,728.0,-0.00137174211248281,-13.7174211248281,1,,,,,,,False,False,False,True,False,False,False,True,False,False,val,2010s,2011
2011-11-22,2011-11-24,728.0,716.0,-0.016483516483516536,-164.83516483516536,2,,,,,,,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-11-24,2011-11-25,716.0,717.0,0.0013966480446927498,13.966480446927498,1,,,,,,,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-11-25,2011-11-28,717.0,727.0,0.013947001394700065,139.47001394700064,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-11-28,2011-11-29,727.0,741.0,0.01925722145804687,192.57221458046868,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-11-29,2011-11-30,741.0,740.0,-0.0013495276653171517,-13.495276653171517,1,,,,,,,False,True,False,False,True,False,False,False,False,False,val,2010s,2011
2011-11-30,2011-12-01,740.0,750.0,0.013513513513513598,135.13513513513598,1,,,,,,,False,True,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-01,2011-12-02,750.0,756.0,0.008000000000000007,80.00000000000007,1,,,,,,,False,True,False,False,False,False,True,False,False,False,val,2010s,2011
2011-12-02,2011-12-05,756.0,760.0,0.005291005291005346,52.910052910053466,3,,,,,,,False,True,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-05,2011-12-06,760.0,750.0,-0.013157894736842146,-131.57894736842147,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-06,2011-12-07,750.0,761.0,0.014666666666666606,146.66666666666606,1,,,,,,,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-07,2011-12-08,761.0,757.0,-0.005256241787122251,-52.56241787122251,1,,,,,,,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-08,2011-12-09,757.0,748.0,-0.011889035667106973,-118.89035667106972,1,,,,,,,False,False,False,False,False,False,True,False,True,True,val,2010s,2011
2011-12-09,2011-12-12,748.0,758.0,0.013368983957219305,133.68983957219305,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-12,2011-12-13,758.0,752.0,-0.0079155672823219,-79.155672823219,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
2011-12-13,2011-12-14,752.0,749.0,-0.003989361702127714,-39.89361702127714,1,,,,,,,False,False,False,False,True,False,False,False,False,False,val,2010s,2011
2011-12-14,2011-12-15,749.0,736.0,-0.01735647530040052,-173.5647530040052,1,,,,,,,False,False,False,False,False,True,False,False,False,False,val,2010s,2011
2011-12-15,2011-12-16,736.0,734.0,-0.0027173913043477826,-27.173913043477825,1,,,,,,,False,False,False,False,False,False,True,False,False,False,val,2010s,2011
2011-12-16,2011-12-19,734.0,727.0,-0.009536784741144388,-95.36784741144389,3,,,,,,,False,False,True,False,False,False,False,False,False,False,val,2010s,2011
2011-12-19,2011-12-20,727.0,730.0,0.004126547455295837,41.265474552958366,1,,,,,,,False,False,False,True,False,False,False,False,False,False,val,2010s,2011
