ts,oi,volume
2026-09-13 08:35:00+00:00,2831403371.1943,68678338.1467
2026-09-13 08:40:00+00:00,2830422802.6457,85253045.3023
2026-09-13 08:45:00+00:00,2831648668.0246,39397688.7589
2026-09-13 08:50:00+00:00,2834448214.9233,17700573.0081
2026-09-13 08:55:00+00:00,2834910597.9601,13503586.3003
2026-09-13 09:00:00+00:00,2836795362.5815,25678342.8062
2026-09-13 09:05:00+00:00,2840472484.0005,19297617.8958
2026-09-13 09:10:00+00:00,2842181700.3624,13564704.7792
2026-09-13 09:15:00+00:00,2837057605.2758,9603494.6196
2026-09-13 09:20:00+00:00,2838687523.047,26968329.6671
2026-09-13 09:25:00+00:00,2833910511.7379,41981345.9462
2026-09-13 09:30:00+00:00,2828388307.9551,52144419.3038
2026-09-13 09:35:00+00:00,2831742073.4471,50780979.1187
2026-09-13 09:40:00+00:00,2835171068.3733,32934783.9116
2026-09-13 09:45:00+00:00,2837280065.7141,16139320.5255
2026-09-13 09:50:00+00:00,2838968947.7866,9708001.4502
2026-09-13 09:55:00+00:00,2838120975.0974,12378312.9498
2026-09-13 10:00:00+00:00,2838771728.3488,10565062.5291
2026-09-13 10:05:00+00:00,2839344663.6705,7356353.9834
2026-09-13 10:10:00+00:00,2837716919.5554,4310955.373
2026-09-13 10:15:00+00:00,2837582961.765,7731047.6492
2026-09-13 10:20:00+00:00,2835239424.3801,3972598.5645
2026-09-13 10:25:00+00:00,2835042449.7185,5229622.593
2026-09-13 10:30:00+00:00,2837269762.6366,2607765.6203
2026-09-13 10:35:00+00:00,2837800646.9073,5281936.7208
2026-09-13 10:40:00+00:00,2834388219.0396,3821121.9233
2026-09-13 10:45:00+00:00,2835689447.9208,6453865.6634
2026-09-13 10:50:00+00:00,2835363822.6473,5146568.0176
2026-09-13 10:55:00+00:00,2833408516.2826,7444985.8966
2026-09-13 11:00:00+00:00,2840499338.2822,11778732.5042
2026-09-13 11:05:00+00:00,2840952653.7229,52706552.3445
2026-09-13 11:10:00+00:00,2830014008.2124,12207155.0323
2026-09-13 11:15:00+00:00,2832700420.1875,32979131.0927
2026-09-13 11:20:00+00:00,2833606490.5904,13753165.9967
2026-09-13 11:25:00+00:00,2835386098.7177,5780605.05
2026-09-13 11:30:00+00:00,2836631318.5503,4282419.0205
2026-09-13 11:35:00+00:00,2836073764.5335,6129043.6792
2026-09-13 11:40:00+00:00,2849907843.7864,33619544.5591
2026-09-13 11:45:00+00:00,2849383625.343,22438842.7414
2026-09-13 11:50:00+00:00,2851803278.3725,4594065.6314
2026-09-13 11:55:00+00:00,2851101909.9467,4360598.0938
2026-09-13 12:00:00+00:00,2851376238.5212,4742359.7435
2026-09-13 12:05:00+00:00,2851643084.5767,3938477.7832
2026-09-13 12:10:00+00:00,2853653657.4739,3428976.5625
2026-09-13 12:15:00+00:00,2855984168.2703,3836394.4265
2026-09-13 12:20:00+00:00,2856650043.5761,18092956.6294
2026-09-13 12:25:00+00:00,2856957569.277,4678602.011
2026-09-13 12:30:00+00:00,2855012471.1213,4247286.6945
2026-09-13 12:35:00+00:00,2854008323.62,10365848.4316
2026-09-13 12:40:00+00:00,2855011279.4088,9679408.9072
2026-09-13 12:45:00+00:00,2853860765.7545,9611958.2565
2026-09-13 12:50:00+00:00,2856270315.3592,6093724.1601
2026-09-13 12:55:00+00:00,2856135386.2863,9767763.2195
2026-09-13 13:00:00+00:00,2858577965.0456,8835391.4842
2026-09-13 13:05:00+00:00,2857041790.7929,4854297.4297
2026-09-13 13:10:00+00:00,2862018177.3743,9297686.0242
2026-09-13 13:15:00+00:00,2863389788.4984,6517192.9317
2026-09-13 13:20:00+00:00,2858256374.9915,5198993.242
2026-09-13 13:25:00+00:00,2855346484.1889,18109781.2334
2026-09-13 13:30:00+00:00,2860705703.7407,17485827.6582
2026-09-13 13:35:00+00:00,2864224730.5702,11045251.4837
2026-09-13 13:40:00+00:00,2866417146.0841,6141295.819
2026-09-13 13:45:00+00:00,2868879075.7081,10167235.5062
2026-09-13 13:50:00+00:00,2867687060.1658,21320030.3224
2026-09-13 13:55:00+00:00,2867248351.6943,24181457.725
2026-09-13 14:00:00+00:00,2868055492.3736,7603476.355
2026-09-13 14:05:00+00:00,2869485117.529,5386298.6893
2026-09-13 14:10:00+00:00,2869214478.9547,22681432.279
2026-09-13 14:15:00+00:00,2876697410.0339,29410428.7354
2026-09-13 14:20:00+00:00,2890139396.6595,63211228.5542
2026-09-13 14:25:00+00:00,2890412950.6804,11296434.9906
2026-09-13 14:30:00+00:00,2890678017.6481,10875865.5577
2026-09-13 14:35:00+00:00,2894753228.1465,10543974.0189
2026-09-13 14:40:00+00:00,2894039156.3959,52903264.0908
2026-09-13 14:45:00+00:00,2894647749.6444,21208562.7148
