cascade_id,day,start_ms,end_ms,bundle_width_ms,direction,n_events,tie_after_shift,path_after_shift,tie_before,path_before,anchor_ts_ms,anchor_price,anchor_before_ts_ms,anchor_before_price,anchor_lag_ms,anchor_price_diff_bp,bp_1m_diff,bp_5m_diff,bp_15m_diff,bp_30m_diff,bp_60m_diff,bp_240m_diff,bp_1m_after_shift,bp_5m_after_shift,bp_15m_after_shift,bp_30m_after_shift,bp_60m_after_shift,bp_240m_after_shift,bp_1m_before,bp_5m_before,bp_15m_before,bp_30m_before,bp_60m_before,bp_240m_before,pred_under_1m,pred_under_5m,pred_under_15m,pred_under_30m,pred_under_60m,pred_under_240m,resid_1m,resid_5m,resid_15m,resid_30m,resid_60m,resid_240m
binance_cm_real_000010,2023-06-25,1687667519039,1687667535991,16952,short,3,False,,False,,1687667535991,30974.3,1687667535991,30974.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685448904414306,9.879157882503296,-13.398204317773123,-14.657312675346278,-26.957832783953148,-73.67398133291171,0.9685448904414306,9.879157882503296,-13.398204317773123,-14.657312675346278,-26.957832783953148,-73.67398133291171,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000011,2023-06-25,1687667671953,1687667671953,0,short,1,True,time_resolution,True,time_resolution,1687667671953,30990.1,1687667671953,30990.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.74536706883788,17.457187940665627,-23.330031203513144,-15.843769461859932,-45.20798577610222,-82.67156285394273,-10.74536706883788,17.457187940665627,-23.330031203513144,-15.843769461859932,-45.20798577610222,-82.67156285394273,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000012,2023-06-25,1687667792230,1687667793944,1714,short,2,False,,False,,1687667793944,31035.2,1687667793944,31035.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.628550806826267,-0.6444295509614889,-47.59112233850619,-42.951229571583,-54.06763932566869,-94.92447285662801,-14.628550806826267,-0.6444295509614889,-47.59112233850619,-42.951229571583,-54.06763932566869,-94.92447285662801,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000013,2023-06-25,1687668014816,1687668014816,0,short,1,True,time_resolution,True,time_resolution,1687668014816,31044.7,1687668014816,31044.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2211617441946614,-20.58322354540435,-56.016002731545626,-56.98235125480402,-51.11983688036951,-96.50600585607275,-3.2211617441946614,-20.58322354540435,-56.016002731545626,-56.98235125480402,-51.11983688036951,-96.50600585607275,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000014,2023-06-25,1687668800357,1687668800357,0,long,1,True,price_tick,True,time_resolution,1687668800626,30880.0,1687668800340,30880.0,269,0.0,0.0,0.0,-0.16191709844559554,0.0,0.0,0.0,-2.6230569948181817,-5.278497409326189,4.8251295336792275,0.2914507772025438,-5.0841968911919455,-44.948186528497175,-2.6230569948181817,-5.278497409326189,4.987046632124823,0.2914507772025438,-5.0841968911919455,-44.948186528497175,-0.011760038860101513,-0.0047330526770291495,0.0014905728267128639,4.355569948193572e-05,-0.00037990248992517594,-0.0008396570955670653,0.011760038860101513,0.0047330526770291495,0.16042652561888268,-4.355569948193572e-05,0.00037990248992517594,0.0008396570955670653
binance_cm_real_000015,2023-06-25,1687670378099,1687670380489,2390,long,2,False,,False,,1687670380489,30840.0,1687670380489,30840.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.592736705577172,10.14915693903997,3.0155642023343945,16.212710765239947,-13.521400778210353,-40.337224383917466,8.592736705577172,10.14915693903997,3.0155642023343945,16.212710765239947,-13.521400778210353,-40.337224383917466,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000016,2023-06-25,1687672990202,1687672990202,0,long,1,True,time_resolution,True,time_resolution,1687672990202,30808.3,1687672990202,30808.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.368144298776865,-7.725190938805215,0.714093280057883,32.78337331173742,10.354352560836352,-39.04791890497018,-7.368144298776865,-7.725190938805215,0.714093280057883,32.78337331173742,10.354352560836352,-39.04791890497018,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000017,2023-06-25,1687673308098,1687673308098,0,long,1,True,time_resolution,True,time_resolution,1687673308098,30775.1,1687673308098,30775.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.606812000610411,7.343599208451697,35.19078735731254,43.834138638055265,14.199791389792635,-28.367088977777254,-3.606812000610411,7.343599208451697,35.19078735731254,43.834138638055265,14.199791389792635,-28.367088977777254,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000018,2023-06-25,1687674331386,1687674331386,0,short,1,True,time_resolution,True,time_resolution,1687674331386,30932.4,1687674331386,30932.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.687641437457164,6.4980408891642885,-20.076036776972423,-18.36262301017797,-64.85109464509776,-108.00972443134131,-4.687641437457164,6.4980408891642885,-20.076036776972423,-18.36262301017797,-64.85109464509776,-108.00972443134131,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000019,2023-06-25,1687674459235,1687674459235,0,short,1,True,time_resolution,True,time_resolution,1687674459235,30985.7,1687674459235,30985.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.779165873290406,-24.559716256209214,-32.98295665419878,-31.72431153725727,-81.68284079430259,-118.69991641305481,-10.779165873290406,-24.559716256209214,-32.98295665419878,-31.72431153725727,-81.68284079430259,-118.69991641305481,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000020,2023-06-25,1687677610326,1687677644353,34027,long,2,False,,False,,1687677644353,30737.6,1687677644353,30737.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.272031648534695,-1.9194732184678758,-5.46561865597811,-11.321638644526336,-2.179740773514227,-36.33985737337889,-9.272031648534695,-1.9194732184678758,-5.46561865597811,-11.321638644526336,-2.179740773514227,-36.33985737337889,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000021,2023-06-25,1687682629185,1687682629185,0,long,1,True,time_resolution,True,time_resolution,1687682629185,30676.5,1687682629185,30676.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06519648590964666,8.475543168223233,23.242547226704243,8.931918569589573,-3.8465926686549223,-3.4554137531982283,0.06519648590964666,8.475543168223233,23.242547226704243,8.931918569589573,-3.8465926686549223,-3.4554137531982283,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000022,2023-06-25,1687684974232,1687684990493,16261,long,2,False,,False,,1687684990493,30623.0,1687684990493,30623.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6204486823634051,1.240897364725622,9.470006204486824,27.13646605492556,-4.147209613689295,7.151487444078455,0.6204486823634051,1.240897364725622,9.470006204486824,27.13646605492556,-4.147209613689295,7.151487444078455,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000023,2023-06-25,1687685325309,1687685326504,1195,long,2,True,price_tick,True,price_tick,1687685326504,30610.4,1687685326504,30610.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84768575386072,9.212555209993038,17.739069074562654,23.26006847345905,5.488330763400437,-14.24352507644532,5.84768575386072,9.212555209993038,17.739069074562654,23.26006847345905,5.488330763400437,-14.24352507644532,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000024,2023-06-25,1687685482890,1687685483999,1109,long,2,False,,False,,1687685483999,30596.3,1687685483999,30596.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.955935848452503,20.42730656974863,22.159542166863076,28.69628026918264,1.2092965489293568,6.046482744645594,13.955935848452503,20.42730656974863,22.159542166863076,28.69628026918264,1.2092965489293568,6.046482744645594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000025,2023-06-25,1687699622275,1687699622275,0,long,1,True,time_resolution,True,time_resolution,1687699622275,30537.3,1687699622275,30537.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.677911930655297,18.73119103522601,21.678406407901395,39.820154368592576,56.029838918307185,10.60997534163186,8.677911930655297,18.73119103522601,21.678406407901395,39.820154368592576,56.029838918307185,10.60997534163186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000026,2023-06-25,1687700201143,1687700201143,0,long,1,True,price_tick,True,time_resolution,1687700201468,30520.4,1687700201065,30520.4,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.124375827314784,31.6181963539141,47.44367701602839,63.00703791562341,62.7121531827885,19.88833698116574,10.124375827314784,31.6181963539141,47.44367701602839,63.00703791562341,62.7121531827885,19.88833698116574,0.05484036906462175,0.03425304605007361,0.017132438922454696,0.011376270734765336,0.005661513829001739,0.0004488687165888101,-0.05484036906462175,-0.03425304605007361,-0.017132438922454696,-0.011376270734765336,-0.005661513829001739,-0.0004488687165888101
binance_cm_real_000027,2023-06-25,1687705323149,1687705364437,41288,long,4,False,,False,,1687705364437,30477.2,1687705364437,30477.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.927696770043775,20.50713320121271,44.656333258960316,23.68984027404116,35.79725171603643,-11.94335437638676,12.927696770043775,20.50713320121271,44.656333258960316,23.68984027404116,35.79725171603643,-11.94335437638676,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000028,2023-06-25,1687706143423,1687706143423,0,short,1,True,time_resolution,True,time_resolution,1687706143423,30628.2,1687706143423,30628.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.713688692120334,-12.210968976303358,-34.80452654743086,-16.977817828014704,-30.29887489307216,-66.63793497495843,-5.713688692120334,-12.210968976303358,-34.80452654743086,-16.977817828014704,-30.29887489307216,-66.63793497495843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000029,2023-06-25,1687709294479,1687709294479,0,short,1,True,time_resolution,True,time_resolution,1687709294479,30652.2,1687709294479,30652.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0439707427201725,-31.775859481538504,-35.65812568102755,-31.449618624438525,-12.91913794115991,-47.95740599369703,-1.0439707427201725,-31.775859481538504,-35.65812568102755,-31.449618624438525,-12.91913794115991,-47.95740599369703,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000030,2023-06-25,1687715107083,1687715107083,0,long,1,False,,True,time_resolution,1687715107316,30500.1,1687715107018,30500.0,233,0.03278688524542452,-0.032837839122974444,-0.03284267651641315,-1.1803634505681604,0.00011179753723666863,-0.03272636407863416,-0.03272335414493455,15.540932652680306,17.01633765135244,10.852423434677979,-34.09824885820047,-18.45895587227559,-19.376985649226903,15.57377049180328,17.049180327868854,12.03278688524614,-34.09836065573771,-18.426229508196958,-19.34426229508197,0.06047814207650274,0.01324153005464481,0.0031151548269581675,-0.00441384335154827,-0.001192586520947192,-0.0003130009107468124,-0.027640302953528297,0.01960114646176834,1.1772482957412023,0.004302045814311602,0.03391895059958135,0.03303635505568136
binance_cm_real_000031,2023-06-25,1687716192074,1687716192074,0,long,1,True,time_resolution,True,time_resolution,1687716192074,30481.6,1687716192074,30481.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4434937798533598,-1.1154270117047063,-13.713190908613484,-34.64385071649735,-14.959844627578128,-15.484751456615495,-1.4434937798533598,-1.1154270117047063,-13.713190908613484,-34.64385071649735,-14.959844627578128,-15.484751456615495,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000032,2023-06-25,1687716309490,1687716310513,1023,long,2,False,,False,,1687716310513,30450.3,1687716310513,30450.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0213167029555463,2.200306729326387,-9.228152103591277,-10.049162077220435,-8.866907715194925,-1.3464563567513441,3.0213167029555463,2.200306729326387,-9.228152103591277,-10.049162077220435,-8.866907715194925,-1.3464563567513441,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000033,2023-06-25,1687716637676,1687716706596,68920,long,6,False,,False,,1687716706596,30361.5,1687716706596,30361.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19761869472804203,26.052731255042914,15.809495578281705,17.094017094017573,17.126953543138516,37.811043591390174,0.19761869472804203,26.052731255042914,15.809495578281705,17.094017094017573,17.126953543138516,37.811043591390174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000034,2023-06-25,1687716790204,1687716791951,1747,long,2,False,,False,,1687716791951,30348.7,1687716791951,30348.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6804673676297648,30.01776023355153,17.496630827679123,27.381732990209972,17.990885935805668,42.24233657454874,1.6804673676297648,30.01776023355153,17.496630827679123,27.381732990209972,17.990885935805668,42.24233657454874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000035,2023-06-25,1687717887420,1687717895108,7688,long,3,False,,False,,1687717895108,30341.6,1687717895108,30341.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.733883513064571,19.807788646611318,34.17749887942651,34.935534052258284,14.204919977852908,66.34455664829902,8.733883513064571,19.807788646611318,34.17749887942651,34.935534052258284,14.204919977852908,66.34455664829902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000036,2023-06-25,1687723563231,1687723563231,0,short,1,True,time_resolution,True,time_resolution,1687723563231,30485.2,1687723563231,30485.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.874614567068848,0.13121121068512498,5.838898875519686,1.5417317255588705,-25.22535525435341,-3.345885872489184,11.874614567068848,0.13121121068512498,5.838898875519686,1.5417317255588705,-25.22535525435341,-3.345885872489184,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000037,2023-06-25,1687726358082,1687726508223,150141,long,8,False,,False,,1687726508223,30289.6,1687726508223,30289.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.120701494903503,26.67582272463252,36.84432940679381,47.17790924937981,52.7243674396495,51.337752892081774,15.120701494903503,26.67582272463252,36.84432940679381,47.17790924937981,52.7243674396495,51.337752892081774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000038,2023-06-25,1687732427835,1687732427835,0,short,1,True,time_resolution,True,time_resolution,1687732427835,30563.4,1687732427835,30563.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7953892564316085,-14.658055059320269,-18.682476426052787,-21.201829639373535,-40.113338175727236,-132.3478408815773,-3.7953892564316085,-14.658055059320269,-18.682476426052787,-21.201829639373535,-40.113338175727236,-132.3478408815773,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000039,2023-06-26,1687738315726,1687738315726,0,long,1,True,time_resolution,True,time_resolution,1687738315726,30426.0,1687738315726,30426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82166568066785,6.080326036942089,28.889765332282078,27.838033261026993,-28.298166042200272,-45.58601196345255,0.82166568066785,6.080326036942089,28.889765332282078,27.838033261026993,-28.298166042200272,-45.58601196345255,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000040,2023-06-26,1687741143841,1687741143841,0,long,1,True,time_resolution,True,time_resolution,1687741143841,30400.4,1687741143841,30400.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6315443217852397,-24.539150800648077,-89.27514111656473,-54.11113011670899,-77.56476888462089,-52.104577571348216,-2.6315443217852397,-24.539150800648077,-89.27514111656473,-54.11113011670899,-77.56476888462089,-52.104577571348216,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000041,2023-06-26,1687741295608,1687741427884,132276,long,5,False,,False,,1687741427884,30322.3,1687741427884,30322.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.473427147676792,0.06595805727162109,-61.439930348291284,-6.39793155532325,-43.96104517137529,-32.880091549783735,-2.473427147676792,0.06595805727162109,-61.439930348291284,-6.39793155532325,-43.96104517137529,-32.880091549783735,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000042,2023-06-26,1687741510249,1687741510249,0,long,1,True,time_resolution,True,time_resolution,1687741510249,30300.2,1687741510249,30300.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.659929637427656,11.848106613156949,-58.15143134368774,7.095662734899439,-35.31329826205768,-24.02624405119414,20.659929637427656,11.848106613156949,-58.15143134368774,7.095662734899439,-35.31329826205768,-24.02624405119414,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000043,2023-06-26,1687742000248,1687742023907,23659,long,12,False,,False,,1687742023907,30057.0,1687742023907,30057.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6531589979035,29.710217253884046,55.8272615364139,70.63246498319835,60.51834847123847,53.79778421000124,24.6531589979035,29.710217253884046,55.8272615364139,70.63246498319835,60.51834847123847,53.79778421000124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000044,2023-06-26,1687742459856,1687742489268,29412,long,6,False,,False,,1687742489268,29966.9,1687742489268,29966.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.848379378580304,68.74251257220466,97.90802518778979,86.09499147392621,61.10074782509987,72.21300835254824,43.848379378580304,68.74251257220466,97.90802518778979,86.09499147392621,61.10074782509987,72.21300835254824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000045,2023-06-26,1687742669146,1687742669146,0,short,1,False,,True,time_resolution,1687742669146,30172.9,1687742669146,30173.8,0,-0.2982720108166082,0.29839953282939247,0.29918147013258434,0.2994948381795055,0.2985428715259335,0.29802092096197796,0.2984469828806606,4.2753596770604805,30.49093723175432,40.9970536474774,9.080996523369585,-8.418150061810914,5.8661911848039425,3.976960144231088,30.191755761621735,40.697558809297895,8.782453651843651,-8.716170982772892,5.567744201923282,0.0,0.0,0.0,0.0,-0.0,0.0,-0.29839953282939247,-0.29918147013258434,-0.2994948381795055,-0.2985428715259335,-0.29802092096197796,-0.2984469828806606
binance_cm_real_000046,2023-06-26,1687744648187,1687744648187,0,long,1,True,time_resolution,True,time_resolution,1687744648187,30160.3,1687744648187,30160.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696279546291709,12.632500339851454,10.742598714204254,-9.31688345275032,23.209318209699504,17.10858313743636,0.696279546291709,12.632500339851454,10.742598714204254,-9.31688345275032,23.209318209699504,17.10858313743636,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000047,2023-06-26,1687751597598,1687751597598,0,short,1,False,,True,time_resolution,1687751597602,30289.1,1687751597510,30288.7,4,0.13206245233298794,-0.13206768441128663,-0.13219325429045803,-0.13206942843738634,-0.13180477247677302,-0.13187278949465764,-0.1324504981401482,0.3961821249230673,9.904553123070677,0.5282428332311567,-19.51196965244875,-14.36160202845248,29.383507598443003,0.528249809334354,10.036746377361135,0.6603122616685431,-19.38016487997198,-14.229729238957823,29.51595809658315,3.52166539556236e-05,0.0001338232850314818,2.9347211629713024e-06,-4.306703306660439e-05,-1.5810810265508693e-05,8.198877249050876e-06,0.13203246775733102,0.13205943100542655,0.13206649371622337,0.13184783950983964,0.13188860030492314,0.13244229926289916
binance_cm_real_000048,2023-06-26,1687756897203,1687756897203,0,long,1,True,time_resolution,True,time_resolution,1687756897203,30164.2,1687756897203,30164.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.011868373767818,11.3710955370934,16.609092898203347,20.620470624117573,32.35623686356626,59.67338765821736,10.011868373767818,11.3710955370934,16.609092898203347,20.620470624117573,32.35623686356626,59.67338765821736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binance_cm_real_000049,2023-06-26,1687761884693,1687761905985,21292,short,2,False,,False,,1687761905985,30344.0,1687761905985,30344.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2523068810965174,6.689955180595595,46.2035328236227,70.12918534141816,4.0535196414445265,-28.47350382283201,-1.2523068810965174,6.689955180595595,46.2035328236227,70.12918534141816,4.0535196414445265,-28.47350382283201,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
