属性,群,下限,上限,m の群,T(秒),h(秒),群の束数,属性が欠測で群に入らない束の割合,n,含む日数,r_end 平均(bp),r_end 日クラスタ SE,r_end naive SE,日クラスタ/naive,r_end 日等重み平均,次の束が 120 秒以内の割合,次の束が 120 秒以内の母数,次の束の間隔が無い束,r_end > 0 の割合,r_end > 0 の母数
implied_leverage,Q2(中位 3 分位),75.097333,126.459633,Q3(上位 3 分位),60,300,996,0.379611,996,306,-9.620389,0.874374,0.828561,1.055292,-9.555497,0.170782,972,24,0.308233,996
implied_leverage,Q2(中位 3 分位),75.097333,126.459633,Q3(上位 3 分位),60,900,996,0.379611,996,306,-9.726362,1.333583,1.249371,1.067404,-9.604680,0.170782,972,24,0.351406,996
implied_leverage,Q3(上位 3 分位),126.459633,,Q1(下位 3 分位),60,60,2113,0.379611,2113,352,-1.884465,0.126935,0.128992,0.984055,-1.963223,0.130069,2022,91,0.356365,2113
implied_leverage,Q3(上位 3 分位),126.459633,,Q1(下位 3 分位),60,300,2113,0.379611,2113,352,-2.583936,0.324974,0.307936,1.055332,-2.796694,0.130069,2022,91,0.388547,2113
implied_leverage,Q3(上位 3 分位),126.459633,,Q1(下位 3 分位),60,900,2113,0.379611,2113,352,-2.558641,0.592668,0.498803,1.188180,-2.929587,0.130069,2022,91,0.407004,2113
implied_leverage,Q3(上位 3 分位),126.459633,,Q2(中位 3 分位),60,60,1374,0.379611,1374,330,-3.439465,0.201027,0.205158,0.979864,-3.567576,0.137181,1334,40,0.303493,1374
implied_leverage,Q3(上位 3 分位),126.459633,,Q2(中位 3 分位),60,300,1374,0.379611,1374,330,-3.503698,0.496656,0.454864,1.091879,-3.638328,0.137181,1334,40,0.390830,1374
implied_leverage,Q3(上位 3 分位),126.459633,,Q2(中位 3 分位),60,900,1374,0.379611,1374,330,-4.816163,0.796700,0.748389,1.064553,-5.396227,0.137181,1334,40,0.387918,1374
implied_leverage,Q3(上位 3 分位),126.459633,,Q3(上位 3 分位),60,60,897,0.379611,897,282,-7.960916,0.530099,0.411872,1.287047,-6.980793,0.125721,867,30,0.216276,897
implied_leverage,Q3(上位 3 分位),126.459633,,Q3(上位 3 分位),60,300,897,0.379611,897,282,-8.692793,0.943274,0.935250,1.008580,-8.137187,0.125721,867,30,0.334448,897
implied_leverage,Q3(上位 3 分位),126.459633,,Q3(上位 3 分位),60,900,897,0.379611,897,282,-8.957528,1.411090,1.506666,0.936564,-8.868023,0.125721,867,30,0.355630,897
side,BUY,,,Q1(下位 3 分位),60,60,2983,0.000000,2983,442,-3.135315,0.176821,0.145993,1.211161,-2.771761,0.148518,2902,81,0.345290,2983
side,BUY,,,Q1(下位 3 分位),60,300,2983,0.000000,2983,442,-4.146561,0.371889,0.331786,1.120871,-4.742260,0.148518,2902,81,0.378478,2983
side,BUY,,,Q1(下位 3 分位),60,900,2983,0.000000,2983,442,-4.385874,0.690949,0.587072,1.176940,-6.310407,0.148518,2902,81,0.393228,2983
side,BUY,,,Q2(中位 3 分位),60,60,3037,0.000000,3037,429,-4.968390,0.200026,0.173157,1.155167,-4.665515,0.164595,2977,60,0.280869,3037
side,BUY,,,Q2(中位 3 分位),60,300,3037,0.000000,3037,429,-4.899309,0.442557,0.434960,1.017466,-5.452558,0.164595,2977,60,0.374053,3037
side,BUY,,,Q2(中位 3 分位),60,900,3037,0.000000,3037,429,-4.768545,0.783213,0.676330,1.158034,-7.040717,0.164595,2977,60,0.395127,3037
side,BUY,,,Q3(上位 3 分位),60,60,3081,0.000000,3081,399,-8.200436,0.330394,0.241422,1.368536,-7.477094,0.183432,3042,39,0.239857,3081
side,BUY,,,Q3(上位 3 分位),60,300,3081,0.000000,3081,399,-8.927187,0.566177,0.560504,1.010120,-8.943995,0.183432,3042,39,0.358974,3081
side,BUY,,,Q3(上位 3 分位),60,900,3081,0.000000,3081,399,-8.693259,1.127432,0.910870,1.237753,-11.335266,0.183432,3042,39,0.382993,3081
side,SELL,,,Q1(下位 3 分位),60,60,4083,0.000000,4083,448,-4.514064,0.155348,0.136382,1.139060,-4.184808,0.162456,3958,125,0.288024,4083
side,SELL,,,Q1(下位 3 分位),60,300,4083,0.000000,4083,448,-4.823831,0.303580,0.299578,1.013361,-4.759565,0.162456,3958,125,0.355621,4083
side,SELL,,,Q1(下位 3 分位),60,900,4083,0.000000,4083,448,-5.478630,0.517013,0.456973,1.131386,-5.986629,0.162456,3958,125,0.383052,4083
side,SELL,,,Q2(中位 3 分位),60,60,4029,0.000000,4029,438,-6.892223,0.208487,0.180155,1.157263,-6.311074,0.182234,3940,89,0.241747,4029
side,SELL,,,Q2(中位 3 分位),60,300,4029,0.000000,4029,438,-6.750204,0.360881,0.376951,0.957369,-6.883314,0.182234,3940,89,0.340531,4029
side,SELL,,,Q2(中位 3 分位),60,900,4029,0.000000,4029,438,-7.964427,0.670288,0.619384,1.082185,-8.905924,0.182234,3940,89,0.370315,4029
side,SELL,,,Q3(上位 3 分位),60,60,3985,0.000000,3985,400,-12.107222,0.398122,0.246679,1.613925,-10.852608,0.196278,3923,62,0.179674,3985
side,SELL,,,Q3(上位 3 分位),60,300,3985,0.000000,3985,400,-12.104708,0.539445,0.598007,0.902072,-12.491566,0.196278,3923,62,0.322459,3985
side,SELL,,,Q3(上位 3 分位),60,900,3985,0.000000,3985,400,-12.222303,0.925634,0.936107,0.988813,-14.209465,0.196278,3923,62,0.356587,3985
