draw,mean_net_bps,sharpe,n
0,-4.044109285793735,-6.460504104070245,64495
1,-3.4889202597261395,-5.595392652984307,64495
2,-3.7771976387920048,-5.792095933841458,64495
3,-3.70600047336733,-6.01025984253795,64495
4,-3.914899143417531,-6.128738469722367,64495
5,-3.6775434374949216,-6.13875874669646,64495
6,-3.9354338934015742,-6.323494828465073,64495
7,-3.75234879153291,-6.1583354782091035,64495
8,-3.817036578294546,-5.972716625507244,64495
9,-3.8323892023510546,-6.231783954811851,64495
10,-3.6788290194214954,-5.8494378177915225,64495
11,-3.825524955675572,-5.990829280897543,64495
12,-3.736971093545396,-5.776654690142356,64495
13,-3.985883077882099,-6.229380835496622,64495
14,-3.3665117913700326,-5.443929030248912,64495
15,-4.19654452862867,-6.738488490533084,64495
16,-4.093862424537971,-6.550829913689041,64495
17,-3.9144352177925734,-6.349387623849248,64495
18,-4.003748121010781,-6.577658345092431,64495
19,-3.7465405942557153,-5.911539974724586,64495
20,-3.8486602483924126,-5.963552651070906,64495
21,-4.221604161751086,-6.427994278320957,64495
22,-3.821286751460346,-6.031934094417558,64495
23,-3.9080509291986383,-5.716682791873514,64495
24,-3.535238229169477,-5.364779778873102,64495
25,-3.5850810216641475,-5.774592339842942,64495
26,-4.173947716407741,-6.639028861953414,64495
27,-4.1539171050038854,-6.361692110469088,64495
28,-3.8815640184348674,-6.095895022302694,64495
29,-3.864494315239198,-6.051622651740405,64495
30,-3.9240731969479636,-5.928651539243056,64495
31,-3.424241946595879,-5.23314679116927,64495
32,-3.981233505472628,-6.637792225848907,64495
33,-3.836695118904501,-6.044560751764838,64495
34,-3.3016821864158428,-5.575384733443605,64495
35,-3.7124921456950184,-6.186803833835668,64495
36,-4.247012282732997,-6.581069954640142,64495
37,-4.015005393091228,-6.391221727626477,64495
38,-3.644498285250545,-6.095605853603648,64495
39,-3.605327713795283,-5.883760452461647,64495
40,-3.7318371641440296,-5.899206336957104,64495
41,-3.616087565842581,-6.186417697594867,64495
42,-3.8590492602391717,-6.073120459914856,64495
43,-3.9509568665145287,-6.485341083821726,64495
44,-3.6772470602317533,-6.0037555390793935,64495
45,-3.939548486592427,-6.210428650772929,64495
46,-3.3100737053002396,-5.150111184698049,64495
47,-4.140261304048084,-6.383341694330911,64495
48,-3.8061750286609417,-5.965514113066928,64495
49,-3.944529996251037,-6.340490451116999,64495
50,-4.0717509423918665,-6.6193556674839185,64495
51,-3.604629840420722,-5.878631684466029,64495
52,-4.0114100899830305,-6.388725235545668,64495
53,-3.8056775062294967,-6.07115676655609,64495
54,-3.9485982815809897,-6.265570549123293,64495
55,-3.811307899911289,-5.666519737504041,64495
56,-3.895142290567003,-6.316357468753892,64495
57,-3.5815655547132494,-5.920523719582603,64495
58,-3.61364803590318,-5.817739745313404,64495
59,-3.9974360516672576,-6.566397779332899,64495
60,-3.7047359133100266,-5.919890086221296,64495
61,-4.396827705340023,-6.527573873727985,64495
62,-3.64433798352572,-5.662915126371259,64495
63,-4.222317340249548,-6.626588099157083,64495
64,-4.2893230495553745,-6.503725330611739,64495
65,-3.3930959707694304,-5.733693270206169,64495
66,-3.8197441408429835,-6.031623269962144,64495
67,-3.8278679064280636,-6.1619932619360025,64495
68,-3.6088729831734185,-5.713178163781932,64495
69,-3.301312325592552,-5.514113236084005,64495
70,-3.572420213670673,-5.434683673671607,64495
71,-3.848097705427378,-6.344120791682155,64495
72,-3.9184731198064346,-6.057355698771348,64495
73,-4.135694717079931,-6.5124011861325215,64495
74,-4.0038294194548785,-6.437586081347364,64495
75,-3.9984723491499685,-6.231161562999251,64495
76,-3.775683224504839,-5.684076387956985,64495
77,-4.527855943010047,-6.871920176032636,64495
78,-3.6740072339978096,-5.610972920340338,64495
79,-3.9730667659034498,-6.329412065396673,64495
80,-4.037793671958149,-6.209020664989038,64495
81,-3.5917374062615743,-6.043960636211757,64495
82,-4.1041829552615114,-6.3300419449554,64495
83,-3.5764010337959173,-5.695740798216169,64495
84,-4.132295236116526,-6.513060848986375,64495
85,-4.207938117767475,-6.7629018508075465,64495
86,-4.203050975923636,-6.659098225682857,64495
87,-3.8415236034326314,-6.061900999637665,64495
88,-3.975465027237972,-6.226734917397664,64495
89,-3.8611665742774037,-6.133215210427888,64495
90,-3.7164105836170123,-5.964880551223336,64495
91,-3.987431303842155,-6.574219856164497,64495
92,-3.8283385521263034,-5.887666514838,64495
93,-3.596680455102835,-5.839286327868794,64495
94,-4.034403797884169,-6.2112758856028965,64495
95,-3.746283552888064,-5.779609580072977,64495
96,-3.581966135309603,-5.379725862621262,64495
97,-3.825414469837561,-6.007835959028235,64495
98,-3.5863994335590084,-6.0122726250676966,64495
99,-3.9297263141085956,-6.182126688169745,64495
100,-3.214122582309419,-5.270560572918421,64495
101,-3.9141871709834426,-6.253146780797673,64495
102,-3.352212328874304,-5.320223151272707,64495
103,-3.5302840580011132,-5.88280670283763,64495
104,-3.3527537584016787,-5.4116296782017255,64495
105,-3.347041648411671,-5.127775727092333,64495
106,-3.9314281353558673,-6.232793569248922,64495
107,-3.7337360503580195,-5.979714244879626,64495
108,-3.7857619231659476,-6.056481115026417,64495
109,-3.7462556294158835,-5.997796661412445,64495
110,-4.070096393881706,-6.65223357863427,64495
111,-3.588707023966951,-5.641102940663346,64495
112,-3.8466487768303623,-6.049596934258373,64495
113,-3.9407394644359703,-6.264002370787608,64495
114,-3.709605476371212,-5.904706996153492,64495
115,-3.7472016867395865,-6.04732993109086,64495
116,-3.964871035242367,-6.118158394797037,64495
117,-4.25261087338004,-6.776254113877273,64495
118,-3.8767675623517897,-6.22919088538424,64495
119,-3.605052825497689,-6.214628597083682,64495
120,-3.909150879771416,-6.128987735177354,64495
121,-3.6096293301059172,-5.636856277497437,64495
122,-3.922826690939465,-6.406242837745482,64495
123,-4.3340627278181385,-6.75211785605728,64495
124,-4.274508803271182,-6.595211285325616,64495
125,-3.7599199550309823,-6.060405640120887,64495
126,-3.83316555799178,-5.948921724333607,64495
127,-3.6627024387887364,-5.733876135215564,64495
128,-3.973319044774454,-6.78815784809854,64495
129,-3.702602248545086,-6.005185715787722,64495
130,-4.062426992273813,-6.66461901531942,64495
131,-3.8838550173009625,-6.172435025867697,64495
132,-3.5987969116594263,-5.850620919423957,64495
