config,year,n,mean,ci_lo,ci_hi,gross_mean,cost_mean
best,2017,8568,-2.740548115471231,-4.075044500972301,-1.3645214398809142,1.1116830607254415,3.8522311761966725
best,2018,12510,-1.8017648005037346,-3.012910314006234,-0.5896495594850488,2.0579356943556544,3.8597004948593896
best,2019,8051,-3.5675889656100033,-4.936196020453518,-2.179708628870594,0.2876079851464,3.8551969507564032
best,2020,8551,-4.675754171686657,-5.920795218699837,-3.386915867767457,-0.821076887822266,3.8546772838643912
best,2021,14729,-4.226635273872466,-4.996415181885561,-3.4321921636952677,-0.3657280697250656,3.860907204147401
best,2022,8445,-3.017235590335309,-4.0304182772625206,-1.9211315606727186,0.8393333422783175,3.856568932613626
best,2023,3641,-0.6265721092215963,-2.2458266563680893,1.2314539081399798,3.2316111594297454,3.8581832686513424
