draw,mean_net_bps,sharpe,n
387,-3.781669568046705,-2.7795139250703134,24717
388,-4.68809055752157,-3.2752274586619365,24717
389,-4.803600313374463,-3.455758472470869,24717
390,-5.178513479713866,-3.703211251960083,24717
391,-4.098324947685844,-2.9651529368674563,24717
392,-4.089075562172003,-2.93452692908202,24717
393,-5.042333394402334,-3.6974471743216766,24717
394,-4.1734192247979776,-3.2153109994558844,24717
395,-3.6202266403619587,-2.472227392164357,24717
396,-4.413012700292563,-3.2163807448184514,24717
397,-4.201818333708754,-2.993030153540183,24717
398,-4.27421273234485,-2.942855405012676,24717
399,-4.691777243541723,-3.3636705274739302,24717
400,-4.089550196384395,-2.84728410938999,24717
401,-3.1801290413138394,-2.378979154301895,24717
402,-4.552319823305852,-3.3384357973176924,24717
403,-4.115461668763601,-2.8286926136415205,24717
404,-4.544170327457857,-3.322216025436642,24717
405,-5.179442329395724,-3.558757501484632,24717
406,-4.84082410504814,-3.334768780781441,24717
407,-4.212332544146376,-3.0125979572506414,24717
408,-5.182542407143938,-3.5672721086822787,24717
409,-4.734505051942965,-3.3292783564458297,24717
410,-4.1377832854099825,-3.012780755726488,24717
411,-4.041227929872348,-2.990429978733222,24717
412,-3.1539084414251644,-2.3530032848998115,24717
413,-4.088620672723312,-2.8752906964364953,24717
414,-4.374119105332841,-3.0241875717658484,24717
415,-3.7774398417831403,-2.737404586565049,24717
416,-5.270673193199289,-3.6575098640124737,24717
417,-4.310829839303589,-3.0853847592144654,24717
418,-4.454150317636012,-3.110665351921386,24717
419,-4.8490128553596215,-3.5792743942516383,24717
420,-4.763864568594226,-3.484079088691598,24717
421,-3.877061719931843,-2.8778006830248715,24717
422,-4.21127664143836,-3.0704512691570987,24717
423,-4.436868614064081,-3.2173505899855774,24717
424,-4.379536963499359,-3.136331631402195,24717
425,-4.8121675833627595,-3.3627637273062807,24717
426,-4.024659371210315,-2.925698585557718,24717
427,-3.9055352797168497,-2.5500323974037484,24717
428,-4.5542006885262865,-3.267148206830707,24717
429,-3.626762425960443,-2.705458656059547,24717
430,-3.6313062274818537,-2.527341686868498,24717
431,-4.6748542195969955,-3.276992918041334,24717
432,-4.8762736692070545,-3.5065652914604133,24717
433,-3.9328622090573977,-2.708532268982569,24717
434,-4.376368031878556,-3.0694639499519956,24717
435,-5.698113084081455,-3.952110502161042,24717
436,-4.949350626230668,-3.4603916519971327,24717
437,-4.47048548114835,-3.208479984225379,24717
438,-3.852592665825891,-2.727874581470082,24717
439,-4.624947759647903,-3.475963017666335,24717
440,-4.178796075547114,-2.8799317394199693,24717
441,-3.9241599672806515,-2.7335325480175405,24717
442,-4.764676908098458,-3.225350373791926,24717
443,-4.034498234488017,-2.701683650883981,24717
444,-4.725768704146611,-3.3863752338642863,24717
445,-4.1807261450918505,-2.9855121743391626,24717
446,-4.75696427837929,-3.3815587947645023,24717
447,-4.517150638068654,-3.3330497341739687,24717
448,-5.157243652772761,-3.584880015337801,24717
449,-4.840685098128604,-3.2643396806771516,24717
450,-3.5407353593946103,-2.438590504083044,24717
451,-4.567690866017146,-3.1809378877011625,24717
452,-3.8378452389591624,-2.8253888620836127,24717
453,-4.842719326338251,-3.4780152176217562,24717
454,-4.662677283015093,-3.199417492648137,24717
455,-3.7296715176013797,-2.7332651366230567,24717
456,-5.192519867140576,-3.5539919559319864,24717
457,-3.775648094645097,-2.6961815921863646,24717
458,-4.201040979445291,-3.1320622532927325,24717
459,-3.291378179452885,-2.271270025632237,24717
460,-3.6374744793449927,-2.537396204494041,24717
461,-4.334258917214638,-3.0314116619758,24717
462,-4.760868353586431,-3.107896278479632,24717
463,-4.303200874847244,-3.1143641546929595,24717
464,-3.8239032735141287,-2.731364135618385,24717
465,-4.934263673996537,-3.573344319414313,24717
466,-3.654178912318248,-2.5999553142623757,24717
467,-4.319123507083594,-2.961675153072627,24717
468,-4.251622355392438,-2.9476531950767724,24717
469,-4.898824456291714,-3.3539728336928265,24717
470,-4.261328814438822,-3.039467820705391,24717
471,-4.1635944454737315,-3.1723925707558345,24717
472,-4.9734892167317035,-3.411550467903576,24717
473,-4.245301347497076,-2.9970578944205886,24717
474,-5.856178125181191,-4.1179030140125645,24717
475,-4.277404878921512,-3.0334832722787204,24717
476,-4.556776022081502,-3.124018632520633,24717
477,-5.114063037567428,-3.503227556574153,24717
478,-5.436618272725386,-3.8078327313448423,24717
479,-4.443508439022284,-3.119095086172187,24717
480,-5.055620068414748,-3.4303885922768926,24717
481,-3.7279851699384934,-2.777632489026149,24717
482,-4.379945303112714,-2.946147290481441,24717
483,-5.3577306820104456,-3.8207034767794434,24717
484,-3.3074641715591406,-2.132891923686074,24717
485,-3.6600268878176494,-2.628460293828799,24717
486,-3.884767004346324,-2.5983133672859178,24717
487,-4.815959316978322,-3.2816660726787115,24717
488,-4.375507488624323,-2.9793139904774044,24717
489,-5.018223078535096,-3.3881825712048363,24717
490,-4.350099299433734,-3.236262837721234,24717
491,-3.6575154618407213,-2.750616229776604,24717
492,-4.952687041499663,-3.4182522062611813,24717
493,-4.120145222439006,-2.96059210222633,24717
494,-4.033354685578364,-2.6957161093135915,24717
495,-4.100172105152727,-2.854489555795509,24717
496,-5.518564892700058,-3.7273045201754478,24717
497,-3.505854283397383,-2.762969196962816,24717
498,-3.904404358130845,-2.837810850875129,24717
499,-4.134450357885269,-2.8905090487717975,24717
500,-4.865226293800223,-3.5734854696593854,24717
501,-4.088673662723484,-2.861339559475379,24717
502,-5.9028595134091555,-4.286262881395625,24717
503,-4.580846046241282,-3.261202177475929,24717
504,-4.563175739338027,-3.2646481545780333,24717
505,-4.687831350274358,-3.3196689455434276,24717
506,-3.641037101829217,-2.635045567986028,24717
507,-4.242984051508164,-2.9898831411751523,24717
508,-3.339617695046397,-2.4241902801557087,24717
509,-4.011745349719456,-2.7944378397161183,24717
510,-5.017035647631434,-3.349460947495839,24717
511,-4.5565040093308555,-3.1751328903840674,24717
512,-5.0181775577552665,-3.6604923586424007,24717
513,-5.749944336685107,-3.5906589546494327,24717
514,-3.961747015408254,-3.043949483013176,24717
515,-4.307693780361939,-3.0657617496411054,24717
516,-3.853276193672904,-2.898350183027206,24717
517,-4.288039996147887,-3.112526706479561,24717
518,-4.270543656453312,-3.1115277853574335,24717
519,-4.074268947844241,-3.067640118433614,24717
520,-4.489398834280353,-3.2365019400350166,24717
521,-4.636640645129572,-3.0910100458381256,24717
522,-4.580305304721406,-3.2281801710193125,24717
523,-5.134425883362021,-3.6356797236333533,24717
524,-3.9074288033801827,-2.6536940907184494,24717
525,-4.461096771559768,-3.139328095700234,24717
526,-4.325976428405973,-3.1156297940646365,24717
527,-4.757178527446662,-3.4041110948715705,24717
528,-4.592877212481194,-3.186612294686608,24717
529,-4.096528397266419,-3.090691371638221,24717
530,-4.467055439161729,-3.251741959180446,24717
531,-4.181839629742641,-2.9369194659954303,24717
532,-3.896717660600279,-2.9489078146503553,24717
533,-3.3887416480915404,-2.3332911171340105,24717
534,-3.6960990083203065,-2.552667856180141,24717
535,-4.705675797735281,-3.466235196227583,24717
536,-4.6203425138220995,-3.3352863728772095,24717
537,-5.142485565620251,-3.5078030387407084,24717
538,-5.1088535713777095,-3.5793185855719605,24717
539,-3.998749175857143,-2.875989219379608,24717
540,-4.919716652148509,-3.2949234377015797,24717
541,-4.386188123474424,-3.245351199221384,24717
542,-4.177846646482347,-2.8733243501160883,24717
