k,thr,stop,exit,masks,period,cost,one_way_bps,burst_coef,is_current,n_entry_signal_bars,n_entry_signals_discarded,n_total_in_period,n_excluded_gap,n,mean_net_bps,ci_lo,ci_hi,se_cluster,sharpe,sharpe_ci_lo,sharpe_ci_hi,win_rate,max_dd_bps,mean_hold_min,stop_rate,mean_funding_bps,mean_gross_bps,sd_net_bps,n_days,deferred_minutes,trades_with_deferral,mean_cost_bps,sum_pnl_jpy_001btc
15,0.4,0.25,0.05,masked,full,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,79375,478,78897,-3.2495090767824095,-3.6050352142909823,-2.8996332671196487,0.1847399622534514,-6.813969750986294,-7.779590404597814,-5.952803854702014,0.28816051307400786,256575.63655842972,11.396238133262354,0.490018631887144,0.044488383588729606,0.593288914375541,53.89973584947091,2314,179,133,3.798309607569221,-615601.8261488592
15,0.4,0.25,0.05,masked,full,opt,1.0,1.0,False,542697,7553,79375,478,78897,-1.4511994692131889,-1.799732950644715,-1.086493888496532,0.18253494335167825,-3.1501554896012927,-4.066544913042646,-2.3214637298687864,0.3083006958439484,119390.00365722054,11.396238133262354,0.490018631887144,0.044488383588729606,0.593288914375541,53.8997358494709,2314,179,133,2.0,-271464.3880260009
15,0.4,0.25,0.05,masked,train,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,65307,345,64962,-3.424972235469336,-3.824269142784977,-3.0356286629666998,0.2033894440699392,-7.784649941053435,-8.973077042154065,-6.71784081929916,0.28327329823589176,222945.15786866142,11.056279055447801,0.5076506265201195,0.04374865305871125,0.4170860251585962,55.61601374975316,1599,68,50,3.798309607569221,-481563.4265160869
15,0.4,0.25,0.05,masked,train,opt,1.0,1.0,False,542697,7553,65307,345,64962,-1.626662627900115,-2.0182171110381915,-1.2214366732411202,0.20437538860901813,-3.8095794802638183,-4.8477471484560475,-2.7706756195019056,0.30297712508851327,106160.38301740897,11.056279055447801,0.5076506265201195,0.04374865305871125,0.4170860251585962,55.61601374975316,1599,68,50,2.0,-233943.51427800025
15,0.4,0.25,0.05,masked,val,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,14068,133,13935,-2.431537227868157,-3.2243228773533055,-1.66585325108244,0.39797698475649634,-4.227884786642987,-5.816189939963034,-2.8155878580973024,0.31094366702547543,34143.185600325894,12.981054897739504,0.4078220308575529,0.04793684965913168,1.4147092293601957,45.036663060742654,716,111,83,3.798309607569221,-134038.3996327722
15,0.4,0.25,0.05,masked,val,opt,1.0,1.0,False,542697,7553,14068,133,13935,-0.6332276202989359,-1.4218019393989767,0.09352983000536819,0.395149705200173,-1.1246857129021475,-2.596556334932681,0.23718874369879497,0.33311804808037315,13784.736354853258,12.981054897739504,0.4078220308575529,0.04793684965913168,1.4147092293601957,45.036663060742654,716,111,83,2.0,-37520.873748000595
15,0.4,0.5,0.05,masked,full,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,65030,535,64495,-3.1745428506210254,-3.646128780555613,-2.6888065153306853,0.24069488484443338,-5.26592221953336,-6.202476299436407,-4.369078726779977,0.329591441196992,206192.72899087935,15.102581595472516,0.2068532444375533,0.05895030622528878,0.6827170631734847,61.629126396759986,2314,167,128,3.798309607569221,-547475.3960989565
15,0.4,0.5,0.05,masked,full,opt,1.0,1.0,False,542697,7553,65030,535,64495,-1.376233243051804,-1.8270611024688854,-0.9152804741026823,0.23010058573407122,-2.3248614863892505,-3.2062520116341866,-1.4843883912307883,0.3515311264439104,96531.64003962095,15.102581595472516,0.2068532444375533,0.05895030622528878,0.6827170631734847,61.62912639675998,2314,167,128,2.0,-258605.7945140005
15,0.4,0.5,0.05,masked,train,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,52803,393,52410,-3.378138020797838,-3.899034965308786,-2.8539615982832305,0.2709080226447644,-5.897231281365312,-7.112925132781037,-4.746886524253508,0.32682694142339247,177518.9071096289,14.869967563442092,0.22169433314253006,0.05899637473764549,0.4791679615090284,64.01118240525555,1599,48,40,3.798309607569221,-436316.0475527147
15,0.4,0.5,0.05,masked,train,opt,1.0,1.0,False,542697,7553,52803,393,52410,-1.579828413228617,-2.0856790884611023,-1.0237580224877203,0.2702406430998407,-2.7987026359210225,-3.8879737389518,-1.8170133969602393,0.3479107040641099,85345.23941839437,14.869967563442092,0.22169433314253006,0.05899637473764549,0.4791679615090284,64.01118240525555,1599,48,40,2.0,-231488.46046200042
15,0.4,0.5,0.05,masked,val,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,12227,142,12085,-2.2915951576986617,-3.1089328224310124,-1.4276365419336678,0.43398263696516876,-3.5976406780916204,-5.031823548736852,-2.1842009259018114,0.3415804716590815,29205.11072332257,16.11137774100124,0.1424906909391808,0.05875051717004551,1.565464967040605,49.994998000586754,716,119,88,3.798309607569221,-111159.34854624167
15,0.4,0.5,0.05,masked,val,opt,1.0,1.0,False,542697,7553,12227,142,12085,-0.4932855501294405,-1.3652543601070564,0.3617925525431178,0.4419109354285207,-0.7868729752530338,-2.2940324268253085,0.6264191092509982,0.3672321059164253,11793.877102837367,16.11137774100124,0.1424906909391808,0.05875051717004551,1.565464967040605,49.994998000586754,716,119,88,2.0,-27117.334052000086
15,0.4,1.0,0.05,masked,full,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,58869,559,58310,-3.449749964470458,-3.9547822364037293,-2.942880803157924,0.25406950909615783,-5.219758469758321,-6.1333044115291075,-4.359088065187666,0.3432858857828846,202356.22751748835,17.102435259818215,0.07081118161550334,0.06667809981135311,0.41523774291011606,66.09180683397362,2314,165,125,3.798309607569221,-560380.2965974002
15,0.4,1.0,0.05,masked,full,opt,1.0,1.0,False,542697,7553,58869,559,58310,-1.6514403569012372,-2.1701786024600613,-1.173694552204887,0.2525549468747339,-2.5389185692154896,-3.378214767822855,-1.7252690835667484,0.3666266506602641,104684.2076349088,17.102435259818215,0.07081118161550334,0.06667809981135311,0.41523774291011606,66.09180683397362,2314,165,125,2.0,-296116.1613360002
15,0.4,1.0,0.05,masked,train,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,47419,415,47004,-3.6434239732860547,-4.207767280992207,-3.08576608231463,0.2902162401135509,-5.724012640765391,-6.872765671100406,-4.609696614689906,0.34154540039145603,171769.3278559425,17.0,0.07752531699429836,0.06710067228320994,0.2219863065663759,68.9275543756551,1599,46,38,3.798309607569221,-442686.67489775654
15,0.4,1.0,0.05,masked,train,opt,1.0,1.0,False,542697,7553,47419,415,47004,-1.845114365716834,-2.4351464936515295,-1.2802295705893005,0.3017914605987274,-2.936452379069421,-3.9679844784898193,-1.941866466763886,0.3643094204748532,90397.7808813377,17.0,0.07752531699429836,0.06710067228320994,0.2219863065663759,68.9275543756551,1599,46,38,2.0,-257209.75418000008
15,0.4,1.0,0.05,masked,val,cons,1.8991548037846104,1.4608883106035464,False,542697,7553,11450,144,11306,-2.6445621783066233,-3.543109322701789,-1.7038657421746204,0.4680012100010715,-4.042895652531253,-5.534712088896382,-2.5810653392378713,0.35052184680700516,31161.322479607054,17.528303555634178,0.042897576508048825,0.06492128073589244,1.21866870999849,52.68584781997324,716,119,87,3.798309607569221,-117693.62169964369
15,0.4,1.0,0.05,masked,val,opt,1.0,1.0,False,542697,7553,11450,144,11306,-0.8462525707374025,-1.7507691320659204,0.08685984595872931,0.46859680517955055,-1.3141549242412462,-2.769292622878445,0.10541188840755446,0.3762603927118344,14990.92248834461,17.528303555634178,0.042897576508048825,0.06492128073589244,1.21866870999849,52.68584781997324,716,119,87,2.0,-38906.40715600016
15,0.8,0.25,0.05,masked,full,cons,2.5935204311832636,1.995015716294818,False,170969,2431,31387,180,31207,-4.429421995506096,-5.228525181557868,-3.675356200232633,0.39420118258283626,-4.194497575192743,-4.970670733708853,-3.341240504156874,0.25632069727945656,139404.55441558137,10.010414330118243,0.6956772518986125,0.040888262248854425,0.7985071291092867,69.1990419805674,2314,22,17,5.187040862366527,-352704.6490932727
15,0.8,0.25,0.05,masked,full,opt,1.0,1.0,False,170969,2431,31387,180,31207,-1.2423811331395678,-2.0191510405243194,-0.49611500882457715,0.38357561183529143,-1.250314822476512,-2.1451119561804215,-0.4477709859086649,0.27820681257410196,43666.17834310427,10.010414330118243,0.6956772518986125,0.040888262248854425,0.7985071291092867,69.1990419805674,2314,22,17,2.0,-129642.61438600022
15,0.8,0.25,0.05,masked,train,cons,2.5935204311832636,1.995015716294818,False,170969,2431,27022,134,26888,-4.385669398274376,-5.205373838450738,-3.4998376619779323,0.433139104946923,-4.5627735809315775,-5.63919923874874,-3.511564003315108,0.2525290092234454,118232.04870343677,9.866669146087474,0.6999404939006248,0.040836060696221366,0.8422075247883729,71.08763533804962,1598,15,11,5.187040862366527,-273863.0513415344
15,0.8,0.25,0.05,masked,train,opt,1.0,1.0,False,170969,2431,27022,134,26888,-1.1986285359078488,-2.038867945880343,-0.3430648286539235,0.43335792932440786,-1.3190868462085397,-2.3513322630568703,-0.3568656690712435,0.2754016661707825,33366.771463937985,9.866669146087474,0.6999404939006248,0.040836060696221366,0.8422075247883729,71.08763533804962,1598,15,11,2.0,-102252.62770600004
15,0.8,0.25,0.05,masked,val,cons,2.5935204311832636,1.995015716294818,False,170969,2431,4365,46,4319,-4.701804453104259,-6.320586696714897,-2.9538077902373363,0.8671683408187773,-3.4397252356572032,-4.7889662097060635,-2.0312578151608913,0.2799259087751794,21400.692229238608,10.90530215327622,0.6691363741606854,0.04121324380643668,0.5264496530687056,56.03386205064798,716,7,6,5.187040862366527,-78841.59775173826
15,0.8,0.25,0.05,masked,val,opt,1.0,1.0,False,170969,2431,4365,46,4319,-1.5147635907377313,-3.1400791354653554,0.3254103235676018,0.8865598998899028,-1.194087691640098,-2.650114654734584,0.2235670523016789,0.29567029404954853,10558.022985807667,10.90530215327622,0.6691363741606854,0.04121324380643668,0.5264496530687056,56.03386205064798,716,7,6,2.0,-27389.986680000144
15,0.8,0.5,0.05,masked,full,cons,2.5935204311832636,1.995015716294818,False,170969,2431,23608,234,23374,-3.5243331567073644,-4.529011684498017,-2.501405598577138,0.5326916684500019,-2.5479040947059395,-3.4000379146353836,-1.7020853751986578,0.3274578591597502,84842.35004251175,16.171943184735177,0.4052365876615042,0.06605630187387695,1.7287640075330406,83.95351181203515,2314,15,14,5.187040862366527,-268674.1574664095
15,0.8,0.5,0.05,masked,full,opt,1.0,1.0,False,170969,2431,23608,234,23374,-0.3372922943408363,-1.4267749409363413,0.7113635619003684,0.5461484093090719,-0.2477881220720793,-1.0215587313603363,0.5066538913329003,0.3524428852571233,35096.301106292114,16.171943184735177,0.4052365876615042,0.06605630187387695,1.7287640075330406,83.95351181203515,2314,15,14,2.0,-97477.09458599999
15,0.8,0.5,0.05,masked,train,cons,2.5935204311832636,1.995015716294818,False,170969,2431,20171,183,19988,-3.429276035642133,-4.5447652724533665,-2.2369100142207414,0.5873201684654751,-2.7193682268122163,-3.775107001045289,-1.6687904692636566,0.3231939163498099,68762.05760843836,15.98824294576746,0.41239743846307786,0.06653992395437262,1.8243047506787682,86.2092692586614,1598,9,8,5.187040862366527,-218143.0111519873
15,0.8,0.5,0.05,masked,train,opt,1.0,1.0,False,170969,2431,20171,183,19988,-0.24223517327560487,-1.3487417130347552,0.9148214173913445,0.5858287473206558,-0.1944292943472017,-1.174025041608352,0.7063027708790831,0.3489093456073644,27402.11616605612,15.98824294576746,0.41239743846307786,0.06653992395437262,1.8243047506787682,86.2092692586614,1598,9,8,2.0,-87253.06699600002
15,0.8,0.5,0.05,masked,val,cons,2.5935204311832636,1.995015716294818,False,170969,2431,3437,51,3386,-4.085467750875067,-6.507430537180016,-1.679279819833734,1.2380374576713746,-2.2344265380648496,-3.637067926883005,-0.9272104331872941,0.35262847017129356,16249.626721527595,17.2563496751329,0.36296515062020085,0.06320141760189013,1.1647745290933509,69.16254189406149,716,6,6,5.187040862366527,-50531.14631442221
15,0.8,0.5,0.05,masked,val,opt,1.0,1.0,False,170969,2431,3437,51,3386,-0.8984268885085389,-3.2805507813471557,1.557769836195813,1.2281299050028474,-0.5108600464665269,-1.9964175965331097,0.8822336287361401,0.3733018310691081,7994.187903047754,17.2563496751329,0.36296515062020085,0.06320141760189013,1.1647745290933509,69.16254189406149,716,6,6,2.0,-10224.027589999976
15,0.8,1.0,0.05,masked,full,cons,2.5935204311832636,1.995015716294818,False,170969,2431,20413,260,20153,-3.1965418416163787,-4.392659981589516,-1.877917728301603,0.6433030864042641,-1.9434804292081098,-2.786888278182773,-1.1504509096034323,0.36907656428323327,71636.6344508762,20.67334888105989,0.1507964074827569,0.0835607601845879,2.0740597809347374,93.86513204535274,2314,11,11,5.187040862366527,-249568.01497721352
15,0.8,1.0,0.05,masked,full,opt,1.0,1.0,False,170969,2431,20413,260,20153,-0.009500979249850399,-1.2735424120204852,1.23060397679167,0.6404283653668262,-0.005841524910377844,-0.8064371159210546,0.8143517122460329,0.3965662680494219,39511.40007460572,20.67334888105989,0.1507964074827569,0.0835607601845879,2.0740597809347374,93.86513204535274,2314,11,11,2.0,-99284.06280999954
15,0.8,1.0,0.05,masked,train,cons,2.5935204311832636,1.995015716294818,False,170969,2431,17327,203,17124,-2.9673038412242625,-4.410287660345639,-1.4618589708659573,0.7289598959871623,-1.954254740224629,-2.9460871815892404,-0.9823554617962783,0.36714552674608736,54661.58725850192,20.54794440551273,0.15644709180098107,0.08432609203457136,2.3040631131768374,96.58623273598275,1598,5,5,5.187040862366527,-201696.11162750315
15,0.8,1.0,0.05,masked,train,opt,1.0,1.0,False,170969,2431,17327,203,17124,0.21973702114226606,-1.0923883116056123,1.6386050755444224,0.7047612680321124,0.14591476442064533,-0.8267936858852443,1.05690670660946,0.39599392665265126,30166.935564878797,20.54794440551273,0.15644709180098107,0.08432609203457136,2.3040631131768374,96.58623273598275,1598,5,5,2.0,-87518.57646599959
15,0.8,1.0,0.05,masked,val,cons,2.5935204311832636,1.995015716294818,False,170969,2431,3086,57,3029,-4.492504706824236,-7.008822639140618,-1.7366503436989205,1.3348823253550415,-2.2373932305990456,-3.6489206839894694,-0.8759185562075099,0.3799933971607791,17138.335886764624,21.38230439088808,0.1188511059755695,0.07923407065037966,0.773770226192672,76.68781858307604,716,6,6,5.187040862366527,-47871.90334971035
15,0.8,1.0,0.05,masked,val,opt,1.0,1.0,False,170969,2431,3086,57,3029,-1.3054638444577074,-4.0265511857717495,1.4140060644219603,1.366989331108682,-0.6730882174761038,-2.107643465651469,0.7915025067948251,0.39980191482337407,9604.570362042161,21.38230439088808,0.1188511059755695,0.07923407065037966,0.773770226192672,76.68781858307604,716,6,6,2.0,-11765.486343999937
