end_date,n,mean,ci_lo,ci_hi
2017-08-19 03:26:00+00:00,50,-10.642703733854017,-19.48974575523196,-3.0157189039112082
2017-08-21 18:33:00+00:00,50,-8.596714008398965,-13.369434153775515,-3.355980852369329
2017-08-23 15:59:00+00:00,50,-2.127401222411729,-12.312239624344178,8.742720780322681
2017-08-25 01:33:00+00:00,50,-13.788961947884193,-28.257893096557197,0.14526326129080458
2017-08-27 20:29:00+00:00,50,-6.423085752195607,-13.811779317772473,0.46625145999421075
2017-08-29 14:36:00+00:00,50,-1.5640466516341445,-6.732301460583987,4.308993175515808
2017-09-01 09:06:00+00:00,50,-2.093173824126505,-9.453022334950036,6.183138361473154
2017-09-02 23:27:00+00:00,50,-0.21147878524576436,-17.33003261867069,14.396914027819657
2017-09-04 13:13:00+00:00,50,-4.149615767100024,-18.05640547182271,14.704464210878754
2017-09-05 21:59:00+00:00,50,-3.6935024054672914,-17.73735621057357,10.249252613507306
2017-09-08 09:08:00+00:00,50,-8.622700008970238,-13.479146452716918,-3.141616815897784
2017-09-10 16:31:00+00:00,50,-10.974846386296536,-28.966681602343346,8.958994190454266
2017-09-13 00:07:00+00:00,50,-21.292598196779405,-26.435614301761586,-17.075908366883933
2017-09-14 15:18:00+00:00,50,1.316692151497513,-17.818030323782555,22.415799893890053
2017-09-15 09:09:00+00:00,50,-13.801258932991887,-39.949227748812994,8.381063049723108
2017-09-16 04:06:00+00:00,50,-19.900452480458927,-31.166121506210324,-8.926726691767158
2017-09-17 06:48:00+00:00,50,-16.16822172993217,-45.127778533835624,12.221311199187118
2017-09-18 16:29:00+00:00,50,-5.285616948941319,-19.717139518060677,10.98216630524779
2017-09-20 10:04:00+00:00,50,-15.820851139167898,-22.81890483044086,-9.544946825678545
2017-09-22 12:17:00+00:00,50,-5.816414795033094,-19.356261947056005,8.373148571625467
2017-09-25 16:53:00+00:00,50,-3.2675576544004308,-17.956312067728366,13.153313184403295
2017-09-28 09:42:00+00:00,50,-12.389691669425533,-22.313554806979067,-1.1918055195877202
2017-09-30 03:57:00+00:00,50,-2.8652104065106148,-8.902948332277951,3.948783839545847
2017-10-03 06:21:00+00:00,50,-5.098089324636852,-12.685218586321735,3.287619700310406
2017-10-06 03:24:00+00:00,50,-9.405237186920884,-17.982671975213584,-1.7194550259682269
2017-10-10 17:44:00+00:00,50,-6.105604031124742,-13.54955386655641,0.95292061286117
2017-10-13 18:57:00+00:00,50,24.116898963602456,11.569103222664905,37.57543899574867
2017-10-17 13:34:00+00:00,50,-6.214200541490174,-14.006483747409815,0.7683755416852545
