draw,seconds,max_mean_net_bps_full,max_sharpe_full,min_n_full,max_mean_net_bps_train,max_sharpe_train,min_n_train,max_mean_net_bps_val,max_sharpe_val,min_n_val
447,1.0510684290056815,-3.301193300925286,-2.7262822458246965,8357,-3.554397198815161,-2.8362382101249044,5937,-2.6908110537127254,-2.5807201396740624,2420
448,1.0607405819901032,-3.400197253810151,-2.647107685069103,8396,-3.2829120205277196,-2.257601131033052,5832,-3.387316615097418,-3.87255099600232,2564
449,1.08748899299826,-3.8044285987573896,-3.0895502756563737,8397,-3.4572864436028503,-2.7857557379271323,6127,-3.8577767583557208,-4.410512701811791,2270
450,1.1087806029972853,-3.6140191502782355,-3.1523565056795473,8354,-3.6570702783159867,-2.7389290095918923,5985,-3.4986998398370437,-4.501919477520683,2369
451,1.0703637750120834,-3.7508210644187696,-2.93584402757019,8337,-3.909358343297107,-2.841431102717764,5704,-3.3254587305459196,-3.4624363200319404,2633
452,1.1657008229958592,-3.640962236666014,-2.652864797150815,8420,-3.613246692631672,-2.580452995993237,5970,-3.4708263340602894,-3.1575689398804876,2450
453,1.1907429389975732,-3.8349428282721916,-2.4004630619205547,8343,-3.832100344688503,-2.3870808626607753,5812,-3.5396594646452852,-2.6359949051817035,2531
454,1.1723132830084069,-3.5227549423824818,-2.359432990502387,8498,-3.4445499102346564,-2.1579453221433664,6177,-3.5776279628968455,-3.627253413370896,2321
455,1.0770894540037261,-3.701476816078652,-2.7771031183139727,8388,-3.741692087979222,-2.658267301918144,5843,-3.551832944227263,-3.6246447029401496,2545
456,1.2189904679980827,-3.630646279476928,-2.6751541640601864,8352,-3.682629325825871,-2.633523366724564,5816,-3.150592674854469,-2.85039455321554,2536
457,1.1548353919934016,-3.7663042903979793,-2.957646677145999,8395,-3.7846921611683624,-2.684391235894203,5868,-3.6774539408103237,-3.3667908597822493,2527
458,1.1415198830072768,-3.74668150211814,-2.1851769966682713,8389,-3.850360665127413,-2.227428095668899,5685,-3.449477892890228,-2.3033639883065606,2704
459,1.1148079420090653,-3.5019136687605585,-2.5148975758662626,8383,-3.1097376103395047,-2.24809996651809,5785,-3.2116549274805464,-3.272598545708328,2598
460,1.0475477209984092,-3.564458646344987,-2.7840657526818404,8364,-3.6408769876142286,-2.5323283938923065,5566,-3.3968882652823407,-3.7437595482789114,2798
461,1.0327428999880794,-3.5316904556349242,-2.4773585417120745,8385,-3.5524857911823244,-2.3226217094444346,6090,-3.376269923675611,-3.5116534940978004,2295
462,1.016715727004339,-3.7719458643128023,-2.7207009804779045,8383,-3.8468119699889978,-2.554933236622885,5798,-3.4579762184083562,-3.496141487442099,2585
463,1.0317213000089396,-3.836853930361703,-2.744430923017197,8343,-3.9652032527020333,-2.7490047743027333,5740,-3.425309830232536,-2.838083921102278,2603
464,1.0691262680047657,-3.664507328404014,-2.527795774852504,8419,-3.737118961257492,-2.3631173722301915,5681,-3.196306546289862,-3.2833889244341674,2738
465,1.1380530720052775,-3.2866698088774746,-2.1140235743369584,8501,-3.194183085118323,-2.1935720146349067,6167,-2.4615573340963963,-2.0969924657290444,2334
466,1.0519955219933763,-3.742389744267285,-3.281504332061372,8326,-3.6372305205269404,-3.049907750232539,5580,-3.4615045959567863,-4.258358363714009,2746
467,1.0287034840002889,-3.795681886641355,-2.650147413700101,8320,-3.9551370609456926,-2.780546111045329,5649,-3.352855513747838,-2.4296731000901066,2671
468,1.0589349590009078,-3.3567461958121463,-2.449865602728258,8319,-3.3579827438793073,-2.443149570089354,6046,-3.353558879508194,-2.75860294486051,2273
469,1.0739152640016982,-3.616264223994961,-2.5808896868852425,8402,-3.5706654965055056,-2.559723220568118,5956,-3.411220725622761,-2.9204959855889827,2446
470,1.1613588199979858,-3.7158043862371564,-2.946519137612258,8361,-3.904451745718274,-2.91022946302082,5969,-3.161988519508976,-2.915522109440294,2392
471,1.2007761870045215,-3.8382965678984604,-2.6110515746545992,8415,-3.9037082924807933,-2.7276198770007056,5927,-3.193474548188276,-2.447872963838164,2488
472,1.124895689994446,-3.403056991326281,-2.6246739317090637,8359,-3.351202079348834,-2.4128184595438142,6002,-3.477333616751255,-3.0193984068766984,2357
473,1.1096115920081502,-3.5046777783190404,-2.8210391086976903,8385,-3.5140379668568746,-2.906488631572944,5497,-2.734077531118021,-2.755515539238464,2888
474,1.1223973680025665,-3.763272148345419,-3.47072496589787,8349,-3.7821821929506863,-3.1911290955656355,5898,-3.6934634929801264,-4.307075797818568,2451
475,1.0905955789930886,-3.5220407241752745,-2.7359839092937173,8373,-3.1226178125471553,-2.2386188425785787,5747,-3.6775418052349345,-4.619244354755551,2626
476,1.0482456589961657,-3.4037379042160003,-2.571831375553524,8305,-3.3231883129982025,-2.5456917176302265,5708,-3.443282280837985,-2.768746436641894,2597
477,1.031612145001418,-3.800546029696467,-3.2128171854444356,8405,-3.9380374891552457,-3.4098072616240143,5901,-3.226216340229127,-2.8196412390995222,2504
478,1.061243303003721,-3.705367099796533,-2.4504987315439,8353,-3.6217755874047852,-2.0538525172461086,5708,-3.7182970467918004,-3.783557895931395,2645
479,1.2193700569914654,-3.2879635118979054,-1.9689231497848674,8351,-3.3824051061361042,-1.7286583360362724,5939,-3.06317409084736,-3.435988347582555,2412
480,1.1342708750016754,-4.078764708227627,-2.7366067135365584,8412,-4.1528930128284545,-2.422526303267478,5860,-3.725846152958758,-3.987842151292943,2552
481,1.1962888799898792,-3.2526962653728506,-1.9121407324748252,8295,-3.154517186958286,-1.6127350435917018,5763,-3.3485322839266978,-3.0702142568394293,2532
482,1.1632153960090363,-3.679877379118802,-1.4838060695699546,8361,-3.397650382616464,-1.235913806617239,5751,-3.3476219758299735,-2.9440986280981813,2610
483,1.129740390999359,-3.5135195104216788,-2.617216121845509,8377,-3.7080624642520332,-2.4006799179199407,5919,-3.0431465104616513,-3.5438692349568366,2458
484,1.0850199169944972,-3.80249240156534,-2.5719307948777157,8368,-3.8983831172688332,-2.596399748029797,5913,-3.0769912039054996,-2.7314499214861,2455
485,1.338615917993593,-3.3637352965424423,-2.4256466055693164,8383,-3.2974874234111256,-1.909687146702405,5636,-3.1755034480194975,-3.4177022907719388,2747
486,1.098570590998861,-3.605417076853604,-2.3089464269103397,8442,-3.661824104490256,-1.8864346948337603,5897,-3.453854771100996,-3.6431536052563835,2545
487,1.1730182530009188,-3.2929519043392705,-2.9956609286834843,8386,-3.4298851521263485,-3.124595628864384,6014,-2.967091554099879,-2.691623162996873,2372
488,1.3528858720092103,-3.9424191631792516,-3.0111993897590215,8418,-4.013990821407347,-2.7588855381053583,5974,-3.644445724515423,-4.132709949643859,2444
489,1.0420410829974571,-3.721939374503402,-2.8391502713746317,8422,-3.617632318453091,-3.1222760884330474,6010,-2.4245745172603286,-2.0867672822507073,2412
490,1.1313609140051994,-3.767253997065839,-2.970425733136125,8435,-3.763324760510217,-3.10185642195797,6022,-3.386866064634596,-2.7240401224694253,2413
491,1.0808032359927893,-3.463691036867162,-2.725985899480438,8304,-3.31611762917637,-2.60265363365736,5909,-3.506813993768558,-3.2793287131481135,2395
492,1.3241745100094704,-3.6870145885294034,-3.0232875956732386,8392,-3.6672075575180902,-2.942322174369358,5882,-3.5568971060421717,-3.641420062555102,2510
493,1.1659562209970318,-3.4441375200603606,-2.474743102628699,8341,-3.385245993948105,-2.2748040247332955,5770,-3.554332719308478,-3.343956036752581,2571
494,1.1334702239983017,-3.754332660622802,-2.67352869594009,8391,-3.674822709561679,-2.323689634368842,5620,-3.510319280662994,-3.844993508804721,2771
495,1.2163630190043477,-3.6615805698841055,-2.9874669250126455,8463,-3.594951386685903,-2.937436826822653,5695,-3.306098508322047,-3.531255655774874,2768
496,1.1157304880034644,-3.6845426150698133,-2.386033361403597,8273,-3.7546299501596967,-2.378351594314046,5677,-3.1540245423137887,-2.471717168597438,2596
497,1.0991077189974021,-3.2289023358713966,-2.474598062884232,8388,-3.0629371445241196,-2.32600554658714,6024,-3.1393064427610873,-3.052996243295007,2364
498,1.0444906359916786,-3.629454046463284,-2.203198586972033,8317,-3.8926667934479022,-2.4030447792412915,5752,-2.6929152923428554,-1.6840672676803217,2565
499,1.077351070009172,-3.4901648159606093,-2.8178717187983007,8379,-3.4846924639790373,-2.3733452381651166,5875,-3.3948768406734176,-3.941385984147631,2504
500,1.1054678590007825,-3.509834441236468,-2.467829725310939,8323,-3.5032372728918695,-2.3349022845079097,5981,-3.355218247639787,-3.720444718008771,2342
501,1.1272863920021337,-3.723147926038685,-2.355654004355095,8326,-3.8563882585652665,-2.1253634218439985,5956,-3.330261501836693,-3.3856845874092887,2370
502,1.0855842740129447,-3.6783413378365233,-2.6966960074822284,8355,-3.4677526232435083,-2.608767056048699,5910,-3.5819749805536563,-3.462562036669603,2445
503,1.087249142001383,-3.4832529657657876,-2.9723682627845904,8316,-3.5844719569239523,-2.8599009938434885,5757,-3.1940423354748724,-3.4763224686832745,2559
504,1.1210955349961296,-3.5339092319462573,-3.0892964801041494,8362,-3.5662260464310434,-2.632549385104838,5706,-3.4591149211836445,-5.1526496906047115,2656
505,1.0331143009971129,-3.5859597918475017,-2.405418570179944,8327,-3.5638194632560634,-2.2298264550100604,5768,-3.4289367760754073,-3.0999548366146326,2559
506,1.1441059579956345,-3.39116703582328,-2.6313351092421624,8414,-3.2601479185690683,-2.3826008936804777,6012,-3.508713934933677,-3.6674889837656948,2402
507,1.070470104998094,-3.204507013170998,-1.408689803832502,8351,-2.5816116053143756,-1.0730929901527455,5933,-3.344308823901454,-2.658137716141332,2418
508,1.1339732310007093,-3.7487391024602887,-2.9694137849409357,8375,-3.566193059612129,-2.6859314849769182,5651,-3.3238128194329284,-4.312834888793213,2724
509,1.2034415119996993,-3.7398371722596657,-2.8082252546694657,8400,-3.7490045236739853,-2.517864225885564,5776,-3.4685062690849544,-4.092175257569778,2624
510,1.1410911929997383,-3.7661127835184893,-2.13325111101628,8345,-3.7135895502880802,-2.020552859752745,5945,-3.5551682495316625,-2.7769973957694996,2400
511,1.132921147000161,-3.176522383788789,-2.462967369542139,8333,-3.259267048282545,-2.1692060737016226,5765,-2.9192033465792724,-3.1614362610314664,2568
512,1.0421173270005966,-3.8057193982594666,-2.194588865355309,8355,-3.926855346788517,-2.2247232524413105,5966,-3.33475934657338,-2.148839422180287,2389
513,1.1293619670032058,-3.2539378350476516,-2.429494438451815,8341,-3.0183110905948043,-2.1955636823837645,5650,-3.4860830342016156,-3.2416580838415907,2691
514,1.0408853350090794,-3.4881302495558555,-2.3088058327395906,8375,-3.225449149836154,-1.9255804945134505,5727,-3.698584450662165,-4.213247216005357,2648
515,1.0968363209976815,-3.2340117156359023,-2.4623039650938776,8341,-3.2651681174310947,-2.205529318324862,5744,-2.872931021742444,-2.7915296057552776,2597
516,1.0882319679949433,-3.5209238694087563,-2.722047335145388,8368,-3.672611975594783,-2.2565043699433787,5891,-3.1396640896392136,-4.554501755247727,2477
517,1.057835696003167,-2.9434096624512813,-2.5128776656729026,8460,-2.848681633589572,-2.602509664603784,5994,-2.4284534674776257,-2.356670774879403,2466
518,1.0480412320030155,-3.4343049509741475,-2.6261732358545116,8388,-3.302153281112315,-2.553416850670661,6114,-3.4360387505875503,-2.95300322030919,2274
519,1.099079592997441,-3.695596001782852,-2.4862326386339837,8412,-3.786055433825477,-2.3337994885193543,5955,-3.3332376713800103,-3.227741095047877,2457
520,1.1209583089948865,-3.761488791511096,-2.6790656989315806,8387,-3.8967414183962377,-2.2747121727124915,5879,-3.260488442065022,-4.285614891107589,2508
521,1.034338691009907,-3.583123503939579,-2.716904852909173,8357,-3.45977835526595,-2.4009776845200124,6117,-3.6318794146266087,-3.173429437696693,2240
522,1.0490124200005084,-3.720602688914227,-2.5766746564156087,8321,-3.7164353306931868,-2.1287725078738093,5716,-3.6230350083729213,-4.7726997859177365,2605
523,1.0913448799983598,-3.6725723139590896,-2.882480625376813,8378,-3.8170928416250915,-3.1403289065362374,5844,-3.1323452017744087,-2.20907308800244,2534
524,1.021200821007369,-4.042739457185151,-3.0639433279083055,8409,-4.188885700938544,-3.045382177124988,5661,-3.565650381531467,-3.357157410806544,2748
525,1.0611943499970948,-3.8482868771593544,-2.671568053807661,8386,-4.015756560579101,-2.299959918434273,5870,-3.4063720284056145,-3.641865178965719,2516
526,1.1280011370108696,-3.6573196031307327,-2.694912853012443,8315,-3.6581721249660686,-2.5370029018806233,5633,-3.6239225364068415,-3.495964568414137,2682
527,1.2913790329912445,-3.5229033594165857,-2.250135967162611,8314,-3.329413773869477,-2.1291540916658436,5844,-3.3498047417475387,-2.7081515696987144,2470
528,1.1187230779905804,-3.6997228363838985,-2.7512605327298725,8400,-3.888687815872219,-2.724777712435942,6063,-3.0756123081922504,-3.0049866431994157,2337
529,1.115157714986708,-3.3239210653208255,-2.300662322913633,8450,-3.5303428554848106,-2.284019148252244,5998,-2.8198503467252394,-2.5924646446014656,2452
530,1.1286273000005167,-3.5973418490768636,-2.6821443258355964,8395,-3.725989151829302,-2.4391792618945978,5991,-3.1451667594043875,-3.545117850382951,2404
531,1.3683135530009167,-3.3880904678873556,-2.680372750027949,8446,-3.6951533213877736,-2.5402602499435223,5779,-2.643820041501139,-3.7926788062341674,2667
532,1.1821045670076273,-3.3422979410620304,-1.6666803469971634,8276,-3.4391235320173545,-1.6537010631471754,5995,-2.8559128394029356,-1.928466747738452,2281
533,1.0900357170030475,-3.889979497228974,-2.9029663202064153,8455,-3.893991390392154,-2.5494364803109635,6289,-3.8307855836718723,-3.8366517319489684,2166
534,1.2528191859892104,-3.8031909784551985,-2.816866301189577,8372,-3.758435626811453,-2.236961871999099,5587,-3.7092617388491105,-3.3255774493246077,2785
535,1.1840636700071627,-3.3287299711422884,-1.9015872290103426,8353,-3.0979074267427427,-1.8598851189573404,5885,-3.1674817960320896,-2.366713493485066,2468
536,1.2026892279973254,-3.7227557500977086,-2.5073580177830297,8462,-3.5864293721482707,-2.2800310609714116,6137,-3.451651054791942,-3.5899883145986387,2325
537,1.07875886799593,-3.345273864882672,-2.694526347567656,8408,-3.230586814510791,-2.5181908030314326,5965,-3.4685634712896762,-3.8908202348660303,2443
538,1.2359646940021776,-3.5836443233084694,-2.658282681737828,8285,-3.583906149759472,-2.477333821082109,5714,-2.834715267805211,-2.7584800095469046,2571
539,1.1245532790053403,-3.778995470974142,-2.1127731241751553,8376,-3.6471668623970035,-1.8287168926765105,5895,-3.8002790555565134,-3.285930393381659,2481
540,1.170374670997262,-3.4829517730752193,-2.472759465488846,8388,-3.1974410835205234,-2.2158749643639015,5895,-3.8984781432371536,-3.678548416805292,2493
541,1.173948002004181,-3.354045636305171,-2.6577097148264968,8366,-3.295923896938835,-2.517891547201591,6003,-2.857384437882028,-2.3285147041602623,2363
542,1.1235681309917709,-3.392810384254771,-2.6274267205557247,8400,-3.27056179122599,-2.44021768662292,5691,-3.621026089358828,-3.1686096457771384,2709
543,1.15273143700324,-3.8075824729865793,-2.8139237013433753,8362,-3.9235516530419923,-2.4069357301941428,5928,-3.484629221255636,-4.627597164720043,2434
544,1.2215880059957271,-3.995856842235403,-2.918601400524046,8382,-3.9369960994991997,-2.7826404397411393,5759,-3.8082467268187528,-3.608039231605753,2623
545,1.1651899099961156,-3.2021218571306616,-2.344744499164138,8365,-3.4019325124386155,-2.5029472292315265,5890,-2.720814458603913,-1.968721252912424,2475
546,1.070068701999844,-3.4256423694486915,-2.3930476425199725,8338,-3.220053760039297,-2.0128818939114503,5721,-3.104535024285686,-3.8009162687937703,2617
547,1.1310833260067739,-3.660807595341001,-2.694347181344298,8397,-3.6743727221734455,-2.4054188976491933,5873,-3.5375476640576227,-3.7610485582392372,2524
548,1.2194935720035573,-3.4919023906144133,-2.592548284734157,8387,-3.5121829569293004,-2.314026267418124,5697,-3.240762239941047,-3.772905316018783,2690
549,1.0830851210048422,-3.7954747724918225,-2.8402182549199644,8420,-3.96492891022189,-2.8065491246811085,5701,-3.2121960414513606,-2.890257676283829,2719
550,1.0782379419979407,-4.003086822239546,-2.7038675357391786,8434,-3.972269910095359,-2.9506294261594217,6070,-3.2618412216023103,-2.147108568838578,2364
551,1.1622846390091581,-3.7546276396786356,-2.385505242065049,8463,-3.767460737002051,-2.0260257014794987,5997,-3.720384519332531,-4.200677971032044,2466
552,1.1570093149930472,-3.745203083532778,-2.5232967717143913,8416,-3.709975764754842,-2.426633748406989,5904,-3.2081098534709462,-3.1187421918845546,2512
553,1.1290636960038682,-3.590051137705648,-2.2270826925031533,8392,-3.361201395353084,-1.9766022398566458,6004,-3.555553923575277,-3.301032675535861,2388
554,1.1768884899938712,-3.511059510722323,-2.6432509334295493,8355,-3.5861686859450077,-2.6919597589951194,5832,-3.3012182036931126,-2.693106355586828,2523
555,1.142326941000647,-3.77993216435954,-2.9641654998086935,8395,-3.6746112615629873,-2.599742132330053,5913,-3.6244985411625494,-4.095971019679908,2482
556,1.037070702004712,-3.5789182367948085,-2.0395299533458444,8364,-3.4219028207225524,-2.0848230694637317,5909,-3.6549475967000893,-2.197324497806657,2455
557,1.1664430699893273,-3.523521220600029,-2.7023487782068827,8355,-3.5356882537258922,-2.6010306680263096,5930,-3.385601301859275,-3.431134261312888,2425
558,1.1315042770002037,-3.728453014898603,-2.5009993395513384,8346,-3.7880811929137366,-2.281319974177891,5751,-3.11825964540012,-3.6721224440377798,2595
559,1.1032268039998598,-3.129646641163682,-2.400836842297863,8499,-3.082964053650062,-2.2956950695656535,5895,-3.2012145254606934,-3.087528924102072,2604
560,1.137367085000733,-3.4253256777022005,-2.2751735910795015,8514,-3.052036530298117,-1.9847249978120411,6072,-3.6430900454002764,-3.6124180767979537,2442
561,1.1723663019947708,-3.394650196168387,-1.9119936150774555,8334,-2.7258709633308715,-1.3957096829087763,5699,-3.6539435578341677,-3.677229969922031,2635
562,1.1641603169991868,-3.5006046752940585,-2.3172541354759613,8367,-3.5184394777383288,-2.222804548060409,5824,-3.1662123809094473,-2.8196150722281046,2543
563,1.1593054630066035,-3.87118704555243,-3.3387960373998005,8276,-3.880098226359645,-2.9238411459432068,5587,-3.517126355618249,-4.997736221566881,2689
564,1.1103426600020612,-3.707111287346262,-2.9694354330698434,8405,-3.835642684757847,-2.8423233118638014,5937,-3.3481159824843982,-3.752869032403569,2468
565,1.075333087996114,-3.3942106448792506,-2.9680497750632098,8385,-3.3041852468396704,-2.701870615408175,5456,-3.4083606360277185,-3.9838426045617292,2929
566,1.0803003390028607,-3.5430723234788695,-2.5933432097438347,8428,-3.4759983513708446,-2.3690388345465268,5903,-3.2414220802913016,-3.423679298641508,2525
567,1.120385123998858,-3.58108590582912,-1.832558283434325,8331,-3.4165376874877778,-1.7102869607670337,5757,-3.4031942469780727,-2.7608829837198154,2574
568,1.1186603769892827,-3.5420232412958597,-2.9395356873483607,8251,-3.7312898564691084,-3.0768140081905533,5796,-3.0987266492650467,-2.741350433748706,2455
569,1.0676244700007373,-3.577953432284642,-2.471589665423389,8309,-3.736667875136154,-2.183650651744267,5665,-2.9979223511562814,-3.623448917938527,2644
570,1.0974728310102364,-3.9300422440823697,-3.441277073970081,8377,-4.09326836035907,-3.3822458276361416,5993,-3.3050366141390466,-3.4035887195685666,2384
571,1.022185403999174,-3.6424906934212227,-2.4736633788221285,8359,-3.6252215157090415,-1.9908177217621676,5768,-3.4222076566475295,-3.9300819558986775,2591
572,1.2161672070069471,-3.41922592659393,-2.514871365749307,8346,-3.4863900577550195,-2.2244377844968666,5757,-3.2300925491651955,-3.7826722172920935,2589
573,1.1398072759911884,-2.9125765065369307,-2.3723373188857577,8351,-2.4536754267434078,-2.067357432009675,5919,-3.49245865216022,-3.5286045010026026,2432
574,1.0306316949863685,-3.737500140606699,-2.9310662911869714,8424,-3.6661023256605176,-2.986102993891196,6183,-3.2091359574601412,-2.8238418010884354,2241
575,1.1372172069968656,-3.691301203046656,-3.3911103655376547,8435,-3.5598097043754127,-3.248847550840214,5912,-3.5065273109527433,-3.6552459437514035,2523
576,1.1366706819972023,-3.7224051532427582,-3.497444741540822,8319,-3.794049686922761,-3.323700274907243,5815,-3.522805411733678,-4.138510942108794,2504
577,1.1517977059993427,-3.8622755319272817,-2.2167317513827447,8392,-3.8372110211030126,-1.92813017813615,5776,-3.4033056159341593,-3.3907997018986493,2616
578,1.121759496993036,-3.6812309555705487,-2.6649749146465314,8306,-3.6579952847258705,-2.7572612799523286,6103,-3.511583947568561,-2.647174377873981,2203
579,1.1891447079979116,-3.7557062280388633,-2.8685725351160416,8465,-3.760500346452313,-2.910495536799019,6035,-3.29233032961913,-2.8868408111959925,2430
580,1.116506902006222,-3.3138312276499726,-2.1937419009848727,8360,-3.2528012625997205,-1.9972396320469934,5842,-3.4635679924461336,-2.8439778622070384,2518
581,1.1594344449986238,-3.6826571524616294,-2.640875496148794,8393,-3.7056559276973324,-2.464222578878591,6056,-3.6192848641954565,-3.531467103836758,2337
582,1.2054706519993488,-3.511336105223533,-2.4146423409363114,8355,-3.38675355156095,-2.125700736569027,5654,-3.7495714411491554,-3.63046885347976,2701
583,1.1617564990010578,-3.6430762691763396,-2.7848819550729003,8430,-3.62371651307175,-2.780779685183682,5929,-3.5015038852877605,-3.170651745997886,2501
584,1.0610084149957402,-3.906877273352039,-2.7349810269098698,8396,-3.9825587842269052,-2.6477386226700643,5772,-3.5887358386816004,-3.146240347080194,2624
585,1.1166517689998727,-3.71339378278813,-2.9706874391255003,8328,-3.7029044109227676,-2.7015959397626257,5579,-3.6083507949164315,-4.126649085292746,2749
586,1.0505085320037324,-3.6849667320435264,-2.22939651196522,8342,-3.716939585371381,-2.0382889045966515,5717,-3.504631850410628,-3.079350282886783,2625
587,1.069263140001567,-3.5901550759724334,-3.0009820126349167,8305,-3.5002110488703875,-2.5509727490396856,5864,-3.3074939706757944,-4.395090433638473,2441
588,1.1891282059950754,-3.148353066813072,-2.1271942819346767,8376,-3.3622812514828246,-2.1759319877833563,5834,-2.621460643139582,-2.1126601850413085,2542
589,1.1919571730104508,-3.701671218320147,-2.1442461759057685,8341,-3.685158257977402,-1.9675148894184689,5960,-3.728266728687412,-3.1264606312371908,2381
590,1.1308404239971424,-3.479231234840489,-2.204790079574027,8344,-3.4982332103862093,-1.7145465067887937,5816,-3.1444723162993258,-4.145350051928871,2528
591,1.0693951209977968,-3.651601971384471,-2.029916350935372,8376,-3.4267120436843648,-2.126418141500792,5976,-2.751577634227072,-1.8726126851500586,2400
592,1.2024011259927647,-3.3759022594875883,-2.300492553322245,8334,-3.3507418870445864,-2.1467861070389853,5853,-3.193935592143073,-2.9160060595214814,2481
593,1.1803525360010099,-3.952513054089001,-2.9748394031691427,8434,-4.032540714569116,-3.003410898796025,5928,-3.253315187426849,-3.216086548992401,2506
594,1.1160015430068597,-3.3724110780381014,-2.387039207797803,8356,-3.6400487205944563,-2.723027645976829,5569,-2.289983093608473,-1.4884027755834128,2787
595,1.118297449007514,-3.489934078832234,-2.4756329952861487,8484,-3.5846779607501555,-2.254975247213656,5714,-2.8488292144054737,-3.3380867538677665,2770
596,1.0679998970008455,-3.7118945085515764,-2.239997285069671,8411,-3.582323245477409,-2.0969351358373842,5947,-3.7304564301993737,-2.9862413872340667,2464
597,1.0989026919996832,-3.417235365801138,-2.183265939685381,8392,-3.522309452510373,-2.284941968092341,5977,-2.655964478359288,-2.0194654391155633,2415
598,1.099455620002118,-3.74729453613707,-2.6743622647075904,8288,-3.711702896089296,-2.739740328368157,5888,-3.3429092052472664,-2.3337488111259996,2400
599,1.0753472889919067,-3.5800542408178924,-2.638788661668986,8383,-3.444209488924748,-2.401195626225399,5878,-3.7249920807315764,-3.85387341228344,2505
600,1.1699739299947396,-3.794538821885835,-2.526320204759424,8381,-3.7662822433769247,-2.5324071373030765,5760,-3.652808948993527,-2.693544430435996,2621
601,1.144352303002961,-3.447761582387849,-2.440798789035285,8474,-3.4479068578424297,-2.4804260754786474,6121,-3.178642135487571,-2.4655097136661324,2353
602,1.151748045012937,-3.369413305282806,-2.0938825464359154,8340,-3.5347949249833643,-2.0446167388059195,5802,-2.8991827382605746,-2.355201119342934,2538
603,1.1113985419942765,-3.3870944415609303,-2.4025498955553064,8329,-3.5220155800911006,-2.5664537360314346,5903,-2.983768006138887,-2.0236876947159117,2426
604,1.0729875710094348,-3.793764247083636,-3.03684991648155,8337,-3.639703096601795,-3.01308646894048,6136,-3.6438213762688254,-3.482318013353142,2201
605,1.083230674994411,-3.357582557363507,-2.535426726563541,8345,-3.247530003459054,-2.2783832012489906,5840,-3.5180141834563483,-3.690013645319766,2505
606,1.0968549309909577,-3.694420651890423,-2.9363941349841367,8379,-3.6650101808392996,-2.5224740417526643,5895,-3.773189872676803,-3.930690691898161,2484
607,1.1069960910099326,-3.7578824289240615,-2.5445046668501012,8389,-3.6940278291160604,-2.2245692146425777,5836,-3.78519239286394,-4.1317389303058185,2553
608,1.1353558690025238,-3.6005355857605204,-2.8588583599114625,8357,-3.7342827597718573,-2.7919957949408247,5543,-3.106473673052132,-2.840902892628391,2814
609,1.1456859659956535,-3.6448251952642736,-2.684440349196984,8370,-3.7199850825039658,-2.6593772472354265,5770,-3.015124053706346,-3.0302293158293625,2600
610,1.144747828002437,-3.53193924294948,-2.702528920905468,8409,-3.4124462878398845,-2.777714709918249,5948,-2.956860883524587,-2.3335289601926856,2461
611,1.1537987399933627,-3.7049416932045585,-2.76027768658345,8291,-3.7283638243875683,-2.499935579419841,5564,-3.6414403695437363,-3.9275561173437707,2727
612,1.126766179993865,-3.7554205561337386,-3.3514055848716935,8388,-3.853954764040566,-3.426181153978882,5817,-3.385800243814342,-3.4227420682866914,2571
613,1.1764023629948497,-3.5687345625820472,-3.2379625104779364,8387,-3.571890794052672,-3.158141505861285,5853,-3.3317588289345146,-3.634745714558213,2534
614,1.1572927689994685,-3.5897626470543735,-2.211792637666281,8394,-3.370819709816288,-2.2701074012505784,5929,-3.136393034869389,-2.1383483274112494,2465
615,1.0681611780019011,-4.02547312100819,-3.026328043626651,8438,-4.169104382508469,-2.9394651030946695,6018,-3.3441341403810134,-3.901969318285579,2420
616,1.0733169320010347,-3.8377393244495948,-2.7966195107893768,8329,-3.8979145428578694,-2.7280847185076733,5914,-3.5722636124022187,-3.1325833045182008,2415
617,1.1313073659985093,-3.917709520986756,-3.216176378643015,8321,-4.017820402550472,-3.0941683089323404,5695,-3.2564662936476334,-3.8996931812199853,2626
618,1.1175311379920458,-3.6164684503438247,-2.235038088694219,8356,-3.140411375377735,-1.4878656374610597,5724,-3.349904321843635,-4.570454304681499,2632
619,1.1155458169960184,-3.7515455447739163,-2.5202229234464246,8375,-3.678373883358681,-2.1326188035425493,5897,-3.8329083558927186,-4.000061120488372,2478
620,1.1678615540004103,-3.72734400894036,-2.9451370782046906,8336,-3.8637695468733466,-2.6823176257638006,5825,-3.413030612183637,-3.9223131356566476,2511
621,1.2215250699955504,-3.35801833899314,-2.832576458175443,8385,-3.336938399896068,-2.8411004754946303,6020,-3.161238668199993,-2.7610469426086364,2365
622,1.1728099739993922,-3.4453675872301757,-2.0691611290524192,8391,-2.9628616384799713,-1.71932939282844,5728,-3.394977183898019,-2.781761451173445,2663
623,1.2041902579949237,-3.7821033062569023,-2.84669222885754,8330,-3.672911581692413,-2.8867240240417202,5864,-3.122995026718546,-2.861625217796886,2466
624,1.1579306409985293,-3.3905305923027087,-2.065777747127006,8431,-3.1338009420594064,-1.7209564470877206,6130,-3.0994927940543517,-3.7452477045686092,2301
625,1.0053101430094102,-3.369457987736405,-2.017627868265515,8348,-3.099479737779667,-1.5049030507047485,5891,-3.32796000470872,-3.961357638273866,2457
626,1.041879479002091,-3.824825358165623,-2.95599685272694,8365,-3.9772087207026177,-2.5841352798563806,5587,-3.4099936708694205,-4.373673989088311,2778
