config,leg,n,slope_bps_per_week,slope_ci_lo,slope_ci_hi,slope_mde,mean_first_half,mean_second_half,half_diff,half_diff_ci_lo,half_diff_ci_hi,last_window_mean,last_window_ci_lo,last_window_ci_hi,judgment,rolling_step
best,gross,64495,-0.0030014934332889386,-0.007759436253293372,0.0017819895166974254,0.006989667574322966,1.1207202720120595,0.24472743667207283,-0.8759928353399866,-1.8100269349178306,0.02593172160576031,1.784386759451516,-6.585547448216519,11.898518978299634,判定不能(標本不足),195
best,cost,64495,9.28753693338985e-06,-1.2677925207996487e-05,3.2330527874584075e-05,3.186973099685109e-05,3.8556792853687067,3.8588404932055402,0.0031612078368334906,-0.0009941275135836314,0.007316570016720902,3.798309607569221,3.798309607569221,3.798309607569221,判定不能(標本不足),195
best,net,64495,-0.0030107809702223215,-0.007763309177397728,0.0017615224051771051,0.006986300009734739,-2.7349590133566473,-3.6141130565334665,-0.8791540431768192,-1.811452350919608,0.02239592910754967,-2.0139228481177036,-10.383857055785741,8.100209370730415,判定不能(標本不足),195
current,gross,24717,-0.021032424139259237,-0.03148240495169901,-0.010259781697119772,0.015368200892915311,2.7289865336822974,-2.7998735252911855,-5.528860058973483,-7.469191144984682,-3.5726551415144314,-8.66437320052098,-16.09947089033179,0.29236237132249115,縮小,75
current,cost,24717,5.071183462369871e-05,1.1999256343631512e-06,0.0001029170764625709,7.38234133808428e-05,4.39812738051297,4.405077740436969,0.006950359923998839,-0.0022742255248032308,0.016174735201452094,4.337625681208874,4.297625681208874,4.417625681208874,拡大,75
current,net,24717,-0.021083135973882925,-0.03153031707934493,-0.010315339993604252,0.015356946917455141,-1.669140846830673,-7.2049512657281545,-5.535810418897482,-7.47216474284094,-3.5766019606933774,-13.001998881729856,-20.437096571540664,-4.005263309886384,縮小,75
