period,n,mean,ci_lo,ci_hi
2017-W33,100,-2.24569319348592,-9.108074524795427,5.325695643788387
2017-W34,259,-0.1028177619382005,-7.067823840929262,7.927544642013829
2017-W35,263,3.3075985805221846,-1.5671784389861632,8.143520259446806
2017-W36,264,-1.7372532972945756,-8.19277162185106,5.385243621077507
2017-W37,405,-2.7780915806164153,-12.075133040857438,6.57955225711234
2017-W38,245,1.1583209627490225,-5.519787739485374,8.35656908016621
2017-W39,218,-3.323414537445822,-7.2955939890097845,0.2059348466662979
2017-W40,136,-1.0597077082106399,-5.739579844241274,3.5139298280659057
2017-W41,154,7.475135528401746,-5.0036234204600705,20.1027763383196
2017-W42,157,7.961746786371187,0.6474555803633051,15.421095482778332
2017-W43,172,-2.0915569768234055,-7.45561563223882,3.2068162879348403
2017-W44,141,0.9203574257465169,-13.032578362141262,15.083931180708184
2017-W45,211,-5.333207673477545,-13.480259987084404,3.0206545206236464
2017-W46,218,-2.479456166962081,-9.942441156524845,6.863054995409491
2017-W47,82,-0.35241856408188466,-11.777872338918659,12.91305634304433
2017-W48,256,-5.7824186470483125,-16.292736283215863,3.772071098518218
2017-W49,10,-32.05551449723965,,
2017-W51,296,-2.605108886256346,-15.308106747062986,11.84711370086865
2017-W52,294,0.5787423495000952,-8.767285696901794,11.841175049761688
2018-W01,210,-1.5681944268743815,-8.94371216166496,6.693385404049081
2018-W02,231,5.79428664184553,-0.7577111084011688,12.906365879574256
2018-W03,331,9.312019327673699,-3.082009905731905,22.49587007744875
2018-W04,228,5.776378312473185,-4.976649390232794,18.288838203642097
2018-W05,321,7.775223328844176,-1.4054242636309755,17.488298900380475
2018-W06,277,2.206381753634115,-9.897373790826714,13.244383743636664
2018-W07,199,8.170478578204305,-2.734146313813901,20.60761103896246
2018-W08,230,-1.1715068805187216,-9.28336791823961,7.392487528532869
2018-W09,119,7.684858261118835,-3.288903387087875,20.881264539238266
2018-W10,215,8.949558104124154,-1.0406956226692559,20.565971903927547
2018-W11,218,12.153723267964823,0.7224622882132181,22.148022922358503
2018-W12,156,4.926654513155132,-2.2656412083268807,12.12315126058275
2018-W13,171,8.939413709092578,-2.9888123487939002,21.478880383170452
2018-W14,118,-0.8749890730537897,-11.153199582875166,9.33821616093027
2018-W15,72,31.3434587145096,2.7588179631098493,66.15738652461805
2018-W16,57,11.819471760429813,3.3664827326006153,21.179591943314268
2018-W17,93,2.9745270683380376,-10.332268806044622,17.350933705893624
2018-W18,57,1.4888544316122416,-5.756147461680226,10.752474048560293
2018-W19,87,1.889124837241567,-6.4851489503255575,10.802591917418813
2018-W20,65,5.5885337899381105,-6.903203017515441,18.087956562272794
2018-W21,71,9.376592523405197,-1.442383757347071,21.733960274387215
2018-W22,30,29.92780071053132,15.562599068651906,43.91783073899692
2018-W23,27,42.80259742273291,3.5577652207732493,82.44855549783793
2018-W24,57,11.779909768605037,0.9829940918580383,24.8769608263849
2018-W25,53,20.205648562459857,-4.642699450223759,43.49127316594567
2018-W26,40,15.8498926394737,-2.168778435803401,33.88099423394744
2018-W27,22,20.939346162345018,4.0459888971422,37.83270342754784
2018-W28,18,9.842544681098895,,
2018-W29,46,-4.6440611232942555,-14.825494687256732,5.740194806812344
2018-W30,56,-4.816651715081709,-18.642616276166905,7.888549569236318
