draw,mean_net_bps,sharpe,n
269,-3.786719427042575,-7.187679640346353,63877
270,-3.7077808391098395,-7.461676853528179,63867
271,-3.8907716492971076,-7.517557674620915,63882
272,-3.7285707954212572,-7.635959595059798,63881
273,-3.9453503117473074,-7.950801215880495,63884
274,-3.87356543193737,-7.863556099293674,63859
275,-3.874887965157416,-7.6177796804117595,63858
276,-4.06123467455134,-8.541101268934018,63845
277,-3.8386200362518696,-7.172399179187307,63851
278,-3.990948760792274,-7.885415836365003,63844
279,-3.8840357891127852,-7.615326135965211,63856
280,-3.7712163644908108,-7.926348767933334,63837
281,-3.8524751119377667,-7.781450592992482,63904
282,-4.009265146136658,-7.51633223133619,63890
283,-3.7512711166746593,-7.753398931859565,63904
284,-4.116625122502151,-8.37462372686375,63885
285,-3.8513444802620698,-7.4152236069958635,63853
286,-3.9147208823364585,-8.627154187227278,63887
287,-3.817942612155012,-7.910296220104888,63860
288,-3.743888026943991,-7.254456765703813,63863
289,-3.9397190599884078,-7.892819439327933,63891
290,-4.0935446407084015,-8.386704014811421,63851
291,-3.8069114770324943,-7.8713714871317375,63874
292,-3.6242767786554624,-7.401924582584726,63822
293,-4.23193945862701,-8.488906142384264,63838
294,-3.748962398411367,-7.245785440378334,63847
295,-4.122380020537111,-8.357704693523976,63867
296,-4.1295370997685446,-7.838596251738219,63867
297,-3.900015833176573,-7.43295598803159,63856
298,-3.859336597655766,-7.1779833121196654,63876
299,-4.008394210911013,-7.513819684950726,63861
300,-3.9604766680295707,-7.96803487944284,63842
301,-3.8431538173816335,-7.234106283494062,63898
302,-3.790247673242931,-7.325724629072294,63858
303,-3.6458100268361955,-6.532801759248301,63874
304,-3.6382045437416553,-7.367334498051642,63887
305,-3.734819343331832,-7.707384121046419,63857
306,-3.5974933057611707,-7.787221457948994,63873
307,-3.850779944632579,-7.5755908016806845,63917
308,-4.0958527162946865,-8.852802953201111,63865
309,-3.9805748699085126,-8.042069843093286,63876
310,-3.6762320143632183,-7.399296589957306,63833
311,-3.809955708119393,-8.173258092403783,63878
312,-3.6298681329117963,-7.745890796011236,63886
313,-3.8621792985451786,-7.8820256496499566,63866
314,-3.595423417652404,-7.597264363566216,63892
315,-3.765444754178607,-7.341738632125905,63828
316,-3.7689916534067476,-7.793659707680721,63897
317,-4.002878070154613,-8.374769648560058,63888
318,-3.8937052518234476,-7.284636450800755,63834
319,-3.6486155420836157,-7.584967185543969,63854
320,-3.730220746198474,-7.212780578613141,63860
321,-3.8983005671275777,-7.059192541966212,63873
322,-4.0386205598768035,-7.3546774932949655,63892
323,-3.877860469978536,-7.147875429482214,63859
324,-3.700857358138029,-7.456880448197265,63881
325,-4.179744033431861,-8.30340342002051,63866
326,-4.417807299068741,-8.084993124504274,63903
327,-3.6126536671920535,-7.154017662085411,63876
328,-3.785701147119801,-7.472299033200978,63889
329,-3.897147652704736,-7.799908249157753,63887
330,-4.0482947360851895,-7.9409492026293895,63867
331,-3.7455574879410474,-7.964365032754515,63859
332,-3.6901219217475445,-7.6332866028281074,63894
333,-3.83776318206862,-7.676757670435361,63913
334,-3.893227917243808,-8.119128317758214,63853
335,-3.671331388168881,-7.356267518372709,63883
336,-4.154584274088392,-8.21357101890872,63861
337,-4.029388154843521,-7.059513866644721,63892
338,-4.0601878474558735,-7.86915808776626,63871
339,-3.8391329916088557,-7.6060998905471875,63903
340,-4.17712307211493,-8.901444775343688,63849
341,-3.7352020670714428,-7.4133168681822275,63821
342,-3.9474743909747985,-8.074341044335325,63886
343,-3.7703732189612795,-7.899568141454132,63899
344,-3.7011052531657267,-7.535210725492064,63846
345,-4.011122489937293,-7.465542888597649,63887
346,-3.8673533437162146,-7.105535799074899,63872
347,-3.682100950940326,-7.7923451280315925,63879
348,-4.085543596191602,-8.548988791540463,63894
349,-3.801648107015508,-7.565037940138818,63878
350,-3.823417488141252,-7.362542715817654,63880
351,-3.873813090183173,-7.471315136265838,63894
352,-3.787063634390633,-7.890038104886339,63922
353,-4.255953143467036,-8.780208892028833,63873
354,-4.053968362674168,-7.258780814472804,63876
355,-4.1791014590528786,-8.149065095078775,63863
356,-3.9101131980712815,-7.551453094203528,63876
357,-4.0450912272084585,-7.774467850472247,63878
358,-3.8562142311839254,-7.738901055610941,63880
359,-3.9830953678025036,-7.538764199450586,63893
360,-3.845256964271485,-7.8072209493191655,63847
361,-3.8932269843675096,-8.356574574525967,63862
362,-3.6769036833618105,-7.071709765544512,63864
363,-4.173189937068753,-8.018688360428564,63890
364,-4.052314189332712,-7.9643695983890685,63876
365,-3.9603398108382826,-7.7761527732301055,63859
366,-4.0948567376153395,-8.75801479737853,63898
367,-3.7773577283939237,-7.1483970610427345,63898
368,-4.008174587551801,-7.863246528531753,63877
369,-3.3253146576274353,-6.660343079564481,63853
370,-3.8869270615638207,-7.654304475982362,63868
371,-4.156792682128387,-8.538738224503282,63912
372,-3.863372798197993,-7.861570886666418,63858
373,-4.280615182425425,-8.20098898990832,63920
374,-3.8349396944291265,-8.639005703760427,63922
375,-3.7535579883209103,-7.742291754292336,63875
376,-4.270276464810497,-8.099092447448285,63858
377,-3.7465508989262313,-7.144214556385355,63893
378,-3.789299281580854,-7.718968253578556,63839
379,-3.997017699990872,-8.236260786326465,63906
380,-3.886882412960404,-7.890680363569285,63894
381,-3.945033964293323,-8.014363066394022,63864
382,-3.685588612343887,-7.8436367058001695,63887
383,-3.751089314582776,-7.5844746505630845,63863
384,-4.065335974529245,-7.98526828947942,63881
385,-3.7557292199006826,-7.306416526101644,63907
386,-3.394222507149359,-6.527895317901336,63860
387,-3.706098651752141,-7.667221403812468,63875
388,-3.948827531806883,-8.007324485222327,63884
389,-3.875288789972555,-7.386807860763016,63844
390,-4.135198854150544,-8.478107003607176,63918
391,-3.9118024232015607,-7.634861175330017,63906
392,-4.00702052546249,-8.054018908153639,63857
393,-3.771661418514218,-7.1330453015586475,63884
394,-3.3323317090668647,-6.328555046431374,63846
395,-3.9359523279119832,-8.597737051748926,63837
396,-3.986255638054818,-8.134699318022875,63868
397,-4.009904279732709,-8.0343851469243,63917
398,-3.3980210171265792,-6.967237157745586,63885
399,-3.908040484360604,-7.766368480325492,63903
400,-4.286949548206041,-7.935156258832383,63870
401,-3.9841889903132244,-7.483958344135321,63892
402,-4.223033585063689,-7.7368531809907335,63881
403,-3.4374152048426487,-6.699453358772831,63842
404,-3.9527251641288417,-7.782354504592303,63888
405,-3.9259157810695187,-7.724483787648913,63860
406,-3.60388187367518,-7.021208615847806,63871
407,-3.8125562578545833,-7.586514038572202,63862
408,-3.911824850881627,-8.34878053223303,63858
409,-3.909803090414625,-8.004058679413722,63878
410,-3.963324059788776,-7.576661270692373,63898
411,-3.5922818807089545,-6.890710359842495,63900
412,-3.849963878759268,-7.589322259106355,63898
413,-3.786440960778223,-7.5322601188132845,63875
414,-4.373849539268336,-8.189149405295769,63887
415,-3.8523161289274777,-7.928700107314336,63910
416,-3.622784263812074,-6.61795792206071,63876
417,-3.9930951946426054,-8.001410663447125,63903
418,-3.7862685279991517,-7.361072952238328,63890
419,-3.648164798859613,-7.542268130259737,63866
420,-3.435017490822917,-6.795476718378378,63884
421,-3.9982018567968574,-8.070784996695245,63875
422,-3.6541458068292,-7.2910879626953555,63851
423,-3.85651340548501,-6.745263732906125,63876
424,-3.6683163207790717,-6.731478244522001,63840
425,-4.0584008750751295,-8.502651588022509,63873
426,-4.103831439059239,-8.092935934063028,63872
427,-3.6674330682052085,-7.109640635851663,63869
428,-3.7136531759375826,-7.310402777881861,63902
429,-3.7947036836537396,-7.928565261829389,63880
430,-3.8162278401781493,-6.963359494825238,63869
431,-3.5899450556144057,-7.502008604666683,63887
432,-3.875453952149556,-7.700679099185604,63871
433,-3.5697224112980916,-6.336102574731098,63880
434,-4.108839005518208,-8.107873374581951,63879
435,-3.79460410610299,-6.879892533580431,63889
436,-3.599721160111796,-7.556632548310159,63886
437,-4.357087947776939,-8.247023730832373,63880
438,-3.6413151223806035,-7.379702012017324,63855
439,-3.8430424557479843,-7.8330344920724695,63900
440,-3.8070441664257286,-8.255886801167511,63854
441,-4.056490943280319,-8.205470520165084,63861
442,-3.920056837906815,-8.087970120882904,63886
443,-3.810597610487,-8.080997480442731,63842
444,-3.971493580564394,-7.741549519808822,63888
445,-3.8081319753112814,-7.3830059816930955,63871
446,-3.9156746437988152,-6.855211020114624,63819
447,-3.824734714843078,-7.813996102896972,63922
448,-3.815399268639356,-7.673548980754529,63855
449,-4.133235474154199,-8.56697836577449,63890
450,-4.025607425148472,-7.337573505025183,63882
451,-3.74999123327929,-7.525668748658119,63906
452,-3.7369452446010634,-7.467713383227688,63880
453,-4.020181482835919,-8.113192570162163,63892
454,-3.6670205765682464,-6.854306462500469,63896
455,-3.728983700198363,-7.387545824347426,63908
456,-3.5710247767376613,-7.468597704361033,63891
457,-3.6156700349476876,-7.017706341712598,63895
458,-3.784547145340771,-7.6165707622437395,63880
459,-3.811126733564192,-7.917839519732104,63855
460,-4.354446672868823,-8.343853799050832,63860
461,-4.099761912371431,-7.935192563117152,63902
462,-3.9684757841833225,-7.735111515959242,63836
463,-3.85546332380933,-7.669600240874079,63882
464,-3.8834668282907137,-7.1886878831631496,63873
465,-4.124700993969117,-8.791724053330535,63905
466,-3.828607086669371,-7.619814837239128,63838
467,-3.7928659449720277,-8.047763882508557,63887
468,-3.690755794678672,-7.390854628138302,63856
469,-4.00839217445569,-8.798175130013231,63863
470,-3.7388483170418403,-7.601323832929942,63910
471,-3.8196892208623883,-7.914973822642527,63888
472,-3.623847622529794,-7.581900508575271,63837
473,-4.0345702510764,-8.210988558495945,63876
474,-4.0026494307973355,-8.428070144454953,63892
475,-3.3691730645015996,-7.0864618943955735,63881
476,-3.868958970913762,-7.615893133905829,63893
477,-3.406733535455692,-6.598562624380212,63865
478,-3.608255213838947,-7.292194578364863,63866
479,-3.876710731928664,-7.501036199581199,63882
480,-4.007344356758692,-7.469123612559378,63875
481,-4.339735547112664,-8.432669274315,63878
