period,n,mean,ci_lo,ci_hi
2021-W49,73,4.3524202017568205,4.297625681208876,4.434611982578739
2021-W50,71,4.46663976571592,4.382132723462399,4.579315822053948
2021-W51,29,4.435556715691633,4.297625681208874,4.573487750174392
2021-W52,41,4.492747632428387,4.395186656818631,4.590308608038143
2022-W01,58,4.435556715691633,4.332108439829565,4.573487750174393
2022-W02,33,4.479443863027057,4.358231741814936,4.600655984239178
2022-W03,88,4.388534772117967,4.3203529539361485,4.456716590299785
2022-W04,109,4.481111919740988,4.407717424328143,4.554506415153831
2022-W05,44,4.34308022666342,4.297625681208874,4.388534772117965
2022-W06,79,4.42420795968989,4.348258592601282,4.5254737824747
2022-W07,31,4.42665793927339,4.297625681208874,4.555690197337906
2022-W08,123,4.427706982021884,4.3626663316153795,4.4927476324283875
2022-W09,73,4.407214722304766,4.325022941482849,4.489406503126684
2022-W10,80,4.4476256812088755,4.347625681208876,4.5726256812088755
2022-W11,49,4.379258334270099,4.297625681208875,4.501707313861936
2022-W12,25,4.537625681208875,4.457625681208875,4.617625681208875
2022-W13,30,4.3642923478755415,4.297625681208874,4.430959014542208
2022-W14,43,4.390648937022828,4.344137309115851,4.437160564929805
2022-W15,30,4.3642923478755415,4.297625681208874,4.430959014542208
2022-W16,26,4.528394911978106,4.374548758131952,4.682241065824259
2022-W17,67,4.327476427477533,4.297625681208876,4.387177920014846
2022-W18,46,4.384582202948005,4.297625681208874,4.5150169855567
2022-W19,197,4.39914852384847,4.358539386792633,4.449909945168267
2022-W20,72,4.353181236764431,4.297625681208875,4.436514570097764
2022-W21,43,4.344137309115851,4.297625681208874,4.390648937022828
2022-W22,40,4.447625681208875,4.397625681208875,4.497625681208875
2022-W23,57,4.33271340050712,4.297625681208874,4.402888839103611
2022-W24,255,4.399586465522602,4.360370779248092,4.438802151797112
2022-W25,128,4.438250681208876,4.360125681208876,4.516375681208876
2022-W26,57,4.508151996998349,4.437976558401857,4.57832743559484
2022-W27,62,4.394399874757263,4.329077294112101,4.45972245540242
2022-W28,72,4.436514570097764,4.325403458986653,4.575403458986653
2022-W29,119,4.398466017343329,4.348045849276104,4.448886185410556
2022-W30,67,4.387177920014846,4.297625681208876,4.506580905089473
2022-W31,34,4.474096269444169,4.415272740032404,4.532919798855934
2022-W32,33,4.418837802420996,4.358231741814936,4.479443863027057
2022-W33,42,4.4404828240660175,4.297625681208875,4.583339966923161
2022-W34,36,4.3531812367644305,4.297625681208874,4.408736792319986
2022-W35,37,4.4597878433710365,4.351679735262929,4.567895951479144
2022-W36,42,4.535720919304113,4.39286377644697,4.678578062161256
2022-W37,52,4.374548758131952,4.297625681208874,4.451471835055028
2022-W38,65,4.297625681208875,4.297625681208875,4.297625681208875
2022-W39,51,4.415272740032404,4.336841367483385,4.493704112581423
2022-W40,24,4.464292347875542,4.380959014542209,4.547625681208875
2022-W41,22,4.479443863027056,4.388534772117965,4.570352953936147
2022-W42,7,4.583339966923161,,
2022-W43,18,4.297625681208874,,
2022-W44,13,4.45147183505503,,
2022-W45,135,4.3865145700977655,4.342070125653321,4.43095901454221
2022-W46,41,4.297625681208875,4.297625681208875,4.297625681208875
2022-W47,23,4.384582202948004,4.297625681208873,4.471538724687135
2022-W48,9,4.519847903431097,,
2022-W49,6,4.630959014542208,,
2022-W50,13,4.45147183505503,,
2022-W51,5,4.297625681208875,,
2022-W52,2,4.297625681208875,,
2023-W01,1,4.297625681208875,,
2023-W02,29,4.366591198450254,4.297625681208874,4.435556715691633
2023-W03,39,4.451471835055028,4.348907732490925,4.554035937619131
2023-W04,30,4.430959014542208,4.3642923478755415,4.497625681208874
2023-W05,26,4.451471835055029,4.374548758131952,4.528394911978106
2023-W06,14,4.297625681208876,,
2023-W07,37,4.4597878433710365,4.351679735262929,4.567895951479144
2023-W08,28,4.297625681208875,4.297625681208875,4.297625681208875
2023-W09,13,4.45147183505503,,
2023-W10,36,4.464292347875541,4.3531812367644305,4.575403458986653
2023-W11,96,4.401792347875543,4.360125681208876,4.443459014542209
2023-W12,48,4.297625681208875,4.297625681208875,4.297625681208875
2023-W13,38,4.402888839103611,4.297625681208874,4.508151996998348
2023-W14,12,4.464292347875543,,
2023-W15,15,4.43095901454221,,
2023-W16,26,4.374548758131952,4.297625681208875,4.451471835055029
2023-W17,40,4.497625681208875,4.347625681208875,4.647625681208875
2023-W18,23,4.471538724687135,4.384582202948004,4.558495246426265
2023-W19,29,4.366591198450254,4.297625681208874,4.435556715691633
2023-W20,12,4.297625681208876,,
2023-W21,13,4.297625681208876,,
2023-W22,8,4.547625681208875,,
2023-W23,21,4.392863776446969,4.297625681208874,4.488101871685065
2023-W24,16,4.547625681208875,,
2023-W25,24,4.380959014542209,4.297625681208875,4.464292347875542
2023-W26,25,4.377625681208875,4.297625681208875,4.457625681208875
2023-W27,10,4.497625681208875,,
2023-W28,10,4.297625681208876,,
2023-W29,3,4.297625681208875,,
2023-W30,2,4.297625681208875,,
2023-W31,4,4.297625681208875,,
2023-W32,4,4.297625681208875,,
2023-W33,16,4.547625681208875,,
2023-W34,10,4.297625681208876,,
2023-W35,21,4.488101871685065,4.392863776446969,4.58333996692316
2023-W36,4,4.297625681208875,,
2023-W37,16,4.297625681208875,,
2023-W38,7,4.583339966923161,,
2023-W39,10,4.297625681208876,,
2023-W40,13,4.45147183505503,,
2023-W41,6,4.297625681208875,,
2023-W42,24,4.630959014542209,4.464292347875542,4.797625681208875
2023-W43,47,4.340178872698236,4.297625681208874,4.425285255676959
2023-W44,18,4.630959014542208,,
2023-W45,21,4.58333996692316,4.488101871685065,4.678578062161255
2023-W46,25,4.457625681208875,4.377625681208875,4.537625681208875
2023-W47,19,4.297625681208874,,
2023-W48,8,4.297625681208875,,
2023-W49,24,4.380959014542209,4.297625681208875,4.464292347875542
2023-W50,31,4.297625681208874,4.297625681208874,4.297625681208874
