period,n,mean,ci_lo,ci_hi
2022-W34,36,-17.19840457160456,-30.928512048888294,-3.467992956672007
2022-W35,37,-2.1668482218682272,-15.83038600496244,11.394371490422621
2022-W36,42,-13.047352736086859,-26.617173786566056,-0.08384069993641419
2022-W37,52,-18.109249788758483,-24.28044147064145,-12.216906043730821
2022-W38,65,-9.739979650923077,-20.950527596665776,2.689698584937161
2022-W39,51,10.013064539848212,-10.707794321412353,30.01002882761277
2022-W40,24,-10.734955190907327,-17.020888569965337,-4.571650049803238
2022-W41,22,-1.9925986745110356,-14.60899595794026,11.17698427048563
2022-W42,7,-14.12525541119693,,
2022-W43,18,7.725404690653637,,
2022-W44,13,14.615309280944693,,
2022-W45,135,-1.3361630709936974,-14.630162093289822,11.622125032916175
2022-W46,41,-17.18835827172047,-26.881692833065287,-7.563081303264029
2022-W47,23,-14.330300754121296,-21.180344562997227,-7.507269580766102
2022-W48,9,15.320465612527016,,
2022-W49,6,-20.714635066584403,,
2022-W50,13,11.207375947920777,,
2022-W51,5,-22.323800010652747,,
2022-W52,2,1.2562951913469202,,
2023-W01,1,-26.690150341572885,,
2023-W02,29,18.77339067828142,-1.1200208059568264,38.574796059546046
2023-W03,39,-11.303209158521526,-21.220619464467795,-1.5016056899544787
2023-W04,30,-17.18701778283846,-25.18791443235455,-9.181588536165133
2023-W05,26,-12.297095829725622,-20.382296373711803,-4.211895285739443
2023-W06,14,3.1635751688636065,,
2023-W07,37,8.875273259640528,-19.645461187259297,37.389724980942354
2023-W08,28,2.661380618286608,-7.695500467246359,13.500094019036
2023-W09,13,17.406925793311764,,
2023-W10,36,12.885124294688662,2.288777865132289,23.426558053119628
2023-W11,96,-7.905398038957149,-26.322314986961892,17.485115304564385
2023-W12,48,-17.62748193748594,-30.79980693513775,-3.331422748229744
2023-W13,38,-8.017983116406038,-28.93258405916795,12.898843624782682
2023-W14,12,-0.7476821774211059,,
2023-W15,15,-3.115519253766239,,
2023-W16,26,-6.194019121176873,-17.396484592685674,5.198281753752781
2023-W17,40,-3.4573400785860335,-36.73399101501391,29.77817302847028
2023-W18,23,-3.9123118269595505,-11.132902207375277,2.831033255728692
