config,year,n,mean,ci_lo,ci_hi,gross_mean,cost_mean
current,2017,3881,-5.2837771383993015,-7.547895421246788,-2.97336366120721,-0.8954531835496108,4.38832395484969
current,2018,5294,1.288906941346894,-0.8826119816687217,3.4412358372498404,5.690046033964912,4.401139092618018
current,2019,2822,-1.875429360229178,-5.239409034421532,1.4695330729707683,2.530630055919458,4.406059416148635
current,2020,2957,-8.428332790506582,-11.506052271437003,-5.3618298242888764,-4.032634738651783,4.3956980518548
current,2021,5790,-8.310297177379194,-10.083250254193366,-6.474688719969124,-3.903863206014879,4.406433971364316
current,2022,2921,-4.91678733566056,-7.467751655066015,-2.2110742048047896,-0.5075560399361067,4.409231295724452
current,2023,1052,-3.1338130903476653,-7.560717300719587,1.6603767158056928,1.2759798912414384,4.409792981589104
