k,thr,stop,period,is_current,n_entry_signal_bars,n_entry_signals_discarded,n_total_in_period,n_excluded_gap,n,mean_net_bps,ci_lo,ci_hi,se_cluster,sharpe,sharpe_ci_lo,sharpe_ci_hi,win_rate,max_dd_bps,mean_hold_min,stop_rate,mean_funding_bps,mean_gross_bps,sd_net_bps,n_days,deferred_minutes,trades_with_deferral,mean_cost_bps,sum_pnl_jpy_001btc
30,0.4,0.5,val,False,830863,3061,12394,282,12112,-4.1739453023741415,-5.020498281803751,-3.351711369376876,0.42424808311251966,-6.80428621707452,-8.480479445536448,-5.290245072036834,0.3065554821664465,50607.81565931441,26.353946499339497,0.1557133421400264,0.10683619550858653,-0.6529500039596207,52.685325514037174,716,206,162,3.414159102905935,-201602.63731369242
30,0.4,1.0,full,False,830863,3061,51232,911,50321,-4.934781045498789,-5.525873902850735,-4.364663947489675,0.2974499264460487,-6.401796090006688,-7.30118847337372,-5.542251516541465,0.3033922219351762,251050.66513759797,27.296138788974783,0.0802845730410763,0.11359074740168121,-1.4070311951911731,72.4483652802345,2314,246,192,3.414159102905935,-690314.0776970477
30,0.4,1.0,train,False,830863,3061,39641,621,39020,-5.1191923850446,-5.764636946528296,-4.433424487906238,0.34847778770731724,-6.637800900535123,-7.689498684027488,-5.639770359198762,0.299820604818042,202735.40873972027,26.921219887237314,0.0902101486417222,0.11286519733470016,-1.5921680848039643,76.67692003090885,1598,44,33,3.414159102905935,-501321.60229240346
30,0.4,1.0,val,False,830863,3061,11591,290,11301,-4.298047086638731,-5.2200412787383845,-3.395335325197604,0.4558204084181785,-6.446488950522847,-7.982402963011145,-4.916098857345294,0.3157242721883019,48625.22028306311,28.590655694186356,0.0460136271126449,0.11609592071498097,-0.7677920630178161,55.41925294665466,716,202,159,3.414159102905935,-188992.4754046444
30,0.8,0.25,full,False,315055,1174,35138,281,34857,-6.096358286808684,-6.76308770755646,-5.390342236357123,0.3621321878030197,-5.79981912645856,-6.5284770594346915,-5.146062962658736,0.21906647158389994,212500.76080329073,14.817654990389304,0.7533637432940299,0.06351665375677769,-1.7352159518430315,69.70678307603245,2314,49,33,4.297625681208875,-533860.4825410716
30,0.8,0.25,train,False,315055,1174,29503,202,29301,-6.160766294974005,-6.916975262852063,-5.392672805496872,0.39710915326309776,-6.273717941100501,-7.186024858489202,-5.447051859271601,0.21613596805569776,180725.14750573927,14.279956315484114,0.7659465547250947,0.06197740691443978,-1.8011632068506904,71.6716217399888,1598,34,19,4.297625681208875,-405253.4712274786
30,0.8,0.25,val,False,315055,1174,5635,79,5556,-5.756686032083688,-7.300096588410615,-4.275666046293737,0.7814329819602585,-5.056724586936066,-6.569036320951574,-3.6831685587962824,0.23452123830093594,31984.14759425691,17.653347732181427,0.6870050395968322,0.07163426925845932,-1.3874260816163535,58.26306244062582,716,15,14,4.297625681208875,-128607.01131359294
30,0.8,0.5,full,True,315055,1174,24861,385,24476,-6.321357126961889,-7.340482001215506,-5.2681113477985155,0.5309920176147217,-4.393902721099991,-5.129935915583037,-3.653422738577728,0.2864438633763687,154731.04714555797,25.01446314757313,0.4635561366236313,0.1077790488641935,-1.9159523968888204,86.97310997397314,2314,43,25,4.297625681208875,-429221.3098931204
30,0.8,0.5,train,True,315055,1174,20563,281,20282,-6.36359783624709,-7.529429071891814,-5.177502805437743,0.5963220603753336,-4.698451275511527,-5.552257875002017,-3.8537402346640883,0.28291095552706835,129288.78068658925,24.439601617197514,0.480820431910068,0.10600532491864707,-1.9599668301195678,89.8943138784356,1598,29,12,4.297625681208875,-327633.05599623465
30,0.8,0.5,val,True,315055,1174,4298,104,4194,-6.117082910051436,-7.984920020234554,-4.063802421632103,1.033128235937379,-3.880680045777309,-5.280769080646812,-2.4845135509386362,0.30352885073915115,25657.84436323118,27.79446828803052,0.380066762041011,0.11635670004768717,-1.7031005287948717,71.1830715089744,716,14,13,4.297625681208875,-101588.25389688574
