draw,mean_net_bps,sharpe,n
0,-3.976221996370902,-9.116704191529594,63645
1,-3.927973565017514,-8.97239390051447,63680
2,-3.872672206763314,-9.734497383991823,63678
3,-4.1320371947755845,-9.85236420054425,63654
4,-4.0900893669748095,-9.26997531349353,63711
5,-3.9682983172193156,-9.233048018208697,63674
6,-3.8610595286481177,-9.063790733793134,63675
7,-3.8203529628881174,-8.832576597821259,63670
8,-3.6465889119767705,-8.124740872100606,63618
9,-4.1817021931438365,-9.627183873340366,63685
10,-4.046539127074911,-9.407645103497396,63684
11,-4.028246118091568,-8.686186155799618,63706
12,-3.72266142956096,-8.829206326569063,63680
13,-4.033095305078251,-9.306582952158724,63688
14,-3.6386273165696497,-8.15846291757353,63659
15,-4.137074627688158,-9.28977612494286,63629
16,-3.7853981955891545,-8.477225604169705,63676
17,-3.814103175124494,-8.859048156918124,63688
18,-3.8097481035849476,-8.807535767463804,63730
19,-3.9660177725077075,-9.147484225146021,63653
20,-3.8238529049655936,-8.290261285528365,63685
21,-3.8602640637601064,-8.8988864341819,63665
22,-3.780905841876985,-8.730284564895777,63687
23,-3.9936834810129307,-9.287799773965267,63668
24,-3.7573875258333973,-8.08833752924864,63705
25,-3.7825567856497107,-8.836145733140707,63683
26,-3.818604343522503,-9.132070588195916,63690
27,-4.00526637833042,-8.935775501051513,63678
28,-3.6706146329882596,-8.171863016640708,63640
29,-3.988246594054641,-9.457187904052937,63683
30,-4.066670287148703,-9.48159739064266,63660
31,-3.763650444614517,-8.885924049149173,63646
32,-4.164475479523903,-10.276121693722551,63714
33,-3.6951953011020455,-8.534268469191472,63669
34,-3.8476879667345334,-8.192226121203767,63676
35,-3.4906407003647906,-7.830531187969968,63660
36,-4.0985458507984145,-9.428988443800616,63628
37,-4.027298007116091,-8.522412897070147,63616
38,-3.8086742556826776,-8.861470770375002,63617
39,-3.516164499281716,-8.424849096663484,63678
40,-3.9708183590691277,-8.956851941560974,63670
41,-3.7670750056056868,-7.725230858545136,63666
42,-3.869252222457984,-8.918392171560152,63670
43,-3.8021415181843614,-8.504281781767064,63651
44,-3.7137543354223133,-8.286151452277307,63676
45,-3.861772403104459,-8.774711753256323,63644
46,-3.5978716141283913,-8.642311256094592,63625
47,-3.9470224480378455,-9.214326250343323,63698
48,-3.71902542174384,-7.815047301500301,63613
49,-3.7191101088130094,-7.918055410358784,63709
50,-3.8202637926314553,-9.031250882065816,63617
51,-4.137217100787132,-9.737523358229689,63622
52,-3.71677271017046,-8.59977541494536,63714
53,-3.752437961839028,-8.762145996352725,63712
54,-3.764548221208028,-8.195860364272635,63631
55,-3.9859619917273803,-9.531345893219349,63641
56,-3.7453203430425988,-8.843432076690156,63640
57,-3.8405278196673533,-8.156283365503423,63695
58,-4.03175488068908,-9.16221769494254,63592
59,-3.7350791362360867,-8.421152974248042,63673
60,-3.6722083269163233,-8.4178657096157,63712
61,-3.743749055672664,-8.542465064733733,63688
62,-3.812671779228763,-8.683778884114389,63679
63,-3.652812772595465,-8.271059067246457,63717
64,-3.9708885924525235,-9.379231328086417,63709
65,-3.7845714920735145,-8.514919189419954,63662
66,-3.990280998337823,-8.761983372761668,63719
67,-3.778768889012122,-8.854912431596604,63673
68,-3.8529985934018005,-8.951128303005975,63666
69,-3.7710253956400313,-8.507853184644015,63697
70,-3.762092174521714,-8.274832389959476,63691
71,-3.935102797053181,-9.24071923544244,63668
72,-3.709995755551325,-8.376918828088227,63664
73,-3.610383651056388,-8.330071745773166,63676
74,-3.710267147956732,-8.333346249135714,63716
75,-4.056773796741964,-8.867128343849407,63656
76,-4.061902319932643,-9.331094493029013,63628
77,-3.8884941002596354,-9.000855060632851,63667
78,-3.616788627073038,-8.767649631746414,63617
79,-3.9194546245346458,-8.513342846534089,63648
80,-3.7837733287899105,-7.938601335911998,63654
81,-3.941631335329251,-8.929699387366213,63616
82,-3.7703092587368734,-9.140276360700737,63674
83,-3.7766034882080826,-9.00939555952504,63663
84,-3.878113252062842,-9.47384646519088,63709
85,-3.8911336741741636,-7.323023482150185,63675
86,-3.844824198005286,-8.771303040769109,63673
87,-3.8184352817351823,-8.622882231323231,63671
88,-3.7421996396744563,-8.560890660938398,63636
89,-3.8975901364525227,-8.720575177298326,63677
90,-3.8552372413240916,-8.271152264523497,63675
91,-3.9435142457818855,-8.857499748984957,63671
92,-3.7342303190902406,-8.711787113699193,63623
93,-3.9213463741754864,-9.037500516787436,63644
94,-3.7228122088701996,-8.479024468338732,63624
95,-4.019784476486955,-8.86373680830228,63664
96,-4.255946909816655,-9.414135944176724,63641
97,-3.626314897682865,-7.659135855792051,63671
98,-4.109051492133316,-9.089316331402514,63661
99,-3.770487076273561,-8.640826543645318,63650
100,-4.171616073575413,-9.100060406592037,63665
101,-3.9311113370473705,-9.539121001789518,63640
102,-3.652018539731292,-8.29594034474573,63657
103,-3.931527784380446,-8.498094500312089,63661
104,-3.732982919592902,-8.705521941593227,63631
105,-3.7606701527969713,-8.605085586137529,63676
106,-3.968021199718186,-9.012772124248368,63655
107,-3.852463228734197,-8.410903153921137,63691
108,-4.36727435351807,-9.484818899712794,63651
109,-4.058439195594943,-9.624583046265201,63689
110,-3.7196578539602068,-8.267057160361274,63605
111,-3.7524080645173545,-8.511631032933908,63665
112,-3.7107583924843475,-8.752750830804887,63638
113,-3.844413976579301,-8.457300098543996,63620
114,-3.9653659972447115,-9.256118664190433,63617
115,-3.477514342107081,-7.6802582958380965,63678
116,-3.7232415085825465,-8.490947221204364,63644
117,-3.9511016474826404,-8.799853114168679,63672
118,-4.001522983588851,-9.147430566801331,63706
119,-3.7485201392738206,-8.66980641452107,63674
120,-3.809206964128344,-9.076136674801003,63689
121,-4.015084657234522,-9.32680031404326,63706
122,-3.835899272253199,-8.606180010875171,63600
123,-3.751549357066813,-8.10192940053644,63631
124,-3.9977358283426594,-9.836011319424719,63682
125,-4.038122538795738,-9.138479178462422,63661
126,-3.70077592355978,-8.362529499993823,63675
127,-3.863147044322051,-9.024389137483922,63662
128,-3.813660462871049,-9.48539744214878,63651
129,-3.998161724957732,-9.127754353482016,63681
130,-3.7204892983415863,-9.078181557935649,63683
131,-3.566985497145813,-8.033436693295572,63636
132,-3.979534069848213,-8.962401788038553,63644
133,-3.664837408182341,-7.949385395083693,63673
134,-3.774232026375647,-8.87968174260235,63676
135,-3.8667044519963727,-8.987207398629359,63658
136,-4.258224408904598,-9.093351668125907,63655
137,-3.860672500005424,-9.381763301680186,63703
138,-3.8300069257021763,-9.12700815406313,63681
139,-3.8845250510021256,-8.865626366207975,63702
140,-4.310604626994709,-9.693664139204815,63680
141,-3.9198396566712677,-9.446104138903367,63677
142,-3.600436448035321,-8.347403966526839,63619
143,-3.992132594259263,-8.500755481946975,63654
144,-3.8300804633592285,-8.632818879432557,63649
145,-3.8193755730574783,-9.225352502525245,63661
146,-3.8009489102213077,-8.843703635851037,63653
147,-3.8704923707896657,-8.800332903381882,63621
148,-3.767328748494946,-8.730902513702212,63699
149,-3.6820433250830678,-8.480541749787186,63676
150,-3.9141439268848766,-8.80840910723772,63650
151,-3.9825605319402912,-9.037632804517926,63617
152,-3.772656690493345,-8.643011678801484,63631
153,-3.7410528570340267,-9.05746794781733,63653
154,-3.649222119925777,-8.200635720789386,63660
155,-3.7901849955590903,-8.65815802071984,63627
156,-3.8882913514332413,-8.731231791526138,63684
157,-3.7573437148339015,-8.194919890415507,63685
158,-3.8593661495262714,-8.645344594371847,63662
159,-3.693315861899392,-8.540897404316986,63678
160,-3.900955761541025,-9.098932462234803,63615
161,-3.703099227052269,-8.60773253592668,63710
162,-4.085129736129857,-10.002361777279956,63684
163,-4.074418816966198,-9.536348450099272,63675
164,-4.156351473309473,-9.552865189268937,63699
165,-3.9048180345259333,-9.000248776744455,63689
166,-3.737949187441112,-8.548502085486975,63627
167,-3.9195097934017036,-8.576913911231939,63668
168,-3.551180270625643,-7.913167528569922,63664
169,-3.8867384544308217,-8.788358667965438,63650
170,-3.69987456048076,-8.578027967164239,63672
171,-3.900712376833952,-9.397954689219262,63668
172,-3.9354499695432734,-9.077832299123886,63674
173,-4.12511197909344,-9.07455632491404,63646
174,-3.8938615459365566,-8.592439367394466,63607
175,-3.930255878714223,-8.91148611488466,63689
176,-3.8974546295455137,-8.895003895859112,63699
177,-3.8716047234531326,-8.26693890888025,63693
178,-3.819305456479896,-8.492965484280791,63655
179,-4.199965162070898,-8.891981666182291,63685
180,-3.9398580924194726,-9.433270984435321,63636
181,-3.8909308790850505,-9.598984599313706,63688
182,-3.7898733630602814,-8.738804925159204,63684
183,-3.6706031847627076,-8.211608428639243,63676
184,-4.134536042839043,-9.627392950936121,63661
185,-3.831619582871226,-8.533525380511907,63673
