table_id	file	A	B
current_1	表_8saeou.md	new_impl	current_impl
current_2	表_rqh4jk.md	current_impl	new_impl
survey_1	表_09eeo0.md	new_impl	survey_best
survey_2	表_iu7xzv.md	survey_best	new_impl
mutant_1	表_a7ak8t.md	new_impl	mutant
mutant_2	表_0r4kpt.md	mutant	new_impl
