費用,方策,型,遅れ_秒,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,n,日数,建玉の回数の平均,保有秒の中央値,入らなかった割合,0として含めたか
費用あり(主のc),全部順張り,B,0.500000,-4.110608,-10.030416,1.044747,0.707500,-4.155122,0.246331,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),全部順張り,B,1,-4.253506,-10.210800,1.202841,0.702000,-4.143707,0.256661,2000,223,1.000000,60.000000,0.000000,1
費用あり(主のc),全部順張り,B,1,-4.253506,-10.210800,1.202841,0.702000,-4.143707,0.256661,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),全部順張り,B,2,-4.157475,-10.137577,1.487162,0.690500,-4.051333,0.254224,2000,223,1.000000,60.000000,0.000000,1
費用あり(主のc),全部順張り,B,2,-4.157475,-10.137577,1.487162,0.690500,-4.051333,0.254224,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),前段の3択(清算),A,0.500000,0.000000,-5.737189,0.786806,0.456500,-2.132228,0.274219,2000,223,0.791000,60.000000,0.265000,1
費用あり(主のc),前段の3択(清算),A,0.500000,-2.011240,-8.592866,3.029531,0.621088,-2.888898,0.372272,1470,215,0.791000,60.000000,0.265000,0
費用あり(主のc),前段の3択(清算),A,1,0.000000,-5.769617,0.856877,0.454000,-2.156682,0.273040,2000,223,0.791000,60.000000,0.265000,1
費用あり(主のc),前段の3択(清算),A,1,-2.118206,-8.611985,3.021789,0.617687,-2.901354,0.370246,1470,215,0.791000,60.000000,0.265000,0
費用あり(主のc),前段の3択(清算),A,2,0.000000,-5.824332,0.932030,0.452500,-2.070704,0.270566,2000,223,0.791000,60.000000,0.265000,1
費用あり(主のc),前段の3択(清算),A,2,-2.115109,-8.812134,3.026326,0.615646,-2.790221,0.366675,1470,215,0.791000,60.000000,0.265000,0
費用あり(主のc),完全な判断(清算),A,0.500000,2.418094,-1.958046,8.288747,0.365000,3.448904,0.342707,2000,223,1.000000,60.000000,0.000000,1
費用あり(主のc),完全な判断(清算),A,0.500000,2.418094,-1.958046,8.288747,0.365000,3.448904,0.342707,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),完全な判断(清算),A,1,2.124554,-2.019479,8.323831,0.369000,3.228744,0.332182,2000,223,1.000000,60.000000,0.000000,1
費用あり(主のc),完全な判断(清算),A,1,2.124554,-2.019479,8.323831,0.369000,3.228744,0.332182,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),完全な判断(清算),A,2,1.879711,-2.585628,7.714132,0.395000,2.786820,0.305118,2000,223,1.000000,60.000000,0.000000,1
費用あり(主のc),完全な判断(清算),A,2,1.879711,-2.585628,7.714132,0.395000,2.786820,0.305118,2000,223,1.000000,60.000000,0.000000,0
費用あり(主のc),logistic_3択(出口300秒),A,0.500000,0.000000,-13.269686,4.946328,0.457000,-2.543093,0.506882,2000,223,0.820500,300.000000,0.197500,1
費用あり(主のc),logistic_3択(出口300秒),A,0.500000,-2.676039,-17.257886,8.322509,0.569470,-3.260404,0.630465,1605,222,0.820500,300.000000,0.197500,0
費用あり(主のc),logistic_3択(出口300秒),A,1,0.000000,-13.126170,4.960202,0.458000,-2.549893,0.506386,2000,223,0.820500,300.000000,0.197500,1
費用あり(主のc),logistic_3択(出口300秒),A,1,-2.707697,-17.705562,8.593164,0.570717,-3.261239,0.630013,1605,222,0.820500,300.000000,0.197500,0
費用あり(主のc),logistic_3択(出口300秒),A,2,0.000000,-12.929808,4.812463,0.460000,-2.595420,0.499463,2000,223,0.820500,300.000000,0.197500,1
費用あり(主のc),logistic_3択(出口300秒),A,2,-2.808865,-17.289194,8.327847,0.573209,-3.302378,0.621312,1605,222,0.820500,300.000000,0.197500,0
費用なし,logistic_3択,A,0.500000,0.000000,-5.720712,2.792350,0.426500,-0.950429,0.258095,2000,223,0.820500,60.000000,0.197500,1
費用なし,logistic_3択,A,0.500000,-0.831235,-8.299856,4.242996,0.531464,-1.316807,0.318872,1605,222,0.820500,60.000000,0.197500,0
費用なし,logistic_3択,A,1,0.000000,-5.904817,3.017628,0.429500,-0.938550,0.265907,2000,223,0.820500,60.000000,0.197500,1
費用なし,logistic_3択,A,1,-0.795533,-8.308685,4.194656,0.535202,-1.291732,0.328620,1605,222,0.820500,60.000000,0.197500,0
費用なし,logistic_3択,A,2,0.000000,-5.963985,3.005665,0.431500,-0.893222,0.257817,2000,223,0.820500,60.000000,0.197500,1
費用なし,logistic_3択,A,2,-0.881210,-8.229570,4.414728,0.537695,-1.218741,0.319166,1605,222,0.820500,60.000000,0.197500,0
費用なし,logistic_3択,B,0.500000,0.000000,-5.922536,2.996430,0.429000,-0.780853,0.273736,2000,223,0.867500,60.000000,0.197500,1
費用なし,logistic_3択,B,0.500000,-0.933066,-8.386990,4.668235,0.534579,-1.095229,0.338858,1605,222,0.867500,60.000000,0.197500,0
費用なし,logistic_3択,B,1,0.000000,-5.993983,3.163219,0.431000,-0.777625,0.282603,2000,223,0.867500,60.000000,0.197500,1
費用なし,logistic_3択,B,1,-0.892514,-8.461863,4.780931,0.537072,-1.083478,0.349964,1605,222,0.867500,60.000000,0.197500,0
費用なし,logistic_3択,B,2,0.000000,-6.111953,3.202816,0.433000,-0.729993,0.272303,2000,223,0.867500,60.000000,0.197500,1
費用なし,logistic_3択,B,2,-1.018243,-8.357832,4.800795,0.539564,-1.010297,0.337772,1605,222,0.867500,60.000000,0.197500,0
費用なし,logistic_2値0.5,A,0.500000,-1.004735,-7.835937,4.145081,0.543000,-1.449396,0.282816,2000,223,1.039500,60.000000,0.000000,1
費用なし,logistic_2値0.5,A,0.500000,-1.004735,-7.835937,4.145081,0.543000,-1.449396,0.282816,2000,223,1.039500,60.000000,0.000000,0
費用なし,logistic_2値0.5,A,1,-0.952064,-7.837623,4.187584,0.543000,-1.417321,0.286901,2000,223,1.039500,60.000000,0.000000,1
費用なし,logistic_2値0.5,A,1,-0.952064,-7.837623,4.187584,0.543000,-1.417321,0.286901,2000,223,1.039500,60.000000,0.000000,0
費用なし,logistic_2値0.5,A,2,-1.018396,-7.729108,4.231999,0.544500,-1.364879,0.278269,2000,223,1.039500,60.000000,0.000000,1
費用なし,logistic_2値0.5,A,2,-1.018396,-7.729108,4.231999,0.544500,-1.364879,0.278269,2000,223,1.039500,60.000000,0.000000,0
費用なし,logistic_2値0.5,B,0.500000,-0.998465,-7.965663,4.315895,0.541000,-1.460630,0.286978,2000,223,1.105000,60.000000,0.000000,1
費用なし,logistic_2値0.5,B,0.500000,-0.998465,-7.965663,4.315895,0.541000,-1.460630,0.286978,2000,223,1.105000,60.000000,0.000000,0
費用なし,logistic_2値0.5,B,1,-0.929296,-8.040634,4.487096,0.539500,-1.423107,0.290200,2000,223,1.105000,60.000000,0.000000,1
費用なし,logistic_2値0.5,B,1,-0.929296,-8.040634,4.487096,0.539500,-1.423107,0.290200,2000,223,1.105000,60.000000,0.000000,0
費用なし,logistic_2値0.5,B,2,-1.012278,-7.879549,4.478270,0.542000,-1.413130,0.283572,2000,223,1.105000,60.000000,0.000000,1
費用なし,logistic_2値0.5,B,2,-1.012278,-7.879549,4.478270,0.542000,-1.413130,0.283572,2000,223,1.105000,60.000000,0.000000,0
費用なし,logistic_2値基準率,A,0.500000,-0.364691,-7.339601,4.223038,0.517000,-0.945856,0.260678,2000,223,1.068000,60.000000,0.000000,1
費用なし,logistic_2値基準率,A,0.500000,-0.364691,-7.339601,4.223038,0.517000,-0.945856,0.260678,2000,223,1.068000,60.000000,0.000000,0
費用なし,logistic_2値基準率,A,1,-0.490102,-7.218651,4.240990,0.522000,-0.901666,0.267427,2000,223,1.068000,60.000000,0.000000,1
費用なし,logistic_2値基準率,A,1,-0.490102,-7.218651,4.240990,0.522000,-0.901666,0.267427,2000,223,1.068000,60.000000,0.000000,0
費用なし,logistic_2値基準率,A,2,-0.702403,-7.263901,4.386409,0.530000,-0.894469,0.265825,2000,223,1.068000,60.000000,0.000000,1
費用なし,logistic_2値基準率,A,2,-0.702403,-7.263901,4.386409,0.530000,-0.894469,0.265825,2000,223,1.068000,60.000000,0.000000,0
費用なし,logistic_2値基準率,B,0.500000,-0.664276,-7.541705,4.772575,0.526500,-0.760374,0.285427,2000,223,1.178000,60.000000,0.000000,1
費用なし,logistic_2値基準率,B,0.500000,-0.664276,-7.541705,4.772575,0.526500,-0.760374,0.285427,2000,223,1.178000,60.000000,0.000000,0
費用なし,logistic_2値基準率,B,1,-0.659656,-7.592577,4.809533,0.527000,-0.696780,0.288952,2000,223,1.178000,60.000000,0.000000,1
費用なし,logistic_2値基準率,B,1,-0.659656,-7.592577,4.809533,0.527000,-0.696780,0.288952,2000,223,1.178000,60.000000,0.000000,0
費用なし,logistic_2値基準率,B,2,-0.885827,-7.662622,4.878762,0.532500,-0.719734,0.286921,2000,223,1.178000,60.000000,0.000000,1
費用なし,logistic_2値基準率,B,2,-0.885827,-7.662622,4.878762,0.532500,-0.719734,0.286921,2000,223,1.178000,60.000000,0.000000,0
費用なし,規則,A,0.500000,0.120495,-4.869434,6.007205,0.486000,0.323762,0.270404,2000,223,1.142500,60.000000,0.000000,1
費用なし,規則,A,0.500000,0.120495,-4.869434,6.007205,0.486000,0.323762,0.270404,2000,223,1.142500,60.000000,0.000000,0
費用なし,規則,A,1,0.219497,-4.866287,6.079623,0.481000,0.283080,0.273427,2000,223,1.142500,60.000000,0.000000,1
費用なし,規則,A,1,0.219497,-4.866287,6.079623,0.481000,0.283080,0.273427,2000,223,1.142500,60.000000,0.000000,0
費用なし,規則,A,2,0.443102,-4.717062,6.202535,0.469500,0.381471,0.262155,2000,223,1.142500,60.000000,0.000000,1
費用なし,規則,A,2,0.443102,-4.717062,6.202535,0.469500,0.381471,0.262155,2000,223,1.142500,60.000000,0.000000,0
費用なし,規則,B,0.500000,0.687216,-5.856891,6.619713,0.464500,-0.115164,0.275276,2000,223,1.325000,60.000000,0.000000,1
費用なし,規則,B,0.500000,0.687216,-5.856891,6.619713,0.464500,-0.115164,0.275276,2000,223,1.325000,60.000000,0.000000,0
費用なし,規則,B,1,0.680020,-5.896043,6.829770,0.465500,-0.118869,0.284765,2000,223,1.325000,60.000000,0.000000,1
費用なし,規則,B,1,0.680020,-5.896043,6.829770,0.465500,-0.118869,0.284765,2000,223,1.325000,60.000000,0.000000,0
費用なし,規則,B,2,0.820520,-5.676951,6.787890,0.465000,-0.036947,0.280829,2000,223,1.325000,60.000000,0.000000,1
費用なし,規則,B,2,0.820520,-5.676951,6.787890,0.465000,-0.036947,0.280829,2000,223,1.325000,60.000000,0.000000,0
費用なし,完全な判断,A,0.500000,5.394591,0.908011,11.404407,0.207000,6.497447,0.250185,2000,223,1.048000,60.000000,0.000000,1
費用なし,完全な判断,A,0.500000,5.394591,0.908011,11.404407,0.207000,6.497447,0.250185,2000,223,1.048000,60.000000,0.000000,0
費用なし,完全な判断,A,1,5.392717,0.652357,11.113988,0.217500,6.223275,0.245344,2000,223,1.048000,60.000000,0.000000,1
費用なし,完全な判断,A,1,5.392717,0.652357,11.113988,0.217500,6.223275,0.245344,2000,223,1.048000,60.000000,0.000000,0
費用なし,完全な判断,A,2,4.953792,0.218795,10.920026,0.236000,5.728813,0.232278,2000,223,1.048000,60.000000,0.000000,1
費用なし,完全な判断,A,2,4.953792,0.218795,10.920026,0.236000,5.728813,0.232278,2000,223,1.048000,60.000000,0.000000,0
費用なし,完全な判断,B,0.500000,5.827067,0.948366,13.284199,0.205000,7.699710,0.321800,2000,223,1.181000,60.000000,0.000000,1
費用なし,完全な判断,B,0.500000,5.827067,0.948366,13.284199,0.205000,7.699710,0.321800,2000,223,1.181000,60.000000,0.000000,0
費用なし,完全な判断,B,1,5.825878,0.779072,12.773407,0.214000,7.354264,0.313734,2000,223,1.181000,60.000000,0.000000,1
費用なし,完全な判断,B,1,5.825878,0.779072,12.773407,0.214000,7.354264,0.313734,2000,223,1.181000,60.000000,0.000000,0
費用なし,完全な判断,B,2,5.441493,0.328966,12.533001,0.231000,6.760596,0.291238,2000,223,1.181000,60.000000,0.000000,1
費用なし,完全な判断,B,2,5.441493,0.328966,12.533001,0.231000,6.760596,0.291238,2000,223,1.181000,60.000000,0.000000,0
費用なし,全部逆張り,A,0.500000,2.106583,-3.048772,8.026391,0.390500,2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,A,0.500000,2.106583,-3.048772,8.026391,0.390500,2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部逆張り,A,1,2.249481,-3.206865,8.206774,0.391500,2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,A,1,2.249481,-3.206865,8.206774,0.391500,2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部逆張り,A,2,2.153449,-3.491187,8.133552,0.397500,2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,A,2,2.153449,-3.491187,8.133552,0.397500,2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部逆張り,B,0.500000,2.106583,-3.048772,8.026391,0.390500,2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,B,0.500000,2.106583,-3.048772,8.026391,0.390500,2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部逆張り,B,1,2.249481,-3.206865,8.206774,0.391500,2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,B,1,2.249481,-3.206865,8.206774,0.391500,2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部逆張り,B,2,2.153449,-3.491187,8.133552,0.397500,2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部逆張り,B,2,2.153449,-3.491187,8.133552,0.397500,2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,A,0.500000,-2.106583,-8.026391,3.048772,0.605500,-2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,A,0.500000,-2.106583,-8.026391,3.048772,0.605500,-2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,A,1,-2.249481,-8.206774,3.206865,0.604500,-2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,A,1,-2.249481,-8.206774,3.206865,0.604500,-2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,A,2,-2.153449,-8.133552,3.491187,0.600000,-2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,A,2,-2.153449,-8.133552,3.491187,0.600000,-2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,B,0.500000,-2.106583,-8.026391,3.048772,0.605500,-2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,B,0.500000,-2.106583,-8.026391,3.048772,0.605500,-2.151097,0.246331,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,B,1,-2.249481,-8.206774,3.206865,0.604500,-2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,B,1,-2.249481,-8.206774,3.206865,0.604500,-2.139682,0.256661,2000,223,1.000000,60.000000,0.000000,0
費用なし,全部順張り,B,2,-2.153449,-8.133552,3.491187,0.600000,-2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,1
費用なし,全部順張り,B,2,-2.153449,-8.133552,3.491187,0.600000,-2.047308,0.254224,2000,223,1.000000,60.000000,0.000000,0
費用なし,前段の3択(清算),A,0.500000,0.000000,-3.640374,2.826506,0.362000,-0.555382,0.272579,2000,223,0.791000,60.000000,0.265000,1
費用なし,前段の3択(清算),A,0.500000,0.034862,-6.557332,5.037687,0.492517,-0.739104,0.371301,1470,215,0.791000,60.000000,0.265000,0
費用なし,前段の3択(清算),A,1,0.000000,-3.741776,3.073445,0.369000,-0.579836,0.271301,2000,223,0.791000,60.000000,0.265000,1
費用なし,前段の3択(清算),A,1,-0.016851,-6.523271,5.052527,0.502041,-0.751560,0.369410,1470,215,0.791000,60.000000,0.265000,0
費用なし,前段の3択(清算),A,2,0.000000,-3.801867,2.999405,0.369500,-0.493858,0.269111,2000,223,0.791000,60.000000,0.265000,1
費用なし,前段の3択(清算),A,2,-0.050073,-6.648536,5.165125,0.502721,-0.640427,0.366330,1470,215,0.791000,60.000000,0.265000,0
費用なし,完全な判断(清算),A,0.500000,4.422119,0.045979,10.292772,0.239500,5.452929,0.342707,2000,223,1.000000,60.000000,0.000000,1
費用なし,完全な判断(清算),A,0.500000,4.422119,0.045979,10.292772,0.239500,5.452929,0.342707,2000,223,1.000000,60.000000,0.000000,0
費用なし,完全な判断(清算),A,1,4.128579,-0.015454,10.327856,0.251000,5.232769,0.332182,2000,223,1.000000,60.000000,0.000000,1
費用なし,完全な判断(清算),A,1,4.128579,-0.015454,10.327856,0.251000,5.232769,0.332182,2000,223,1.000000,60.000000,0.000000,0
費用なし,完全な判断(清算),A,2,3.883736,-0.581603,9.718157,0.276000,4.790845,0.305118,2000,223,1.000000,60.000000,0.000000,1
費用なし,完全な判断(清算),A,2,3.883736,-0.581603,9.718157,0.276000,4.790845,0.305118,2000,223,1.000000,60.000000,0.000000,0
費用なし,logistic_3択(出口300秒),A,0.500000,0.000000,-11.249435,6.950353,0.413000,-0.905709,0.505555,2000,223,0.820500,300.000000,0.197500,1
費用なし,logistic_3択(出口300秒),A,0.500000,-0.662252,-15.222672,10.358555,0.514642,-1.204690,0.629817,1605,222,0.820500,300.000000,0.197500,0
費用なし,logistic_3択(出口300秒),A,1,0.000000,-11.122145,6.964227,0.413500,-0.912509,0.505150,2000,223,0.820500,300.000000,0.197500,1
費用なし,logistic_3択(出口300秒),A,1,-0.693252,-15.650892,10.597189,0.515265,-1.205525,0.629395,1605,222,0.820500,300.000000,0.197500,0
費用なし,logistic_3択(出口300秒),A,2,0.000000,-10.905496,6.829856,0.416500,-0.958036,0.498165,2000,223,0.820500,300.000000,0.197500,1
費用なし,logistic_3択(出口300秒),A,2,-0.754614,-15.285169,10.358026,0.519003,-1.246664,0.620661,1605,222,0.820500,300.000000,0.197500,0
