kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day,oi_dist_vwap_bp,oi_dist_node_bp,oi_side_dist_vwap_bp,oi_side_dist_node_bp,oi_n_bins,oi_n_buckets,oi_total_delta,oi_side_total_delta,dist_vwap_bp_liqdir,dist_node_bp_liqdir,oi_dist_vwap_bp_liqdir,oi_dist_node_bp_liqdir,oi_side_dist_vwap_bp_liqdir,oi_side_dist_node_bp_liqdir,implied_leverage,implied_leverage_side,oi_covered
control,1710844427008,,,63171.0,,63171.0,45.283,73.9705,-26.2174,0.018377,207.4149,53,28569977.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844448945,,,63196.0,,63196.0,45.283,69.9853,-30.163,0.018607,203.2389,53,28571789.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844453294,,,63196.0,,63196.0,45.283,69.9853,-30.163,0.018626,203.1399,53,28562711.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844459085,,,63232.0,,63232.0,18.8679,64.2521,-35.8391,0.011361,197.2459,53,28564897.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844459386,,,63234.0,,63234.0,18.8679,63.9338,-36.1543,0.011362,196.9231,53,28564939.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844475550,,,63232.0,,63232.0,18.8679,64.2521,-35.8391,0.011825,196.9729,53,28560562.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844554937,,,63312.1,,63312.1,23.0769,51.5192,-48.4454,0.01355,183.3758,52,28554021.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844646237,,,63332.1,,63332.1,25.0,48.345,-51.588,0.014674,179.5041,52,28567655.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844668702,,,63344.0,,63344.0,26.9231,46.4572,-53.457,0.01495,177.5138,52,28576548.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844690992,,,63367.4,,63367.4,19.2308,42.7473,-57.13,0.012853,173.6162,52,28567666.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844769566,,,63196.4,,63196.4,50.0,69.9215,-30.2261,0.0196,200.4231,52,28572947.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844780488,,,63187.9,,63187.9,51.9231,71.2761,-28.8849,0.019766,201.7354,52,28574978.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844785272,,,63193.5,,63193.5,51.9231,70.3836,-29.7685,0.01981,200.8206,52,28576051.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844904644,,,63216.1,,63216.1,53.8462,66.7834,-33.3329,0.020597,195.8256,52,28572614.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710844950282,,,63159.8,,63159.8,84.6154,75.7569,-24.4488,0.028603,204.5392,52,28565885.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710845264571,SELL,136.0,62935.5,62935.5,62936.2,0.0,111.6665,1.1027,0.000626,236.4919,49,28414920.0,2024-03-19,,,,,,,,,236.4919,111.6665,,,,,,,0
liq,1710845266033,SELL,2.0,62921.4,62921.4,62957.2,4.0816,113.9324,3.3438,0.002785,238.2425,49,28472224.0,2024-03-19,,,,,,,,,238.2425,113.9324,,,,,,,0
liq,1710845267044,SELL,187.0,62940.0,62940.0,62940.0,4.0816,110.9436,0.3876,0.003367,235.0799,49,28488855.0,2024-03-19,,,,,,,,,235.0799,110.9436,,,,,,,0
liq,1710845271046,SELL,318.0,62866.0,62866.0,62873.4,2.0,122.8452,2.157,0.00171,246.6698,50,28539588.0,2024-03-19,,,,,,,,,246.6698,122.8452,,,,,,,0
liq,1710845272055,SELL,10.0,62857.6,62857.6,62857.9,2.0,124.198,3.4936,0.002034,247.9593,50,28548843.0,2024-03-19,,,,,,,,,247.9593,124.198,,,,,,,0
liq,1710845273055,SELL,514.0,62860.4,62860.4,62859.1,2.0,123.747,3.048,0.002267,247.4453,50,28555463.0,2024-03-19,,,,,,,,,247.4453,123.747,,,,,,,0
liq,1710845290069,SELL,5.0,62831.9,62831.9,62831.8,0.0,128.3391,-2.4122,0.000123,251.6397,51,28576660.0,2024-03-19,,,,,,,,,251.6397,128.3391,,,,,,,0
liq,1710845298044,SELL,217.0,62803.1,62803.1,62803.1,0.0,132.9837,2.1724,0.000855,256.0301,51,28598007.0,2024-03-19,,,,,,,,,256.0301,132.9837,,,,,,,0
liq,1710845300029,SELL,114.0,62769.0,62769.0,62777.1,0.0,138.4886,-2.3914,0.000153,261.1767,52,28645116.0,2024-03-19,,,,,,,,,261.1767,138.4886,,,,,,,0
liq,1710845301035,SELL,804.0,62800.3,62800.3,62800.3,3.8462,133.4355,2.6184,0.002517,255.9248,52,28656844.0,2024-03-19,,,,,,,,,255.9248,133.4355,,,,,,,0
liq,1710845378086,BUY,1.0,63450.0,63450.0,63450.0,46.1538,29.6736,-70.0737,0.018912,148.4385,52,28777786.0,2024-03-19,,,,,,,,,-148.4385,-29.6736,,,,,,,0
liq,1710845729037,SELL,20.0,63136.0,63136.0,63139.6,84.6154,79.5551,-20.6883,0.030185,193.2269,52,28700399.0,2024-03-19,,,,,,,,,193.2269,79.5551,,,,,,,0
liq,1710846315082,SELL,7.0,63076.0,63076.0,63077.4,48.0769,8.7919,-11.1957,0.019995,197.7815,52,28690201.0,2024-03-19,,,,,,,,,197.7815,8.7919,,,,,,,0
liq,1710846545088,SELL,12.0,62924.1,62924.1,62924.1,9.6154,32.9533,2.9146,0.004395,219.9412,52,28696724.0,2024-03-19,,,,,,,,,219.9412,32.9533,,,,,,,0
liq,1710846570073,SELL,1.0,62888.6,62888.6,62888.7,7.6923,38.6168,-1.4374,0.00395,225.5595,52,28705410.0,2024-03-19,,,,,,,,,225.5595,38.6168,,,,,,,0
liq,1710846572050,SELL,33.0,62868.0,62868.0,62869.5,9.6154,41.9062,1.8388,0.005519,228.5426,52,28749505.0,2024-03-19,,,,,,,,,228.5426,41.9062,,,,,,,0
liq,1710846629055,SELL,40.0,62760.0,62760.0,62760.0,0.0,59.1867,-0.9577,0.000917,245.1057,52,28820176.0,2024-03-19,,,,,,,,,245.1057,59.1867,,,,,,,0
liq,1710846630073,SELL,1.0,62727.9,62727.9,62727.9,1.8868,64.3344,4.1591,0.001481,250.1907,53,28835884.0,2024-03-19,,,,,,,,,250.1907,64.3344,,,,,,,0
liq,1710846632049,SELL,11.0,62737.7,62737.7,62737.8,1.8868,62.7623,2.5964,0.001894,248.4564,53,28851158.0,2024-03-19,,,,,,,,,248.4564,62.7623,,,,,,,0
liq,1710846650034,SELL,3.0,62722.2,62722.2,62722.2,0.0,65.249,-4.9268,0.000435,250.672,53,28881339.0,2024-03-19,,,,,,,,,250.672,65.249,,,,,,,0
liq,1710846819089,SELL,7.0,62697.9,62697.9,62698.0,3.7736,69.15,-1.053,0.00325,252.1024,53,29041002.0,2024-03-19,,,,,,,,,252.1024,69.15,,,,,,,0
liq,1710846823056,SELL,3.0,62680.2,62680.2,62680.1,3.7736,71.9934,1.7706,0.003465,254.9295,53,29045593.0,2024-03-19,,,,,,,,,254.9295,71.9934,,,,,,,0
liq,1710846828071,SELL,10.0,62672.0,62672.0,62672.0,3.7736,73.3112,3.0792,0.003711,256.0912,53,29037810.0,2024-03-19,,,,,,,,,256.0912,73.3112,,,,,,,0
liq,1710847036024,SELL,3.0,62633.7,62633.7,62633.8,0.0,79.4709,-0.8032,0.000684,258.0686,54,29126433.0,2024-03-19,,,,,,,,,258.0686,79.4709,,,,,,,0
liq,1710847037037,SELL,5.0,62651.4,62651.4,62651.4,0.0,76.6233,-3.6281,0.000782,255.1347,54,29127961.0,2024-03-19,,,,,,,,,255.1347,76.6233,,,,,,,0
liq,1710847284023,SELL,1.0,62620.0,62620.0,62620.0,0.0,81.6761,1.3845,0.001671,257.3123,54,29163627.0,2024-03-19,,,,,,,,,257.3123,81.6761,,,,,,,0
liq,1710847285034,SELL,12.0,62630.2,62630.2,62626.5,0.0,80.0342,-0.2444,0.001718,255.6272,54,29164644.0,2024-03-19,,,,,,,,,255.6272,80.0342,,,,,,,0
liq,1710847332058,SELL,31.0,62617.5,62617.5,62617.6,3.7037,82.0786,1.7838,0.002992,257.2039,54,29179588.0,2024-03-19,,,,,,,,,257.2039,82.0786,,,,,,,0
liq,1710847455028,SELL,9.0,62600.0,62600.0,62600.0,10.9091,84.8971,-5.4148,0.004783,258.7186,55,29198110.0,2024-03-19,,,,,,,,,258.7186,84.8971,,,,,,,0
liq,1710847459026,SELL,5.0,62588.1,62588.1,62588.1,0.0,86.8146,-3.5145,0.000367,260.5776,55,29206694.0,2024-03-19,,,,,,,,,260.5776,86.8146,,,,,,,0
liq,1710847546103,SELL,1.0,62591.9,62591.9,62591.9,0.0,86.2022,-4.1214,0.000679,258.9167,55,29225857.0,2024-03-19,,,,,,,,,258.9167,86.2022,,,,,,,0
liq,1710847563033,SELL,18.0,62588.6,62588.6,62588.6,0.0,86.734,-3.5944,0.000848,259.3783,55,29226409.0,2024-03-19,,,,,,,,,259.3783,86.734,,,,,,,0
liq,1710847578094,SELL,20.0,62558.3,62558.3,62558.4,0.0,91.6195,1.2474,0.001822,264.047,55,29251535.0,2024-03-19,,,,,,,,,264.047,91.6195,,,,,,,0
liq,1710847614059,SELL,9.0,62550.0,62550.0,62550.1,1.8182,92.9586,2.5745,0.00263,264.9657,55,29244555.0,2024-03-19,,,,,,,,,264.9657,92.9586,,,,,,,0
liq,1710847616044,SELL,8.0,62551.9,62551.9,62551.9,1.8182,92.652,2.2707,0.002738,264.6248,55,29247590.0,2024-03-19,,,,,,,,,264.6248,92.652,,,,,,,0
liq,1710847665044,SELL,21.0,62527.9,62527.9,62525.8,0.0,96.5259,-3.8863,0.000851,267.5375,56,29299672.0,2024-03-19,,,,,,,,,267.5375,96.5259,,,,,,,0
liq,1710847912037,BUY,383.0,62864.0,62864.0,62863.9,21.4286,42.5452,12.4777,0.008645,209.7196,56,29350837.0,2024-03-19,,,,,,,,,-209.7196,-42.5452,,,,,,,0
control,1710848226545,,,62803.9,,62803.9,25.0,52.1553,22.0591,0.009677,214.6071,56,29144110.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848231567,,,62924.0,,62924.0,8.9286,32.9693,2.9305,0.006641,194.9547,56,29156126.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848301456,,,62882.5,,62882.5,28.5714,39.5907,19.5416,0.012049,200.74,56,29207326.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848345310,,,62946.0,,62946.0,10.7143,29.4627,9.4338,0.007607,190.1015,56,29204450.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848355170,,,62947.3,,62947.3,12.5,29.2556,9.2271,0.007801,189.7393,56,29188241.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848383325,,,63051.7,,63051.7,66.0714,12.6493,-7.346,0.022051,171.95,56,29138289.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848516000,,,62907.3,,62907.3,30.3571,35.6327,-64.1738,0.013246,192.5799,56,28780897.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710848594557,,,62973.7,,62973.7,25.0,25.0511,-74.6503,0.010635,180.8379,56,28775041.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710848945075,BUY,9.0,63199.9,63199.9,63199.9,85.7143,-10.8298,-110.1743,0.027788,140.2933,56,28634557.0,2024-03-19,,,,,,,,,-140.2933,10.8298,,,,,,,0
liq,1710848952073,BUY,8.0,63254.6,63254.6,63251.9,51.7857,-19.468,-118.7266,0.01857,131.3913,56,28652660.0,2024-03-19,,,,,,,,,-131.3913,19.468,,,,,,,0
liq,1710848960026,BUY,3.0,63287.8,63287.8,63287.8,51.7857,-24.7037,-123.9102,0.018832,125.9341,56,28646838.0,2024-03-19,,,,,,,,,-125.9341,24.7037,,,,,,,0
control,1710849273242,,,63130.9,,63130.9,96.4286,0.0881,-99.365,0.039796,144.8958,56,28323897.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849296531,,,63144.0,,63144.0,96.4286,-1.9866,-101.419,0.039954,142.6707,56,28318983.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849316703,,,63188.2,,63188.2,87.5,-8.9802,-108.3431,0.029608,135.2831,56,28320908.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849348406,,,63186.0,,63186.0,87.5,-8.6323,-107.9986,0.029895,135.2412,56,28303965.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849361542,,,63213.5,,63213.5,87.5,-12.9789,-112.302,0.030147,130.7114,56,28303191.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849398330,,,63269.2,,63269.2,56.3636,-21.7711,-121.0068,0.020724,121.5117,55,28299372.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710849428554,,,63266.0,,63266.0,60.0,-21.2664,-120.5071,0.021095,121.7986,55,28293074.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710849853029,SELL,101.0,63114.7,63114.7,63114.7,98.1132,2.6548,-96.8238,0.042637,141.1233,53,28454016.0,2024-03-19,,,,,,,,,141.1233,2.6548,,,,,,,0
liq,1710850282070,BUY,22.0,63600.0,63600.0,63599.9,88.4615,-3.9773,157.1642,0.032318,60.3202,52,28827088.0,2024-03-19,,,,,,,,,-60.3202,3.9773,,,,,,,0
liq,1710850316042,BUY,6.0,63646.4,63646.4,63646.3,92.3077,-1.276,149.7593,0.034696,52.7915,52,28894454.0,2024-03-19,,,,,,,,,-52.7915,1.276,,,,,,,0
liq,1710850460040,SELL,34.0,63279.9,63279.9,63280.0,57.6923,-13.4818,-122.6772,0.022011,110.2337,52,29044655.0,2024-03-19,,,,,,,,,110.2337,-13.4818,,,,,,,0
liq,1710850654095,SELL,7.0,63168.7,63168.7,63168.7,90.3846,4.0981,-105.2895,0.035368,125.5156,52,28961808.0,2024-03-19,,,,,,,,,125.5156,4.0981,,,,,,,0
liq,1710850660068,SELL,16.0,63091.5,63091.5,63091.6,78.8462,6.333,-93.1822,0.02977,137.3439,52,29045601.0,2024-03-19,,,,,,,,,137.3439,6.333,,,,,,,0
control,1710850981913,,,63194.7,,63194.7,94.2308,-0.0178,-109.3605,0.037765,117.3712,52,29171791.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851084646,,,63256.9,,63256.9,67.3077,-9.8507,-119.0859,0.023842,106.6293,52,29160740.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851089471,,,63269.8,,63269.8,67.3077,-11.8876,-121.1005,0.023884,104.5606,52,29161581.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851163035,,,63219.7,,63219.7,94.2308,-3.9723,-113.2717,0.039887,110.8524,52,29049426.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851171240,,,63211.5,,63211.5,94.2308,-2.6756,-111.9892,0.040016,111.9479,52,29036386.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851265078,,,63196.1,,63196.1,96.1538,-0.2394,-109.5796,0.041002,113.1961,52,28953235.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710851358476,,,63231.9,,63231.9,69.2308,-5.9009,-115.1792,0.025017,107.0217,52,28956867.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710851744862,SELL,440.0,63520.0,63520.0,63520.1,84.3137,18.6207,-160.0126,0.033451,58.6033,51,29046238.0,2024-03-19,,,,,,,,,58.6033,18.6207,,,,,,,0
liq,1710851823069,BUY,188.0,63697.7,63697.7,63699.0,94.0,0.662,-187.4636,0.040703,29.8612,50,29152510.0,2024-03-19,,,,,,,,,-29.8612,-0.662,,,,,,,0
liq,1710852164044,BUY,43.0,63736.4,63736.4,63742.9,88.0,-5.4102,-193.4217,0.035301,21.4203,50,29218492.0,2024-03-19,,,,,,,,,-21.4203,5.4102,,,,,,,0
liq,1710852169115,BUY,1000.0,63744.5,63744.5,63744.0,88.0,-6.6803,-194.6678,0.035337,20.1385,50,29223669.0,2024-03-19,,,,,,,,,-20.1385,6.6803,,,,,,,0
liq,1710852171074,BUY,1.0,63776.3,63776.3,63776.3,88.0,-11.6631,-199.5569,0.035649,15.1312,50,29232363.0,2024-03-19,,,,,,,,,-15.1312,11.6631,,,,,,,0
liq,1710852255051,SELL,163.0,63764.5,63764.5,63764.5,90.0,0.1755,-197.7433,0.040643,16.2317,50,29346256.0,2024-03-19,,,,,,,,,16.2317,0.1755,,,,,,,0
control,1710852581888,,,63492.0,,63492.0,86.0,13.0259,-155.6732,0.035801,57.0339,50,29369741.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852609753,,,63607.7,,63607.7,88.0,-5.1874,-173.5797,0.040563,38.6286,50,29385223.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852642372,,,63499.9,,63499.9,86.0,11.7802,-156.8979,0.036625,55.5341,50,29403004.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852744121,,,63680.0,,63680.0,94.0,3.4418,-184.7362,0.04394,26.8043,50,29430267.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852759254,,,63688.2,,63688.2,94.0,2.1538,-186.0,0.044386,25.4169,50,29433226.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852801804,,,63776.1,,63776.1,92.0,-1.6434,-199.5262,0.044133,11.4773,50,29442396.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852804875,,,63796.5,,63796.5,92.0,-4.8405,-202.6601,0.044165,8.2746,50,29444592.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852835696,,,63740.4,,63740.4,92.0,3.9565,-194.0371,0.044935,16.9666,50,29470148.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852912537,,,63659.4,,63659.4,88.0,6.6788,-181.56,0.041871,29.2292,50,29464558.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852924733,,,63659.7,,63659.7,88.0,6.6317,-181.6063,0.042084,29.1444,50,29467400.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710852997259,,,63619.6,,63619.6,90.0,2.936,-175.4177,0.043945,35.0778,50,29501840.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853068334,,,63692.0,,63692.0,94.0,1.557,-186.5855,0.045522,23.3818,50,29510718.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853068736,,,63692.0,,63692.0,94.0,1.557,-186.5855,0.045528,23.3817,50,29510887.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853159414,,,63597.0,,63597.0,96.0,-3.5058,-171.9264,0.047816,37.9453,50,29576678.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710853460060,SELL,13.0,63395.6,63395.6,63400.9,72.0,28.2518,-140.7038,0.025908,68.6303,50,29672908.0,2024-03-19,,,,,,,,,68.6303,28.2518,,,,,,,0
control,1710853827556,,,63320.0,,63320.0,80.8511,-29.7764,-128.9324,0.033628,78.5601,47,29810233.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853933958,,,63470.5,,63470.5,76.5957,16.4177,-152.3385,0.032576,54.1509,47,29773656.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853963249,,,63393.4,,63393.4,78.7234,28.5998,-140.3617,0.033302,66.163,47,29752591.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710853984518,,,63356.9,,63356.9,78.7234,34.3773,-134.6815,0.033415,71.8938,47,29748430.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854164120,,,63310.0,,63310.0,82.9787,-28.2016,-127.3733,0.035716,78.4231,47,29793844.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854228498,,,63278.6,,63278.6,70.2128,-23.2534,-122.4743,0.027568,83.0652,47,29794254.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854314999,,,63255.8,,63255.8,70.2128,-19.6573,-118.914,0.02827,86.4115,47,29805982.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854329086,,,63311.9,,63311.9,82.9787,-28.5008,-127.6696,0.036631,77.3888,47,29805501.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854343708,,,63280.1,,63280.1,70.2128,-23.4899,-122.7084,0.028346,82.3922,47,29802667.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854354783,,,63291.4,,63291.4,82.9787,-25.2711,-124.4719,0.036913,80.5374,47,29805886.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854362597,,,63314.8,,63314.8,82.9787,-28.9575,-128.1217,0.03706,76.7961,47,29811009.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710854362875,,,63314.8,,63314.8,82.9787,-28.9575,-128.1217,0.03706,76.7961,47,29811009.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710854670096,BUY,6.0,63740.0,63740.0,63740.0,89.3617,4.0193,-193.9756,0.044613,7.9416,47,29784260.0,2024-03-19,,,,,,,,,-7.9416,-4.0193,,,,,,,0
control,1710855022975,,,63656.1,,63656.1,91.4894,-2.7996,-181.051,0.04953,19.3505,47,29911989.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855152747,,,63547.7,,63547.7,97.8723,4.2494,-164.3018,0.052727,35.0326,47,29773678.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855153514,,,63536.1,,63536.1,85.1064,6.0759,-162.5061,0.039236,36.8469,47,29771446.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855218673,,,63531.9,,63531.9,85.1064,6.7374,-161.8557,0.039442,36.9124,47,29718729.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855234858,,,63564.1,,63564.1,97.8723,1.6683,-166.8395,0.053545,31.7557,47,29717277.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855246395,,,63547.9,,63547.9,97.8723,4.2179,-164.3328,0.053658,34.2115,47,29706338.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855287628,,,63471.9,,63471.9,76.5957,16.1968,-152.5557,0.034148,46.0146,47,29689139.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855342657,,,63542.8,,63542.8,85.1064,5.0209,-163.5434,0.040195,34.5809,47,29682907.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855420520,,,63668.1,,63668.1,91.4894,-4.6839,-182.9017,0.0516,14.1176,47,29639039.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710855441600,,,63731.8,,63731.8,95.7447,-4.6889,-192.7139,0.052771,4.0103,47,29645773.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710855756090,SELL,43.0,63247.1,63247.1,63247.2,70.2128,-18.2845,-117.5548,0.02893,79.2273,47,29633552.0,2024-03-19,,,,,,,,,79.2273,-18.2845,,,,,,,0
liq,1710855777099,SELL,21.0,63209.5,63209.5,63209.6,87.234,-12.3469,-111.6763,0.042599,85.0992,47,29649143.0,2024-03-19,,,,,,,,,85.0992,-12.3469,,,,,,,0
liq,1710855790039,SELL,10.0,63180.0,63180.0,63180.0,87.234,-7.6835,-107.0592,0.043094,89.6564,47,29656499.0,2024-03-19,,,,,,,,,89.6564,-7.6835,,,,,,,0
liq,1710855870071,SELL,576.0,63140.7,63140.7,63140.8,89.3617,-1.464,-100.9017,0.049483,95.4235,47,29692265.0,2024-03-19,,,,,,,,,95.4235,-1.464,,,,,,,0
liq,1710855882049,SELL,5.0,63113.1,63113.1,63113.2,89.3617,2.9084,-96.5727,0.050272,99.6936,47,29731551.0,2024-03-19,,,,,,,,,99.6936,2.9084,,,,,,,0
control,1710856208831,,,63136.1,,63136.1,93.617,-0.7356,-100.1804,0.052875,93.3945,47,29715995.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856228621,,,63087.3,,63087.3,78.7234,6.9992,-92.5226,0.035304,101.0058,47,29736926.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856239038,,,63073.4,,63073.4,78.7234,9.2045,-90.3392,0.035478,103.0239,47,29714181.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856460115,,,63295.0,,63295.0,85.1064,-25.8384,-125.0336,0.041941,65.939,47,29697970.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856497228,,,63296.9,,63296.9,85.1064,-26.1378,-125.33,0.042411,65.5397,47,29708883.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856656375,,,63494.4,,63494.4,82.9787,12.6474,-156.0453,0.042317,33.6117,47,29852238.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856661768,,,63488.6,,63488.6,82.9787,13.5621,-155.146,0.042382,34.5192,47,29853259.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856680372,,,63500.0,,63500.0,82.9787,11.7644,-156.9134,0.042494,32.6974,47,29859062.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856742399,,,63488.0,,63488.0,85.1064,13.6568,-155.053,0.043447,34.4147,47,29893558.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856920854,,,63280.0,,63280.0,74.4681,-23.4741,-122.6928,0.032052,66.2102,47,29957457.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856923559,,,63251.0,,63251.0,74.4681,-18.9,-118.1642,0.032339,70.7977,47,29965432.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856941176,,,63167.6,,63167.6,87.234,-5.7219,-105.1172,0.050012,83.9862,47,29988322.0,2024-03-19,,,,,,,,,,,,,,,,,0
control,1710856949856,,,63172.8,,63172.8,87.234,-6.5446,-105.9317,0.050039,83.1419,47,29988277.0,2024-03-19,,,,,,,,,,,,,,,,,0
liq,1710857385037,SELL,15.0,63038.9,63038.9,63040.0,80.8511,14.6824,-84.9159,0.040602,101.404,47,30229243.0,2024-03-19,,,,,,,,,101.404,14.6824,,,,,,,0
liq,1710857392041,SELL,126.0,62918.9,62918.9,62924.1,38.2979,33.7825,-66.0056,0.011179,120.4065,47,30298425.0,2024-03-19,,,,,,,,,120.4065,33.7825,,,,,,,0
liq,1710857393092,SELL,23.0,62918.1,62918.1,62918.2,38.2979,33.9101,-65.8793,0.011623,120.4532,47,30318851.0,2024-03-19,,,,,,,,,120.4532,33.9101,,,,,,,0
liq,1710857404035,SELL,7.0,62891.7,62891.7,62891.8,44.6809,38.122,-61.7093,0.013691,124.4794,47,30371883.0,2024-03-19,,,,,,,,,124.4794,38.122,,,,,,,0
liq,1710857406022,SELL,39.0,62867.5,62867.5,62867.5,48.9362,41.9861,-57.8837,0.014801,128.2322,47,30405831.0,2024-03-19,,,,,,,,,128.2322,41.9861,,,,,,,0
liq,1710857418109,SELL,45.0,62806.4,62806.4,62806.4,36.1702,51.7552,-48.2117,0.01001,137.8419,47,30457049.0,2024-03-19,,,,,,,,,137.8419,51.7552,,,,,,,0
liq,1710857423080,SELL,379.0,62732.5,62732.5,62732.7,38.2979,63.5964,-36.4883,0.011789,149.5557,47,30473375.0,2024-03-19,,,,,,,,,149.5557,63.5964,,,,,,,0
liq,1710857904086,SELL,18.0,62649.9,62649.9,62649.9,20.4545,76.8646,-23.352,0.008085,158.3401,44,30785932.0,2024-03-19,,,,,,,,,158.3401,76.8646,,,,,,,0
liq,1710857912048,SELL,3.0,62631.5,62631.5,62631.6,20.4545,79.825,-20.4211,0.00817,161.2531,44,30788118.0,2024-03-19,,,,,,,,,161.2531,79.825,,,,,,,0
liq,1710858049049,SELL,460.0,62606.2,62606.2,62606.3,27.907,83.8984,-16.3882,0.012237,163.7517,43,30937376.0,2024-03-19,,,,,,,,,163.7517,83.8984,,,,,,,0
