code,name,market,perk_flag,kenri_month
7283,愛三工業,prime,0,
6118,アイダエンジニアリング,prime,0,
5013,ユシロ,standard,0,
268A,リガク・ホールディングス,prime,0,
8103,明和産業,prime,0,
9716,乃村工藝社,prime,0,
6138,ダイジェット工業,standard,0,
5901,東洋製罐グループホールディングス,prime,0,
6099,エラン,prime,0,
6349,小森コーポレーション,prime,0,
3918,ＰＣＩホールディングス,standard,0,
4536,参天製薬,prime,0,
6254,野村マイクロ・サイエンス,prime,0,
5742,エヌアイシ・オートテック,standard,0,
6539,ＭＳ－Ｊａｐａｎ,prime,0,
4243,ニックス,standard,0,
4046,大阪ソーダ,prime,0,
5951,ダイニチ工業,standard,0,
8595,ジャフコ　グループ,prime,0,
5380,新東,standard,0,
9087,タカセ,standard,0,
9220,エフビー介護サービス,standard,0,
9932,杉本商事,prime,0,
5542,新報国マテリアル,standard,0,
1981,協和日成,standard,0,
6965,浜松ホトニクス,prime,0,
2485,ティア,standard,0,
6334,明治機械,standard,0,
5851,リョービ,prime,0,
1893,五洋建設,prime,0,
6994,指月電機製作所,standard,0,
2429,ワールドホールディングス,prime,0,
1429,日本アクア,prime,0,
1975,朝日工業社,prime,0,
1799,第一建設工業,standard,0,
9075,福山通運,prime,0,
7115,アルファパーチェス,standard,0,
6986,双葉電子工業,prime,0,
7183,あんしん保証,standard,0,
6445,ジャノメ,prime,0,
5189,櫻護謨,standard,0,
5831,しずおかフィナンシャルグループ,prime,0,
6857,アドバンテスト,prime,0,
5802,住友電気工業,prime,0,
4673,川崎地質,standard,0,
3920,アイビーシー,standard,0,
3480,ジェイ・エス・ビー,prime,0,
7477,ムラキ,standard,0,
8345,岩手銀行,prime,0,
3104,富士紡ホールディングス,prime,0,
4212,積水樹脂,prime,0,
3417,大木ヘルスケアホールディングス,standard,0,
5391,エーアンドエーマテリアル,standard,0,
8416,高知銀行,standard,0,
9845,パーカーコーポレーション,standard,0,
6703,沖電気工業,prime,0,
5726,大阪チタニウムテクノロジーズ,prime,0,
6999,ＫＯＡ,prime,0,
4752,昭和システムエンジニアリング,standard,0,
7366,ＬＩＴＡＬＩＣＯ,prime,0,
6744,能美防災,prime,0,
6266,タツモ,prime,0,
6633,ＣＧＳホールディングス,standard,0,
7224,新明和工業,prime,0,
2332,クエスト,standard,0,
4334,ユークス,standard,0,
6834,精工技研,standard,0,
6566,要興業,standard,0,
6497,ハマイ,standard,0,
4464,ソフト９９コーポレーション,standard,0,
7807,幸和製作所,standard,0,
6982,リード,standard,0,
7749,メディキット,standard,0,
5201,ＡＧＣ,prime,0,
9812,テーオーホールディングス,standard,0,
5268,旭コンクリート工業,standard,0,
3878,巴川コーポレーション,standard,0,
7161,じもとホールディングス,standard,0,
2440,ぐるなび,standard,0,
8944,ランドビジネス,standard,0,
2929,ファーマフーズ,prime,0,
9034,南総通運,standard,0,
9984,ソフトバンクグループ,prime,0,
8014,蝶理,prime,0,
6317,北川鉄工所,standard,0,
4595,ミズホメディー,standard,0,
7760,ＩＭＶ,standard,0,
7367,セルム,standard,0,
6875,メガチップス,prime,0,
4183,三井化学,prime,0,
9365,トレーディア,standard,0,
7060,ギークス,standard,0,
4705,クリップコーポレーション,standard,0,
7270,ＳＵＢＡＲＵ,prime,0,
5482,愛知製鋼,prime,0,
6768,タムラ製作所,prime,0,
7220,武蔵精密工業,prime,0,
2180,サニーサイドアップグループ,standard,0,
7222,日産車体,standard,0,
9715,トランス・コスモス,prime,0,
5194,相模ゴム工業,standard,0,
6357,三精テクノロジーズ,standard,0,
6464,ツバキ・ナカシマ,prime,0,
7943,ニチハ,prime,0,
4552,ＪＣＲファーマ,prime,0,
6035,アイ・アールジャパンホールディングス,standard,0,
9896,ＪＫホールディングス,standard,0,
3321,ミタチ産業,standard,0,
5962,浅香工業,standard,0,
5966,京都機械工具,standard,0,
3933,チエル,standard,0,
5388,クニミネ工業,standard,0,
8699,ＨＳホールディングス,standard,0,
3524,日東製網,standard,0,
8999,グランディハウス,prime,0,
94345,ソフトバンク第１回社債型種類株式,prime,0,
7461,キムラ,standard,0,
7414,小野建,prime,0,
5942,日本フイルコン,standard,0,
1926,ライト工業,prime,0,
1942,関電工,prime,0,
4186,東京応化工業,prime,0,
7164,全国保証,prime,0,
6776,天昇電気工業,standard,0,
2587,サントリービバレッジ＆フード,prime,0,
5819,カナレ電気,standard,0,
6635,大日光・エンジニアリング,standard,0,
8056,ＢＩＰＲＯＧＹ,prime,0,
8591,オリックス,prime,0,
6257,藤商事,standard,0,
4886,あすか製薬ホールディングス,prime,0,
3496,アズーム,prime,0,
7931,未来工業,prime,0,
3854,アイル,prime,0,
2153,Ｅ・Ｊホールディングス,prime,0,
8002,丸紅,prime,0,
6340,澁谷工業,prime,0,
1929,日特建設,prime,0,
5602,栗本鐵工所,prime,0,
6526,ソシオネクスト,prime,0,
2435,シダー,standard,0,
3627,テクミラホールディングス,standard,0,
8050,セイコーグループ,prime,0,
6699,ダイヤモンドエレクトリックホールディングス,standard,0,
6005,三浦工業,prime,0,
4502,武田薬品工業,prime,0,
5817,ＪＭＡＣＳ,standard,0,
7949,小松ウオール工業,prime,0,
9361,伏木海陸運送,standard,0,
6627,テラプローブ,standard,0,
7508,Ｇ‐７ホールディングス,prime,0,
6284,日精エー・エス・ビー機械,prime,0,
7821,前田工繊,prime,0,
6200,インソース,prime,0,
3611,マツオカコーポレーション,standard,0,
4109,ステラ　ケミファ,prime,0,
1968,太平電業,prime,0,
6718,アイホン,prime,0,
8078,阪和興業,prime,0,
6454,マックス,prime,0,
7575,日本ライフライン,prime,0,
6384,昭和真空,standard,0,
3571,ソトー,standard,0,
4776,サイボウズ,prime,0,
1951,エクシオグループ,prime,0,
4612,日本ペイントホールディングス,prime,0,
8585,オリエントコーポレーション,prime,0,
5958,三洋工業,standard,0,
7181,かんぽ生命保険,prime,0,
8141,新光商事,prime,0,
7795,ＫＹＯＲＩＴＳＵ,standard,0,
4063,信越化学工業,prime,0,
5406,神戸製鋼所,prime,0,
4887,サワイグループホールディングス,prime,0,
4644,イマジニア,standard,0,
6436,アマノ,prime,0,
6763,帝国通信工業,prime,0,
4503,アステラス製薬,prime,0,
6145,ＮＩＴＴＯＫＵ,standard,0,
8630,ＳＯＭＰＯホールディングス,prime,0,
1994,高橋カーテンウォール工業,standard,0,
5284,ヤマウホールディングス,standard,0,
1718,美樹工業,standard,0,
4685,菱友システムズ,standard,0,
4125,三和油化工業,standard,0,
3023,ラサ商事,standard,0,
4099,四国化成ホールディングス,prime,0,
6837,京写,standard,0,
5282,ジオスター,standard,0,
7509,アイエーグループ,standard,0,
5987,オーネックス,standard,0,
6753,シャープ,prime,0,
6894,パルステック工業,standard,0,
6874,協立電機,standard,0,
2585,ライフドリンク　カンパニー,prime,0,
1850,南海辰村建設,standard,0,
6269,三井海洋開発,prime,0,
4548,生化学工業,prime,0,
4996,クミアイ化学工業,prime,0,
6964,サンコー,standard,0,
7199,プレミアグループ,prime,0,
1662,石油資源開発,prime,0,
7256,河西工業,standard,0,
7775,大研医器,standard,0,
6927,ヘリオス　テクノ　ホールディング,standard,0,
4819,デジタルガレージ,prime,0,
6307,サンセイ,standard,0,
3825,リミックスポイント,standard,0,
6859,エスペック,prime,0,
6246,テクノスマート,standard,0,
7447,ナガイレーベン,prime,0,
6508,明電舎,prime,0,
5713,住友金属鉱山,prime,0,
6800,ヨコオ,prime,0,
3443,川田テクノロジーズ,prime,0,
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,standard,0,
6248,横田製作所,standard,0,
3791,ＩＧポート,standard,0,
6809,ＴＯＡ,prime,0,
2914,日本たばこ産業,prime,0,
7733,オリンパス,prime,0,
4172,Ｈｉクラテス,standard,0,
8572,アコム,standard,0,
8066,三谷商事,standard,0,
5333,ＮＧＫ,prime,0,
3925,ダブルスタンダード,prime,0,
3440,日創グループ,standard,0,
6178,日本郵政,prime,0,
8708,アイザワ証券グループ,prime,0,
3865,北越コーポレーション,prime,0,
4248,竹本容器,standard,0,
9928,ミロク情報サービス,prime,0,
3252,地主,prime,0,
6209,リケンＮＰＲ,prime,0,
8130,サンゲツ,prime,0,
5408,中山製鋼所,prime,0,
9753,アイエックス・ナレッジ,standard,0,
7781,平山ホールディングス,standard,0,
6912,菊水ホールディングス,standard,0,
6770,アルプスアルパイン,prime,0,
3393,スターティアホールディングス,prime,0,
4966,上村工業,standard,0,
