regime,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
2007-09..2011-02-13,787,-12.35403354915861,146.3241094456567,-0.7845650652145487,-1.4260196507085965,0.4675984752223634
2011-02-14..2016-07-18,1266,-2.3326817707235628,103.83798402265151,7.363625391914146,-1.9695953011862812,0.48973143759873616
2016-07-19..2020-12-20,1025,-1.407827372494846,87.54342720431866,4.4075461566943455,1.7979392936559018,0.48292682926829267
