nights,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
1,2402,-5.5592406416287234,106.81313297593455,3.316920809740986,1.0577340975414489,0.4750208159866778
2,38,6.511008048605053,137.68015487387157,15.799281581063607,-0.5662785417485583,0.5
3,522,-3.489769954923832,114.63139914944234,5.411426418303241,-6.64202982509517,0.5057471264367817
4,88,12.155688682684316,164.9330737194053,21.060707880455585,-3.0023720018790665,0.5227272727272727
5,12,0.09872669925191364,150.8074608930346,8.921421400662398,-27.708322344958034,0.5833333333333334
6,10,29.36485529992226,243.18243426478634,38.170464999552344,-10.026921965716307,0.5
7,5,-98.38174300450905,223.2289876024492,-90.68525179456466,-33.71047677403394,0.2
11,1,-63.910112359550126,,-58.426966292134395,40.613718411552924,0.0
