weekday,n,mean_r_net_bps,sd_bps,mean_gross_bps,mean_r_day_bps,hit_rate
Friday,610,-1.6094604004577868,125.19887728203474,7.258230075461674,-4.988545675941341,0.5049180327868853
Monday,593,-15.132924293119173,103.72907574463076,-6.219906924802614,-2.457630571943229,0.43676222596964587
Thursday,610,-3.4228432893617247,111.1518036534656,5.447572291628662,-0.42282508609782427,0.5016393442622951
Tuesday,657,1.8587134738188833,108.3756314079538,10.758649378747343,5.8360486088066805,0.4824961948249619
Wednesday,608,-5.421822331283729,108.42610608795933,3.440895676146387,-1.3961680631446725,0.4819078947368421
