draw,null_mean_bps,null_sharpe
0,-4.2262455015129,-0.5768677112014386
1,1.4471430972711474,0.19740516373134362
2,1.5816643051877632,0.21575875802367925
3,-1.0238117572873469,-0.13965257451997512
4,-0.8933221656248359,-0.12185198042339135
5,3.365344331701816,0.45923734656624365
6,-1.920178321417747,-0.26194873600024493
7,-1.7554457027258126,-0.2394702737585552
8,-1.642254178089691,-0.22402572621355077
9,-3.2887250649093938,-0.44877265329647825
10,-1.1161305989902728,-0.1522464886790337
11,-0.5819164284174301,-0.0793737883409507
12,1.924875265337778,0.2625896782203211
13,-1.1287436915620717,-0.15396716004586625
14,-1.1935877421221426,-0.16281324523982044
15,4.0745688109856655,0.5561362899816003
16,-4.694901525971323,-0.6409451110863449
17,-0.43557090873787113,-0.05941180766299446
18,-0.6266056594691347,-0.0854696141042612
19,-5.1786355557494135,-0.7071197099159662
20,-3.457720736192809,-0.4718550210135111
21,3.660910100863876,0.499612063465772
22,-1.1256765897825296,-0.15354874711636973
23,-5.833456864983735,-0.7967633016158403
24,0.7109397361315146,0.09697330133859065
25,-0.7258118247291818,-0.09900196241171377
26,-2.48237146932189,-0.33867612804148994
27,-1.0294224002272796,-0.14041795649890276
28,-2.03956410300619,-0.2782404904478278
29,0.156888035182817,0.02139936332738507
30,0.4257972524193795,0.058078662799860056
31,-0.09709358844530054,-0.013243455497818385
32,-1.1065756186581246,-0.15094300723336398
33,-1.6396326997733521,-0.22366804395438186
34,-1.976751426010198,-0.2696687621752493
35,-0.15356401530518932,-0.020945969639265365
36,3.115046995744036,0.42505395094944615
37,-0.12288371217055517,-0.016761202973206116
38,3.708040007467743,0.5060510273110604
39,-1.0933296859851747,-0.14913601500750376
40,-3.043017930877694,-0.4152180689117167
41,-2.616494533034227,-0.3569846550798975
42,-3.3340524382441648,-0.454963408381397
43,0.3283192254195999,0.04478254693526549
44,2.3833674144194354,0.3251624811696765
45,-0.12576108747056072,-0.01715367428599765
46,-0.9859790627163398,-0.13449161350226255
47,5.494130986863972,0.7503006253091433
48,-0.9150790881836043,-0.12481989046961638
49,1.4022386725385032,0.19127875914444484
50,0.06411805830113623,0.008745628671410079
51,-0.038727976645792056,-0.005282450474786328
52,-2.9068811093996483,-0.39662939992439106
53,-1.1694373561852014,-0.15951860856007535
54,0.9532349438798293,0.13002484984059084
55,-1.1704843029151488,-0.15966143434462707
56,1.2126051412997307,0.16540764718600942
57,1.5884686983439587,0.2166871494494646
58,4.0530404762999845,0.5531940140646634
59,-1.42621447282834,-0.19454981599960702
60,4.35223250168186,0.5940902497747255
61,-2.359599435361561,-0.321918364963702
62,0.36727694486227075,0.05009641105393366
63,1.9399709977141852,0.2646496424807806
64,-1.3759847896203512,-0.18769693012772057
65,-1.7404034194825366,-0.23741777068332767
66,1.3388826326846082,0.18263511911437866
67,2.6558810298607174,0.3623614158356166
68,0.6614476104107812,0.09022225187339813
69,0.6064251641366755,0.08271689270709222
70,-1.222854712623409,-0.16680592571377895
71,4.970031664282542,0.6785781138469136
72,1.0092988748794243,0.13767278871728672
73,-2.3031602602956354,-0.3142150976484234
74,-1.0729264528963416,-0.14635264581441146
75,0.3726159935905968,0.0508246629547344
76,-0.18008982881444907,-0.024564071318109247
77,-1.4873781149791339,-0.20289459254511324
78,0.7567527370490413,0.10322254492287597
79,-0.3379147910728422,-0.046091388181043136
80,-2.44426820992918,-0.3334750968483302
81,0.5053238380866194,0.06892627811684242
82,-0.17015094890851165,-0.0232084148705965
83,3.949596301789769,0.5390571620793111
84,1.7365887647290097,0.2368972672772436
85,-0.22517883881792575,-0.03071418936184664
86,-3.568181826459665,-0.4869441540388353
87,-0.7688661834895084,-0.10487492020419227
88,1.3709129036024443,0.1870049740472155
89,-1.2581687166160531,-0.1716236048965364
