date,date_t1,open_t,close_t,open_t1,close_t1,r,r_night_bps,r_day_bps,nights,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,roll_monthly,roll_quarterly,nightless_marked,is_glitch,night_open,night_close,has_night,leg_b_bps,leg_a_bps,leg_c_bps,split,regime,weekday,month,year,vol20,vol_tercile,sq_dist_td
2011-12-28,2011-12-29,8450.0,8420.0,8360.0,8390.0,-0.0071258907363420665,-71.25890736342066,-35.502958579881614,1,14.489311163895486,2.612826603325416,-85.74821852731614,-73.87173396674608,-722.0,False,False,False,False,8410.0,8370.0,True,-47.56242568371039,-11.87648456057011,-11.947431302270495,train,2011-02-14..2016-07-18,Wednesday,12,2011,0.011575203885365232,mid,9
2011-12-29,2011-12-30,8360.0,8390.0,8440.0,8440.0,0.005959475566150285,59.59475566150285,35.88516746411585,1,14.541120381406436,2.6221692491060784,45.053635280096415,56.97258641239677,378.0,False,False,False,False,8400.0,8420.0,True,23.809523809523725,11.918951132301459,23.75296912114022,train,2011-02-14..2016-07-18,Thursday,12,2011,0.010647915546549553,mid,8
2011-12-30,2012-01-04,8440.0,8440.0,8530.0,8530.0,0.010663507109004655,106.63507109004655,0.0,5,14.454976303317537,2.6066350710900474,92.18009478672901,104.0284360189565,778.0,False,False,False,False,8450.0,8420.0,True,-35.502958579881614,11.848341232227888,130.6413301662701,train,2011-02-14..2016-07-18,Friday,12,2011,0.010558895037314765,mid,7
2012-01-04,2012-01-05,8530.0,8530.0,8500.0,8500.0,-0.003516998827667095,-35.16998827667095,0.0,1,14.302461899179367,2.5791324736225087,-49.47245017585031,-37.74912075029346,-422.0,False,False,False,False,8530.0,8510.0,True,-23.446658851113966,0.0,-11.75088131609825,train,2011-02-14..2016-07-18,Wednesday,1,2012,0.009406237024034324,low,6
2012-01-05,2012-01-06,8500.0,8500.0,8490.0,8390.0,-0.0011764705882353343,-11.764705882353343,0.0,1,14.352941176470589,2.5882352941176467,-26.117647058823934,-14.35294117647099,-222.0,False,False,False,False,8490.0,8480.0,True,-11.778563015312216,-11.764705882353343,11.79245283018826,train,2011-02-14..2016-07-18,Thursday,1,2012,0.009602725304081362,low,5
2012-01-06,2012-01-10,8490.0,8390.0,8400.0,8420.0,0.0011918951132301459,11.918951132301459,-117.78563015312105,4,14.541120381406436,2.6221692491060784,-2.622169249104978,9.29678188319538,-22.0,False,False,False,False,8400.0,8370.0,True,-35.71428571428559,11.918951132301459,35.84229390680926,train,2011-02-14..2016-07-18,Friday,1,2012,0.009594610651696334,low,4
2012-01-10,2012-01-11,8400.0,8420.0,8430.0,8430.0,0.0011876484560569,11.876484560569,23.809523809523725,1,14.489311163895486,2.612826603325416,-2.6128266033264858,9.263657957243584,-22.0,False,False,False,False,8420.0,8450.0,True,35.62945368170922,0.0,-23.66863905325478,train,2011-02-14..2016-07-18,Tuesday,1,2012,0.00968142467111237,low,3
2012-01-11,2012-01-12,8430.0,8430.0,8430.0,8380.0,0.0,0.0,0.0,1,14.472123368920522,2.609727164887307,-14.472123368920522,-2.609727164887307,-122.0,True,False,False,False,8430.0,8420.0,True,-11.862396204033177,0.0,11.876484560569,train,2011-02-14..2016-07-18,Wednesday,1,2012,0.009282667899998702,low,2
2012-01-12,2012-01-13,8430.0,8380.0,8450.0,8500.0,0.00835322195704058,83.5322195704058,-59.31198102016588,1,14.558472553699284,2.6252983293556085,68.97374701670651,80.90692124105018,578.0,True,False,False,False,8390.0,8410.0,True,23.837902264600697,11.933174224343368,47.56242568370928,train,2011-02-14..2016-07-18,Thursday,1,2012,0.009296411857518623,low,1
2012-01-13,2012-01-16,8450.0,8500.0,8400.0,8380.0,-0.0117647058823529,-117.647058823529,59.1715976331364,3,14.352941176470589,2.5882352941176467,-131.99999999999957,-120.23529411764665,-1122.0,True,False,False,False,8490.0,8430.0,True,-70.6713780918733,-11.764705882353343,-35.58718861209953,train,2011-02-14..2016-07-18,Friday,1,2012,0.008476300039591949,low,0
2012-01-16,2012-01-17,8400.0,8380.0,8420.0,8470.0,0.004773269689737569,47.73269689737569,-23.809523809523725,1,14.558472553699284,2.6252983293556085,33.17422434367641,45.10739856802008,278.0,False,False,False,False,8380.0,8420.0,True,47.73269689737569,0.0,0.0,train,2011-02-14..2016-07-18,Monday,1,2012,0.008694132120596628,low,1
2012-01-17,2012-01-18,8420.0,8470.0,8450.0,8550.0,-0.0023612750885477762,-23.612750885477762,59.38242280284945,1,14.403778040141676,2.5974025974025974,-38.01652892561944,-26.210153482880358,-322.0,False,False,False,False,8480.0,8500.0,True,23.58490566037652,11.806375442739991,-58.8235294117645,train,2011-02-14..2016-07-18,Tuesday,1,2012,0.00906050421715083,low,2
2012-01-18,2012-01-19,8450.0,8550.0,8600.0,8650.0,0.005847953216374213,58.479532163742135,118.3431952662728,1,14.269005847953215,2.573099415204678,44.21052631578892,55.906432748537455,378.0,False,False,False,False,8540.0,8590.0,True,58.54800936768045,-11.695906432748204,11.641443538998875,train,2011-02-14..2016-07-18,Wednesday,1,2012,0.009344722341054249,low,3
2012-01-19,2012-01-20,8600.0,8650.0,8740.0,8750.0,0.010404624277456698,104.04624277456698,58.13953488372103,1,14.104046242774567,2.5433526011560694,89.9421965317924,101.5028901734109,778.0,False,False,False,False,8630.0,8720.0,True,104.28736964078755,-23.121387283236984,22.93577981651307,train,2011-02-14..2016-07-18,Thursday,1,2012,0.00885718109628935,low,4
2012-01-20,2012-01-23,8740.0,8750.0,8750.0,8770.0,0.0,0.0,11.441647597254523,3,13.942857142857143,2.5142857142857142,-13.942857142857143,-2.5142857142857142,-122.0,False,False,False,False,8750.0,8750.0,True,0.0,0.0,0.0,train,2011-02-14..2016-07-18,Friday,1,2012,0.009157475134151782,low,5
2012-01-23,2012-01-24,8750.0,8770.0,8810.0,8790.0,0.004561003420752607,45.61003420752607,22.857142857142243,1,13.911060433295324,2.508551881413911,31.698973774230744,43.10148232611216,278.0,False,False,False,False,8760.0,8780.0,True,22.831050228311334,-11.402508551880963,34.168564920273866,train,2011-02-14..2016-07-18,Monday,1,2012,0.008846599247699614,low,6
2012-01-24,2012-01-25,8810.0,8790.0,8830.0,8870.0,0.004550625711035261,45.50625711035261,-22.70147559591429,1,13.879408418657567,2.5028441410693967,31.626848691695038,43.00341296928321,278.0,False,False,False,False,8790.0,8790.0,True,0.0,0.0,45.50625711035261,train,2011-02-14..2016-07-18,Tuesday,1,2012,0.008844205702567267,low,7
2012-01-25,2012-01-26,8830.0,8870.0,8890.0,8850.0,0.0022547914317925244,22.547914317925244,45.300113250283935,1,13.754227733934611,2.480270574971815,8.793686583990633,20.06764374295343,78.0,False,False,False,False,8850.0,8850.0,True,0.0,-22.547914317925244,45.19774011299438,train,2011-02-14..2016-07-18,Wednesday,1,2012,0.008485748720794698,low,8
2012-01-26,2012-01-27,8890.0,8850.0,8840.0,8830.0,-0.001129943502824804,-11.29943502824804,-44.99437570303688,1,13.785310734463277,2.4858757062146895,-25.084745762711314,-13.78531073446273,-222.0,False,False,False,False,8840.0,8870.0,True,33.93665158371029,-11.29943502824804,-33.821871476887864,train,2011-02-14..2016-07-18,Thursday,1,2012,0.008256174990391111,low,9
2012-01-27,2012-01-30,8840.0,8830.0,8800.0,8800.0,-0.003397508493771184,-33.97508493771184,-11.312217194570096,3,13.816534541336353,2.491506228765572,-47.791619479048194,-36.466591166477414,-422.0,False,False,False,False,8830.0,8800.0,True,-33.97508493771184,0.0,0.0,train,2011-02-14..2016-07-18,Friday,1,2012,0.008179821101411515,low,10
2012-01-30,2012-01-31,8800.0,8800.0,8790.0,8810.0,-0.001136363636363602,-11.36363636363602,0.0,1,13.863636363636363,2.5,-25.227272727272386,-13.86363636363602,-222.0,False,False,False,False,8790.0,8750.0,True,-45.50625711035261,-11.36363636363602,45.7142857142867,train,2011-02-14..2016-07-18,Monday,1,2012,0.00822940702003575,low,9
2012-01-31,2012-02-01,8790.0,8810.0,8780.0,8790.0,-0.0034052213393870323,-34.052213393870325,22.753128555177415,1,13.847900113507377,2.497162315550511,-47.900113507377704,-36.549375709420836,-422.0,False,False,False,False,8810.0,8800.0,True,-11.350737797957144,0.0,-22.727272727273153,train,2011-02-14..2016-07-18,Tuesday,1,2012,0.008223823854672924,low,8
2012-02-01,2012-02-02,8780.0,8790.0,8860.0,8870.0,0.007963594994311762,79.63594994311762,11.38952164009055,1,13.879408418657567,2.5028441410693967,65.75654152446006,77.13310580204822,578.0,False,False,False,False,8780.0,8880.0,True,113.89521640091216,-11.376564277588708,-22.522522522522294,train,2011-02-14..2016-07-18,Wednesday,2,2012,0.008115671822792526,low,7
2012-02-02,2012-02-03,8860.0,8870.0,8840.0,8840.0,-0.0033821871476887866,-33.821871476887864,11.286681715576563,1,13.754227733934611,2.480270574971815,-47.57609921082248,-36.302142051859676,-422.0,False,False,False,False,8880.0,8870.0,True,-11.261261261261701,11.273957158963732,-33.821871476887864,train,2011-02-14..2016-07-18,Thursday,2,2012,0.008138387144947882,low,6
2012-02-03,2012-02-06,8840.0,8840.0,8940.0,8900.0,0.011312217194570096,113.12217194570096,0.0,3,13.800904977375565,2.48868778280543,99.32126696832539,110.63348416289553,878.0,False,False,False,False,8840.0,8920.0,True,90.49773755656076,0.0,22.421524663676085,train,2011-02-14..2016-07-18,Friday,2,2012,0.008058622246522852,low,5
2012-02-06,2012-02-07,8940.0,8900.0,8890.0,8900.0,-0.0011235955056180247,-11.235955056180247,-44.74272930648726,1,13.707865168539326,2.4719101123595504,-24.943820224719573,-13.707865168539797,-222.0,False,False,False,False,8900.0,8890.0,True,-11.235955056180247,0.0,0.0,train,2011-02-14..2016-07-18,Monday,2,2012,0.00805383109486788,low,4
2012-02-07,2012-02-08,8890.0,8900.0,8950.0,8990.0,0.00561797752808979,56.1797752808979,11.248593925758943,1,13.707865168539326,2.4719101123595504,42.47191011235857,53.70786516853835,378.0,False,False,False,False,8910.0,8950.0,True,44.893378226711356,11.235955056179137,0.0,train,2011-02-14..2016-07-18,Tuesday,2,2012,0.0073013514367278026,low,3
2012-02-08,2012-02-09,8950.0,8990.0,8990.0,9010.0,0.0,0.0,44.692737430167554,1,13.5706340378198,2.447163515016685,-13.5706340378198,-2.447163515016685,-122.0,True,False,False,False,9000.0,8970.0,True,-33.333333333332995,11.123470522802492,22.296544035673715,train,2011-02-14..2016-07-18,Wednesday,2,2012,0.007329725152551213,low,2
2012-02-09,2012-02-10,8990.0,9010.0,9010.0,8970.0,0.0,0.0,22.246941045607205,1,13.540510543840178,2.4417314095449503,-13.540510543840178,-2.4417314095449503,-122.0,True,False,False,False,9000.0,9020.0,True,22.222222222221255,-11.098779134295356,-11.086474501108556,train,2011-02-14..2016-07-18,Thursday,2,2012,0.007496089869524827,low,1
2012-02-10,2012-02-13,9010.0,8970.0,8940.0,9000.0,-0.0033444816053511683,-33.44481605351169,-44.39511653718142,3,13.600891861761427,2.4526198439241917,-47.04570791527311,-35.89743589743588,-422.0,True,False,False,False,8960.0,8920.0,True,-44.64285714285698,-11.148272017836858,22.421524663676085,train,2011-02-14..2016-07-18,Friday,2,2012,0.00718589754416352,low,0
2012-02-13,2012-02-14,8940.0,9000.0,8970.0,9060.0,-0.0033333333333332993,-33.333333333332995,67.11409395973256,1,13.555555555555555,2.444444444444444,-46.88888888888855,-35.77777777777744,-422.0,False,False,False,False,9000.0,9010.0,True,11.111111111110628,0.0,-44.39511653718142,train,2011-02-14..2016-07-18,Monday,2,2012,0.0069407604645162265,low,1
2012-02-14,2012-02-15,8970.0,9060.0,9110.0,9270.0,0.0055187637969094094,55.1876379690941,100.33444816053505,1,13.465783664459162,2.4282560706401766,41.72185430463494,52.759381898453924,378.0,False,False,False,False,9050.0,9080.0,True,33.14917127071881,-11.037527593819041,33.03964757709332,train,2011-02-14..2016-07-18,Tuesday,2,2012,0.005698729036263702,low,2
2012-02-15,2012-02-16,9110.0,9270.0,9230.0,9230.0,-0.004314994606256728,-43.14994606256728,175.6311745334793,1,13.160733549083064,2.373247033441208,-56.31067961165034,-45.52319309600849,-522.0,False,False,False,False,9250.0,9250.0,True,0.0,-21.574973031284195,-21.6216216216214,train,2011-02-14..2016-07-18,Wednesday,2,2012,0.005499068314881382,low,3
2012-02-16,2012-02-17,9230.0,9230.0,9400.0,9400.0,0.018418201516793076,184.18201516793076,0.0,1,13.217768147345613,2.38353196099675,170.96424702058513,181.798483206934,1578.0,False,False,False,False,9240.0,9340.0,True,108.22510822510844,10.834236186347823,64.23982869379063,train,2011-02-14..2016-07-18,Thursday,2,2012,0.006959060733841181,low,4
2012-02-17,2012-02-20,9400.0,9400.0,9560.0,9470.0,0.017021276595744705,170.21276595744706,0.0,3,12.97872340425532,2.3404255319148937,157.23404255319173,167.87234042553217,1478.0,False,False,False,False,9410.0,9470.0,True,63.761955366630204,10.638297872340718,95.03695881731832,train,2011-02-14..2016-07-18,Friday,2,2012,0.00695698626246275,low,5
2012-02-20,2012-02-21,9560.0,9470.0,9460.0,9490.0,-0.001055966209081327,-10.559662090813271,-94.14225941422605,1,12.882787750791975,2.323125659978881,-23.442449841605246,-12.882787750792152,-222.0,False,False,False,False,9440.0,9480.0,True,42.372881355932094,-31.678986272439815,-21.09704641350185,train,2011-02-14..2016-07-18,Monday,2,2012,0.007532151245306933,low,6
2012-02-21,2012-02-22,9460.0,9490.0,9470.0,9570.0,-0.0021074815595363283,-21.074815595363283,31.712473572937938,1,12.855637513171759,2.3182297154899896,-33.93045310853504,-23.393045310853275,-322.0,False,False,False,False,9480.0,9470.0,True,-10.548523206751481,-10.537407797681642,0.0,train,2011-02-14..2016-07-18,Tuesday,2,2012,0.007572481547005819,low,7
2012-02-22,2012-02-23,9470.0,9570.0,9560.0,9570.0,-0.0010449320794148065,-10.449320794148065,105.59662090813049,1,12.748171368861025,2.2988505747126435,-23.197492163009088,-12.748171368860708,-222.0,False,False,False,False,9580.0,9570.0,True,-10.438413361169019,10.449320794148065,-10.449320794148065,train,2011-02-14..2016-07-18,Wednesday,2,2012,0.007574442061028602,low,8
2012-02-23,2012-02-24,9560.0,9570.0,9570.0,9640.0,0.0,0.0,10.460251046024993,1,12.748171368861025,2.2988505747126435,-12.748171368861025,-2.2988505747126435,-122.0,False,False,False,False,9590.0,9580.0,True,-10.427528675703845,20.89864158829613,-10.438413361169019,train,2011-02-14..2016-07-18,Thursday,2,2012,0.00755147149656959,low,9
2012-02-24,2012-02-27,9570.0,9640.0,9730.0,9620.0,0.009336099585062207,93.36099585062207,73.14524555903867,3,12.655601659751037,2.2821576763485476,80.70539419087103,91.07883817427353,778.0,False,False,False,False,9660.0,9730.0,True,72.46376811594234,20.746887966804906,0.0,train,2011-02-14..2016-07-18,Friday,2,2012,0.007472231926632417,low,10
2012-02-27,2012-02-28,9730.0,9620.0,9570.0,9760.0,-0.00519750519750517,-51.9750519750517,-113.05241521068821,1,12.681912681912682,2.286902286902287,-64.65696465696438,-54.26195426195399,-622.0,False,False,False,False,9550.0,9570.0,True,20.942408376962707,-72.76507276507304,0.0,train,2011-02-14..2016-07-18,Monday,2,2012,0.007359653655563724,low,9
2012-02-28,2012-02-29,9570.0,9760.0,9780.0,9710.0,0.002049180327868827,20.49180327868827,198.53709508881988,1,12.5,2.2540983606557377,7.99180327868827,18.23770491803253,78.0,False,False,False,False,9770.0,9790.0,True,20.470829068577334,10.245901639345245,-10.214504596527396,train,2011-02-14..2016-07-18,Tuesday,2,2012,0.00729129423302332,low,8
2012-02-29,2012-03-01,9780.0,9710.0,9780.0,9710.0,0.00720906282183309,72.09062821833089,-71.57464212678933,1,12.564366632337796,2.265705458290422,59.5262615859931,69.82492276004047,578.0,False,False,False,False,9740.0,9780.0,True,41.06776180698102,30.89598352214118,0.0,train,2011-02-14..2016-07-18,Wednesday,2,2012,0.0075781003581740424,low,7
2012-03-01,2012-03-02,9780.0,9710.0,9800.0,9760.0,0.009268795056642576,92.68795056642576,-71.57464212678933,1,12.564366632337796,2.265705458290422,80.12358393408796,90.42224510813533,778.0,False,False,False,False,9670.0,9780.0,True,113.75387797311288,-41.19464469618972,20.44989775051187,train,2011-02-14..2016-07-18,Thursday,3,2012,0.00775021891858952,low,6
2012-03-02,2012-03-05,9800.0,9760.0,9760.0,9680.0,0.0,0.0,-40.816326530612734,3,12.5,2.2540983606557377,-12.5,-2.2540983606557377,-122.0,False,False,False,False,9790.0,9780.0,True,-10.214504596527396,30.737704918033515,-20.449897750510758,train,2011-02-14..2016-07-18,Friday,3,2012,0.007765015237901197,low,5
2012-03-05,2012-03-06,9760.0,9680.0,9700.0,9650.0,0.0020661157024792765,20.661157024792765,-81.96721311475419,1,12.603305785123966,2.272727272727273,8.057851239668798,18.38842975206549,78.0,False,False,False,False,9680.0,9660.0,True,-20.661157024793873,0.0,41.407867494824835,train,2011-02-14..2016-07-18,Monday,3,2012,0.007536566931482806,low,4
2012-03-06,2012-03-07,9700.0,9650.0,9540.0,9580.0,-0.011398963730569922,-113.98963730569922,-51.54639175257714,1,12.642487046632125,2.2797927461139897,-126.63212435233135,-116.2694300518132,-1222.0,False,False,False,False,9630.0,9500.0,True,-134.9948078920038,-20.725388601036123,42.10526315789443,train,2011-02-14..2016-07-18,Tuesday,3,2012,0.008074029304984805,low,3
2012-03-07,2012-03-08,9540.0,9580.0,9680.0,9760.0,0.010438413361169019,104.38413361169019,41.92872117400492,1,12.734864300626306,2.296450939457203,91.64926931106388,102.08768267223299,878.0,True,True,False,False,9580.0,9650.0,True,73.06889352818314,0.0,31.088082901553626,train,2011-02-14..2016-07-18,Wednesday,3,2012,0.008188616111883401,low,2
2012-03-08,2012-03-09,9680.0,9760.0,9830.0,9840.0,0.0071721311475410054,71.72131147541006,82.64462809917327,1,12.5,2.2540983606557377,59.22131147541006,69.46721311475433,578.0,True,True,False,False,9730.0,9800.0,True,71.94244604316502,-30.737704918032406,30.61224489795844,train,2011-02-14..2016-07-18,Thursday,3,2012,0.008432961311739613,low,1
2012-03-09,2012-03-12,9830.0,9840.0,9950.0,9800.0,0.011178861788617933,111.78861788617934,10.172939979653517,3,12.398373983739837,2.2357723577235773,99.3902439024395,109.55284552845576,978.0,True,True,False,False,9860.0,9960.0,True,101.41987829614507,20.3252032520318,-10.040160642570406,train,2011-02-14..2016-07-18,Friday,3,2012,0.009116138676547059,low,0
2012-03-12,2012-03-13,9950.0,9800.0,9860.0,9840.0,0.00612244897959191,61.2244897959191,-150.75376884422064,1,12.448979591836736,2.2448979591836733,48.775510204082366,58.97959183673542,478.0,False,False,False,False,9820.0,9850.0,True,30.54989816700715,20.408163265306367,10.152284263960087,train,2011-02-14..2016-07-18,Monday,3,2012,0.008933204421250198,low,1
2012-03-13,2012-03-14,9860.0,9840.0,10020.0,10010.0,0.018292682926829285,182.92682926829283,-20.283975659228794,1,12.398373983739837,2.2357723577235773,170.528455284553,180.69105691056924,1678.0,False,False,False,False,9860.0,9930.0,True,70.99391480730245,20.3252032520318,90.63444108761365,train,2011-02-14..2016-07-18,Tuesday,3,2012,0.009142558625929595,low,2
2012-03-14,2012-03-15,10020.0,10010.0,10060.0,10060.0,0.004995004995004937,49.95004995004937,-9.980039920159944,1,12.187812187812188,2.197802197802198,37.76223776223718,47.75224775224717,378.0,False,False,False,False,10000.0,10040.0,True,40.000000000000036,-9.990009990009652,19.920318725099584,train,2011-02-14..2016-07-18,Wednesday,3,2012,0.00912569140960951,low,3
2012-03-15,2012-03-16,10060.0,10060.0,10040.0,10060.0,-0.001988071570576566,-19.88071570576566,0.0,1,12.127236580516898,2.1868787276341948,-32.00795228628256,-22.067594433399854,-322.0,False,False,False,False,10040.0,10030.0,True,-9.960159362549792,-19.88071570576566,9.970089730808596,train,2011-02-14..2016-07-18,Thursday,3,2012,0.00855653773503473,low,4
2012-03-16,2012-03-19,10040.0,10060.0,10080.0,10080.0,0.001988071570576455,19.88071570576455,19.920318725099584,3,12.127236580516898,2.1868787276341948,7.753479125247653,17.693836978130356,78.0,False,False,False,False,10070.0,10060.0,True,-9.930486593843213,9.940357852882276,19.88071570576455,train,2011-02-14..2016-07-18,Friday,3,2012,0.008337570287720268,low,5
2012-03-19,2012-03-21,10080.0,10080.0,10040.0,10020.0,-0.003968253968253954,-39.68253968253954,0.0,2,12.103174603174605,2.1825396825396823,-51.78571428571415,-41.865079365079225,-522.0,False,False,False,False,10070.0,10070.0,True,0.0,-9.920634920634885,-29.79145978152964,train,2011-02-14..2016-07-18,Monday,3,2012,0.007693953433774401,low,6
2012-03-21,2012-03-22,10040.0,10020.0,10000.0,10040.0,-0.001996007984031989,-19.96007984031989,-19.920318725099584,1,12.17564870259481,2.19560878243513,-32.1357285429147,-22.15568862275502,-322.0,False,False,False,False,10030.0,10010.0,True,-19.94017946161497,9.980039920158834,-9.990009990009652,train,2011-02-14..2016-07-18,Wednesday,3,2012,0.007640470043823355,low,7
2012-03-22,2012-03-23,10000.0,10040.0,9940.0,9930.0,-0.009960159362549792,-99.60159362549791,40.000000000000036,1,12.151394422310757,2.1912350597609564,-111.75298804780867,-101.79282868525887,-1122.0,False,False,False,False,10050.0,9910.0,True,-139.30348258706425,9.960159362549792,30.272452068618172,train,2011-02-14..2016-07-18,Thursday,3,2012,0.007906499815588499,low,8
2012-03-23,2012-03-26,9940.0,9930.0,9960.0,9960.0,0.0030211480362538623,30.211480362538623,-10.06036217303774,3,12.28600201409869,2.215508559919436,17.92547834843993,27.995971802619188,178.0,False,False,False,False,9950.0,9920.0,True,-30.150753768843906,20.140986908359082,40.32258064516236,train,2011-02-14..2016-07-18,Friday,3,2012,0.007793333801690865,low,9
2012-03-26,2012-03-27,9960.0,9960.0,10100.0,10180.0,0.014056224899598346,140.56224899598345,0.0,1,12.248995983935743,2.208835341365462,128.3132530120477,138.35341365461798,1278.0,False,False,False,False,9970.0,10030.0,True,60.18054162487463,10.040160642570406,69.7906281156535,train,2011-02-14..2016-07-18,Monday,3,2012,0.008339003250605376,low,10
2012-03-27,2012-03-28,10100.0,10180.0,10170.0,10180.0,-0.0009823182711198308,-9.823182711198308,79.20792079207928,1,11.984282907662083,2.161100196463654,-21.80746561886039,-11.984282907661962,-222.0,False,False,False,False,10160.0,10170.0,True,9.842519685039353,-19.646365422396617,0.0,train,2011-02-14..2016-07-18,Tuesday,3,2012,0.008246514839438362,low,11
2012-03-28,2012-03-29,10170.0,10180.0,10140.0,10110.0,-0.003929273084479323,-39.29273084479323,9.83284169124854,1,11.984282907662083,2.161100196463654,-51.27701375245532,-41.45383104125689,-522.0,False,False,False,False,10150.0,10090.0,True,-59.11330049261032,-29.469548133594927,49.554013875123815,train,2011-02-14..2016-07-18,Wednesday,3,2012,0.009363897706077658,low,12
2012-03-29,2012-03-30,10140.0,10110.0,10090.0,10090.0,-0.001978239366963397,-19.78239366963397,-29.5857988165682,1,12.067260138476756,2.1760633036597428,-31.849653808110723,-21.95845697329371,-322.0,False,False,False,False,10100.0,10030.0,True,-69.30693069306938,-9.891196834816984,59.82053838484491,train,2011-02-14..2016-07-18,Thursday,3,2012,0.008965584526667696,low,11
2012-03-30,2012-04-02,10090.0,10090.0,10180.0,10110.0,0.008919722497522375,89.19722497522375,0.0,3,12.091179385530229,2.180376610505451,77.10604558969352,87.0168483647183,778.0,False,False,False,False,10120.0,10160.0,True,39.525691699604515,29.732408325073845,19.685039370078705,train,2011-02-14..2016-07-18,Friday,3,2012,0.009048595071247187,low,10
2012-04-02,2012-04-03,10180.0,10110.0,10090.0,10050.0,-0.001978239366963397,-19.78239366963397,-68.76227897838928,1,12.067260138476756,2.1760633036597428,-31.849653808110723,-21.95845697329371,-322.0,False,False,False,False,10110.0,10120.0,True,9.891196834816984,0.0,-29.644268774703384,train,2011-02-14..2016-07-18,Monday,4,2012,0.009083035005011071,low,9
2012-04-03,2012-04-04,10090.0,10050.0,10060.0,9820.0,0.0009950248756218638,9.950248756218638,-39.64321110009883,1,12.139303482587064,2.189054726368159,-2.1890547263684255,7.761194029850479,-22.0,False,False,False,False,10050.0,10020.0,True,-29.850746268657026,0.0,39.92015968063978,train,2011-02-14..2016-07-18,Tuesday,4,2012,0.009052063884394088,low,8
2012-04-04,2012-04-05,10060.0,9820.0,9760.0,9790.0,-0.006109979633401208,-61.09979633401208,-238.56858846918462,1,12.423625254582484,2.240325865580448,-73.52342158859457,-63.34012219959253,-722.0,False,False,False,False,9820.0,9730.0,True,-91.64969450101812,0.0,30.832476875641834,train,2011-02-14..2016-07-18,Wednesday,4,2012,0.008933922977989815,low,7
2012-04-05,2012-04-06,9760.0,9790.0,9720.0,9680.0,-0.007150153217568955,-71.50153217568955,30.737704918033515,1,12.461695607763025,2.247191011235955,-83.96322778345257,-73.7487231869255,-822.0,False,False,False,False,9800.0,9700.0,True,-102.04081632653073,10.214504596526286,20.618556701030855,train,2011-02-14..2016-07-18,Thursday,4,2012,0.010480140756910655,mid,6
2012-04-06,2012-04-09,9720.0,9680.0,9560.0,9550.0,-0.012396694214875992,-123.96694214875991,-41.15226337448541,3,12.603305785123966,2.272727272727273,-136.57024793388388,-126.23966942148718,-1322.0,False,False,False,False,9680.0,9560.0,True,-123.96694214875991,0.0,0.0,train,2011-02-14..2016-07-18,Friday,4,2012,0.010348895297219936,mid,5
2012-04-09,2012-04-10,9560.0,9550.0,9580.0,9540.0,0.003141361256544517,31.41361256544517,-10.460251046024993,1,12.774869109947645,2.3036649214659684,18.638743455497526,29.1099476439792,178.0,False,False,False,False,9530.0,9580.0,True,52.46589716684235,-20.94240837696382,0.0,train,2011-02-14..2016-07-18,Monday,4,2012,0.009817340832416957,low,4
2012-04-10,2012-04-11,9580.0,9540.0,9390.0,9440.0,-0.01572327044025157,-157.23270440251568,-41.753653444676075,1,12.78825995807128,2.3060796645702304,-170.02096436058696,-159.5387840670859,-1622.0,False,False,False,False,9500.0,9390.0,True,-115.78947368421022,-41.92872117400381,0.0,train,2011-02-14..2016-07-18,Tuesday,4,2012,0.010013656737706414,mid,3
2012-04-11,2012-04-12,9390.0,9440.0,9480.0,9540.0,0.004237288135593209,42.372881355932094,53.24813631522929,1,12.923728813559322,2.330508474576271,29.449152542372772,40.042372881355824,278.0,True,False,False,False,9470.0,9520.0,True,52.798310454065245,31.779661016948513,-42.016806722688926,train,2011-02-14..2016-07-18,Wednesday,4,2012,0.009994850131618313,low,2
2012-04-12,2012-04-13,9480.0,9540.0,9660.0,9640.0,0.012578616352201255,125.78616352201254,63.291139240506666,1,12.78825995807128,2.3060796645702304,112.99790356394126,123.48008385744231,1078.0,True,False,False,False,9550.0,9590.0,True,41.88481675392764,10.482180293500676,72.99270072992803,train,2011-02-14..2016-07-18,Thursday,4,2012,0.01011226952727768,mid,1
2012-04-13,2012-04-16,9660.0,9640.0,9520.0,9470.0,-0.012448132780082943,-124.48132780082943,-20.703933747412417,3,12.655601659751037,2.2821576763485476,-137.13692946058046,-126.76348547717798,-1322.0,True,False,False,False,9640.0,9560.0,True,-82.98755186721962,0.0,-41.84100418409997,train,2011-02-14..2016-07-18,Friday,4,2012,0.00953484598292329,low,0
2012-04-16,2012-04-17,9520.0,9470.0,9470.0,9450.0,0.0,0.0,-52.52100840336116,1,12.882787750791975,2.323125659978881,-12.882787750791975,-2.323125659978881,-122.0,False,False,False,False,9470.0,9500.0,True,31.678986272438703,0.0,-31.578947368421375,train,2011-02-14..2016-07-18,Monday,4,2012,0.00983189142486722,low,1
2012-04-17,2012-04-18,9470.0,9450.0,9630.0,9660.0,0.01904761904761898,190.4761904761898,-21.119324181626542,1,12.91005291005291,2.3280423280423284,177.5661375661369,188.14814814814747,1678.0,False,False,False,False,9490.0,9610.0,True,126.44889357218192,42.328042328041434,20.811654526535772,train,2011-02-14..2016-07-18,Tuesday,4,2012,0.010408975095988168,mid,2
