series,n_clean,n,mean_bps,ci_lo,ci_hi
7203.T,2542,2542,5.532795915674183,0.46358311237064126,10.578271237405739
6758.T,2542,2542,10.942156991414596,4.932073665054331,17.446264042647815
8306.T,2542,2542,7.366696588520913,1.611802833832902,13.574089528903437
9984.T,2542,2542,10.0095385437156,4.141885227868029,15.802654376352706
