series,n,observed_mean_bps,null_mean_bps,null_p95_bps
1306.T,2544,5.497172803516411,-0.048272304470958226,3.050335656497171
1591.T,1962,6.350566955343782,0.0015974794558384815,3.3343960968415796
2516.T,985,7.595918094116721,-0.3073809638380204,7.084327408651935
1321.T,2546,5.928895611996447,0.010828033833645818,3.16608180216943
