config,label,control,draws,obs_mean_net_bps,null_mean_mean,null_mean_p95,null_mean_p5,obs_sharpe,null_sharpe_mean,null_sharpe_p95,null_sharpe_p5,n_obs,n_null_mean,share_null_ge_obs
iter1_best,60/1.2/1.0@1_low,対照1a 全時刻無作為,1000,25.769924529260475,-5.023927659530815,5.810285424161082,-15.93795637864497,0.8289051281792869,-0.2958107174441873,0.329317819180714,-0.9313738631854717,137,130.541,0.0
iter1_best,60/1.2/1.0@1_low,対照1b 状態内無作為(同 UTC 時×年),1000,25.769924529260475,-4.27796362859802,9.164987139572066,-19.2395906123167,0.8289051281792869,-0.1992722644710082,0.42813155061456337,-0.8762221691043283,137,133.549,0.0
