k,thr,stop,period,n_usd,n_jpy,mean_net_usd,mean_net_jpy,diff_jpy_minus_usd,ci_lo_usd,ci_hi_usd,ci_lo_jpy,ci_hi_jpy,mde_usd,mde_jpy,sharpe_usd,sharpe_jpy,win_rate_usd,win_rate_jpy,stop_rate_usd,stop_rate_jpy,mean_hold_usd,mean_hold_jpy,is_current
30,0.4,0.25,val,9400,9561,-3.165960541133811,-3.0724707660424317,0.09348977509137946,-4.084628444305683,-2.2582512007460105,-3.9650871364100433,-2.213496289508681,1.4641893493125548,1.4296455902354945,-6.663272037847512,-6.506102914143557,0.27904255319148935,0.2853258027402991,0.47329787234042553,0.4716033887668654,19.994893617021276,20.190565840393266,False
30,0.4,0.5,full,53822,54134,-3.694109297991548,-3.4689846802543216,0.22512461773722636,-4.214060224633078,-3.148458788670033,-4.001847660634907,-2.9491506695386653,0.8131164036951116,0.8156089623031938,-5.544933362720534,-5.406500420994608,0.31113670989558173,0.3129087080208372,0.2346809854706254,0.23382716961613773,23.112184608524394,23.247718624154874,False
30,0.4,0.5,train,45989,46182,-3.755222617076414,-3.5105902747094215,0.24463234236699227,-4.370986574608199,-3.1335528842893807,-4.083618670988563,-2.9026356592470783,0.9000502391783479,0.9064008072165389,-5.603023672089452,-5.434113873886877,0.3098784491943726,0.31059720237321903,0.24538476592228575,0.24479234333723096,22.71397508099763,22.834329392403966,False
30,0.4,0.5,val,7833,7952,-3.335301634083227,-3.2273562140665177,0.10794542001670937,-4.482832948133089,-2.175031035450935,-4.249797471150334,-2.102775741959912,1.814168476571122,1.7660678807135135,-5.576070692580808,-5.602356618144852,0.3185241925188306,0.3263329979879276,0.17183709945104048,0.17014587525150907,25.450146814758074,25.648516096579478,False
30,0.4,1.0,full,48161,48465,-3.990833064862028,-3.860080204419878,0.13075286044215018,-4.639030162809028,-3.3401927828740448,-4.468934851801494,-3.2223477985619784,0.9236291508868343,0.925879434506352,-5.109595005729087,-5.169690123946443,0.3277340586781836,0.3283194057567317,0.0806876933618488,0.08069741050242443,26.2784410622703,26.4193335396678,False
30,0.4,1.0,train,40879,41058,-4.052210030132544,-3.8525936632662674,0.1996163668662767,-4.7818141894472905,-3.354041357437487,-4.5361321797312195,-3.15144886394694,1.0288958319544654,1.035395383471903,-5.110923479852099,-5.070146099446155,0.32762543115046844,0.3271956744118077,0.08559407030504661,0.08507477227336938,26.023532865285354,26.156510302498905,False
30,0.4,1.0,val,7282,7407,-3.6462808864366782,-3.901579111762256,-0.25529822532557755,-4.921442348240468,-2.336058254901089,-5.079230292922076,-2.7128126792946583,1.9885506396690418,1.9395360605674765,-5.5152431277131,-6.255947127028504,0.32834386157649,0.33454840016200893,0.0531447404559187,0.05643310382071014,27.70942048887668,27.8761981909005,False
30,0.8,0.25,full,33016,33237,-4.361842436438579,-4.0869714895501446,0.2748709468884343,-5.023559526051831,-3.6720044699695418,-4.848116476748196,-3.3865704511649017,1.0893334819130513,1.0945087322039306,-4.910491081871628,-4.57324912230636,0.23727889508117275,0.23786743689261966,0.7206203053065181,0.7192586575202334,15.284013811485341,15.406805668381622,False
30,0.8,0.25,train,29083,29234,-4.322030289676757,-4.05105442586627,0.2709758638104871,-5.084378812053774,-3.5456052263815128,-4.78891492120416,-3.250489624119696,1.1822997351829034,1.1896196890251025,-4.945153952178447,-4.636167151004691,0.2358422446102534,0.23684750632824794,0.7246501392566104,0.7239173565027023,14.97376474228931,15.092631867004172,False
30,0.8,0.25,val,3933,4003,-4.656237723566494,-4.349274622134306,0.30696310143218763,-6.3085480244064875,-3.032758530208402,-6.149115641117559,-2.4268612259153084,2.6814738876739495,2.666526322242464,-5.2423123243288074,-4.511330155778866,0.2479023646071701,0.24531601299025732,0.6908212560386473,0.685236072945291,17.578184591914567,17.701224081938545,False
30,0.8,0.5,full,23665,23832,-4.495096721201012,-4.1905051273279,0.30459159387311185,-5.544329684120843,-3.436661083414455,-5.217900720171983,-3.2693654024794667,1.5852597800355956,1.5826131412695446,-3.353182901701449,-3.385504797600962,0.3065286287766744,0.30891238670694865,0.43680540883160784,0.43366062437059416,24.817874498204098,24.988293051359516,True
30,0.8,0.5,train,20744,20810,-4.435717706313028,-4.009931954411652,0.42578575190137613,-5.600952077388156,-3.280247395941923,-5.0440131334211475,-2.8885245305172123,1.7226312944448319,1.7300242054038715,-3.344196909826406,-3.2891627185494823,0.30495564982645584,0.3084094185487746,0.44383918241419207,0.4403171552138395,24.39683763979946,24.636857280153773,True
30,0.8,0.5,val,2921,3022,-4.91678733566056,-5.433962350487108,-0.5171750148265479,-7.426367868623544,-2.3761934459193412,-7.7097320091442985,-2.9839482861335886,3.910763455435233,3.7207849454915367,-3.8081310160467434,-4.25966406672342,0.31769941800753165,0.3123759099933819,0.38685381718589523,0.3878226340172071,27.807942485450187,27.40833884844474,True
30,0.8,1.0,full,19869,19999,-4.291557843255497,-3.9347512556395476,0.35680658761594897,-5.622092775390373,-3.0372081595534346,-5.112701857720019,-2.670359948015926,1.946223990396367,1.949296030759951,-2.651898579086735,-2.616637166721746,0.34913684634355024,0.3504175208760438,0.16045095374704313,0.15800790039501975,31.863203986109013,32.07885394269714,False
30,0.8,1.0,train,17316,17346,-4.2644997472715165,-3.654809557436531,0.6096901898349856,-5.688015647671372,-2.7911463697588865,-5.0000712157003,-2.270226991407526,2.1250064400435753,2.142865192221947,-2.6424882081676175,-2.455351815430966,0.3478285978285978,0.35074368730543065,0.1652806652806653,0.16245820362043123,31.505370755370755,31.830335524040123,False
30,0.8,1.0,val,2553,2653,-4.475082320364235,-5.765082464470879,-1.290000144106644,-7.279981006721421,-1.6919023591485787,-8.78712361611176,-2.927611859228022,4.657709815923113,4.429646461064556,-3.0626982885120024,-3.8250921412081915,0.35801018409714064,0.3482849604221636,0.12769291030160596,0.12891066716924238,34.290246768507636,33.70373162457595,False
30,1.2,0.25,full,18882,18841,-5.160296734783613,-4.9069390340828445,0.2533577007007688,-6.1766564884622355,-4.101323348388299,-5.940883069822977,-3.7938621382612263,1.600010444522871,1.6173560729403618,-3.607830537860946,-3.4779255211746927,0.22418176040673657,0.2249349822196274,0.792924478339159,0.790934663765193,13.459379303039933,13.65304389363622,False
30,1.2,0.25,train,16838,16785,-5.048203737098148,-4.715322657786627,0.33288107931152044,-6.251558804098495,-3.8761949202295356,-5.877506505435763,-3.5365293178454067,1.720432543847968,1.7458764659989114,-3.5927521273298018,-3.3988449776919123,0.22496733578809835,0.22609472743521,0.7942154650195985,0.7921954125707477,13.30520251811379,13.507179028894846,False
30,1.2,0.25,val,2044,2056,-6.083692965227785,-6.471277981617872,-0.38758501639008713,-8.77696015755531,-3.3493860875231714,-8.88294936924434,-3.7978235334526014,4.19628256941527,4.063987376342249,-4.3386821861656175,-4.699227616954878,0.21771037181996086,0.21546692607003892,0.7822896281800391,0.7806420233463035,14.729452054794521,14.84387159533074,False
30,1.2,0.5,full,12897,12926,-4.74890347545939,-4.609675763107279,0.1392277123521115,-6.509871086530622,-2.9885595075581777,-6.155259168668335,-3.0211706386980834,2.4686459830690644,2.4668344005737697,-2.135967822408682,-2.339507476190066,0.2968907497867721,0.29947392851616894,0.565712956501512,0.5629738511527155,23.741955493525627,23.884109546650162,False
30,1.2,0.5,train,11408,11412,-4.318185582689615,-4.058327080012959,0.2598585026766562,-6.360757653522023,-2.3715405889154177,-5.785139426373371,-2.365105330249679,2.672096137909863,2.6876322878402745,-1.973313063282143,-2.1051004634234074,0.2981241234221599,0.30029793200140203,0.5688990182328191,0.5669470732562215,23.580820476858346,23.746319663512093,False
30,1.2,0.5,val,1489,1514,-8.048856276478595,-8.765548399482695,-0.7166921230040995,-11.959066815769763,-3.71665675995043,-12.613187307146248,-4.9000195170906204,6.168124671296335,5.751734021634946,-3.5989231922233786,-4.10978873404501,0.28744123572867697,0.29326287978863935,0.5413028878441908,0.5330250990752973,24.976494291470786,24.922721268163805,False
30,1.2,1.0,full,10257,10300,-4.256149014510616,-3.4409766069687393,0.8151724075418763,-6.507042803817286,-2.02182104705563,-5.520407899372672,-1.3164028754348345,3.2501586993091895,3.2568183960141095,-1.5033638939872849,-1.35993552081459,0.36248415716096327,0.3655339805825243,0.2532904357999415,0.2487378640776699,34.08628253875402,34.2847572815534,False
30,1.2,1.0,train,9034,9058,-3.7531505865786454,-2.8252352931200977,0.9279152934585477,-6.1902683837969255,-1.0942061529027707,-5.085649418183496,-0.3918450135468037,3.5277908213241367,3.55386753539342,-1.3389725696822932,-1.1277019166321267,0.3650653088332964,0.3675204239346434,0.25702900154970115,0.2536983881651579,33.89661279610361,34.17376904393906,False
30,1.2,1.0,val,1223,1242,-7.9716746056286985,-7.931624610866484,0.0400499947622146,-13.298970336815763,-2.689237269706481,-12.562096576356542,-3.257514804138713,7.99379944599756,7.590653478967076,-2.952463608530871,-3.2674390557618325,0.34341782502044155,0.35104669887278583,0.22567457072771874,0.21256038647342995,35.48732624693377,35.094202898550726,False
60,0.4,0.25,full,58137,58223,-3.0380991224566745,-3.0868380156728312,-0.048738893216156765,-3.490684959408639,-2.550518228286715,-3.5525907825156104,-2.614040001237942,0.7499500857148695,0.7348881595710145,-5.213493207287667,-5.348870767058572,0.24996129831260644,0.25053672947117117,0.5694308271840652,0.5670267763598578,25.259645320535974,25.47821307730622,False
60,0.4,0.25,train,49801,49832,-2.902673318488939,-2.988778902637672,-0.08610558414873326,-3.4633691108186744,-2.355894403357723,-3.4962907101984126,-2.4658386738613163,0.8288006606296244,0.8098424086646961,-4.989556652596065,-5.146959198965674,0.2498142607578161,0.24961871889548884,0.5770767655267967,0.5749719056028255,24.481255396477984,24.661382244340984,False
60,0.4,0.25,val,8336,8391,-3.8471610782384915,-3.669185974291359,0.17797510394713267,-4.8829574738328265,-2.747732854825767,-4.635940046471189,-2.6531559805463916,1.6849714201501749,1.6944202619373314,-6.874196457251978,-7.1180873319332525,0.25083973128598847,0.25598855917053986,0.5237523992322457,0.5198426885949231,29.909908829174665,30.32916219759266,False
60,0.4,0.5,full,43671,43926,-2.7817439300420017,-2.9468937830004776,-0.16514985295847584,-3.454784927582053,-2.1388107093988116,-3.56663237267282,-2.305914639573519,1.0194636138224378,0.9929692888554432,-3.551647097138773,-3.871927777148613,0.3001305213986398,0.29950371078632243,0.26186714295527924,0.2604607749396713,35.27503377527421,35.35097664253517,False
60,0.4,0.5,train,37106,37275,-2.616502909871657,-2.794465154688012,-0.17796224481635514,-3.3192216612265844,-1.84161480900121,-3.5017875052160994,-2.084619253174898,1.1349190098883597,1.103273113084295,-3.327257530434862,-3.6183602965274635,0.3009216838247184,0.3002548625083836,0.2723279254028998,0.2713883299798793,34.466743922815716,34.53515761234071,False
60,0.4,0.5,val,6565,6651,-3.7157017814419713,-3.8011678952162553,-0.08546611377428404,-5.12773996406379,-2.3077339830254444,-5.06752561842646,-2.5650688379985724,2.200284030278065,2.1851539026100135,-5.07309907836281,-5.863426192288948,0.29565879664889566,0.29529394076078785,0.20274181264280275,0.1992181626823034,39.84356435643564,39.923169448203275,False
60,0.4,1.0,full,38508,38719,-3.136630246455307,-3.2227251412955824,-0.08609489484027533,-3.891107616047819,-2.377447584190264,-3.9457205738071837,-2.4852692064284687,1.1673551984101151,1.141747027394094,-3.4545096951658403,-3.6410094644879916,0.31879090059208476,0.3201012422841499,0.08943596135867872,0.0898783542963403,40.45909940791524,40.59340375526227,False
60,0.4,1.0,train,32481,32621,-2.9950923853187192,-3.0859398455010267,-0.0908474601823075,-3.815319783208854,-2.176103285042644,-3.907897878182066,-2.217491605156411,1.3087630672935304,1.2798790210715185,-3.263761571204084,-3.427419308205536,0.32064899479695824,0.3216946138990221,0.09547119854684277,0.09524539407130377,39.834641790585266,39.960087060482515,False
60,0.4,1.0,val,6027,6098,-3.8994129356169975,-3.9544524509240175,-0.055039515307020004,-5.459365143395845,-2.2522103823193462,-5.428414979712414,-2.553827345431237,2.425158700041468,2.382926034380258,-4.752542750502763,-5.2109352207319,0.30877716940434713,0.3115775664152181,0.056910569105691054,0.061167595933092817,43.82445661191306,43.981305346015084,False
60,0.8,0.25,full,32858,32913,-4.1739884224009485,-4.1268085068750935,0.04717991552585499,-4.889048461548624,-3.4648437256021287,-4.863384236670493,-3.4048305389001445,1.1688589564890546,1.1362536601093873,-4.438767847411031,-4.423923205061541,0.2147726581045712,0.21708747303497097,0.7449936088623775,0.7409838057910249,23.45300992148031,23.65648831768602,False
60,0.8,0.25,train,28528,28618,-3.9291417379457005,-3.9863667156538476,-0.05722497770814705,-4.735130545383428,-3.0695399098488276,-4.833658723482638,-3.135894276471637,1.2807657876518994,1.2375040535547572,-4.21059465379803,-4.313849020964591,0.2155776780706674,0.2171710112516598,0.7478617498597869,0.7447061290097141,22.920534212002245,23.042840170522048,False
60,0.8,0.25,val,4330,4295,-5.7871492108857705,-5.062585731827273,0.7245634790584976,-7.476638597439412,-4.119351512135547,-6.707151967708697,-3.4661018369686953,2.732394561706309,2.7974439267477966,-6.3152233014444965,-5.506416660000152,0.20946882217090068,0.21653084982537835,0.7260969976905312,0.7161816065192084,26.96120092378753,27.745285215366707,False
60,0.8,0.5,full,22384,22505,-3.8195475333400712,-4.071887786719808,-0.25234025337973653,-5.006900704892711,-2.667335928747651,-5.142830325564408,-2.9132652715396494,1.778750055864169,1.7257900808845108,-2.728783712418209,-2.9622264107936997,0.29150285918513225,0.2926905132192846,0.4687723373838456,0.46682959342368363,39.054235167977126,39.15974227949344,False
60,0.8,0.5,train,19334,19423,-3.4287526809641395,-3.7065270572773854,-0.27777437631324586,-4.699512723508653,-2.1309810340215316,-4.930085626236244,-2.495360436204084,1.9582486129527361,1.8945860287480802,-2.4532357426422045,-2.7108324371656067,0.2928002482673011,0.2927971991968285,0.47501810282404056,0.4726355351902384,38.29166235647047,38.34932811615096,False
60,0.8,0.5,val,3050,3082,-6.296802509024097,-6.374419080671838,-0.0776165716477406,-8.718209358898648,-3.7927945553489604,-8.94999317079375,-3.77171182158926,4.038537041202381,4.029530232026773,-4.829636909631785,-4.774844361784874,0.28327868852459015,0.2920181700194679,0.42918032786885246,0.43024010382868266,43.88819672131147,44.26703439325114,False
60,0.8,1.0,full,18386,18451,-3.946540870629865,-4.053003020141272,-0.10646214951140731,-5.346631296597372,-2.4544227875065388,-5.5029733528196685,-2.6271561243377795,2.216549405566332,2.1611068297340954,-2.279371262798442,-2.340733084107925,0.3363428695746764,0.3363503333152675,0.1748069183074078,0.17218578938810905,50.537637332753185,50.70353910357162,False
60,0.8,1.0,train,15783,15812,-3.4779209639521316,-3.538393399028788,-0.06047243507665634,-5.0143032555932034,-1.8499808912490734,-5.145479946042301,-1.931748313131655,2.453077314926166,2.3890439525979796,-2.006034688913565,-2.0444291183586394,0.3396059050877526,0.3385403491019479,0.18184122156750934,0.17853528965342777,49.83919406956852,49.988489754616744,False
60,0.8,1.0,val,2603,2639,-6.787965375852551,-7.136370708292314,-0.34840533243976335,-10.005623493391168,-3.551468302639131,-10.096033184252821,-3.9197543411900564,4.885495697030223,4.8352765609207005,-4.229378269131151,-4.3497599228227495,0.31655781790242027,0.3232284956422887,0.13215520553207838,0.1341417203486169,54.77257011140991,54.98787419477075,False
60,1.2,0.25,full,20940,20821,-4.242125069235717,-4.206241069402472,0.03588399983324564,-5.297228028327595,-3.093835982167411,-5.272105325825522,-3.1494332648152685,1.5911314212623766,1.553622772632682,-3.1651544909173444,-3.257896110182823,0.20291308500477556,0.20364055520868354,0.8097421203438395,0.8077421833725565,20.936819484240687,21.24734642908602,False
60,1.2,0.25,train,18438,18349,-4.017084427048956,-4.018240750761135,-0.001156323712178775,-5.198067835975222,-2.8342899288850045,-5.12390131499168,-2.840671032227073,1.7283889352196231,1.6773900214286726,-3.0327353619744275,-3.154494974568272,0.20338431500162707,0.20447980816393263,0.8120186571211628,0.8100713935364325,20.564540622627185,20.85034606790561,False
60,1.2,0.25,val,2502,2472,-5.9005180990676545,-5.601717544624923,0.2988005544427317,-8.190734181904187,-3.5930888234875455,-7.9184831471990265,-3.260919766553621,3.8856530608736892,4.02662857393751,-4.581054085307448,-4.459404090850991,0.19944044764188648,0.19741100323624594,0.7929656274980016,0.790453074433657,23.68025579536371,24.194174757281555,False
60,1.2,0.5,full,13537,13558,-3.5996695180855984,-3.727024162017188,-0.12735464393158935,-5.291972543598454,-1.837518364437412,-5.364110866254843,-2.118108214025328,2.575657744529208,2.5016083146127746,-1.7373103817382896,-1.8637530909191422,0.2815985816650661,0.2830063431184541,0.5904557878407328,0.5859271278949698,37.828617862155575,38.07014308895117,False
60,1.2,0.5,train,11850,11871,-3.1535988723640678,-3.3906995672848126,-0.23710069492074481,-5.100700972762324,-1.2511140097433109,-5.258776595845466,-1.5774057278570912,2.8113526998202523,2.7194758207572463,-1.5414233898705625,-1.7081695449863026,0.28135021097046414,0.2822845590093505,0.5943459915611814,0.5895880717715442,37.242194092827006,37.47106393732626,False
60,1.2,0.5,val,1687,1687,-6.733005114884733,-6.093656802247198,0.6393483126375354,-10.338352832388797,-2.668545281873211,-9.59434315695853,-2.432454707300069,6.09559029569406,6.164407060559756,-3.255158044843212,-3.261772755159977,0.2833432128037937,0.2880853586247777,0.5631298162418494,0.5601659751037344,41.947836395969176,42.285714285714285,False
