k,thr,stop,signal,period,one_way_bps,burst_coef,is_current,n_entry_signal_bars,n_entry_signals_discarded,n_total_in_period,n_excluded_gap,n,mean_net_bps,ci_lo,ci_hi,se_cluster,sharpe,sharpe_ci_lo,sharpe_ci_hi,win_rate,max_dd_bps,mean_hold_min,stop_rate,mean_funding_bps,mean_gross_bps,sd_net_bps,n_days,deferred_minutes,trades_with_deferral,mean_cost_bps,sum_pnl_jpy_001btc,mde_bps
30,0.4,0.5,usd,train,1.7070795514529675,1.3131381165022826,False,784920,10771,46591,602,45989,-3.755222617076414,-4.370986574608199,-3.1335528842893807,0.31311770984639153,-5.603023672089452,-6.598425233863825,-4.626803539563988,0.3098784491943726,173274.47601552564,22.71397508099763,0.24538476592228575,0.09350061971340973,-0.2475628944570688,68.89534787851572,1599,55,41,3.414159102905935,-493200.53547120164,0.9000502391783479
30,0.4,0.5,usd,val,1.7070795514529675,1.3131381165022826,False,784920,10771,7983,150,7833,-3.335301634083227,-4.482832948133089,-2.175031035450935,0.5983813408801765,-5.576070692580808,-7.959970925091324,-3.4133187518196304,0.3185241925188306,26242.579373439898,25.450146814758074,0.17183709945104048,0.10468530575769182,0.1835427745803996,57.310980969311274,364,0,0,3.414159102905935,-95955.61519957677,1.814168476571122
30,0.4,0.5,jpy,full,1.7070795514529675,1.3131381165022826,False,793744,10830,54895,761,54134,-3.4689846802543216,-4.001847660634907,-2.9491506695386653,0.27124313846580195,-5.406500420994608,-6.32874912140216,-4.516414466785705,0.3129087080208372,188144.1758853838,23.247718624154874,0.23382716961613773,0.09616876639450253,0.04134318904611577,67.73501187839797,1962,48,36,3.414159102905935,-555300.7333401788,0.8156089623031938
30,0.4,0.5,jpy,train,1.7070795514529675,1.3131381165022826,False,793744,10830,46794,612,46182,-3.5105902747094215,-4.083618670988563,-2.9026356592470783,0.3050698716930349,-5.434113873886877,-6.501264464880799,-4.49839829738531,0.31059720237321903,162512.285527258,22.834329392403966,0.24479234333723096,0.09449569096184661,-0.0019354808416398679,69.52689180708678,1599,48,36,3.414159102905935,-462469.10307805607,0.9064008072165389
30,0.4,0.5,jpy,val,1.7070795514529675,1.3131381165022826,False,793744,10830,8101,149,7952,-3.2273562140665177,-4.249797471150334,-2.102775741959912,0.5552960523339712,-5.602356618144852,-7.918641854795384,-3.3978857370386275,0.3263329979879276,26028.64235442154,25.648516096579478,0.17014587525150907,0.10588531187122736,0.2926882007106444,56.21364419378623,364,0,0,3.414159102905935,-92831.63026212274,1.7660678807135135
30,0.4,1.0,usd,full,1.7070795514529675,1.3131381165022826,False,784920,10771,48942,781,48161,-3.990833064862028,-4.639030162809028,-3.3401927828740448,0.3254793439257887,-5.109595005729087,-6.034555745647565,-4.267601859321045,0.3277340586781836,193036.56026679554,26.2784410622703,0.0806876933618488,0.10797118000041528,-0.4687027819556779,72.3505008539519,1962,52,39,3.414159102905935,-582533.2533494452,0.9236291508868343
30,0.4,1.0,usd,train,1.7070795514529675,1.3131381165022826,False,784920,10771,41506,627,40879,-4.052210030132544,-4.7818141894472905,-3.354041357437487,0.36895301616109544,-5.110923479852099,-6.095361760987442,-4.1634090410788,0.32762543115046844,166789.57134783608,26.023532865285354,0.08559407030504661,0.10660730448396487,-0.5314436227426437,74.25363214836197,1599,52,39,3.414159102905935,-485859.2786534594,1.0288958319544654
30,0.4,1.0,usd,val,1.7070795514529675,1.3131381165022826,False,784920,10771,7436,154,7282,-3.6462808864366782,-4.921442348240468,-2.336058254901089,0.6626519391253614,-5.5152431277131,-7.814915252732741,-3.4340481800553655,0.32834386157649,26669.37908869789,27.70942048887668,0.0531447404559187,0.11562757484207635,-0.11649420868866693,60.57008107316505,364,0,0,3.414159102905935,-96673.97469598583,1.9885506396690418
30,0.4,1.0,jpy,full,1.7070795514529675,1.3131381165022826,False,793744,10830,49248,783,48465,-3.860080204419878,-4.468934851801494,-3.2223477985619784,0.3182243234452892,-5.169690123946443,-6.074284115448047,-4.2710420374446265,0.3283194057567317,187341.4503424683,26.4193335396678,0.08069741050242443,0.10902713298256474,-0.33689396853137843,72.75531223910193,1962,46,35,3.414159102905935,-565706.0228401874,0.925879434506352
30,0.4,1.0,jpy,train,1.7070795514529675,1.3131381165022826,False,793744,10830,41686,628,41058,-3.8525936632662674,-4.5361321797312195,-3.15144886394694,0.3512999664635066,-5.070146099446155,-6.020860951257539,-4.087982127630833,0.3271956744118077,158567.23251840757,26.156510302498905,0.08507477227336938,0.10775001217789469,-0.3306845481824367,74.8861118222686,1599,46,35,3.414159102905935,-460102.81873690593,1.035395383471903
30,0.4,1.0,jpy,val,1.7070795514529675,1.3131381165022826,False,793744,10830,7562,155,7407,-3.901579111762256,-5.079230292922076,-2.7128126792946583,0.6046208369186483,-6.255947127028504,-8.402293508805489,-4.215729117130422,0.33454840016200893,29158.58323697126,27.8761981909005,0.05643310382071014,0.11610638585122182,-0.3713136230050988,59.58201596397205,364,0,0,3.414159102905935,-105603.20410328139,1.9395360605674765
30,0.8,0.25,usd,full,2.1488128406044376,1.6529329543111058,False,303673,4161,33310,294,33016,-4.361842436438579,-5.023559526051831,-3.6720044699695418,0.35417910997044977,-4.910491081871628,-5.747376109457974,-4.097226487952323,0.23727889508117275,144342.13530418088,15.284013811485341,0.7206203053065181,0.06324206445359826,-0.0009746907761057372,70.6511512392185,1962,35,19,4.297625681208875,-397497.0230448513,1.0893334819130513
30,0.8,0.25,usd,train,2.1488128406044376,1.6529329543111058,False,303673,4161,29316,233,29083,-4.322030289676757,-5.084378812053774,-3.5456052263815128,0.3916219149894228,-4.945153952178447,-5.90644427811737,-4.056449203074524,0.2358422446102534,126214.85612380887,14.97376474228931,0.7246501392566104,0.062304439019358386,0.037899830551477005,71.96865006488795,1598,35,19,4.297625681208875,-330576.15400748164,1.1822997351829034
30,0.8,0.25,usd,val,2.1488128406044376,1.6529329543111058,False,303673,4161,3994,61,3933,-4.656237723566494,-6.3085480244064875,-3.032758530208402,0.8392787756604198,-5.2423123243288074,-7.3958796039537935,-3.189422544550975,0.2479023646071701,18520.73998477811,17.578184591914567,0.6908212560386473,0.07017543859649122,-0.2884366037611275,60.02493631759822,364,0,0,4.297625681208875,-66920.86903736962,2.6814738876739495
30,0.8,0.25,jpy,full,2.1488128406044376,1.6529329543111058,False,306237,4204,33529,292,33237,-4.0869714895501446,-4.848116476748196,-3.3865704511649017,0.36481130788847566,-4.57324912230636,-5.475265295725328,-3.7794481576577312,0.23786743689261966,136127.9791512799,15.406805668381622,0.7192586575202334,0.06498781478472786,0.27564200644345865,71.22399042403963,1962,31,17,4.297625681208875,-383677.52523626795,1.0945087322039306
30,0.8,0.25,jpy,train,2.1488128406044376,1.6529329543111058,False,306237,4204,29469,235,29234,-4.05105442586627,-4.78891492120416,-3.250489624119696,0.399045215202881,-4.636167151004691,-5.508291633360922,-3.671009279648148,0.23684750632824794,118812.91181577566,15.092631867004172,0.7239173565027023,0.06424026818088527,0.31081152352349056,72.60197372348175,1598,31,17,4.297625681208875,-320044.2408153612,1.1896196890251025
30,0.8,0.25,jpy,val,2.1488128406044376,1.6529329543111058,False,306237,4204,4060,57,4003,-4.349274622134306,-6.149115641117559,-2.4268612259153084,0.9505942716317617,-4.511330155778866,-6.935553440553311,-2.4307575169554614,0.24531601299025732,17718.323055456607,17.701224081938545,0.685236072945291,0.0704471646265301,0.018798223701098852,60.219179353410254,364,0,0,4.297625681208875,-63633.28442090671,2.666526322242464
30,0.8,0.5,usd,full,2.1488128406044376,1.6529329543111058,True,303673,4161,24031,366,23665,-4.495096721201012,-5.544329684120843,-3.436661083414455,0.541087750591768,-3.353182901701449,-4.204857699933092,-2.5468236972583074,0.3065286287766744,106700.39478657511,24.817874498204098,0.43680540883160784,0.10361293048806254,-0.09385810950407437,87.04620831100588,1962,32,17,4.297625681208875,-339195.10858355847,1.5852597800355956
30,0.8,0.5,usd,train,2.1488128406044376,1.6529329543111058,True,303673,4161,21036,292,20744,-4.435717706313028,-5.600952077388156,-3.280247395941923,0.601457490181406,-3.344196909826406,-4.245440715351624,-2.46688934585113,0.30495564982645584,92507.65827616861,24.39683763979946,0.44383918241419207,0.10248746625530274,-0.035604558848850124,88.55941665018256,1598,32,17,4.297625681208875,-287351.5731464391,1.7226312944448319
30,0.8,0.5,usd,val,2.1488128406044376,1.6529329543111058,True,303673,4161,2995,74,2921,-4.91678733566056,-7.426367868623544,-2.3761934459193412,1.278867928371502,-3.8081310160467434,-6.025808489622048,-1.703051911023661,0.31769941800753165,14621.193208575969,27.807942485450187,0.38685381718589523,0.11160561451557685,-0.5075560399361067,75.44378857660354,364,0,0,4.297625681208875,-51843.535437119324,3.910763455435233
30,0.8,0.5,jpy,full,2.1488128406044376,1.6529329543111058,True,306237,4204,24206,374,23832,-4.1905051273279,-5.217900720171983,-3.2693654024794667,0.49704372838031224,-3.385504797600962,-4.245095339612377,-2.5641156418215316,0.30891238670694865,100075.54487155261,24.988293051359516,0.43366062437059416,0.1045652903658946,0.21168584424686962,87.20696560109239,1962,27,14,4.297625681208875,-328496.07446988067,1.5826131412695446
30,0.8,0.5,jpy,train,2.1488128406044376,1.6529329543111058,True,306237,4204,21111,301,20810,-4.009931954411652,-5.0440131334211475,-2.8885245305172123,0.5652561235108219,-3.2891627185494823,-4.244559568956166,-2.3600718751760894,0.3084094185487746,83856.55183028583,24.636857280153773,0.4403171552138395,0.10408457472369054,0.3917783015209138,89.08085613421535,1598,26,13,4.297625681208875,-270170.4699425067,1.7300242054038715
30,0.8,0.5,jpy,val,2.1488128406044376,1.6529329543111058,True,306237,4204,3095,73,3022,-5.433962350487108,-7.7097320091442985,-2.9839482861335886,1.2059044143147601,-4.25966406672342,-6.397616187356557,-2.1787448423447544,0.3123759099933819,16860.816933823626,27.40833884844474,0.3878226340172071,0.10787557908669755,-1.0284610901915348,73.00926258433716,364,1,1,4.297625681208875,-58325.60452737396,3.7207849454915367
30,0.8,1.0,usd,full,2.1488128406044376,1.6529329543111058,False,303673,4161,20286,417,19869,-4.291557843255497,-5.622092775390373,-3.0372081595534346,0.6668773645484869,-2.651898579086735,-3.4593287420714853,-1.8555909546327838,0.34913684634355024,86205.239880611,31.863203986109013,0.16045095374704313,0.1327696411495294,0.1388374791029076,97.92125910772624,1962,28,17,4.297625681208875,-302465.546819112,1.946223990396367
30,0.8,1.0,usd,train,2.1488128406044376,1.6529329543111058,False,303673,4161,17649,333,17316,-4.2644997472715165,-5.688015647671372,-2.7911463697588865,0.7662792880528274,-2.6424882081676175,-3.5912714833779384,-1.7685239302359732,0.3478285978285978,75197.71435254285,31.505370755370755,0.1652806652806653,0.1317856317856318,0.1649115657229908,99.81141252949683,1598,28,17,4.297625681208875,-262908.8862166517,2.1250064400435753
30,0.8,1.0,usd,val,2.1488128406044376,1.6529329543111058,False,303673,4161,2637,84,2553,-4.475082320364235,-7.279981006721421,-1.6919023591485787,1.4476438676811643,-3.0626982885120024,-5.168370406994825,-1.0635564423967654,0.35801018409714064,11582.29528650344,34.290246768507636,0.12769291030160596,0.13944379161770465,-0.038012847537655756,84.00284553320262,364,0,0,4.297625681208875,-39556.660602460295,4.657709815923113
30,0.8,1.0,jpy,full,2.1488128406044376,1.6529329543111058,False,306237,4204,20422,423,19999,-3.9347512556395476,-5.112701857720019,-2.670359948015926,0.6339511542600057,-2.616637166721746,-3.4273813129161255,-1.7401998798587466,0.3504175208760438,83084.4872495701,32.07885394269714,0.15800790039501975,0.13410670533526675,0.49698113090459367,98.39614895864992,1962,22,13,4.297625681208875,-296324.7756566885,1.949296030759951
30,0.8,1.0,jpy,train,2.1488128406044376,1.6529329543111058,False,306237,4204,17684,338,17346,-3.654809557436531,-5.0000712157003,-2.270226991407526,0.6969782281947189,-2.455351815430966,-3.439805954871106,-1.5366732951955555,0.35074368730543065,68338.43638568181,31.830335524040123,0.16245820362043123,0.13444021676467197,0.7772563405370153,100.73738756720712,1598,22,13,4.297625681208875,-241528.96398406208,2.142865192221947
30,0.8,1.0,jpy,val,2.1488128406044376,1.6529329543111058,False,306237,4204,2738,85,2653,-5.765082464470879,-8.78712361611176,-2.927611859228022,1.4920135346652414,-3.8250921412081915,-6.052075893266116,-1.8245103963177183,0.3482849604221636,15920.079827809172,33.70373162457595,0.12891066716924238,0.13192612137203166,-1.3355306618899727,81.43926647577264,364,0,0,4.297625681208875,-54795.8116726264,4.429646461064556
30,1.2,0.25,usd,full,2.539919863368455,1.953784510283427,False,146985,2055,19037,155,18882,-5.160296734783613,-6.1766564884622355,-4.101323348388299,0.538734740829566,-3.607830537860946,-4.38802580631284,-2.837247731407956,0.22418176040673657,97436.72294618346,13.459379303039933,0.792924478339159,0.058150619637750235,-0.022306388408953024,78.47710559022256,1952,23,12,5.07983972673691,-261033.03657293017,1.600010444522871
30,1.2,0.25,usd,train,2.539919863368455,1.953784510283427,False,146985,2055,16964,126,16838,-5.048203737098148,-6.251558804098495,-3.8761949202295356,0.6059757456958996,-3.5927521273298018,-4.463855263273412,-2.688965976670398,0.22496733578809835,85284.80851785761,13.30520251811379,0.7942154650195985,0.05784534980401473,0.08948133944277788,79.68545638514505,1598,23,12,5.07983972673691,-215613.58502825652,1.720432543847968
30,1.2,0.25,usd,val,2.539919863368455,1.953784510283427,False,146985,2055,2073,29,2044,-6.083692965227785,-8.77696015755531,-3.3493860875231714,1.3771158895792226,-4.3386821861656175,-6.604055305286811,-2.321403695466575,0.21771037181996086,12435.068420925621,14.729452054794521,0.7822896281800391,0.060665362035225046,-0.9431878764556502,67.71756501897704,354,0,0,5.07983972673691,-45419.451544673604,4.19628256941527
30,1.2,0.25,jpy,full,2.539919863368455,1.953784510283427,False,147714,2030,18995,154,18841,-4.9069390340828445,-5.940883069822977,-3.7938621382612263,0.5361084161789527,-3.4779255211746927,-4.208288103019843,-2.6901703117507605,0.2249349822196274,92708.30390262579,13.65304389363622,0.790934663765193,0.05912637333474868,0.2320270659888138,79.24169944545298,1952,21,10,5.07983972673691,-262791.5138613214,1.6173560729403618
30,1.2,0.25,jpy,train,2.539919863368455,1.953784510283427,False,147714,2030,16911,126,16785,-4.715322657786627,-5.877506505435763,-3.5365293178454067,0.6003480395975991,-3.3988449776919123,-4.252495878370609,-2.5542767471584575,0.22609472743521,79362.4478122818,13.507179028894846,0.7921954125707477,0.05933869526362824,0.42385576421391113,80.73657953363093,1598,21,10,5.07983972673691,-213659.8405188886,1.7458764659989114
30,1.2,0.25,jpy,val,2.539919863368455,1.953784510283427,False,147714,2030,2084,28,2056,-6.471277981617872,-8.88294936924434,-3.7978235334526014,1.2912091314490484,-4.699227616954878,-6.861681816869377,-2.6095243068558664,0.21546692607003892,13561.61309167765,14.84387159533074,0.7806420233463035,0.057392996108949414,-1.3340452587720135,65.77488054866576,354,0,0,5.07983972673691,-49131.67334243279,4.063987376342249
30,1.2,0.5,usd,full,2.539919863368455,1.953784510283427,False,146985,2055,13091,194,12897,-4.74890347545939,-6.509871086530622,-2.9885595075581777,0.9095935056831468,-2.135967822408682,-2.9493316192168093,-1.422865616244314,0.2968907497867721,61397.78402285988,23.741955493525627,0.565712956501512,0.10296968287198573,0.43390593414950446,100.06894630248294,1952,24,12,5.07983972673691,-191224.2876871177,2.4686459830690644
30,1.2,0.5,usd,train,2.539919863368455,1.953784510283427,False,146985,2055,11571,163,11408,-4.318185582689615,-6.360757653522023,-2.3715405889154177,0.9917788372605808,-1.973313063282143,-2.817905637247877,-1.119190189002305,0.2981241234221599,49682.76102650041,23.580820476858346,0.5688990182328191,0.10361150070126227,0.865265644748556,101.87156972996985,1598,24,12,5.07983972673691,-149235.60482153803,2.672096137909863
30,1.2,0.5,usd,val,2.539919863368455,1.953784510283427,False,146985,2055,1520,31,1489,-8.048856276478595,-11.959066815769763,-3.71665675995043,2.1077526702381877,-3.5989231922233786,-5.701073722549,-1.6405257277465983,0.28744123572867697,11984.74699567664,24.976494291470786,0.5413028878441908,0.09805238415043653,-2.870964165591249,84.95650830265203,354,0,0,5.07983972673691,-41988.68286557967,6.168124671296335
30,1.2,0.5,jpy,full,2.539919863368455,1.953784510283427,False,147714,2030,13116,190,12926,-4.609675763107279,-6.155259168668335,-3.0211706386980834,0.8023517956678016,-2.339507476190066,-3.175714256977598,-1.499605056430102,0.29947392851616894,60235.41511790471,23.884109546650162,0.5629738511527155,0.10413120841714374,0.5742951720467733,100.10787313195912,1952,19,9,5.07983972673691,-197258.5029396423,2.4668344005737697
30,1.2,0.5,jpy,train,2.539919863368455,1.953784510283427,False,147714,2030,11573,161,11412,-4.058327080012959,-5.785139426373371,-2.365105330249679,0.875521686245973,-2.1051004634234074,-2.9714518093012385,-1.2055905080373812,0.30029793200140203,46975.699652759424,23.746319663512093,0.5669470732562215,0.10550297932001403,1.1270156260439637,102.48183519998778,1598,19,9,5.07983972673691,-150245.4058228064,2.6876322878402745
30,1.2,0.5,jpy,val,2.539919863368455,1.953784510283427,False,147714,2030,1543,29,1514,-8.765548399482695,-12.613187307146248,-4.9000195170906204,1.979423939319663,-4.10978873404501,-6.206722906216512,-2.068877746366357,0.29326287978863935,13455.376578705433,24.922721268163805,0.5330250990752973,0.09379128137384413,-3.5919173913719407,79.88364902559219,354,0,0,5.07983972673691,-47013.09711683586,5.751734021634946
30,1.2,1.0,usd,full,2.539919863368455,1.953784510283427,False,146985,2055,10492,235,10257,-4.256149014510616,-6.507042803817286,-2.02182104705563,1.1432865251908197,-1.5033638939872849,-2.280737095813642,-0.6997124974856724,0.36248415716096327,53402.76007194948,34.08628253875402,0.2532904357999415,0.1458516135322219,0.9695423257585152,117.49270638998442,1952,14,8,5.07983972673691,-179243.68157354818,3.2501586993091895
30,1.2,1.0,usd,train,2.539919863368455,1.953784510283427,False,146985,2055,9229,195,9034,-3.7531505865786454,-6.1902683837969255,-1.0942061529027707,1.320571049079133,-1.3389725696822932,-2.159519384663008,-0.41517804810665804,0.3650653088332964,43966.67263653494,33.89661279610361,0.25702900154970115,0.14633606375913216,1.4730252039173966,119.68480917185009,1598,14,8,5.07983972673691,-144362.86716409365,3.5277908213241367
30,1.2,1.0,usd,val,2.539919863368455,1.953784510283427,False,146985,2055,1263,40,1223,-7.9716746056286985,-13.298970336815763,-2.689237269706481,2.7061270297188793,-2.952463608530871,-4.905115195592701,-1.0787859761498044,0.34341782502044155,9787.35569719778,35.48732624693377,0.22567457072771874,0.14227309893704007,-2.7495617799547487,99.7843974852918,354,0,0,5.07983972673691,-34880.81440945453,7.99379944599756
30,1.2,1.0,jpy,full,2.539919863368455,1.953784510283427,False,147714,2030,10530,230,10300,-3.4409766069687393,-5.520407899372672,-1.3164028754348345,1.0660180118642935,-1.35993552081459,-2.1932344804055965,-0.5112376367954017,0.3655339805825243,50149.688209885135,34.2847572815534,0.2487378640776699,0.1458252427184466,1.784688362486616,117.97997979466057,1952,10,6,5.07983972673691,-170088.18661107196,3.2568183960141095
30,1.2,1.0,jpy,train,2.539919863368455,1.953784510283427,False,147714,2030,9249,191,9058,-2.8252352931200977,-5.085649418183496,-0.3918450135468037,1.1837925495969033,-1.1277019166321267,-2.039470319717935,-0.19936422248334104,0.3675204239346434,40356.61027444796,34.17376904393906,0.2536983881651579,0.14749392801943034,2.4020983616362424,120.72954307349552,1598,10,6,5.07983972673691,-134800.6190841715,3.55386753539342
30,1.2,1.0,jpy,val,2.539919863368455,1.953784510283427,False,147714,2030,1281,39,1242,-7.931624610866484,-12.562096576356542,-3.257514804138713,2.3119231494798607,-3.2674390557618325,-5.216769012301986,-1.2921003666606081,0.35104669887278583,10032.285656949629,35.094202898550726,0.21256038647342995,0.13365539452495975,-2.718129489604615,95.48521414849166,354,0,0,5.07983972673691,-35287.56752690041,7.590653478967076
60,0.4,0.25,usd,full,1.5650366985939097,1.2038743835337766,False,1101509,14879,59006,869,58137,-3.0380991224566745,-3.490684959408639,-2.550518228286715,0.24116906351906664,-5.213493207287667,-6.247603728361465,-4.276491109853758,0.24996129831260644,176625.96868226328,25.259645320535974,0.5694308271840652,0.10554380170975454,0.1975180764408991,64.54384453303655,1963,74,54,3.1300733971878194,-477419.9109204808,0.7499500857148695
60,0.4,0.25,usd,train,1.5650366985939097,1.2038743835337766,False,1101509,14879,50489,688,49801,-2.902673318488939,-3.4633691108186744,-2.355894403357723,0.2721194895187907,-4.989556652596065,-6.103468273807993,-3.95870834194153,0.2498142607578161,144984.8832907171,24.481255396477984,0.5770767655267967,0.10317061906387422,0.33057069776275455,66.01844381316643,1598,74,54,3.1300733971878194,-357860.17226858,0.8288006606296244
60,0.4,0.25,usd,val,1.5650366985939097,1.2038743835337766,False,1101509,14879,8517,181,8336,-3.8471610782384915,-4.8829574738328265,-2.747732854825767,0.5372978668170235,-6.874196457251978,-9.14671820435109,-4.750225127691445,0.25083973128598847,32150.086780598067,29.909908829174665,0.5237523992322457,0.11972168905950097,-0.5973659919911707,54.91203700945707,365,0,0,3.1300733971878194,-119559.73865190079,1.6849714201501749
60,0.4,0.25,jpy,full,1.5650366985939097,1.2038743835337766,False,1113786,14973,59120,897,58223,-3.0868380156728312,-3.5525907825156104,-2.614040001237942,0.24111914523870437,-5.348870767058572,-6.344678570690921,-4.4080722249572855,0.25053672947117117,179807.67590615668,25.47821307730622,0.5670267763598578,0.10586881472957423,0.14910419624456206,63.29431474444546,1963,74,57,3.1300733971878194,-452368.28345837945,0.7348881595710145
60,0.4,0.25,jpy,train,1.5650366985939097,1.2038743835337766,False,1113786,14973,50546,714,49832,-2.988778902637672,-3.4962907101984126,-2.4658386738613163,0.26895796876390626,-5.146959198965674,-6.280910026949143,-4.13591315611625,0.24961871889548884,149168.09704288206,24.661382244340984,0.5749719056028255,0.10326697704286403,0.2445614715930114,64.52839113175608,1598,74,57,3.1300733971878194,-337571.1799480554,0.8098424086646961
60,0.4,0.25,jpy,val,1.5650366985939097,1.2038743835337766,False,1113786,14973,8574,183,8391,-3.669185974291359,-4.635940046471189,-2.6531559805463916,0.5017512486297862,-7.1180873319332525,-9.432042138475003,-5.14138389044675,0.25598855917053986,30950.99766231686,30.32916219759266,0.5198426885949231,0.12132046240019068,-0.41779211470334887,55.40183624540478,365,0,0,3.1300733971878194,-114797.10351032403,1.6944202619373314
60,0.4,0.5,usd,full,1.5650366985939097,1.2038743835337766,False,1101509,14879,44644,973,43671,-2.7817439300420017,-3.454784927582053,-2.1388107093988116,0.3338821442462486,-3.551647097138773,-4.540651114365312,-2.586865941041183,0.3001305213986398,129214.84534795604,35.27503377527421,0.26186714295527924,0.14810743971972248,0.49643690686554054,76.04391378023388,1963,63,46,3.1300733971878194,-366760.9667401019,1.0194636138224378
60,0.4,0.5,usd,train,1.5650366985939097,1.2038743835337766,False,1101509,14879,37882,776,37106,-2.616502909871657,-3.3192216612265844,-1.84161480900121,0.3838400704328892,-3.327257530434862,-4.4487670154978405,-2.315679459906333,0.3009216838247184,105296.1393927533,34.466743922815716,0.2723279254028998,0.146068021344257,0.659638508660419,78.03386235793103,1598,63,46,3.1300733971878194,-275703.47115776205,1.1349190098883597
60,0.4,0.5,usd,val,1.5650366985939097,1.2038743835337766,False,1101509,14879,6762,197,6565,-3.7157017814419713,-5.12773996406379,-2.3077339830254444,0.7207454392809974,-5.07309907836281,-7.3899449328798825,-2.9653882142215684,0.29565879664889566,24532.001655375054,39.84356435643564,0.20274181264280275,0.15963442498095964,-0.4259939592731922,63.63444702368793,365,0,0,3.1300733971878194,-91057.49558233989,2.200284030278065
60,0.4,0.5,jpy,full,1.5650366985939097,1.2038743835337766,False,1113786,14973,44915,989,43926,-2.9468937830004776,-3.56663237267282,-2.305914639573519,0.3230024829383843,-3.871927777148613,-4.838646923450716,-2.936012795998522,0.29950371078632243,132457.45706892095,35.35097664253517,0.2604607749396713,0.14738423712607568,0.33056385131341814,74.28357692220158,1963,65,53,3.1300733971878194,-371093.7963930126,0.9929692888554432
60,0.4,0.5,jpy,train,1.5650366985939097,1.2038743835337766,False,1113786,14973,38064,789,37275,-2.794465154688012,-3.5017875052160994,-2.084619253174898,0.36482345730004023,-3.6183602965274635,-4.696402750658568,-2.5942881621123868,0.3002548625083836,107336.90796732482,34.53515761234071,0.2713883299798793,0.1454057679409792,0.4810140104407868,76.03053092255965,1598,65,53,3.1300733971878194,-277099.72701827215,1.103273113084295
60,0.4,0.5,jpy,val,1.5650366985939097,1.2038743835337766,False,1113786,14973,6851,200,6651,-3.8011678952162553,-5.06752561842646,-2.5650688379985724,0.6257045951663393,-5.863426192288948,-7.8725773812438185,-3.9057378409214603,0.29529394076078785,25433.868229441232,39.923169448203275,0.1992181626823034,0.15847241016388514,-0.5126220878645509,63.60945384794592,365,0,0,3.1300733971878194,-93994.06937474041,2.1851539026100135
60,0.4,1.0,usd,full,1.5650366985939097,1.2038743835337766,False,1101509,14879,39517,1009,38508,-3.136630246455307,-3.891107616047819,-2.377447584190264,0.38677076068884214,-3.4545096951658403,-4.384123736517645,-2.5436460485811696,0.31879090059208476,130069.9079759793,40.45909940791524,0.08943596135867872,0.17009452581281811,0.1635376765453301,81.76636022088542,1963,60,43,3.1300733971878194,-375063.36871010874,1.1673551984101151
60,0.4,1.0,usd,train,1.5650366985939097,1.2038743835337766,False,1101509,14879,33289,808,32481,-2.9950923853187192,-3.815319783208854,-2.176103285042644,0.4196457609775362,-3.263761571204084,-4.34144681853867,-2.238137357394245,0.32064899479695824,106973.79961256828,39.834641790585266,0.09547119854684277,0.16896031526122965,0.3039413271303292,84.19220604887987,1598,60,43,3.1300733971878194,-289642.34942092176,1.3087630672935304
60,0.4,1.0,usd,val,1.5650366985939097,1.2038743835337766,False,1101509,14879,6228,201,6027,-3.8994129356169975,-5.459365143395845,-2.2522103823193462,0.8134449092133047,-4.752542750502763,-6.836787770094971,-2.7041343991612026,0.30877716940434713,23581.91379536566,43.82445661191306,0.056910569105691054,0.17620706819313092,-0.5931324702360472,67.20273094909031,365,0,0,3.1300733971878194,-85421.01928918698,2.425158700041468
60,0.4,1.0,jpy,full,1.5650366985939097,1.2038743835337766,False,1113786,14973,39736,1017,38719,-3.2227251412955824,-3.9457205738071837,-2.4852692064284687,0.37088095875753635,-3.6410094644879916,-4.622784976029642,-2.7378576287677334,0.3201012422841499,129385.84654277857,40.59340375526227,0.0898783542963403,0.16896097523179834,0.07630923112403518,80.19145959434736,1963,64,52,3.1300733971878194,-366243.835282003,1.141747027394094
60,0.4,1.0,jpy,train,1.5650366985939097,1.2038743835337766,False,1113786,14973,33434,813,32621,-3.0859398455010267,-3.907897878182066,-2.217491605156411,0.4255355262313245,-3.427419308205536,-4.512497228906467,-2.468682298526904,0.3216946138990221,105334.46058851651,39.960087060482515,0.09524539407130377,0.16780601453051716,0.21193956621730933,82.51135482150941,1598,64,52,3.1300733971878194,-277657.44343160786,1.2798790210715185
60,0.4,1.0,jpy,val,1.5650366985939097,1.2038743835337766,False,1113786,14973,6302,204,6098,-3.9544524509240175,-5.428414979712414,-2.553827345431237,0.7275199349388498,-5.2109352207319,-7.25513754139136,-3.370673092197962,0.3115775664152181,24299.88280059587,43.981305346015084,0.061167595933092817,0.1751393899639226,-0.649239663772275,66.42023912003754,365,0,0,3.1300733971878194,-88586.39185039516,2.382926034380258
60,0.8,0.25,usd,full,1.9071516845957124,1.4670397573813172,False,512271,6995,33334,476,32858,-4.1739884224009485,-4.889048461548624,-3.4648437256021287,0.3753486290871856,-4.438767847411031,-5.4303336280023045,-3.516423436503591,0.2147726581045712,137148.91158325068,23.45300992148031,0.7449936088623775,0.0965366120883803,-0.2631484411211431,75.62734153615374,1962,28,22,3.8143033691914248,-387817.5908565002,1.1688589564890546
