ts,oi,volume
2026-09-06 00:05:00+00:00,2862175838.7203,4110108.1323
2026-09-06 00:10:00+00:00,2863842562.9785,5651036.3185
2026-09-06 00:15:00+00:00,2863634621.8086,4655387.7525
2026-09-06 00:20:00+00:00,2861280316.9097,1232109.6225
2026-09-06 00:25:00+00:00,2861567082.374,4293185.8136
2026-09-06 00:30:00+00:00,2862742772.9206,8366016.7524
2026-09-06 00:35:00+00:00,2862428028.29,7518118.1915
2026-09-06 00:40:00+00:00,2862170964.4322,4527644.1246
2026-09-06 00:45:00+00:00,2861960095.9027,4313025.5006
2026-09-06 00:50:00+00:00,2862581002.5234,3018447.1462
2026-09-06 00:55:00+00:00,2865958831.162,8103270.4128
2026-09-06 01:00:00+00:00,2865441422.5148,11451066.8301
2026-09-06 01:05:00+00:00,2865394321.6437,13034833.9116
2026-09-06 01:10:00+00:00,2866371779.6835,9815095.2041
2026-09-06 01:15:00+00:00,2865872566.42,9401808.447
2026-09-06 01:20:00+00:00,2865654446.215,9221572.4933
2026-09-06 01:25:00+00:00,2866871164.61,10022372.4751
2026-09-06 01:30:00+00:00,2869066874.2122,3487492.7944
2026-09-06 01:35:00+00:00,2871276741.2781,6353109.0048
2026-09-06 01:40:00+00:00,2872526171.5442,19962825.4396
2026-09-06 01:45:00+00:00,2872758142.6787,13705167.1962
2026-09-06 01:50:00+00:00,2874592488.6645,11422008.8752
2026-09-06 01:55:00+00:00,2873578865.4261,6116243.1205
2026-09-06 02:00:00+00:00,2873902863.8328,7030786.1225
2026-09-06 02:05:00+00:00,2875030051.6172,6638731.8473
2026-09-06 02:10:00+00:00,2876747835.2347,4896313.4224
2026-09-06 02:15:00+00:00,2876818393.3221,5535042.2458
2026-09-06 02:20:00+00:00,2876316602.907,5648478.0424
2026-09-06 02:25:00+00:00,2876992726.1041,5710375.6657
2026-09-06 02:30:00+00:00,2878547759.8179,4556877.4045
2026-09-06 02:35:00+00:00,2878635056.826,2445422.0735
2026-09-06 02:40:00+00:00,2879184944.6985,3694412.6356
2026-09-06 02:45:00+00:00,2878035035.7464,11381857.3296
2026-09-06 02:50:00+00:00,2880699977.9544,6369292.9487
2026-09-06 02:55:00+00:00,2881486693.9299,2619398.7568
2026-09-06 03:00:00+00:00,2882316701.4774,5554126.2182
2026-09-06 03:05:00+00:00,2883722626.7114,2603565.7526
2026-09-06 03:10:00+00:00,2885319521.3955,3144352.6052
2026-09-06 03:15:00+00:00,2885541582.6632,4627722.0252
2026-09-06 03:20:00+00:00,2885321286.3798,4451339.7019
2026-09-06 03:25:00+00:00,2884773447.8467,4089244.3992
2026-09-06 03:30:00+00:00,2887317380.3889,4021310.6009
2026-09-06 03:35:00+00:00,2887459751.8532,3793679.7155
2026-09-06 03:40:00+00:00,2889295106.9448,6641363.8477
2026-09-06 03:45:00+00:00,2889856686.6798,16074225.805
2026-09-06 03:50:00+00:00,2891702881.9454,14545367.6532
2026-09-06 03:55:00+00:00,2892023915.7942,5443877.6665
2026-09-06 04:00:00+00:00,2891798888.9499,5251401.9872
2026-09-06 04:05:00+00:00,2890671593.7746,4316580.9829
2026-09-06 04:10:00+00:00,2890463062.6892,5376075.4863
2026-09-06 04:15:00+00:00,2890006551.1669,2522730.6792
2026-09-06 04:20:00+00:00,2888649075.494,1829659.8717
2026-09-06 04:25:00+00:00,2886907339.8684,16407707.8357
2026-09-06 04:30:00+00:00,2887037490.523,2553361.6929
2026-09-06 04:35:00+00:00,2887372306.8011,2191851.4629
