series,n_main,null_p95_bps,n_variables,n_comparisons,block,n_boot,seed,uncond_mean_bps,uncond_ci_lo_bps,uncond_ci_hi_bps,uncond_net_mean_bps,uncond_net_ci_lo_bps,uncond_net_ci_hi_bps
1343,4293,22.73687130756389,8,92,20,2000,20260906,6.3326716753782515,3.555405429001434,9.295308821216484,-6.457623624187138,-9.255815357033757,-3.4705734764603613
1321,4042,25.89524716867517,8,92,20,2000,20260906,5.842191702944014,2.9043947835187547,8.937038341923003,1.000656979541988,-1.9234605991375606,4.082746257511444
