series,variable,state,n,mean,ci_lo,ci_hi,cost_mean,net_mean,net_ci_lo,net_ci_hi
1343,実現ボラ三分位,1_低,1425,1.5889117864886126,-0.6759407217114429,3.8525641528829815,11.378274431916335,-9.789362645427726,-12.11432686881574,-7.539830816866217
1343,実現ボラ三分位,2_中,1424,5.036789331199051,1.12776309071976,8.568339945399348,12.525006695211191,-7.48821736401214,-11.718648878322291,-3.7469089820790393
1343,実現ボラ三分位,3_高,1424,12.941810865758988,7.03384361407325,19.308267988983914,14.334011947791677,-1.3922010820326884,-6.941271141412258,5.2241624517833465
1343,直前リターン符号,1_上昇,2115,10.654695629645628,7.316692808502938,14.403690175282586,12.712027233012067,-2.0573316033664413,-5.4394587969209,1.6496346052686117
1343,直前リターン符号,2_非上昇,2177,2.1612100052949974,-1.978557744073703,6.29621767762011,12.862383899348712,-10.701173894053714,-15.277978736051095,-6.563050841154291
1343,直前リターン三分位,1_下位,1431,1.6905836215416383,-4.404415148232587,7.522969822325506,13.070527687238801,-11.379944065697163,-17.814856326617885,-5.233350268963411
1343,直前リターン三分位,2_中位,1430,3.911088089046707,1.4776580030377835,6.253734581308786,12.33421024090545,-8.423122151858745,-10.904347518659717,-5.90322190055535
1343,直前リターン三分位,3_上位,1431,13.436446057627418,8.929430129465887,19.112614707223212,12.959819414234204,0.4766266433932132,-4.131225477589508,6.067064036563339
1343,SQまでの日数,1_0-2日,616,3.0283196602372673,-6.078409496583418,9.992079920677451,12.83604038032962,-9.807720720092352,-17.798488011696925,-3.13357344463438
1343,SQまでの日数,2_3-9日,951,6.605689676966954,0.9173941881872876,12.483757692602007,12.796160498609368,-6.190470821642417,-12.168101105058266,0.03982149762417107
1343,SQまでの日数,3_10日以上,2726,6.984117281326891,4.292165430158102,9.916731910442005,12.777912036894229,-5.793794755567338,-8.536584843867766,-2.9758702569900564
1343,曜日,1_月,796,4.4335879934577225,-1.291341427671206,10.584209059912109,12.818156548790908,-8.384568555333187,-14.531727420873295,-1.8797200887913588
1343,曜日,2_火,875,5.366922157108094,0.802465542403332,10.535887970651709,12.773184067165651,-7.406261910057556,-12.656208679170765,-1.9308562580739934
1343,曜日,3_水,877,3.3991959532695204,-1.1956771859011406,7.268162687812335,12.760813394157529,-9.361617440888008,-13.778334856038608,-5.524841213134106
1343,曜日,4_木,877,10.236319804653105,3.7905537330173855,17.900070997600857,12.807584071799917,-2.571264267146813,-8.592082794432969,5.027478715841253
1343,曜日,5_金,868,8.067533700966317,0.6835534427865424,14.62598312464984,12.794313907582989,-4.726780206616671,-12.323784410155044,2.6006357924327985
1343,月,01,341,5.968978132642367,-2.17808986644461,12.98493938865469,12.971889263488054,-7.002911130845686,-15.573872353914677,0.10016140455386846
1343,月,02,340,4.033638118257087,-5.652436382266779,13.31372448468872,13.079777223442777,-9.046139105185688,-18.04021755337626,-0.4107842109405013
