series,variable,state_a,state_b,n_a,n_b,mean_a,mean_b,diff,ci_lo,ci_hi,se,mde,null_p95,verdict
N225F,曜日,2_火,5_金,948,877,8.385314856470181,5.899205944113064,2.4861089123571167,-8.070620092263681,13.631986320099978,5.701097083892071,15.972109320035589,26.138948062937235,判定不能
N225F,曜日,3_水,4_木,876,875,2.6468178750943347,2.739762121509283,-0.09294424641494814,-10.124985515578624,9.630885692364824,5.051711367676863,14.152799896317088,26.138948062937235,判定不能
N225F,曜日,3_水,5_金,876,877,2.6468178750943347,5.899205944113064,-3.2523880690187297,-15.519123776601335,8.419391532963077,6.037368308093918,16.91420181120001,26.138948062937235,判定不能
N225F,曜日,4_木,5_金,875,877,2.739762121509283,5.899205944113064,-3.1594438226037815,-15.024656044912897,8.719072730467602,6.018482495159704,16.86129159684227,26.138948062937235,判定不能
N225F,月,01,02,365,368,-1.7483723015884385,5.393898490932891,-7.142270792521329,-21.14735339334072,7.373470598512194,7.2554173014386025,20.326669866485087,26.138948062937235,判定不能
N225F,月,01,03,365,349,-1.7483723015884385,9.314845375911737,-11.063217677500177,-24.345424180671863,2.0320022227365615,6.841590721831362,19.167299437993645,26.138948062937235,判定不能
N225F,月,01,04,365,393,-1.7483723015884385,3.780278428961489,-5.528650730549927,-21.52280076700914,10.490312580734903,8.261457193744002,23.14517635808983,26.138948062937235,判定不能
N225F,月,01,05,365,378,-1.7483723015884385,5.375704513178763,-7.124076814767202,-21.936251291806606,7.9920931882462405,7.559528763518814,21.17866404345584,26.138948062937235,判定不能
N225F,月,01,06,365,350,-1.7483723015884385,5.999723379313153,-7.748095680901591,-20.81643885156776,5.996727205276358,6.79854976174748,19.046716520428287,26.138948062937235,判定不能
N225F,月,01,07,365,406,-1.7483723015884385,5.885499268319859,-7.6338715699082975,-20.479103227388915,4.105335328673228,6.2414993613173815,17.486092352568114,26.138948062937235,判定不能
N225F,月,01,08,365,408,-1.7483723015884385,-5.787086642206971,4.038714340618532,-9.516848029117952,16.902161175992724,6.797096278734591,19.042644463903894,26.138948062937235,判定不能
N225F,月,01,09,365,309,-1.7483723015884385,4.14344329678414,-5.891815598372578,-19.280672466922336,6.960477303844286,6.833414039143167,19.144391764637216,26.138948062937235,判定不能
N225F,月,01,10,365,405,-1.7483723015884385,8.351360668467123,-10.099732970055562,-25.02870883034316,3.7989936242906683,7.131262291331742,19.978839025354574,26.138948062937235,判定不能
N225F,月,01,11,365,379,-1.7483723015884385,11.588255324515098,-13.336627626103535,-29.5021494536773,3.1540452791025064,8.461577425080948,23.70583024014623,26.138948062937235,判定不能
N225F,月,01,12,365,338,-1.7483723015884385,6.5768452246131535,-8.325217526201591,-21.63378679602755,4.30891874854743,6.641177296381937,18.605824147645542,26.138948062937235,判定不能
N225F,月,02,03,368,349,5.393898490932891,9.314845375911737,-3.9209468849788465,-17.59404113643681,9.862445049749015,7.0396293093543445,19.722121417510454,26.138948062937235,判定不能
N225F,月,02,04,368,393,5.393898490932891,3.780278428961489,1.6136200619714018,-15.01216567336051,17.589745775831354,8.289916947686393,23.224908784059824,26.138948062937235,判定不能
N225F,月,02,05,368,378,5.393898490932891,5.375704513178763,0.018193977754127566,-15.320426712981051,15.512757644580162,7.88748177853496,22.097452362720382,26.138948062937235,判定不能
N225F,月,02,06,368,350,5.393898490932891,5.999723379313153,-0.6058248883802619,-14.320721681134795,13.190550232464858,7.0505324690179085,19.752667548459932,26.138948062937235,判定不能
N225F,月,02,07,368,406,5.393898490932891,5.885499268319859,-0.49160077738696817,-13.19120589247885,11.429315203289368,6.369635419787603,17.845076439947952,26.138948062937235,判定不能
N225F,月,02,08,368,408,5.393898490932891,-5.787086642206971,11.180985133139862,-2.4170084606115,25.05638940437873,6.98868489372997,19.579396295726994,26.138948062937235,判定不能
N225F,月,02,09,368,309,5.393898490932891,4.14344329678414,1.250455194148751,-12.680413726329189,15.939145817944155,7.2079296815651945,20.19362925258125,26.138948062937235,判定不能
N225F,月,02,10,368,405,5.393898490932891,8.351360668467123,-2.9574621775342322,-17.5566679955886,11.547835894894828,7.401897060253452,20.737045393604863,26.138948062937235,判定不能
N225F,月,02,11,368,379,5.393898490932891,11.588255324515098,-6.194356833582207,-22.626952197509418,11.297849951518419,8.664683681309992,24.274849725402703,26.138948062937235,判定不能
N225F,月,02,12,368,338,5.393898490932891,6.5768452246131535,-1.1829467336802626,-15.500917229418038,12.057810297025238,6.985476510649566,19.570407737113328,26.138948062937235,判定不能
N225F,月,03,04,349,393,9.314845375911737,3.780278428961489,5.534566946950248,-9.903158475142803,21.4774185865166,7.994515107760312,22.39731535577567,26.138948062937235,判定不能
N225F,月,03,05,349,378,9.314845375911737,5.375704513178763,3.939140862732974,-10.38567893730683,18.752240852532893,7.392695049955488,20.71126517757268,26.138948062937235,判定不能
N225F,月,03,06,349,350,9.314845375911737,5.999723379313153,3.3151219965985845,-10.063067253170617,16.101514173149567,6.658718281210872,18.654966711461974,26.138948062937235,判定不能
N225F,月,03,07,349,406,9.314845375911737,5.885499268319859,3.4293461075918783,-8.797737467465799,14.970703540676254,6.080846289125009,17.036009080191285,26.138948062937235,判定不能
N225F,月,03,08,349,408,9.314845375911737,-5.787086642206971,15.101932018118708,1.3155404665502104,28.41264468426418,6.703027728454972,18.77910340390538,26.138948062937235,判定不能
N225F,月,03,09,349,309,9.314845375911737,4.14344329678414,5.171402079127597,-7.643244218997092,18.191188370898118,6.617834905286768,18.54042844978654,26.138948062937235,判定不能
N225F,月,03,10,349,405,9.314845375911737,8.351360668467123,0.9634847074446142,-12.364362296258175,13.634997388782727,6.896313287445812,19.320609368942957,26.138948062937235,判定不能
N225F,月,03,11,349,379,9.314845375911737,11.588255324515098,-2.2734099486033603,-18.453471308701108,14.242603246501787,8.347727714830603,23.38687057476697,26.138948062937235,判定不能
N225F,月,03,12,349,338,9.314845375911737,6.5768452246131535,2.738000151298584,-10.714679468614262,15.645722051474841,6.6536523758335395,18.640774145838012,26.138948062937235,判定不能
N225F,月,04,05,393,378,3.780278428961489,5.375704513178763,-1.5954260842172743,-18.967747385293308,14.979674844881359,8.698963832052755,24.37088848901501,26.138948062937235,判定不能
N225F,月,04,06,393,350,3.780278428961489,5.999723379313153,-2.219444950351664,-18.130765563913105,13.104607027839426,8.064140408763675,22.592376569907273,26.138948062937235,判定不能
N225F,月,04,07,393,406,3.780278428961489,5.885499268319859,-2.10522083935837,-17.257483173443013,12.615761910112447,7.548747568838068,21.148459607799413,26.138948062937235,判定不能
N225F,月,04,08,393,408,3.780278428961489,-5.787086642206971,9.56736507116846,-6.055551589703701,24.97799158624341,7.965821592421423,22.31692802733257,26.138948062937235,判定不能
N225F,月,04,09,393,309,3.780278428961489,4.14344329678414,-0.3631648678226509,-17.10545585634086,15.410419187011325,8.098078501306501,22.687457028322733,26.138948062937235,判定不能
N225F,月,04,10,393,405,3.780278428961489,8.351360668467123,-4.571082239505634,-20.732547704662323,10.918292651046873,8.08451180857412,22.649448782498407,26.138948062937235,判定不能
N225F,月,04,11,393,379,3.780278428961489,11.588255324515098,-7.807976895553608,-26.468761482630935,10.81916685446408,9.645117380192087,27.021618284008103,26.138948062937235,判定不能
N225F,月,04,12,393,338,3.780278428961489,6.5768452246131535,-2.7965667956516644,-19.009978933387163,12.585119193572307,7.977573201308588,22.34985116108562,26.138948062937235,判定不能
N225F,月,05,06,378,350,5.375704513178763,5.999723379313153,-0.6240188661343895,-14.828692205192143,14.1298001528343,7.430275688936374,20.816550540247075,26.138948062937235,判定不能
N225F,月,05,07,378,406,5.375704513178763,5.885499268319859,-0.5097947551410957,-13.824882176853253,12.903253897678178,6.928530025451719,19.410867305931816,26.138948062937235,判定不能
N225F,月,05,08,378,408,5.375704513178763,-5.787086642206971,11.162791155385733,-4.065800703762799,25.671547826796346,7.490769490433853,20.986029080339335,26.138948062937235,判定不能
N225F,月,05,09,378,309,5.375704513178763,4.14344329678414,1.2322612163946234,-13.599683363802988,16.616048758440915,7.711701829251351,21.60498985508116,26.138948062937235,判定不能
N225F,月,05,10,378,405,5.375704513178763,8.351360668467123,-2.97565615528836,-17.72335531544441,11.719799183568686,7.615803609863125,21.33632282115305,26.138948062937235,判定不能
N225F,月,05,11,378,379,5.375704513178763,11.588255324515098,-6.212550811336334,-23.379956355169067,12.308984895771243,9.052643783518525,25.361753013156672,26.138948062937235,判定不能
N225F,月,05,12,378,338,5.375704513178763,6.5768452246131535,-1.2011407114343902,-15.225967197342642,13.470913453674061,7.304559147452363,20.464344935891955,26.138948062937235,判定不能
N225F,月,06,07,350,406,5.999723379313153,5.885499268319859,0.11422411099329377,-12.250056559320294,11.608437951320557,6.059664189864452,16.97666562400399,26.138948062937235,判定不能
N225F,月,06,08,350,408,5.999723379313153,-5.787086642206971,11.786810021520123,-1.538969128307987,24.593161016260748,6.73150118460045,18.85887421776501,26.138948062937235,判定不能
N225F,月,06,09,350,309,5.999723379313153,4.14344329678414,1.8562800825290129,-11.706443777469618,15.577966149573012,6.739354169516864,18.88087502422872,26.138948062937235,判定不能
N225F,月,06,10,350,405,5.999723379313153,8.351360668467123,-2.3516372891539703,-15.702426293125514,10.886318822902547,6.982671233001551,19.56254851272058,26.138948062937235,判定不能
N225F,月,06,11,350,379,5.999723379313153,11.588255324515098,-5.588531945201945,-22.109667215365647,11.247106328210975,8.49814474383677,23.808276699856375,26.138948062937235,判定不能
N225F,月,06,12,350,338,5.999723379313153,6.5768452246131535,-0.5771218453000007,-13.652433445974006,12.052761387897542,6.502280538788859,18.21669304466131,26.138948062937235,判定不能
N225F,月,07,08,406,408,5.885499268319859,-5.787086642206971,11.67258591052683,0.1638800855259413,23.855769544420628,6.007256490188001,16.829840987249618,26.138948062937235,判定不能
N225F,月,07,09,406,309,5.885499268319859,4.14344329678414,1.7420559715357191,-9.577509880269337,14.536617108963812,6.104704818013395,17.10285078206253,26.138948062937235,判定不能
N225F,月,07,10,406,405,5.885499268319859,8.351360668467123,-2.465861400147264,-14.188491014640514,10.435620133787781,6.370882588282184,17.848570488767475,26.138948062937235,判定不能
N225F,月,07,11,406,379,5.885499268319859,11.588255324515098,-5.702756056195239,-20.47697776092757,10.766626122773182,7.984991733749655,22.370634811916215,26.138948062937235,判定不能
N225F,月,07,12,406,338,5.885499268319859,6.5768452246131535,-0.6913459562932944,-11.835227357678544,11.019387224821989,5.854183618856349,16.400994293558202,26.138948062937235,判定不能
N225F,月,08,09,408,309,-5.787086642206971,4.14344329678414,-9.93052993899111,-23.076022554539108,3.455020694301345,6.864393688804714,19.231183893206413,26.138948062937235,判定不能
N225F,月,08,10,408,405,-5.787086642206971,8.351360668467123,-14.138447310674094,-27.75917340735904,-0.2495546606206143,6.998990521063928,19.60826838893421,26.138948062937235,判定不能
N225F,月,08,11,408,379,-5.787086642206971,11.588255324515098,-17.37534196672207,-33.04846379151308,-0.4696699933658815,8.547193213675156,23.945690167950545,26.138948062937235,判定不能
N225F,月,08,12,408,338,-5.787086642206971,6.5768452246131535,-12.363931866820124,-24.441146558108056,0.2849911918431899,6.530642832983246,18.29615242884189,26.138948062937235,判定不能
N225F,月,09,10,309,405,4.14344329678414,8.351360668467123,-4.207917371682983,-17.962358386011843,9.124451611382579,6.916094885837497,19.376029202597383,26.138948062937235,判定不能
N225F,月,09,11,309,379,4.14344329678414,11.588255324515098,-7.444812027730958,-24.280470156109253,9.008422400316633,8.539519626368792,23.9241919591794,26.138948062937235,判定不能
N225F,月,09,12,309,338,4.14344329678414,6.5768452246131535,-2.4334019278290135,-16.376605048793714,9.683160963351693,6.61184436039284,18.52364542776035,26.138948062937235,判定不能
N225F,月,10,11,405,379,8.351360668467123,11.588255324515098,-3.2368946560479746,-20.202212929779694,14.439145351581665,8.808025643716913,24.67643444848705,26.138948062937235,判定不能
N225F,月,10,12,405,338,8.351360668467123,6.5768452246131535,1.7745154438539696,-12.167341559780683,14.329471897547984,6.7663972224065105,18.956638441470176,26.138948062937235,判定不能
N225F,月,11,12,379,338,11.588255324515098,6.5768452246131535,5.011410099901944,-12.240269673986509,20.973409648541125,8.475093615051962,23.743696998180813,26.138948062937235,判定不能
N225F,泊数,1_1泊,2_2-3泊,3488,820,4.348458489247056,5.164697478701699,-0.8162389894546429,-9.917431828272909,8.217759426744875,4.663345967628092,13.064761132124774,26.138948062937235,判定不能
N225F,泊数,1_1泊,3_4泊以上,3488,140,4.348458489247056,15.133588680957187,-10.785130191710131,-46.77995933169054,22.77228753363184,17.765658806544245,49.77200711110527,26.138948062937235,判定不能
N225F,泊数,2_2-3泊,3_4泊以上,820,140,5.164697478701699,15.133588680957187,-9.968891202255488,-47.25949801561015,24.771921844325675,18.220642582552294,51.04668293267223,26.138948062937235,判定不能
N225F,制度区分,2007-09..2011-02-13,2011-02-14..2016-07-18,787,1266,-0.7845650652145506,7.363625391914146,-8.148190457128697,-18.644562987949726,2.778189515058303,5.415087746285797,15.170829787416276,26.138948062937235,判定不能
N225F,制度区分,2007-09..2011-02-13,2016-07-19..2020-12-20,787,1025,-0.7845650652145506,4.4075461566943455,-5.192111221908896,-15.912731100542835,6.0140810524962225,5.54890276678022,15.545723970860104,26.138948062937235,判定不能
N225F,制度区分,2007-09..2011-02-13,2020-12-21..2024-11-04(引け 15:15),787,928,-0.7845650652145506,4.230383165726524,-5.014948230941075,-15.380916990914566,5.604369398407236,5.450966932579388,15.271348385391795,26.138948062937235,判定不能
N225F,制度区分,2007-09..2011-02-13,2024-11-05..2026-08-28(引け 15:45),787,442,-0.7845650652145506,9.893099841895376,-10.677664907109927,-24.376174024508025,3.5468321817531225,7.287667343240545,20.41702110689664,26.138948062937235,判定不能
N225F,制度区分,2011-02-14..2016-07-18,2016-07-19..2020-12-20,1266,1025,7.363625391914146,4.4075461566943455,2.956079235219801,-4.775338556877177,10.118417806178556,3.7697985364527415,10.561411856825913,26.138948062937235,判定不能
N225F,制度区分,2011-02-14..2016-07-18,2020-12-21..2024-11-04(引け 15:15),1266,928,7.363625391914146,4.230383165726524,3.1332422261876225,-4.287520270184817,10.366957354679514,3.6921950161844266,10.343998981530875,26.138948062937235,判定不能
N225F,制度区分,2011-02-14..2016-07-18,2024-11-05..2026-08-28(引け 15:45),1266,442,7.363625391914146,9.893099841895376,-2.5294744499812296,-14.415118109363286,10.498279362173193,6.24199098413146,17.487469675777163,26.138948062937235,判定不能
N225F,制度区分,2016-07-19..2020-12-20,2020-12-21..2024-11-04(引け 15:15),1025,928,4.4075461566943455,4.230383165726524,0.17716299096782162,-7.410742636833009,7.698566553442907,3.8959907141418624,10.914949996542699,26.138948062937235,判定不能
N225F,制度区分,2016-07-19..2020-12-20,2024-11-05..2026-08-28(引け 15:45),1025,442,4.4075461566943455,9.893099841895376,-5.4855536852010305,-17.644569376852058,8.005503663452567,6.468328951804386,18.121574780417596,26.138948062937235,判定不能
N225F,制度区分,2020-12-21..2024-11-04(引け 15:15),2024-11-05..2026-08-28(引け 15:45),928,442,4.230383165726524,9.893099841895376,-5.662716676168852,-16.80458905868954,7.141536975108886,6.1348773634489735,17.187381739362383,26.138948062937235,判定不能
