series,variable,state,n,mean,ci_lo,ci_hi,cost_mean,net_mean,net_ci_lo,net_ci_hi
N225F,月,09,309,4.14344329678414,-5.870261823495411,12.885045951681914,7.384846263147356,-3.2414029663632147,-12.73963217728899,6.321665426953208
N225F,月,10,405,8.351360668467123,-1.8207509576388785,17.924205759664982,7.473301468299161,0.8780592001679642,-9.4117934336103,11.041125818743744
N225F,月,11,379,11.588255324515098,-3.399945018368465,25.140849749174684,7.441590986273986,4.146664338241114,-9.867906055909865,17.477455341926404
N225F,月,12,338,6.5768452246131535,-2.098921445956255,15.586083341600364,7.280028183939006,-0.7031829593258493,-9.662261484771328,7.484307593521013
N225F,泊数,1_1泊,3488,4.348458489247056,1.0438566294322102,7.599827034547023,7.221068167431896,-2.8726096781848396,-6.413996532816985,0.678124704505521
N225F,泊数,2_2-3泊,820,5.164697478701699,-3.32426469806308,13.662269370790625,7.2253139951836465,-2.060616516481948,-10.545752311097306,6.7776892949080665
N225F,泊数,3_4泊以上,140,15.133588680957187,-18.673796880988867,51.57048440721917,7.9910900582538,7.142498622703389,-26.84949163105574,44.863739702146496
N225F,制度区分,2007-09..2011-02-13,787,-0.7845650652145506,-10.443866257054587,8.894159324250284,11.56946848394406,-12.354033549158606,-21.97094262640803,-3.245002498079184
N225F,制度区分,2011-02-14..2016-07-18,1266,7.363625391914146,2.254834325801079,12.328239738992972,9.696307162637709,-2.332681770723564,-7.654850989362429,2.960095355602884
N225F,制度区分,2016-07-19..2020-12-20,1025,4.4075461566943455,-1.057594746465009,10.093230124138046,5.815373529189192,-1.4078273724948454,-6.986227646846024,4.36692951593208
N225F,制度区分,2020-12-21..2024-11-04(引け 15:15),928,4.230383165726524,-1.110836415517744,9.50537721487448,4.013361416127073,0.2170217495994507,-5.013650167559651,5.582486151007857
N225F,制度区分,2024-11-05..2026-08-28(引け 15:45),442,9.893099841895376,-2.02122601713616,20.577961115343662,2.6351629544353252,7.257936887460049,-4.217606548796177,18.11033967552565
