series,variable,state,n,mean,ci_lo,ci_hi,cost_mean,net_mean,net_ci_lo,net_ci_hi
N225F,実現ボラ三分位,1_低,1476,2.5261513374798663,-0.9575723129559645,6.262515275571208,6.773161039404494,-4.247009701924625,-7.973615399273871,-0.4757014321875584
N225F,実現ボラ三分位,2_中,1476,3.183132198980494,-1.875661891322182,7.880705347698512,7.2068577098523665,-4.023725510871873,-9.130394075663755,0.6586395091139094
N225F,実現ボラ三分位,3_高,1476,8.690220229326542,2.408916079280122,14.714402889757277,7.758841985227971,0.9313782440985707,-5.420657892093605,7.3954536810853
N225F,直前リターン符号,1_上昇,2309,0.8323710637326812,-3.8507716373169494,5.25565399645086,7.116616443747778,-6.284245380015097,-10.680210220240788,-2.16719022804957
N225F,直前リターン符号,2_非上昇,2138,9.138515162435379,4.983324798580597,13.450132642942588,7.385816569829287,1.7526985926060916,-2.446907615820929,6.332274352063601
N225F,直前リターン三分位,1_下位,1483,10.023641950691545,4.138100315391844,15.954193628166722,7.535269170833485,2.488372779858061,-3.336036541027091,8.296078496909669
N225F,直前リターン三分位,2_中位,1482,2.7074437171412464,-1.500571798688133,6.574247246112656,6.96242359977942,-4.254979882638174,-8.233221238377011,-0.0705114625038485
N225F,直前リターン三分位,3_上位,1482,1.7426434559829358,-3.4090783709621473,7.032514731066193,7.240234304783724,-5.497590848800785,-10.648933079659951,-0.2708865025977477
N225F,SQまでの日数,1_0-2日,440,3.1085469263389367,-6.3969284485219156,13.000380087383787,7.24143934762269,-4.132892421283754,-14.821742667735208,6.024160160185079
N225F,SQまでの日数,2_3-9日,1045,3.4936992888874063,-5.14519361316552,11.873084382810879,7.258870290538309,-3.7651710016509017,-12.442580785165877,5.283343153455619
N225F,SQまでの日数,3_10日以上,2963,5.569524520380243,2.3759298026578124,8.671796361607766,7.242269013041531,-1.6727444926612876,-4.741321098851611,1.5994395294848613
N225F,曜日,1_月,872,4.222925626764891,-5.476438756294746,13.914928346358874,7.200568072659053,-2.977642445894161,-13.108745173452432,6.683232873614632
N225F,曜日,2_火,948,8.385314856470181,2.551294747989642,14.551050645906754,7.264674859157686,1.1206399973124945,-4.988113722280937,6.944928276236117
N225F,曜日,3_水,876,2.6468178750943347,-4.843733376488212,9.401091808675705,7.244129249227904,-4.59731137413357,-12.434918708620147,2.1374943425819244
N225F,曜日,4_木,875,2.739762121509283,-3.8474653744165237,9.544994753729625,7.264785505539299,-4.525023384030017,-11.362419041507792,2.120553160815427
N225F,曜日,5_金,877,5.899205944113064,-3.4163909896851115,15.485765999591344,7.254554374798016,-1.355348430684953,-10.903432650000319,7.646035723986862
N225F,月,01,365,-1.7483723015884385,-11.856505181461053,7.2868758785665415,7.276041100838885,-9.024413402427326,-19.370970277306206,0.4318301377857991
N225F,月,02,368,5.393898490932891,-4.949513333148328,15.398493732883423,7.345563386288616,-1.951664895355725,-12.548546937216289,8.050226299535419
N225F,月,03,349,9.314845375911737,-0.14060119118951653,18.403820879650507,7.3072056569961275,2.0076397189156117,-6.508620339125893,10.741219850657721
N225F,月,04,393,3.780278428961489,-9.02521402009462,16.312101261461713,7.1470816989955654,-3.366803270034077,-16.222771648645846,9.749727187516239
N225F,月,05,378,5.375704513178763,-5.7966864065006565,16.80683732884853,7.012756991909497,-1.637052478730736,-13.338964543209315,9.785529621798316
N225F,月,06,350,5.999723379313153,-3.712889527552971,14.935758953473753,7.098331709880771,-1.0986083305676206,-11.012135202031853,9.02457203852955
N225F,月,07,406,5.885499268319859,-1.206221233578991,13.427007599458003,7.012858913414949,-1.1273596450950882,-7.27400708899857,5.6721918766112704
N225F,月,08,408,-5.787086642206971,-14.984304310840525,3.194734252274745,7.2073028972103375,-12.994389539417309,-22.760101450162754,-3.584136706032286
