report_date,market,open_interest,nc_long,nc_short,nc_spread,comm_long,comm_short,nonrept_long,nonrept_short
1994-02-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,103131,22648,11481,4479,48953,55323,27051,31848
1994-02-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,100123,21985,8785,4100,48710,62311,25328,24927
1994-03-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,98853,19382,10854,3453,50122,61196,25896,23350
1994-03-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,93851,13639,10505,2569,54282,57069,23361,23708
1994-03-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,94943,9697,11666,603,22940,15650,61703,67024
1994-03-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,50508,3331,12310,971,32027,15054,14179,22173
1994-03-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,53287,5503,11558,809,27737,18293,19238,22627
1994-04-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,57101,11131,11538,914,23941,22073,21115,22576
1994-04-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,55960,9301,12427,830,24988,19010,20841,23693
1994-04-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,56896,9098,11566,939,27259,20495,19600,23896
1994-04-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,58882,9221,9532,1098,28583,22583,19980,25669
1994-05-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,67119,13046,11694,1350,27299,28412,25424,25663
1994-05-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,62470,6079,14826,678,36284,22863,19429,24103
1994-05-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,64182,4270,14873,2444,44956,19548,12512,27317
1994-05-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70215,5144,19418,2492,50154,19201,12425,29104
1994-05-31,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71275,3773,17886,2756,52392,18783,12354,31850
1994-06-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84052,1491,19494,6330,59938,23753,16293,34475
1994-06-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79926,4537,14001,824,54951,26576,19614,38525
1994-06-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,63074,7421,10751,430,34658,22207,20565,29686
1994-06-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,65551,8992,12789,281,34550,25739,21728,26742
1994-07-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68419,10585,8402,689,32579,31317,24566,28011
1994-07-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,73980,10866,10150,581,38911,31297,23622,31952
1994-07-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75196,9495,13574,1196,39638,29314,24867,31112
1994-07-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75748,8968,12474,1226,42173,30831,23381,31217
1994-08-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,73413,5082,14063,1386,45612,27579,21333,30385
1994-08-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,73474,3217,16534,1291,51266,24212,17700,31437
1994-08-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72160,4855,16509,1165,51668,22880,14472,31606
1994-08-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,74347,6366,15049,2130,47069,30404,18782,26764
1994-08-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72090,4334,15560,2603,48623,26777,16530,27150
1994-09-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72539,3573,14172,2634,48776,29064,17556,26669
1994-09-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70026,2254,12350,2761,50404,30386,14607,24529
1994-09-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72975,6598,8050,1801,24299,15597,40277,47527
1994-09-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,48160,4668,7264,1799,24328,17722,17365,21375
1994-10-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,52336,3116,10655,1451,34538,16135,13231,24095
1994-10-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,63724,3140,16559,1951,49592,13895,9041,31319
1994-10-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,63023,5572,13127,3302,40117,19217,14032,27377
1994-10-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68467,8638,12067,4266,36676,25886,18887,26248
1994-11-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70377,7954,13063,4196,40127,26110,18100,27008
1994-11-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75024,7257,17522,3960,48085,27147,15722,26395
1994-11-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,80629,5431,22845,4138,56339,26769,14721,26877
1994-11-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,86959,4675,28480,5013,61952,26595,15319,26871
1994-11-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,88930,4998,30275,5153,64188,23915,14591,29587
1994-12-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,101704,3688,39412,6778,78980,20518,12258,34996
1994-12-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,104478,2874,40412,5108,84594,26463,11902,32495
1994-12-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,99621,1844,32344,1568,62783,10456,33426,55253
1994-12-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75424,2533,33182,1736,64400,10507,6755,29999
1995-01-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79062,594,34318,2872,67485,10623,8111,31249
1995-01-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,91881,768,41068,2637,79904,15143,8572,33033
1995-01-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,86134,2283,26464,3483,69453,25008,10915,31179
1995-01-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,83432,1942,26836,3395,67301,24838,10794,28363
1995-01-31,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,85272,2193,28432,2988,67452,25555,12639,28297
1995-02-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84900,1644,29154,3302,69421,24546,10533,27898
1995-02-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,83792,1846,25509,3116,65115,26981,13715,28186
1995-02-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,90189,6117,9925,3563,63226,48150,17283,28551
1995-02-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,94456,9875,10745,3156,63596,51408,17829,29147
1995-03-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,110580,15308,13112,2239,62288,56634,30745,38595
1995-03-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,97055,14981,9816,1892,24366,26819,55816,58528
1995-03-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,59405,16598,9322,1536,22865,27955,18406,20592
1995-03-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,58807,14590,9593,2048,24138,27325,18031,19841
1995-04-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,61198,14081,8454,2284,25002,29166,19831,21294
1995-04-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,62991,10507,5740,3085,29125,30632,20274,23534
1995-04-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,65264,12296,7146,3289,31293,32639,18386,22190
1995-04-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,64032,9477,4672,3504,32215,35606,18836,20250
1995-05-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,63835,9454,5781,3701,34595,36055,16085,18298
1995-05-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70164,9095,8327,4264,40345,38816,16460,18757
1995-05-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68725,6324,10263,3906,44535,33425,13960,21131
1995-05-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,67121,5010,12694,3814,46642,29846,11655,20767
1995-05-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,69703,6705,9084,3902,44159,38623,14937,18094
1995-06-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68074,6710,10484,1864,46201,38054,13299,17672
1995-06-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70892,4766,9586,1669,50014,40640,14443,18997
1995-06-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,35188,3110,8627,907,21840,9707,9331,15947
1995-06-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,35848,3705,7581,539,22310,10749,9294,16979
1995-07-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,38981,2233,11279,493,28717,9514,7538,17695
1995-07-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,47853,3774,14700,6,35616,9264,8457,23883
1995-07-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,51837,3766,16024,1332,38146,9189,8593,25292
1995-07-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,53017,2487,16153,1320,40528,10389,8682,25155
1995-08-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,52390,2873,15832,1087,39821,10503,8609,24968
1995-08-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,60382,3927,18511,1109,46487,11136,8859,29626
1995-08-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,62361,2780,19498,2090,45884,11210,11607,29563
1995-08-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,66558,5224,20773,1895,50916,14326,8523,29564
1995-08-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70417,5138,19272,2221,52839,18733,10219,30191
1995-09-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,69898,3981,19323,2080,54029,19113,9808,29382
1995-09-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84762,3309,21748,2644,65251,27454,13558,32916
1995-09-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,66246,2826,21236,2912,52437,15531,8071,26567
1995-09-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,64851,1509,21720,3893,51192,16877,8257,22361
1995-10-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,66926,1531,22492,4396,51748,16433,9251,23605
1995-10-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,67060,1328,22111,4775,51756,17633,9201,22541
1995-10-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,65330,1694,22858,900,52446,17881,10290,23691
1995-10-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,66502,1467,21514,1747,52825,19442,10463,23799
1995-10-31,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71121,812,23024,1061,58987,19460,10261,27576
1995-11-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76844,833,25896,1107,63172,19778,11732,30063
1995-11-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71125,483,23532,1550,58449,19908,10643,26135
1995-11-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72962,3490,24154,1361,56229,19996,11882,27451
1995-11-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72461,3429,22561,1350,56462,21428,11220,27122
1995-12-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70992,3198,21962,1201,56542,22273,10051,25556
1995-12-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78456,3796,23070,935,62671,27716,11054,26735
1995-12-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,55726,673,23717,291,47910,10583,6852,21135
1995-12-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,63213,776,28850,509,55131,11246,6797,22608
1996-01-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71890,1328,33627,621,62923,10271,7018,27371
1996-01-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78227,1578,34834,700,67780,12205,8169,30488
1996-01-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84284,1274,38262,816,72606,12167,9588,33039
1996-01-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,80456,1342,37140,623,69557,12743,8934,29950
1996-01-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84717,1085,38120,1011,75096,14150,7525,31436
1996-02-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76388,607,31542,1204,64178,16505,10399,27137
1996-02-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,81446,1292,31870,1136,68776,19278,10242,29162
1996-02-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79626,1978,30603,687,63132,23203,13829,25133
1996-02-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,73756,3914,24583,851,53488,25845,15503,22477
1996-03-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70199,1985,21830,624,53030,26650,14560,21095
1996-03-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,74241,1695,21407,839,58250,30651,13457,21344
1996-03-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,58846,513,24871,429,48264,10859,9640,22687
1996-03-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68100,261,29925,460,56977,11361,10402,26354
1996-04-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,77944,1040,34940,437,66342,14169,10125,28398
1996-04-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,83973,2071,37766,492,73681,15595,7729,30120
1996-04-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,80629,2771,35345,630,67568,15389,9660,29265
1996-04-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70632,2660,24586,756,54736,20899,12480,24391
1996-04-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68490,8724,17911,1058,40809,29904,17899,19617
1996-05-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,69235,9514,18025,924,39055,32100,19742,18186
1996-05-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68985,7548,17572,1036,42368,30094,18033,20283
1996-05-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75454,4335,19841,1176,54146,29248,15797,25189
1996-05-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84612,3736,27607,1177,67422,27284,12277,28544
1996-06-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,90273,1531,31613,0,75474,27380,13268,31280
1996-06-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,98760,2009,32757,712,81670,35618,14369,29673
1996-06-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,70593,800,29985,737,56800,11913,12256,27958
1996-06-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71198,1319,29375,700,56996,16202,12183,24921
1996-07-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82027,1459,35647,930,68893,16732,10745,28718
1996-07-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82820,2112,36363,634,68109,17334,11965,28489
1996-07-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79906,2008,32354,1119,60362,19208,16417,27225
1996-07-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72207,2691,26372,1475,52180,21591,15861,22769
1996-07-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72041,2657,27025,1122,53739,19356,14523,24538
1996-08-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71289,8881,18179,1173,43558,34030,17677,17907
1996-08-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68444,6770,18906,1894,46235,29024,13545,18620
1996-08-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71701,7225,20120,1841,49887,28647,12748,21093
1996-08-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78052,5695,22820,2410,55406,28907,14541,23915
1996-09-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,86286,5962,24456,2264,63717,31390,14343,28176
1996-09-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,102589,5323,36846,430,83809,35556,13027,29757
1996-09-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78955,2274,39958,0,67124,11817,9557,27180
1996-09-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72303,3500,33833,514,55725,15314,12564,22642
1996-10-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78542,3656,36254,535,62483,14490,11868,27263
1996-10-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76778,1440,32740,302,59868,13321,15168,30415
1996-10-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76276,965,31767,275,62463,14270,12573,29964
1996-10-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,74473,250,30285,148,63638,16314,10437,27726
1996-10-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82265,1272,32823,118,68875,19419,12000,29905
1996-11-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75738,1198,30720,109,63301,16958,11130,27951
1996-11-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71473,1049,22226,260,56407,26219,13757,22768
1996-11-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71084,2331,21024,247,52563,29193,15943,20620
1996-11-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,67412,2410,21413,278,51793,23886,12931,21835
1996-12-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76229,848,25438,41,60591,24883,14749,25867
1996-12-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76579,1224,23968,232,62749,29321,12374,23058
1996-12-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,54232,1302,25010,0,42968,9944,9962,19278
1996-12-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,54646,888,25988,66,43949,11119,9743,17473
1996-12-31,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,59781,1783,28258,290,48449,8955,9259,22278
1997-01-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71117,237,31541,0,59422,13689,11458,25887
1997-01-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,72957,791,33398,0,61620,13681,10546,25878
1997-01-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75440,800,33185,11,63705,17101,10924,25143
1997-01-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,75822,1708,34934,262,61097,16101,12755,24525
1997-02-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79874,3094,35897,0,64854,19674,11926,24303
1997-02-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,83850,923,35632,321,69560,24137,13046,23760
1997-02-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82037,1079,34227,49,66928,24313,13981,23448
1997-02-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,80390,2876,30127,41,60505,26715,16968,23507
1997-03-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,78819,2380,27465,36,58956,30616,17447,20702
1997-03-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,88163,2386,26613,9,68327,40512,17441,21029
1997-03-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,61971,2046,27716,0,45600,13692,14325,20563
1997-03-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,67862,2615,29642,0,52862,15574,12385,22646
1997-04-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,68670,2699,26432,30,49308,20932,16633,21276
1997-04-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79690,2615,33255,83,63485,18188,13507,28164
1997-04-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84154,1875,35489,84,69440,20559,12755,28022
1997-04-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82536,1941,35535,62,66794,21164,13739,25775
1997-04-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,87253,1664,37527,54,72066,21738,13469,27934
1997-05-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82137,3630,33435,10,60465,23969,18032,24723
1997-05-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,81674,19871,12900,227,37417,54168,24159,14379
1997-05-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,94323,25107,11527,451,38313,64592,30452,17753
1997-05-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,85114,21221,11274,259,37584,59548,26050,14033
1997-06-03,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84109,21915,11076,462,37245,60122,24487,12449
1997-06-10,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,100978,20060,9755,1386,53989,74170,25543,15667
1997-06-17,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,50981,13951,9490,250,16547,31753,20233,9488
1997-06-24,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,52859,12573,11435,265,20155,30904,19866,10255
1997-07-01,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,49743,13831,11363,250,14694,27434,20968,10696
1997-07-08,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,60190,18518,10327,36,18066,39482,23570,10345
1997-07-15,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,58461,12607,14201,726,24744,26078,20384,17456
1997-07-22,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,60054,11379,13996,1110,31203,27787,16362,17161
1997-07-29,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,79533,5255,27342,1108,58833,25271,14337,25812
1997-08-05,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82030,2664,31990,1123,68498,20155,9745,28762
1997-08-12,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,73356,2476,26801,1801,55297,25524,13782,19230
1997-08-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,81269,2782,29512,2218,63245,29964,13024,19575
1997-08-26,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,82931,3752,26500,2128,65147,36200,11904,18103
1997-09-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,110153,6542,35856,2759,85882,38998,14970,32540
1997-09-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,125821,5446,25849,1184,97562,65038,21629,33750
1997-09-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,71476,2870,26091,0,59561,20759,9045,24626
1997-09-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,76840,3593,28748,20,62681,21153,10546,26919
1997-09-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,77580,4845,30978,0,60009,24118,12726,22484
1997-10-07,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,88180,4373,37375,0,74709,25512,9098,25293
1997-10-14,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,84844,8972,27741,340,62490,36196,13042,20567
1997-10-21,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,87983,14984,25891,637,58204,41878,14158,19577
1997-10-28,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,105651,12675,28930,0,72894,53393,20082,23328
1997-11-04,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,108806,9965,30807,1,87499,56417,11341,21581
1997-11-11,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,134949,11352,45487,0,111714,60441,11883,29021
1997-11-18,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,138653,8915,46437,854,113982,60921,14902,30441
1997-11-25,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,133612,6158,46365,827,112871,56579,13756,29841
1997-12-02,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,143466,3730,46878,801,124683,61956,14252,33831
1997-12-09,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,157450,6823,50423,0,130606,70707,20021,36320
1997-12-16,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,99991,4327,47413,0,85379,24170,10285,28408
1997-12-19,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,91440,3775,39933,0,75647,24348,12018,27159
1997-12-23,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,89139,3504,38911,0,74117,24583,11518,25645
1997-12-30,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,87300,3614,37572,0,73941,25340,9745,24388
1998-01-06,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,100138,3729,45782,0,86534,25177,9875,29179
1998-01-13,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,97500,2885,40497,0,84016,28208,10599,28795
1998-01-20,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,91039,3475,33736,23,75058,32766,12483,24514
1998-01-27,JAPANESE YEN - INTERNATIONAL MONETARY MARKET,91369,6251,28881,0,67118,43809,18000,18679
