exchange,symbol,timestamp,local_timestamp,id,side,price,amount
bitflyer,FX_BTC_JPY,1785542401447495,1785542401512666,2648753563,buy,9953811,0.0113
bitflyer,FX_BTC_JPY,1785542401626711,1785542401696057,2648753564,buy,9953811,0.009
bitflyer,FX_BTC_JPY,1785542402392036,1785542402465954,2648753565,buy,9953811,0.009
bitflyer,FX_BTC_JPY,1785542402690711,1785542402731969,2648753566,buy,9953811,0.001
bitflyer,FX_BTC_JPY,1785542402690711,1785542402731969,2648753567,buy,9953828,0.001
bitflyer,FX_BTC_JPY,1785542402690711,1785542402731969,2648753568,buy,9953854,0.011
bitflyer,FX_BTC_JPY,1785542402821241,1785542402885129,2648753569,buy,9954000,0.01
bitflyer,FX_BTC_JPY,1785542402821241,1785542402885129,2648753570,buy,9954500,0.05146485
bitflyer,FX_BTC_JPY,1785542402884412,1785542402966666,2648753571,buy,9954500,0.04853515
bitflyer,FX_BTC_JPY,1785542402925824,1785542402993808,2648753572,buy,9954727,0.009
bitflyer,FX_BTC_JPY,1785542403094575,1785542403148076,2648753573,buy,9954727,0.04758344
bitflyer,FX_BTC_JPY,1785542403094575,1785542403148076,2648753574,buy,9954891,0.009
bitflyer,FX_BTC_JPY,1785542405245312,1785542405337162,2648753575,sell,9953925,0.0012
bitflyer,FX_BTC_JPY,1785542409443493,1785542409509135,2648753576,sell,9953928,0.0200926
bitflyer,FX_BTC_JPY,1785542409443493,1785542409509135,2648753577,sell,9953928,0.0099074
bitflyer,FX_BTC_JPY,1785542410033279,1785542410098832,2648753578,sell,9953928,0.0101852
bitflyer,FX_BTC_JPY,1785542410510829,1785542410550632,2648753579,sell,9953897,0.009
bitflyer,FX_BTC_JPY,1785542413517315,1785542413569591,2648753580,sell,9952974,0.01705
bitflyer,FX_BTC_JPY,1785542413517315,1785542413569591,2648753581,sell,9952828,0.010158
bitflyer,FX_BTC_JPY,1785542413517315,1785542413569591,2648753582,sell,9952226,0.066292
bitflyer,FX_BTC_JPY,1785542414115111,1785542414165199,2648753583,sell,9952684,0.009
bitflyer,FX_BTC_JPY,1785542414115111,1785542414165199,2648753584,sell,9952235,0.01
bitflyer,FX_BTC_JPY,1785542414115111,1785542414165199,2648753585,sell,9952226,0.0172
bitflyer,FX_BTC_JPY,1785542414804050,1785542414865235,2648753586,sell,9952227,0.005
bitflyer,FX_BTC_JPY,1785542414804050,1785542414865235,2648753587,sell,9952226,0.0000986
bitflyer,FX_BTC_JPY,1785542414804050,1785542414865235,2648753588,sell,9952203,0.2370014
bitflyer,FX_BTC_JPY,1785542419326558,1785542419390631,2648753589,sell,9952056,0.03
bitflyer,FX_BTC_JPY,1785542459517627,1785542459592615,2648753590,sell,9953556,0.001
bitflyer,FX_BTC_JPY,1785542459517627,1785542459592615,2648753591,sell,9953056,0.05
bitflyer,FX_BTC_JPY,1785542459517627,1785542459592615,2648753592,sell,9952056,0.049
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753593,sell,9952680,0.008
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753594,sell,9952680,0.008
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753595,sell,9952056,0.001
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753596,sell,9951829,0.01
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753597,sell,9951794,0.01
bitflyer,FX_BTC_JPY,1785542461221372,1785542461274211,2648753598,sell,9951640,0.063
bitflyer,FX_BTC_JPY,1785542469321846,1785542469373667,2648753599,buy,9953249,0.008
bitflyer,FX_BTC_JPY,1785542469321846,1785542469373667,2648753600,buy,9953249,0.008
bitflyer,FX_BTC_JPY,1785542469321846,1785542469373667,2648753601,buy,9953249,0.001
bitflyer,FX_BTC_JPY,1785542469321846,1785542469373667,2648754602,buy,9953839,0.113
bitflyer,FX_BTC_JPY,1785542480168716,1785542480271538,2648754603,buy,9953462,0.03399664
bitflyer,FX_BTC_JPY,1785542480168716,1785542480271538,2648754604,buy,9954443,0.04
bitflyer,FX_BTC_JPY,1785542480168716,1785542480271538,2648754605,buy,9954446,0.02
bitflyer,FX_BTC_JPY,1785542480316697,1785542480411005,2648754606,sell,9954556,0.03397399
bitflyer,FX_BTC_JPY,1785542480469156,1785542480538826,2648754607,sell,9954556,0.002
bitflyer,FX_BTC_JPY,1785542480484855,1785542480568237,2648754608,sell,9954556,0.05
bitflyer,FX_BTC_JPY,1785542480500477,1785542480568237,2648754609,sell,9954556,0.096
bitflyer,FX_BTC_JPY,1785542480526284,1785542480601819,2648754610,sell,9954556,0.002
bitflyer,FX_BTC_JPY,1785542480735660,1785542480801008,2648754611,sell,9954556,0.05
bitflyer,FX_BTC_JPY,1785542482133643,1785542482196206,2648754612,sell,9954556,0.04
bitflyer,FX_BTC_JPY,1785542482149220,1785542482229847,2648754613,sell,9954556,0.018
bitflyer,FX_BTC_JPY,1785542487022027,1785542487105545,2648754614,sell,9954556,0.001
bitflyer,FX_BTC_JPY,1785542489441560,1785542489507564,2648754615,buy,9954830,0.01
bitflyer,FX_BTC_JPY,1785542504129925,1785542504183367,2648754616,buy,9956213,0.08358154
bitflyer,FX_BTC_JPY,1785542504493041,1785542504529965,2648754617,sell,9956912,0.005
