方策,区分,水準,n,合計_bp,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,日数
①3択A(従来),側別,BUY,3841,-7251.239897,-0.645048,-5.992125,1.749018,0.527988,-1.982446,0.215206,227
①3択A(従来),側別,SELL,5090,-12804.049523,-0.634122,-5.849800,1.774194,0.532220,-2.276018,0.191674,225
①3択A(順張り利確5bp),側別,BUY,3841,-11123.798100,-0.359325,-5.996409,2.700502,0.513148,-2.578474,0.178353,227
①3択A(順張り利確5bp),側別,SELL,5090,-18338.223075,-0.314715,-5.849800,2.501603,0.515128,-3.145722,0.217001,225
完全な判断(値段)A,側別,BUY,3841,23529.024924,2.862836,-1.374859,9.076334,0.332986,4.773541,0.332033,227
完全な判断(値段)A,側別,SELL,5090,35220.063111,3.141033,-1.318130,9.672886,0.326523,6.062003,0.315761,225
