方策,区分,水準,n,合計_bp,中央値,p25,p75,負の割合,日等重み平均,日クラスタSE,日数
①3択A(従来),大きさ別,2件,1614,-3655.268250,-1.699219,-5.790289,2.601020,0.600991,-1.988594,0.239284,217
①3択A(従来),大きさ別,3件以上,2284,-5391.616651,-2.166041,-11.735437,7.133107,0.562609,-3.415527,0.661899,216
①3択A(従来),大きさ別,単発,5033,-11008.404518,0.000000,-4.260918,0.273980,0.493145,-1.929857,0.150092,228
①3択A(順張り利確5bp),大きさ別,2件,1614,-2359.891126,-0.783099,-5.079332,3.102614,0.541512,-1.305782,0.237462,217
①3択A(順張り利確5bp),大きさ別,3件以上,2284,-18236.856638,-4.353817,-15.841033,3.147496,0.627408,-7.726745,0.433422,216
①3択A(順張り利確5bp),大きさ別,単発,5033,-8865.273411,0.000000,-3.648232,1.167857,0.454202,-1.638968,0.122554,228
完全な判断(値段)A,大きさ別,2件,1614,4623.865248,2.554791,-1.504749,6.594548,0.332714,2.746940,0.186659,217
完全な判断(値段)A,大きさ別,3件以上,2284,44581.955908,12.883607,4.702400,26.608296,0.127846,18.416100,0.686020,216
完全な判断(値段)A,大きさ別,単発,5033,9543.266879,1.111754,-2.030888,5.306504,0.419630,1.612511,0.120729,228
