kind,time_ms,side,qty,p_liq,p_avg,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,day
control,1687764125368,,,30482.2,,30482.2,89.2857,4.401,94.8016,0.060198,-17.4807,28,13361688.0,2023-06-26
control,1687764219268,,,30463.2,,30463.2,67.8571,10.6408,101.0978,0.05144,-11.5,28,13356569.0,2023-06-26
control,1687764255601,,,30451.8,,30451.8,75.0,14.3884,104.8793,0.052475,-7.8772,28,13353903.0,2023-06-26
liq,1687764843040,SELL,7.0,30353.3,30353.3,30353.8,25.0,46.8863,-122.3833,0.020285,22.9858,28,13427250.0,2023-06-26
liq,1687764843040,SELL,7.0,30353.3,30353.3,30353.8,25.0,46.8863,-122.3833,0.020285,22.9858,28,13427250.0,2023-06-26
liq,1687764850624,SELL,358.0,30350.1,30350.1,30350.2,25.0,47.9456,-121.3419,0.020793,24.029,28,13434215.0,2023-06-26
liq,1687764850624,SELL,358.0,30350.1,30350.1,30350.2,25.0,47.9456,-121.3419,0.020793,24.029,28,13434215.0,2023-06-26
liq,1687765067330,SELL,63.0,30275.4,30275.4,30275.4,50.0,72.7374,-96.9678,0.037638,48.3714,28,13546091.0,2023-06-26
liq,1687765067330,SELL,63.0,30275.4,30275.4,30275.4,50.0,72.7374,-96.9678,0.037638,48.3714,28,13546091.0,2023-06-26
control,1687765478981,,,30355.3,,30355.3,28.5714,46.2243,-123.0341,0.025857,21.2534,28,13600906.0,2023-06-26
control,1687765683109,,,30346.1,,30346.1,32.1429,49.27,-120.0397,0.028079,24.074,28,13608353.0,2023-06-26
control,1687766268139,,,30396.8,,30396.8,67.8571,32.5084,123.163,0.050138,6.814,28,13622231.0,2023-06-26
control,1687766460686,,,30403.9,,30403.9,67.8571,30.1656,120.7991,0.05094,4.3641,28,13617363.0,2023-06-26
control,1687766631326,,,30415.1,,30415.1,78.5714,26.4721,117.0722,0.052789,0.5182,28,13622414.0,2023-06-26
control,1687767461839,,,30403.0,,30403.0,82.1429,30.4625,121.0986,0.055267,3.7843,28,13676024.0,2023-06-26
control,1687767561007,,,30383.4,,30383.4,75.0,36.9331,127.6277,0.053869,10.0825,28,13689660.0,2023-06-26
control,1687767804014,,,30359.9,,30359.9,85.7143,44.7021,-124.5306,0.058183,17.7029,28,13758922.0,2023-06-26
control,1687769214820,,,30320.6,,30320.6,57.1429,17.5911,-121.6089,0.041377,29.4085,28,13732828.0,2023-06-26
control,1687769723423,,,30393.6,,30393.6,82.1429,-6.4694,114.1147,0.057025,4.8057,28,13764441.0,2023-06-26
control,1687770509294,,,30368.3,,30368.3,92.5926,1.8563,122.5409,0.063989,12.5559,27,13773145.0,2023-06-26
control,1687770741362,,,30333.7,,30333.7,51.8519,13.2648,-116.0009,0.043016,23.8109,27,13790830.0,2023-06-26
control,1687771108316,,,30346.6,,30346.6,55.5556,9.0083,-120.2025,0.045255,19.4005,27,13817969.0,2023-06-26
control,1687771369861,,,30318.7,,30318.7,51.8519,18.2188,-111.1109,0.044223,28.1711,27,13770404.0,2023-06-26
control,1687771598259,,,30314.2,,30314.2,62.963,19.706,-109.6429,0.046661,29.1794,27,13724725.0,2023-06-26
control,1687772484807,,,30330.7,,30330.7,55.5556,14.2552,-115.0233,0.046764,22.8415,27,13630086.0,2023-06-26
control,1687772549874,,,30330.7,,30330.7,55.5556,14.2552,-115.0233,0.046765,22.8414,27,13630078.0,2023-06-26
control,1687772713855,,,30330.8,,30330.8,55.5556,14.2222,-115.0559,0.04681,22.747,27,13621231.0,2023-06-26
liq,1687773318418,SELL,10.0,30233.3,30233.3,30233.4,55.5556,46.5173,-83.1777,0.047136,54.1449,27,13702195.0,2023-06-26
liq,1687773318418,SELL,10.0,30233.3,30233.3,30233.4,55.5556,46.5173,-83.1777,0.047136,54.1449,27,13702195.0,2023-06-26
liq,1687773667796,SELL,24.0,30224.5,30224.5,30224.5,55.5556,49.4424,-80.2904,0.047837,56.6642,27,13746083.0,2023-06-26
liq,1687773667796,SELL,24.0,30224.5,30224.5,30224.5,55.5556,49.4424,-80.2904,0.047837,56.6642,27,13746083.0,2023-06-26
liq,1687773851902,SELL,1.0,30210.6,30210.6,30210.6,59.2593,54.0662,-75.7263,0.049888,61.0487,27,13781365.0,2023-06-26
liq,1687773851902,SELL,1.0,30210.6,30210.6,30210.6,59.2593,54.0662,-75.7263,0.049888,61.0487,27,13781365.0,2023-06-26
liq,1687773853142,SELL,5.0,30210.1,30210.1,30210.5,59.2593,54.2326,-75.5621,0.049958,61.2094,27,13782122.0,2023-06-26
liq,1687773853142,SELL,5.0,30210.1,30210.1,30210.5,59.2593,54.2326,-75.5621,0.049958,61.2094,27,13782122.0,2023-06-26
liq,1687773988969,SELL,4.0,30174.4,30174.4,30174.4,40.7407,66.128,-63.8202,0.032338,72.7368,27,13839927.0,2023-06-26
liq,1687773988969,SELL,4.0,30174.4,30174.4,30174.4,40.7407,66.128,-63.8202,0.032338,72.7368,27,13839927.0,2023-06-26
liq,1687774130811,SELL,249.0,30166.9,30166.9,30166.8,40.7407,68.6306,-61.3499,0.032449,74.9737,27,13874414.0,2023-06-26
liq,1687774130811,SELL,249.0,30166.9,30166.9,30166.8,40.7407,68.6306,-61.3499,0.032449,74.9737,27,13874414.0,2023-06-26
liq,1687774176814,SELL,25.0,30146.3,30146.3,30146.3,33.3333,75.5108,-54.5585,0.026679,81.6712,27,13906534.0,2023-06-26
liq,1687774176814,SELL,25.0,30146.3,30146.3,30146.3,33.3333,75.5108,-54.5585,0.026679,81.6712,27,13906534.0,2023-06-26
liq,1687774192826,SELL,44.0,30131.3,30131.3,30132.3,33.3333,80.5266,-49.6075,0.02751,86.6129,27,13917921.0,2023-06-26
liq,1687774192826,SELL,44.0,30131.3,30131.3,30132.3,33.3333,80.5266,-49.6075,0.02751,86.6129,27,13917921.0,2023-06-26
liq,1687774194712,SELL,1.0,30123.6,30123.6,30123.6,33.3333,83.1033,-47.064,0.028196,89.1302,27,13927721.0,2023-06-26
liq,1687774194712,SELL,1.0,30123.6,30123.6,30123.6,33.3333,83.1033,-47.064,0.028196,89.1302,27,13927721.0,2023-06-26
control,1687774671793,,,30193.6,,30193.6,81.4815,59.727,-70.1386,0.059458,64.9867,27,14032421.0,2023-06-26
liq,1687775217620,BUY,5.0,30246.7,30246.7,30246.7,48.1481,-17.9756,-87.5711,0.039416,46.516,27,14054425.0,2023-06-26
liq,1687775217620,BUY,5.0,30246.7,30246.7,30246.7,48.1481,-17.9756,-87.5711,0.039416,46.516,27,14054425.0,2023-06-26
liq,1687776123294,BUY,10.0,30255.3,30255.3,30254.8,51.8519,-20.813,-90.3887,0.043965,42.9191,27,14053357.0,2023-06-26
liq,1687776123294,BUY,10.0,30255.3,30255.3,30254.8,51.8519,-20.813,-90.3887,0.043965,42.9191,27,14053357.0,2023-06-26
control,1687776478816,,,30274.9,,30274.9,48.1481,-27.2735,-96.8042,0.04319,36.0927,27,14067460.0,2023-06-26
control,1687776547552,,,30270.6,,30270.6,48.1481,-25.8569,-95.3974,0.043678,37.4648,27,14069040.0,2023-06-26
control,1687776549457,,,30270.6,,30270.6,48.1481,-25.8569,-95.3974,0.043678,37.4647,27,14069045.0,2023-06-26
control,1687776642501,,,30262.5,,30262.5,51.8519,-23.1872,-92.7464,0.046504,40.0652,27,14075090.0,2023-06-26
control,1687777026164,,,30257.1,,30257.1,55.5556,-21.4066,-90.9782,0.048499,41.6783,27,14089217.0,2023-06-26
control,1687777027774,,,30257.1,,30257.1,55.5556,-21.4066,-90.9782,0.048499,41.6783,27,14089217.0,2023-06-26
control,1687779140966,,,30319.8,,30319.8,74.0741,17.8554,-111.4697,0.056028,19.7395,27,14138426.0,2023-06-26
control,1687780348362,,,30326.0,,30326.0,85.1852,15.8073,-113.4913,0.062394,17.2582,27,14192282.0,2023-06-26
control,1687780567325,,,30325.9,,30325.9,92.5926,-4.1614,-113.4587,0.063035,17.263,27,14199641.0,2023-06-26
control,1687780999340,,,30339.6,,30339.6,51.8519,-8.675,-117.923,0.048687,12.042,27,14129993.0,2023-06-26
control,1687781111093,,,30336.6,,30336.6,51.8519,-7.687,-116.9458,0.048842,13.0162,27,14130383.0,2023-06-26
control,1687781357442,,,30344.4,,30344.4,55.5556,9.734,-119.4862,0.049945,10.0305,27,14091885.0,2023-06-26
control,1687781680158,,,30341.6,,30341.6,62.963,-9.3336,-118.5744,0.050972,10.7823,27,14092383.0,2023-06-26
control,1687781774044,,,30330.4,,30330.4,62.963,-5.6444,-114.9255,0.051257,14.2802,27,14070245.0,2023-06-26
control,1687781956858,,,30295.4,,30295.4,51.8519,5.902,-103.5054,0.049492,25.6824,27,14078287.0,2023-06-26
control,1687782673908,,,30294.8,,30294.8,66.6667,6.1002,-103.3094,0.054679,25.4308,27,14116364.0,2023-06-26
liq,1687783396168,BUY,35.0,30380.0,30380.0,30380.0,88.8889,-1.9957,118.6425,0.064221,-2.937,27,14161821.0,2023-06-26
liq,1687783396168,BUY,35.0,30380.0,30380.0,30380.0,88.8889,-1.9957,118.6425,0.064221,-2.937,27,14161821.0,2023-06-26
control,1687783819262,,,30359.7,,30359.7,96.2963,4.6895,-124.4656,0.06726,3.5614,27,14186045.0,2023-06-26
control,1687784227841,,,30324.6,,30324.6,88.8889,-3.7328,-113.0349,0.066855,14.8993,27,14250293.0,2023-06-26
control,1687784264342,,,30329.9,,30329.9,74.0741,-5.4796,-114.7626,0.057602,13.0981,27,14245227.0,2023-06-26
control,1687784602588,,,30347.0,,30347.0,74.0741,8.8764,-120.3327,0.058774,7.2862,27,14239245.0,2023-06-26
control,1687784609273,,,30353.5,,30353.5,74.0741,6.7331,-122.4484,0.058845,5.1426,27,14240307.0,2023-06-26
control,1687784699362,,,30356.2,,30356.2,74.0741,5.843,-123.3269,0.058952,4.25,27,14241673.0,2023-06-26
control,1687784953917,,,30372.6,,30372.6,96.2963,0.4403,121.1078,0.07077,-1.3314,27,14270488.0,2023-06-26
control,1687785016156,,,30372.6,,30372.6,96.2963,0.4403,121.1078,0.070873,-1.3336,27,14271681.0,2023-06-26
control,1687785513740,,,30373.3,,30373.3,96.2963,0.2098,120.8745,0.073091,-2.1813,27,14193025.0,2023-06-26
control,1687785524189,,,30369.9,,30369.9,96.2963,1.3293,122.0076,0.073156,-1.0646,27,14193554.0,2023-06-26
control,1687785851532,,,30409.7,,30409.7,85.1852,-11.7603,108.76,0.063772,-14.2631,27,14229083.0,2023-06-26
control,1687785881318,,,30407.6,,30407.6,85.1852,-11.0705,109.4581,0.064567,-13.6129,27,14233050.0,2023-06-26
liq,1687786454235,BUY,3.0,30443.1,30443.1,30443.1,70.3704,-12.7414,97.6694,0.056921,-26.126,27,14103356.0,2023-06-26
liq,1687786454235,BUY,3.0,30443.1,30443.1,30443.1,70.3704,-12.7414,97.6694,0.056921,-26.126,27,14103356.0,2023-06-26
liq,1687786473329,BUY,1.0,30449.6,30449.6,30449.6,70.3704,-14.8734,95.5138,0.057594,-28.2442,27,14112092.0,2023-06-26
liq,1687786473329,BUY,1.0,30449.6,30449.6,30449.6,70.3704,-14.8734,95.5138,0.057594,-28.2442,27,14112092.0,2023-06-26
liq,1687786595710,BUY,2.0,30464.5,30464.5,30464.5,59.2593,-19.7571,90.5762,0.052362,-33.1403,27,14135661.0,2023-06-26
liq,1687786595710,BUY,2.0,30464.5,30464.5,30464.5,59.2593,-19.7571,90.5762,0.052362,-33.1403,27,14135661.0,2023-06-26
liq,1687786601945,BUY,1.0,30479.2,30479.2,30479.1,62.963,-24.5705,85.7095,0.053077,-38.0658,27,14109503.0,2023-06-26
liq,1687786601945,BUY,1.0,30479.2,30479.2,30479.1,62.963,-24.5705,85.7095,0.053077,-38.0658,27,14109503.0,2023-06-26
liq,1687786728809,BUY,4.0,30485.1,30485.1,30485.1,70.3704,-26.5011,83.7576,0.057789,-40.0228,27,14117006.0,2023-06-26
liq,1687786728809,BUY,4.0,30485.1,30485.1,30485.1,70.3704,-26.5011,83.7576,0.057789,-40.0228,27,14117006.0,2023-06-26
liq,1687786729858,BUY,2.0,30490.2,30490.2,30490.0,70.3704,-28.1693,82.0709,0.057858,-41.6856,27,14118038.0,2023-06-26
liq,1687786729858,BUY,2.0,30490.2,30490.2,30490.0,70.3704,-28.1693,82.0709,0.057858,-41.6856,27,14118038.0,2023-06-26
liq,1687786780635,BUY,3.0,30498.9,30498.9,30498.8,70.3704,-31.0139,79.1949,0.058597,-44.6763,27,14091282.0,2023-06-26
liq,1687786780635,BUY,3.0,30498.9,30498.9,30498.8,70.3704,-31.0139,79.1949,0.058597,-44.6763,27,14091282.0,2023-06-26
liq,1687786804086,BUY,9.0,30524.1,30524.1,30524.0,85.1852,-39.244,70.8738,0.064799,-52.8663,27,14100309.0,2023-06-26
liq,1687786804086,BUY,9.0,30524.1,30524.1,30524.0,85.1852,-39.244,70.8738,0.064799,-52.8663,27,14100309.0,2023-06-26
liq,1687786806851,BUY,746.0,30537.1,30537.1,30537.1,85.1852,-43.4844,66.5865,0.065829,-56.9362,27,14139688.0,2023-06-26
liq,1687786806851,BUY,746.0,30537.1,30537.1,30537.1,85.1852,-43.4844,66.5865,0.065829,-56.9362,27,14139688.0,2023-06-26
control,1687787258304,,,30480.1,,30480.1,66.6667,15.0954,85.4117,0.056961,-38.1839,27,14254012.0,2023-06-26
control,1687787492588,,,30431.8,,30431.8,70.3704,-9.033,101.4188,0.059742,-22.6175,27,14267739.0,2023-06-26
liq,1687787828238,BUY,57.0,30557.6,30557.6,30557.6,55.5556,-10.3048,59.8332,0.051619,-63.6285,27,14331487.0,2023-06-26
liq,1687787828238,BUY,57.0,30557.6,30557.6,30557.6,55.5556,-10.3048,59.8332,0.051619,-63.6285,27,14331487.0,2023-06-26
liq,1687787865283,BUY,3.0,30583.9,30583.9,30583.9,48.1481,-18.8953,51.1824,0.040543,-71.8397,27,14403578.0,2023-06-26
liq,1687787865283,BUY,3.0,30583.9,30583.9,30583.9,48.1481,-18.8953,51.1824,0.040543,-71.8397,27,14403578.0,2023-06-26
liq,1687787866297,BUY,8.0,30595.6,30595.6,30595.6,48.1481,-22.7121,47.3388,0.041494,-75.5641,27,14417858.0,2023-06-26
liq,1687787866297,BUY,8.0,30595.6,30595.6,30595.6,48.1481,-22.7121,47.3388,0.041494,-75.5641,27,14417858.0,2023-06-26
liq,1687787952324,BUY,7.0,30608.6,30608.6,30608.6,33.3333,-26.9496,43.0715,0.019377,-79.5388,27,14466102.0,2023-06-26
liq,1687787952324,BUY,7.0,30608.6,30608.6,30608.6,33.3333,-26.9496,43.0715,0.019377,-79.5388,27,14466102.0,2023-06-26
liq,1687787953372,BUY,27.0,30608.6,30608.6,30608.5,33.3333,-26.9496,43.0715,0.01965,-79.5158,27,14470120.0,2023-06-26
liq,1687787953372,BUY,27.0,30608.6,30608.6,30608.5,33.3333,-26.9496,43.0715,0.01965,-79.5158,27,14470120.0,2023-06-26
liq,1687787965129,BUY,16.0,30622.9,30622.9,30622.9,37.037,-31.6068,38.3817,0.021213,-83.9437,27,14505894.0,2023-06-26
liq,1687787965129,BUY,16.0,30622.9,30622.9,30622.9,37.037,-31.6068,38.3817,0.021213,-83.9437,27,14505894.0,2023-06-26
control,1687788311471,,,30528.9,,30528.9,92.5926,-0.9136,49.1819,0.071604,-52.8076,27,14663347.0,2023-06-26
liq,1687789137992,SELL,9.0,30492.5,30492.5,30493.3,88.4615,1.0217,61.178,0.066296,-40.4142,26,14840996.0,2023-06-26
liq,1687789137992,SELL,9.0,30492.5,30492.5,30493.3,88.4615,1.0217,61.178,0.066296,-40.4142,26,14840996.0,2023-06-26
liq,1687789211082,SELL,465.0,30454.4,30454.4,30455.5,73.0769,13.5334,73.765,0.061362,-27.9593,26,14875869.0,2023-06-26
liq,1687789211082,SELL,465.0,30454.4,30454.4,30455.5,73.0769,13.5334,73.765,0.061362,-27.9593,26,14875869.0,2023-06-26
control,1687789678329,,,30523.8,,30523.8,96.1538,0.7571,50.861,0.077774,-50.4432,26,14977172.0,2023-06-26
control,1687789706149,,,30520.5,,30520.5,96.1538,1.8384,51.9477,0.07842,-49.3442,26,14985897.0,2023-06-26
control,1687790101347,,,30418.8,,30418.8,84.6154,-14.7484,85.5547,0.067768,-16.033,26,15128810.0,2023-06-26
control,1687790157640,,,30433.3,,30433.3,80.7692,-19.5059,80.7494,0.064911,-20.8044,26,15135606.0,2023-06-26
liq,1687790508527,SELL,213.0,30371.8,30371.8,30371.9,92.0,0.7037,101.1619,0.071608,-0.7068,25,15219392.0,2023-06-26
liq,1687790508527,SELL,213.0,30371.8,30371.8,30371.9,92.0,0.7037,101.1619,0.071608,-0.7068,25,15219392.0,2023-06-26
liq,1687790570232,SELL,189.0,30306.6,30306.6,30306.6,75.0,22.2186,-97.2699,0.062752,20.7206,24,15297211.0,2023-06-26
liq,1687790570232,SELL,189.0,30306.6,30306.6,30306.6,75.0,22.2186,-97.2699,0.062752,20.7206,24,15297211.0,2023-06-26
liq,1687790610293,SELL,15.0,30278.2,30278.2,30278.3,54.1667,31.6192,-97.8835,0.054673,29.9437,24,15371777.0,2023-06-26
liq,1687790610293,SELL,15.0,30278.2,30278.2,30278.3,54.1667,31.6192,-97.8835,0.054673,29.9437,24,15371777.0,2023-06-26
liq,1687790616993,SELL,176.0,30268.3,30268.3,30268.4,54.1667,34.9003,-94.6448,0.056163,33.1438,24,15398878.0,2023-06-26
liq,1687790616993,SELL,176.0,30268.3,30268.3,30268.4,54.1667,34.9003,-94.6448,0.056163,33.1438,24,15398878.0,2023-06-26
liq,1687790621211,SELL,76.0,30267.8,30267.8,30267.9,45.8333,35.066,-94.4812,0.105351,33.2401,24,15432107.0,2023-06-26
liq,1687790621211,SELL,76.0,30267.8,30267.8,30267.9,45.8333,35.066,-94.4812,0.105351,33.2401,24,15432107.0,2023-06-26
liq,1687790662106,SELL,7.0,30258.1,30258.1,30258.2,50.0,38.283,-91.3057,0.049993,36.2855,24,15510785.0,2023-06-26
liq,1687790662106,SELL,7.0,30258.1,30258.1,30258.2,50.0,38.283,-91.3057,0.049993,36.2855,24,15510785.0,2023-06-26
liq,1687791397283,BUY,1.0,30396.2,30396.2,30396.0,87.5,2.6685,82.9704,0.068602,-10.3836,24,15692722.0,2023-06-26
liq,1687791397283,BUY,1.0,30396.2,30396.2,30396.0,87.5,2.6685,82.9704,0.068602,-10.3836,24,15692722.0,2023-06-26
control,1687791877459,,,30317.9,,30317.9,83.3333,8.4747,109.0111,0.070172,14.1901,24,15457433.0,2023-06-26
control,1687792346764,,,30409.5,,30409.5,91.6667,-1.7063,78.5605,0.073484,-16.6209,24,15422518.0,2023-06-26
control,1687792591664,,,30389.0,,30389.0,95.8333,-4.9567,85.3594,0.083901,-10.2241,24,15398126.0,2023-06-26
control,1687792833215,,,30380.5,,30380.5,95.8333,-2.1602,88.1811,0.084563,-7.5371,24,15409062.0,2023-06-26
control,1687793186240,,,30352.4,,30352.4,87.5,-2.9014,97.5207,0.074414,1.3494,24,15375368.0,2023-06-26
control,1687793302840,,,30391.3,,30391.3,91.6667,4.2812,84.5961,0.078703,-11.5317,24,15369104.0,2023-06-26
control,1687793499456,,,30380.8,,30380.8,95.8333,-2.2589,88.0815,0.087239,-8.3231,24,15331053.0,2023-06-26
control,1687794160591,,,30439.3,,30439.3,83.3333,-11.4946,68.6936,0.073535,-27.4881,24,15456905.0,2023-06-26
control,1687794728609,,,30434.1,,30434.1,87.5,0.2022,70.414,0.076463,-26.2467,24,15399887.0,2023-06-26
control,1687794822388,,,30431.8,,30431.8,87.5,0.958,71.1751,0.077139,-25.5112,24,15403175.0,2023-06-26
control,1687795114221,,,30407.4,,30407.4,91.6667,-1.0158,79.2566,0.082124,-17.567,24,15407646.0,2023-06-26
control,1687795322609,,,30388.6,,30388.6,95.8333,-4.8251,85.4921,0.087824,-11.4317,24,15416542.0,2023-06-26
control,1687796089300,,,30384.1,,30384.1,91.6667,-3.3448,86.9858,0.089003,-10.3537,24,15427914.0,2023-06-26
control,1687796155042,,,30392.2,,30392.2,95.8333,3.9849,84.2975,0.089601,-13.1659,24,15392778.0,2023-06-26
control,1687796168741,,,30392.2,,30392.2,95.8333,3.9849,84.2975,0.089603,-13.1671,24,15392459.0,2023-06-26
control,1687796175923,,,30389.4,,30389.4,95.8333,4.9067,85.2266,0.08969,-12.2467,24,15393534.0,2023-06-26
control,1687796191400,,,30393.3,,30393.3,95.8333,3.6229,83.9325,0.089739,-13.5381,24,15393497.0,2023-06-26
control,1687796395947,,,30384.6,,30384.6,91.6667,-3.5093,86.8198,0.089818,-10.7507,24,15391811.0,2023-06-26
control,1687796483410,,,30382.4,,30382.4,91.6667,-2.7854,87.5502,0.090003,-10.0774,24,15382007.0,2023-06-26
liq,1687796809707,SELL,15.0,30329.6,30329.6,30329.6,83.3333,14.6184,105.1114,0.076764,7.1788,24,15383154.0,2023-06-26
liq,1687796809707,SELL,15.0,30329.6,30329.6,30329.6,83.3333,14.6184,105.1114,0.076764,7.1788,24,15383154.0,2023-06-26
liq,1687797017139,SELL,6.0,30280.0,30280.0,30280.0,75.0,31.0228,-98.4722,0.061487,23.4255,24,15412969.0,2023-06-26
liq,1687797017139,SELL,6.0,30280.0,30280.0,30280.0,75.0,31.0228,-98.4722,0.061487,23.4255,24,15412969.0,2023-06-26
liq,1687797036400,SELL,136.0,30270.0,30270.0,30270.0,75.0,34.3367,-95.2011,0.063552,26.6874,24,15446948.0,2023-06-26
liq,1687797036400,SELL,136.0,30270.0,30270.0,30270.0,75.0,34.3367,-95.2011,0.063552,26.6874,24,15446948.0,2023-06-26
liq,1687797457286,SELL,541.0,30227.2,30227.2,30227.3,50.0,38.5062,-81.1765,0.049001,40.512,24,15554629.0,2023-06-26
liq,1687797457286,SELL,541.0,30227.2,30227.2,30227.3,50.0,38.5062,-81.1765,0.049001,40.512,24,15554629.0,2023-06-26
liq,1687797465273,SELL,7.0,30222.6,30222.6,30222.0,50.0,40.0341,-79.6668,0.050303,41.981,24,15575565.0,2023-06-26
liq,1687797465273,SELL,7.0,30222.6,30222.6,30222.0,50.0,40.0341,-79.6668,0.050303,41.981,24,15575565.0,2023-06-26
liq,1687797894610,SELL,24.0,30216.1,30216.1,30216.1,50.0,42.1939,-77.5328,0.055486,43.535,24,15666250.0,2023-06-26
liq,1687797894610,SELL,24.0,30216.1,30216.1,30216.1,50.0,42.1939,-77.5328,0.055486,43.535,24,15666250.0,2023-06-26
liq,1687797901293,SELL,7.0,30200.0,30200.0,30200.0,58.3333,47.5475,-72.243,0.057311,48.861,24,15675574.0,2023-06-26
liq,1687797901293,SELL,7.0,30200.0,30200.0,30200.0,58.3333,47.5475,-72.243,0.057311,48.861,24,15675574.0,2023-06-26
liq,1687797913019,SELL,64.0,30168.6,30168.6,30168.6,45.8333,58.0052,-61.91,0.03299,59.1575,24,15719466.0,2023-06-26
liq,1687797913019,SELL,64.0,30168.6,30168.6,30168.6,45.8333,58.0052,-61.91,0.03299,59.1575,24,15719466.0,2023-06-26
liq,1687797915737,SELL,147.0,30157.2,30157.2,30157.2,45.8333,61.8073,-58.1532,0.034737,62.848,24,15747668.0,2023-06-26
liq,1687797915737,SELL,147.0,30157.2,30157.2,30157.2,45.8333,61.8073,-58.1532,0.034737,62.848,24,15747668.0,2023-06-26
liq,1687797919636,SELL,161.0,30114.2,30114.2,30114.2,29.1667,76.1746,-43.9573,0.018479,76.9903,24,15799487.0,2023-06-26
liq,1687797919636,SELL,161.0,30114.2,30114.2,30114.2,29.1667,76.1746,-43.9573,0.018479,76.9903,24,15799487.0,2023-06-26
liq,1687797920655,SELL,509.0,30074.5,30074.5,30077.1,25.0,89.4757,-30.8147,0.011535,90.0059,24,15854878.0,2023-06-26
liq,1687797920655,SELL,509.0,30074.5,30074.5,30077.1,25.0,89.4757,-30.8147,0.011535,90.0059,24,15854878.0,2023-06-26
liq,1687797922162,SELL,2.0,30088.3,30088.3,30088.3,33.3333,84.8481,-35.3871,0.022116,85.215,24,15884373.0,2023-06-26
liq,1687797922162,SELL,2.0,30088.3,30088.3,30088.3,33.3333,84.8481,-35.3871,0.022116,85.215,24,15884373.0,2023-06-26
liq,1687797931612,SELL,33.0,30039.9,30039.9,30039.9,20.8333,101.0967,-19.3322,0.011009,101.085,24,15955123.0,2023-06-26
liq,1687797931612,SELL,33.0,30039.9,30039.9,30039.9,20.8333,101.0967,-19.3322,0.011009,101.085,24,15955123.0,2023-06-26
liq,1687797933089,SELL,968.0,30032.8,30032.8,30032.8,20.8333,103.4847,-16.9727,0.0115,103.4231,24,15963046.0,2023-06-26
liq,1687797933089,SELL,968.0,30032.8,30032.8,30032.8,20.8333,103.4847,-16.9727,0.0115,103.4231,24,15963046.0,2023-06-26
liq,1687797967393,SELL,1.0,30006.9,30006.9,30006.8,12.5,112.2054,-8.356,0.007981,110.9802,24,16151316.0,2023-06-26
liq,1687797967393,SELL,1.0,30006.9,30006.9,30006.8,12.5,112.2054,-8.356,0.007981,110.9802,24,16151316.0,2023-06-26
liq,1687797969748,SELL,1.0,30002.4,30002.4,30002.3,16.6667,113.7221,-6.8574,0.009448,112.3006,24,16179900.0,2023-06-26
liq,1687797969748,SELL,1.0,30002.4,30002.4,30002.3,16.6667,113.7221,-6.8574,0.009448,112.3006,24,16179900.0,2023-06-26
liq,1687798046246,SELL,10.0,29990.7,29990.7,29990.7,8.3333,117.6677,-2.9588,0.007193,114.9774,24,16384933.0,2023-06-26
liq,1687798046246,SELL,10.0,29990.7,29990.7,29990.7,8.3333,117.6677,-2.9588,0.007193,114.9774,24,16384933.0,2023-06-26
liq,1687798047980,SELL,35.0,29996.5,29996.5,29996.0,8.3333,115.7114,-4.8918,0.007851,112.9433,24,16395778.0,2023-06-26
liq,1687798047980,SELL,35.0,29996.5,29996.5,29996.0,8.3333,115.7114,-4.8918,0.007851,112.9433,24,16395778.0,2023-06-26
control,1687798551643,,,30043.7,,30043.7,29.1667,99.8191,-30.564,0.025417,94.4008,24,16782700.0,2023-06-26
control,1687799199081,,,30080.9,,30080.9,33.3333,87.329,-42.8929,0.030682,80.3845,24,16972703.0,2023-06-26
control,1687799307112,,,30026.8,,30026.8,20.8333,105.5036,-24.9529,0.020552,98.0264,24,17032648.0,2023-06-26
control,1687799349780,,,30024.2,,30024.2,20.8333,106.3787,-24.0891,0.02094,98.8224,24,17046250.0,2023-06-26
liq,1687799793892,SELL,7.0,29985.0,29985.0,29985.0,12.5,119.591,-11.0474,0.010081,110.5739,24,17265213.0,2023-06-26
liq,1687799793892,SELL,7.0,29985.0,29985.0,29985.0,12.5,119.591,-11.0474,0.010081,110.5739,24,17265213.0,2023-06-26
liq,1687799796361,SELL,15.0,29930.7,29930.7,29930.8,0.0,137.9499,-2.9226,0.000123,128.6342,25,17306694.0,2023-06-26
liq,1687799796361,SELL,15.0,29930.7,29930.7,29930.8,0.0,137.9499,-2.9226,0.000123,128.6342,25,17306694.0,2023-06-26
liq,1687799797401,SELL,124.0,29931.9,29931.9,29932.0,7.6923,137.5434,-3.3234,0.002966,127.7319,26,17371075.0,2023-06-26
liq,1687799797401,SELL,124.0,29931.9,29931.9,29932.0,7.6923,137.5434,-3.3234,0.002966,127.7319,26,17371075.0,2023-06-26
liq,1687799798454,SELL,2.0,29929.0,29929.0,29929.0,7.6923,138.5257,-2.3548,0.00312,128.5894,26,17388647.0,2023-06-26
liq,1687799798454,SELL,2.0,29929.0,29929.0,29929.0,7.6923,138.5257,-2.3548,0.00312,128.5894,26,17388647.0,2023-06-26
control,1687800277265,,,30129.7,,30129.7,38.4615,70.9909,-78.8722,0.033229,58.2097,26,17888503.0,2023-06-26
