scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
c2-1-market	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-limit	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-postonly	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-ioc	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-fok	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-stop	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-reduceonly	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-1-oco	C2-1	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-2-cancel	C2-2	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
c2-2-amend-price	C2-2	値	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	adapter: DaniyalMlk/slippage(6985edb): 注文・板・約定の口が無く、影響の関数を選ばない場面を渡せない(影響の関数と執行の予定の費用の模擬だけ)	-	結果なし	0.0	0.0
