kind,day,cascade_id,side,direction,start_ms,end_ms,time_ms,profile_ts_ms,bundle_width_ms,bundle_n_events_dedup,bundle_total_qty_accum,bundle_total_notional,p_liq,p0,bin_pct,dist_node_bp,dist_gap_bp,vol_between_ratio,dist_vwap_bp,n_bins,total_qty,node_up_bp,node_dn_bp,oi_dist_vwap_bp,oi_dist_node_bp,oi_side_dist_vwap_bp,oi_side_dist_node_bp,oi_n_bins,oi_n_buckets,oi_total_delta,oi_side_total_delta,dist_vwap_bp_liqdir,dist_node_bp_liqdir,oi_dist_vwap_bp_liqdir,oi_dist_node_bp_liqdir,oi_side_dist_vwap_bp_liqdir,oi_side_dist_node_bp_liqdir,implied_leverage,implied_leverage_side,oi_covered,anchor_ts_ms,anchor_price,anchor_before_ts_ms,anchor_before_price,anchor_lag_ms,anchor_price_diff_bp,p_tgt_back_vwap,p_tgt_back_node,p_tgt_fwd_node,p_tgt_node_up,p_tgt_node_dn,bp_1m,bp_1m_reactdir,bp_1m_abs,bp_5m,bp_5m_reactdir,bp_5m_abs,bp_15m,bp_15m_reactdir,bp_15m_abs,bp_30m,bp_30m_reactdir,bp_30m_abs,bp_60m,bp_60m_reactdir,bp_60m_abs,bp_240m,bp_240m_reactdir,bp_240m_abs,mfe_1m_reactdir,mae_1m_reactdir,mfe_5m_reactdir,mae_5m_reactdir,mfe_15m_reactdir,mae_15m_reactdir,mfe_30m_reactdir,mae_30m_reactdir,mfe_60m_reactdir,mae_60m_reactdir,mfe_240m_reactdir,mae_240m_reactdir,reach_back_vwap_sec,reach_back_vwap_1m,reach_back_vwap_5m,reach_back_vwap_15m,reach_back_vwap_30m,reach_back_vwap_60m,reach_back_vwap_240m,reach_back_node_sec,reach_back_node_1m,reach_back_node_5m,reach_back_node_15m,reach_back_node_30m,reach_back_node_60m,reach_back_node_240m,reach_fwd_node_sec,reach_fwd_node_1m,reach_fwd_node_5m,reach_fwd_node_15m,reach_fwd_node_30m,reach_fwd_node_60m,reach_fwd_node_240m,reach_node_up_sec,reach_node_up_1m,reach_node_up_5m,reach_node_up_15m,reach_node_up_30m,reach_node_up_60m,reach_node_up_240m,reach_node_dn_sec,reach_node_dn_1m,reach_node_dn_5m,reach_node_dn_15m,reach_node_dn_30m,reach_node_dn_60m,reach_node_dn_240m,doi_post_1m,doi_post_1m_n,doi_post_5m,doi_post_5m_n,doi_post_15m,doi_post_15m_n,doi_post_30m,doi_post_30m_n,doi_post_60m,doi_post_60m_n,doi_post_240m,doi_post_240m_n,bf_bp_1m,bf_bp_1m_reactdir,bf_bp_5m,bf_bp_5m_reactdir,bf_bp_15m,bf_bp_15m_reactdir,bf_bp_30m,bf_bp_30m_reactdir,bf_bp_60m,bf_bp_60m_reactdir,bf_bp_240m,bf_bp_240m_reactdir,doi_pre_1h,doi_pre_1h_n,doi_pre_4h,doi_pre_4h_n,doi_in,doi_in_n,m_ts_ms,m_count_long_short_ratio,m_sum_toptrader_long_short_ratio,m_sum_taker_long_short_vol_ratio,bf_anchor_ts_ms,bf_anchor_close,bf_xcorr_best_lag_min,bf_xcorr_best_r,bf_xcorr_n
liq,2023-06-26,binance_cm_real_000071,SELL,long,1687789211082,1687789211082,1687789211082,1687789211082,0,1,465.0,14161296.0,30454.4,30455.5,73.0769,13.5334,73.765,0.061362,-27.9593,26,14875869.0,13.533439859899769,-26.42075848589938,-14.9368,13.5334,-13.1977,13.5334,20.0,145.0,632922.0,324890.17738447856,-27.9593,13.5334,-14.9368,13.5334,-13.1977,13.5334,398.9913,373.1023,1,1687789211082,30455.5,1687789211082,30454.1,0,0.4597,30369.2516,30495.6152,30373.9372,30495.6153,30373.9372,8.8654,-8.8654,8.8654,27.7126,-27.7126,27.7126,-12.9041,12.9041,12.9041,-30.0767,30.0767,30.0767,-16.8771,16.8771,16.8771,-121.7186,121.7186,121.7186,2.791,-10.1131,2.791,-27.7126,21.474,-29.5841,67.4755,-29.5841,67.4755,-29.5841,183.4151,-29.5841,1319.807,0,0,0,1,1,1,85.143,0,1,1,1,1,1,1295.125,0.0,0.0,0.0,1.0,1.0,1.0,85.143,0.0,1.0,1.0,1.0,1.0,1.0,1295.125,0.0,0.0,0.0,1.0,1.0,1.0,,0,-7897.0,1,1005.0,3,-20078.0,6,-21532.0,12,16603.0,48,4.8654,-4.8654,15.1344,-15.1344,-21.6013,21.6013,-24.3853,24.3853,3.6197,-3.6197,-73.3632,73.3632,39614.0,12,52502.0,48,,0,1687789200000,,,0.7380375,1687789200000,4439557.0,0.0,0.8054,20
liq,2023-06-26,binance_cm_real_000072,SELL,long,1687790508527,1687790508527,1687790508527,1687790508527,0,1,213.0,6469193.4,30371.8,30371.9,92.0,0.7037,101.1619,0.071608,-0.7068,25,15219392.0,0.7036676379749517,,12.3642,40.7665,14.0647,40.7665,17.0,145.0,641302.0,328134.6123389483,-0.7068,0.7037,12.3642,40.7665,14.0647,40.7665,190.9702,184.9636,1,1687790508527,30371.8,1687790508527,30371.8,0,0.0,30369.6533,30373.9373,,30373.9372,,-17.0224,17.0224,17.0224,-5.7948,5.7948,5.7948,8.1655,-8.1655,8.1655,8.791,-8.791,8.791,20.4137,-20.4137,20.4137,-66.7066,66.7066,66.7066,17.0553,-2.6669,40.103,-2.6669,40.103,-10.4702,40.103,-10.4702,40.103,-28.645,156.3622,-28.645,22.362,1,1,1,1,1,1,1.166,1,1,1,1,1,1,,,,,,,,1.166,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0,-18060.0,1,-28344.0,3,-26726.0,6,-32546.0,12,10231.0,48,-11.9807,11.9807,12.4035,-12.4035,29.3063,-29.3063,39.7948,-39.7948,56.1211,-56.1211,-17.9383,17.9383,27425.0,12,63336.0,48,,0,1687790400000,,,1.33292319,1687790460000,4422935.0,0.0,0.8286,20
liq,2023-06-26,binance_cm_real_000073,SELL,long,1687790570232,1687790662106,1687790662106,1687790570232,91874,5,463.0,14021500.7,30306.6,30306.6,75.0,22.2186,-97.2699,0.062752,20.7206,24,15297211.0,22.218647184674456,,33.9042,62.3677,35.6084,62.3677,17.0,145.0,641302.0,328134.6123389483,20.7206,22.2186,33.9042,62.3677,35.6084,62.3677,135.3103,132.2604,1,1687790662106,30258.1,1687790662106,30258.1,0,0.0,30369.3971,30373.937,,30373.9372,,20.1599,-20.1599,20.1599,30.1076,-30.1076,30.1076,39.6588,-39.6588,39.6588,49.3422,-49.3422,49.3422,55.2579,-55.2579,55.2579,-20.92,20.92,20.92,0.5618,-22.1098,0.5618,-35.9573,0.5618,-48.0863,0.5618,-52.3827,0.5618,-66.3293,119.373,-66.3293,698.242,0,0,1,1,1,1,703.289,0,0,1,1,1,1,,,,,,,,703.289,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,-18060.0,1,-18060.0,1,-28344.0,3,-26726.0,6,-32546.0,12,10231.0,48,14.153,-14.153,17.027,-17.027,29.3892,-29.3892,48.4106,-48.4106,43.0199,-43.0199,-19.3358,19.3358,27425.0,12,63336.0,48,,0,1687790400000,,,1.33292319,1687790640000,4422377.0,0.0,0.7841,20
liq,2023-06-26,binance_cm_real_000074,BUY,short,1687791397283,1687791397283,1687791397283,1687791397283,0,1,1.0,30396.2,30396.2,30396.0,87.5,2.6685,82.9704,0.068602,-10.3836,24,15692722.0,2.6684593607031863,-7.324216422874139,4.0857,32.7065,2.2685,32.7065,17.0,144.0,639054.0,311934.81210940756,10.3836,-2.6685,-4.0857,-32.7065,-2.2685,-32.7065,278.4406,265.0305,1,1687791397283,30396.1,1687791397283,30396.1,0,0.0,30364.6378,30404.3112,30404.3111,30404.3111,30373.9372,-7.2049,-7.2049,7.2049,-11.4817,-11.4817,11.4817,0.5593,0.5593,0.5593,-14.3768,-14.3768,14.3768,7.2707,7.2707,7.2707,-62.6067,-62.6067,62.6067,2.4674,-7.9286,2.4674,-11.4817,2.4674,-25.8586,6.7443,-25.8586,20.6276,-25.8586,20.6276,-164.2316,278.778,0,1,1,1,1,1,933.787,0,0,0,1,1,1,933.787,0.0,0.0,0.0,1.0,1.0,1.0,933.787,0.0,0.0,0.0,1.0,1.0,1.0,48.383,1.0,1.0,1.0,1.0,1.0,1.0,,0,-854.0,1,1618.0,3,10697.0,6,-20691.0,12,21635.0,48,1.5735,1.5735,-14.962,-14.962,10.4579,10.4579,6.0213,6.0213,10.6472,10.6472,-41.7525,-41.7525,-13663.0,12,32514.0,48,,0,1687791300000,,,1.20838333,1687791360000,4435897.0,0.0,0.8087,20
liq,2023-06-26,binance_cm_real_000075,SELL,long,1687796809707,1687796809707,1687796809707,1687796809707,0,1,15.0,454944.0,30329.6,30329.6,83.3333,14.6184,105.1114,0.076764,7.1788,24,15383154.0,14.618447086907013,,24.0772,54.737,25.4919,54.737,17.0,146.0,663437.0,342455.2511145661,7.1788,14.6184,24.0772,54.737,25.4919,54.737,156.0618,152.6906,1,1687796809707,30329.6,1687796809707,30329.6,0,0.0,30351.373,30373.937,,30373.9372,,-5.1765,5.1765,5.1765,-2.7366,2.7366,2.7366,-24.8602,24.8602,24.8602,-87.9998,87.9998,87.9998,-72.8661,72.8661,72.8661,-29.608,29.608,29.608,6.3634,-0.6924,19.6508,-0.6924,37.62,-4.0554,116.8166,-4.0554,142.6659,-4.0554,142.6659,-4.0554,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,5005.0,1,8557.0,3,47078.0,6,52971.0,12,74863.0,48,-4.1995,4.1995,-0.158,0.158,-1.6766,1.6766,-53.5215,53.5215,-42.5229,42.5229,-21.0426,21.0426,-21459.0,12,16382.0,48,,0,1687796700000,,,0.5563514,1687796760000,4431492.0,-10.0,0.7823,10
liq,2023-06-26,binance_cm_real_000076,SELL,long,1687797017139,1687797036400,1687797036400,1687797017139,19261,2,142.0,4298400.0,30280.0,30280.0,75.0,31.0228,-98.4722,0.061487,23.4255,24,15412969.0,31.02284190115721,,40.2762,71.2072,41.7827,71.2072,17.0,147.0,668442.0,343916.4042283654,23.4255,31.0228,40.2762,71.2072,41.7827,71.2072,124.5699,122.2752,1,1687797036400,30270.0,1687797036400,30270.0,0,0.0,30350.9324,30373.937,,30373.9372,,19.5904,-19.5904,19.5904,9.0519,-9.0519,9.0519,-80.9052,80.9052,80.9052,-55.93,55.93,55.93,-50.8755,50.8755,50.8755,-18.1698,18.1698,18.1698,-0.0,-19.6895,-0.0,-23.7529,80.9382,-23.7529,97.3571,-23.7529,123.2574,-23.7529,123.2574,-23.7529,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,9660.0,1,-3554.0,3,59632.0,6,43916.0,12,67573.0,48,4.3978,-4.3978,3.4857,-3.4857,-41.7612,41.7612,-30.0487,30.0487,-25.7615,25.7615,-33.8144,33.8144,-19314.0,12,16712.0,48,,0,1687797000000,,,0.41230707,1687797000000,4429474.0,-10.0,0.7141,10
liq,2023-06-26,binance_cm_real_000077,SELL,long,1687797457286,1687797465273,1687797465273,1687797457286,7987,2,548.0,16564473.4,30227.2,30227.3,50.0,38.5062,-81.1765,0.049001,40.512,24,15554629.0,38.506236669290296,,57.3963,88.7993,58.9231,88.7993,17.0,148.0,678102.0,348438.7694596774,40.512,38.5062,57.3963,88.7993,58.9231,88.7993,102.6733,101.0886,1,1687797465273,30222.6,1687797465273,30222.6,0,0.0,30349.6564,30343.5935,,30343.5936,,1.489,-1.489,1.489,2.4154,-2.4154,2.4154,-38.0179,38.0179,38.0179,-63.297,63.297,63.297,-42.7164,42.7164,42.7164,-17.6358,17.6358,17.6358,2.3492,-10.7205,2.3492,-11.5476,81.8262,-11.5476,81.8262,-11.5476,107.767,-11.5476,107.767,-26.735,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,-6108.0,1,21754.0,3,49963.0,6,35995.0,12,60868.0,48,5.5063,-5.5063,3.9547,-3.9547,-30.5332,30.5332,-57.4324,57.4324,-38.5148,38.5148,-37.0739,37.0739,-5822.0,12,24609.0,48,,0,1687797300000,,,0.88024265,1687797420000,4427643.0,0.0,0.8656,20
liq,2023-06-26,binance_cm_real_000078,SELL,long,1687797894610,1687797969748,1687797969748,1687797894610,75138,11,1917.0,57640044.9,30216.1,30216.1,50.0,42.1939,-77.5328,0.055486,43.535,24,15666250.0,42.193920361992234,,61.091,92.5054,62.6183,92.5054,17.0,148.0,678102.0,348438.7694596774,43.535,42.1939,61.091,92.5054,62.6183,92.5054,98.9208,97.4485,1,1687797969748,30002.3,1687797969748,30002.3,0,0.0,30347.6458,30343.5935,,30343.5936,,12.399,-12.399,12.399,23.1649,-23.1649,23.1649,40.7635,-40.7635,40.7635,6.3328,-6.3328,6.3328,36.5305,-36.5305,36.5305,51.8627,-51.8627,51.8627,-0.0,-24.4648,8.9993,-24.4648,8.9993,-42.0301,8.9993,-52.8293,35.1306,-52.8293,35.1306,-100.359,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,34968.0,1,63186.0,3,71929.0,6,56917.0,12,78424.0,48,-9.25,9.25,13.2724,-13.2724,28.1201,-28.1201,-30.8213,30.8213,17.8486,-17.8486,15.9827,-15.9827,1997.0,12,19919.0,48,-7106.0,1,1687797900000,,,0.72988606,1687797960000,4405397.0,0.0,0.9342,20
liq,2023-06-26,binance_cm_real_000079,SELL,long,1687798046246,1687798047980,1687798047980,1687798046246,1734,2,45.0,1349784.5,29990.7,29990.7,8.3333,117.6677,-2.9588,0.007193,114.9774,24,16384933.0,117.66766754527141,,136.7067,168.3573,138.2455,168.3573,17.0,148.0,678102.0,348438.7694596774,114.9774,117.6677,136.7067,168.3573,138.2455,168.3573,56.5909,56.1024,1,1687798047980,29996.5,1687798047980,29996.5,0,0.0,30335.5253,30343.5937,,30343.5936,,15.3351,-15.3351,15.3351,36.6043,-36.6043,36.6043,44.1051,-44.1051,44.1051,-1.5668,1.5668,1.5668,42.1049,-42.1049,42.1049,59.4069,-59.4069,59.4069,7.0675,-15.5018,7.0675,-42.6716,7.0675,-44.9052,33.2039,-54.7731,33.2039,-54.7731,33.2039,-102.3119,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,34968.0,1,63186.0,3,71929.0,6,56917.0,12,78424.0,48,11.5147,-11.5147,29.0867,-29.0867,43.6164,-43.6164,4.6622,-4.6622,26.2717,-26.2717,25.9831,-25.9831,6070.0,12,12477.0,48,,0,1687797900000,,,0.72988606,1687798020000,4401322.0,0.0,0.9328,20
liq,2023-06-26,binance_cm_real_000080,SELL,long,1687799793892,1687799798454,1687799798454,1687799793892,4562,4,148.0,4430269.1,29985.0,29985.0,12.5,119.591,-11.0474,0.010081,110.5739,24,17265213.0,119.59098606136331,,124.8086,170.2902,125.3869,170.2902,20.0,147.0,722473.0,369034.6379428676,110.5739,119.591,124.8086,170.2902,125.3869,170.2902,60.6764,60.4643,1,1687799798459,29928.8,1687799798448,29929.0,5,-0.0668,30316.5558,30343.5936,,30343.5936,,20.4485,-20.4485,20.4485,60.6773,-60.6773,60.6773,67.5269,-67.5269,67.5269,63.8515,-63.8515,63.8515,52.2908,-52.2908,52.2908,87.374,-87.374,87.374,2.2386,-21.8184,2.2386,-62.4148,2.2386,-74.176,2.2386,-74.3765,2.2386,-74.3765,2.2386,-125.1637,,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,-9639.0,1,-24459.0,3,-15012.0,6,-14243.0,12,-431.0,48,26.3103,-26.3103,44.9108,-44.9108,55.74,-55.74,48.8203,-48.8203,34.8739,-34.8739,57.6208,-57.6208,65753.0,12,72948.0,48,,0,1687799700000,,,1.14542538,1687799760000,4391819.0,0.0,0.9928,20
liq,2023-06-26,binance_cm_real_000081,BUY,short,1687805063434,1687805063434,1687805063434,1687805063434,0,1,3.0,90585.0,30195.0,30194.8,73.0769,39.1721,-100.3278,0.055453,30.9074,26,17638901.0,39.172144862917406,,47.0872,39.1721,46.4703,-40.781,18.0,141.0,662808.0,326730.5102709963,-30.9074,-39.1721,-47.0872,-39.1721,-46.4703,40.781,,,1,1687805063434,30194.9,1687805063434,30194.9,0,0.0,30288.3249,30313.2802,30313.2803,30313.2803,,-7.4516,-7.4516,7.4516,12.5849,12.5849,12.5849,4.3716,4.3716,4.3716,-38.2184,-38.2184,38.2184,2.7157,2.7157,2.7157,16.3604,16.3604,16.3604,0.0,-7.4516,12.5849,-7.8821,12.5849,-7.8821,12.5849,-41.2321,14.2739,-41.762,35.9332,-41.762,4205.812,0,0,0,0,0,1,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,-3519.0,1,-3519.0,1,-16940.0,3,-7655.0,6,21932.0,12,36945.0,48,-5.4284,-5.4284,14.1895,14.1895,3.7247,3.7247,-30.1258,-30.1258,14.5883,14.5883,11.5682,11.5682,-2661.0,12,10231.0,48,,0,1687804800000,,,0.54831806,1687805040000,4413826.0,0.0,0.8459,20
liq,2023-06-26,binance_cm_real_000082,BUY,short,1687805194201,1687805231503,1687805231503,1687805194201,37302,3,84.0,2538477.4,30214.1,30214.0,53.8462,32.8258,-106.5859,0.05041,24.3967,26,17653663.0,32.82583013016458,,40.3937,32.8258,39.8488,-47.0768,18.0,140.0,655856.0,324065.0717820965,-24.3967,-32.8258,-40.3937,-32.8258,-39.8488,47.0768,,66137.5661,1,1687805231503,30223.5,1687805231503,30223.5,0,0.0,30287.8124,30313.2802,30313.2803,30313.2803,,0.8933,0.8933,0.8933,-4.3344,-4.3344,4.3344,-6.5181,-6.5181,6.5181,-50.1927,-50.1927,50.1927,-0.6617,-0.6617,0.6617,6.9151,6.9151,6.9151,0.9264,-2.5477,3.1102,-4.3344,3.1102,-10.3562,3.1102,-51.1853,4.7976,-51.1853,26.4364,-51.1853,4037.743,0,0,0,0,0,1,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,-10117.0,1,-9962.0,3,-2015.0,6,35139.0,12,43319.0,48,-0.0837,-0.0837,2.0276,2.0276,,,-38.4603,-38.4603,10.346,10.346,-2.1611,-2.1611,-12550.0,12,24772.0,48,,0,1687805100000,,,1.06046811,1687805220000,4419100.0,0.0,0.8933,20
liq,2023-06-26,binance_cm_real_000083,BUY,short,1687808750627,1687808750627,1687808750627,1687808750627,0,1,448.0,13541382.4,30226.3,30226.3,80.7692,-11.2387,-110.5791,0.062403,18.3077,26,17987740.0,28.776360789636787,-11.23865711497892,32.0014,-1.2499,32.3567,-1.2499,18.0,145.0,703334.0,340796.71570308995,-18.3077,11.2387,-32.0014,1.2499,-32.3567,1.2499,1250.2188,1308.3354,1,1687808750627,30226.3,1687808750627,30226.5,0,-0.0662,30281.6374,30192.3296,30313.2803,30313.2803,30192.3297,-0.2316,-0.2316,0.2316,10.8846,10.8846,10.8846,13.4982,13.4982,13.4982,10.7853,10.7853,10.7853,-24.9121,-24.9121,24.9121,7.1792,7.1792,7.1792,3.3415,-0.2316,13.1673,-1.588,25.5076,-1.588,25.5076,-1.588,25.5076,-24.9452,25.5076,-41.7848,518.607,0,0,1,1,1,1,2964.855,0,0,0,0,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2964.855,0.0,0.0,0.0,0.0,1.0,1.0,,0,387.0,1,-3508.0,3,-5064.0,6,-1082.0,12,-15058.0,48,-3.8343,-3.8343,3.0317,3.0317,1.899,1.899,-1.4175,-1.4175,-25.1058,-25.1058,-9.3347,-9.3347,35139.0,12,85576.0,48,,0,1687808700000,,,1.40165214,1687808700000,4423274.0,0.0,0.635,20
liq,2023-06-26,binance_cm_real_000084,BUY,short,1687808888703,1687808888703,1687808888703,1687808888703,0,1,5.0,151274.5,30254.9,30254.9,57.6923,-10.7017,-119.9276,0.05051,8.7831,26,17986096.0,19.296144232364888,-10.701728466332796,22.5181,-10.7017,22.8731,-10.7017,18.0,145.0,703334.0,340796.71570308995,-8.7831,10.7017,-22.5181,10.7017,-22.8731,10.7017,572.0202,583.8768,1,1687808888703,30254.9,1687808888703,30254.9,0,0.0,30281.4732,30222.5221,30313.2803,30313.2803,30222.522,-0.2644,-0.2644,0.2644,5.9164,5.9164,5.9164,3.6027,3.6027,3.6027,2.4459,2.4459,2.4459,-26.5412,-26.5412,26.5412,2.512,2.512,2.512,0.4627,-3.0078,5.9164,-3.0078,16.0305,-4.2307,16.0305,-4.429,16.0305,-34.3746,16.0305,-51.1983,380.531,0,0,1,1,1,1,2519.941,0,0,0,0,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2519.941,0.0,0.0,0.0,0.0,1.0,1.0,,0,387.0,1,-3508.0,3,-5064.0,6,-1082.0,12,-15058.0,48,2.9764,2.9764,4.7935,4.7935,-2.7165,-2.7165,-4.3618,-4.3618,-25.9337,-25.9337,-13.9692,-13.9692,35139.0,12,85576.0,48,,0,1687808700000,,,1.40165214,1687808880000,4424748.0,0.0,0.6544,20
liq,2023-06-26,binance_cm_real_000085,BUY,short,1687809175553,1687809175553,1687809175553,1687809175553,0,1,2.0,60544.8,30272.4,30271.9,76.9231,13.5041,114.091,0.056714,2.905,26,18002549.0,13.50414615741654,-16.476385241211535,16.5446,-16.4764,16.9451,-16.4764,18.0,145.0,696809.0,338357.70699203725,-2.905,-13.5041,-16.5446,16.4764,-16.9451,16.4764,426.3411,433.7473,1,1687809175553,30272.3,1687809175553,30272.3,0,0.0,30281.1941,30313.2802,30313.2803,30313.2803,30222.522,-0.8258,-0.8258,0.8258,3.5346,3.5346,3.5346,-7.3334,-7.3334,7.3334,-3.0391,-3.0391,3.0391,-31.547,-31.547,31.547,1.1231,1.1231,1.1231,0.5616,-0.8258,10.2734,-0.8258,10.2734,-10.1743,10.2734,-10.1743,10.2734,-43.0757,10.2734,-56.9167,93.68,0,1,1,1,1,1,,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2233.091,0.0,0.0,0.0,0.0,1.0,1.0,,0,-2841.0,1,-3533.0,3,-7453.0,6,405.0,12,-12398.0,48,0.3886,0.3886,0.3117,0.3117,-10.2063,-10.2063,-7.0301,-7.0301,-26.1256,-26.1256,-18.6053,-18.6053,45643.0,12,85280.0,48,,0,1687809000000,,,1.99555855,1687809120000,4426697.0,0.0,0.8257,20
control_uniform,2023-06-26,control_uniform_2023-06-26_00000,,none,1687772549874,1687772549874,1687772549874,1687772549874,,,,,30330.7,30330.7,55.5556,14.2552,-115.0233,0.046765,22.8414,27,13630078.0,14.255248074295451,,38.4237,54.3724,,,20.0,145.0,564938.0,,,,,,,,,,1,1687772560681,30330.8,1687772546236,30330.7,10807,0.033,30399.9796,30373.937,,30373.9372,,0.0,0.0,0.0,4.9784,4.9784,4.9784,-24.9581,-24.9581,24.9581,-53.477,-53.477,53.477,-23.5734,-23.5734,23.5734,48.5315,48.5315,48.5315,0.0,0.0,4.9784,-0.033,6.4291,-32.3763,6.4291,-69.7641,6.4291,-69.7641,76.8196,-69.7641,13221.972,0,0,0,0,0,1,10834.369,0,0,0,0,0,1,,,,,,,,10834.369,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0,-1688.0,1,-9533.0,3,-11149.0,6,-20339.0,12,15572.0,48,,,3.2618,3.2618,-19.5278,-19.5278,-38.0264,-38.0264,-27.5737,-27.5737,37.574,37.574,7078.0,12,-2921.0,48,,0,1687772400000,,,1.22775978,1687772520000,4420878.0,0.0,0.8181,18
control_uniform,2023-06-26,control_uniform_2023-06-26_00001,,none,1687818786270,1687818786270,1687818786270,1687818786270,,,,,30219.5,30219.5,92.3077,1.0,-108.3538,0.065929,15.7304,26,17752875.0,1.000025659721784,-8.990983356921678,27.2882,1.0,,,18.0,148.0,698706.0,,,,,,,,,,1,1687818786974,30220.2,1687818766065,30219.5,704,0.2316,30267.0365,30222.5219,,30222.522,30192.3297,1.3236,1.3236,1.3236,2.945,2.945,2.945,7.677,7.677,7.677,-2.0516,-2.0516,2.0516,9.2653,9.2653,9.2653,68.431,68.431,68.431,4.0039,-0.0331,4.0039,-1.2243,9.861,-1.2243,9.861,-2.0847,9.861,-9.3315,68.4641,-9.3315,4447.192,0,0,0,0,0,1,7.552,1,1,1,1,1,1,,,,,,,,7.552,1.0,1.0,1.0,1.0,1.0,1.0,2210.212,0.0,0.0,0.0,0.0,1.0,1.0,,0,-5399.0,1,-122.0,3,-757.0,6,-12741.0,12,4016.0,48,-1.078,-1.078,12.1235,12.1235,-0.6862,-0.6862,-5.6326,-5.6326,0.0747,0.0747,51.6445,51.6445,11446.0,12,29846.0,48,,0,1687818600000,,,2.92556237,1687818780000,4415382.0,0.0,0.8612,19
control_uniform,2023-06-26,control_uniform_2023-06-26_00002,,none,1687769214820,1687769214820,1687769214820,1687769214820,,,,,30320.6,30320.6,57.1429,17.5911,-121.6089,0.041377,29.4085,28,13732828.0,17.591065241685683,,45.5812,-32.347,,,21.0,147.0,563787.0,,,,,,,,,,1,1687769216028,30320.1,1687769214117,30320.6,1208,-0.1649,30409.7683,30373.9373,,30373.9372,,9.7625,9.7625,9.7625,19.0303,19.0303,19.0303,30.3759,30.3759,30.3759,8.5752,8.5752,8.5752,3.529,3.529,3.529,12.6319,12.6319,12.6319,9.7625,-0.033,20.3825,-0.033,32.1899,-0.033,32.1899,-0.033,32.1899,-3.8258,32.1899,-66.2597,601.547,0,0,1,1,1,1,240.077,0,1,1,1,1,1,,,,,,,,240.077,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0,-4414.0,1,-2995.0,3,65.0,6,1004.0,12,-4443.0,48,7.3767,7.3767,12.1475,12.1475,25.1909,25.1909,9.6637,9.6637,-1.7056,-1.7056,4.013,4.013,-20218.0,12,-27410.0,48,,0,1687769100000,,,0.49197692,1687769160000,4420651.0,0.0,0.8,20
control_uniform,2023-06-26,control_uniform_2023-06-26_00003,,none,1687772484807,1687772484807,1687772484807,1687772484807,,,,,30330.7,30330.7,55.5556,14.2552,-115.0233,0.046764,22.8415,27,13630086.0,14.255248074295451,,38.4237,54.3724,,,20.0,145.0,564938.0,,,,,,,,,,1,1687772538573,30330.7,1687772482095,30330.7,53766,0.0,30399.9799,30373.937,,30373.9372,,0.033,0.033,0.033,0.9232,0.9232,0.9232,-21.8261,-21.8261,21.8261,-51.2352,-51.2352,51.2352,-24.8593,-24.8593,24.8593,49.5867,49.5867,49.5867,0.033,0.0,0.9232,0.0,6.4621,-32.3435,6.4621,-69.7313,6.4621,-69.7313,76.8528,-69.7313,13244.08,0,0,0,0,0,1,10856.477,0,0,0,0,0,1,,,,,,,,10856.477,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,0,-1688.0,1,-9533.0,3,-11149.0,6,-20339.0,12,15572.0,48,,,3.2618,3.2618,-19.5278,-19.5278,-38.0264,-38.0264,-27.5737,-27.5737,37.574,37.574,7078.0,12,-2921.0,48,,0,1687772400000,,,1.22775978,1687772520000,4420878.0,0.0,0.8181,18
