cascade_id,day,start_ms,end_ms,bundle_width_ms,direction,n_events,tie_after_shift,path_after_shift,tie_before,path_before,anchor_ts_ms,anchor_price,anchor_before_ts_ms,anchor_before_price,anchor_lag_ms,anchor_price_diff_bp,bp_1m_after_shift,bp_5m_after_shift,bp_15m_after_shift,bp_30m_after_shift,bp_60m_after_shift,bp_240m_after_shift,bp_1m_before,bp_5m_before,bp_15m_before,bp_30m_before,bp_60m_before,bp_240m_before,bp_1m_diff,bp_5m_diff,bp_15m_diff,bp_30m_diff,bp_60m_diff,bp_240m_diff,pred_under_1m,pred_under_5m,pred_under_15m,pred_under_30m,pred_under_60m,pred_under_240m,resid_1m,resid_5m,resid_15m,resid_30m,resid_60m,resid_240m
binance_cm_real_000010,2023-06-25,1687667519039,1687667535991,16952,short,3,False,,False,,1687667579183,30979.2,1687667519394,30970.5,43192,2.8091248123216372,-11.588420617705252,9.587077781221183,-13.977120132217511,-11.136504493337466,-29.95558310091909,-75.21175498398925,2.8091248123216372,12.398895723350108,-11.171921667392695,-14.594533507693038,-25.766455175085735,-72.423758092378,-14.397545430026888,-2.8118179421289256,-2.805198464824816,3.4580290143555725,-4.189127925833354,-2.7879968916112574,2.0221953148966025,1.7851103469431264,-0.5361529340644725,-0.3502039395912654,-0.30914020331175085,-0.21723103885597153,12.375350115130285,1.0267075951857991,3.3413513988892882,-3.1078250747643072,4.498268129145105,3.005227930467229
binance_cm_real_000011,2023-06-25,1687667671953,1687667671953,0,short,1,False,,True,time_resolution,1687667699008,30969.7,1687667638842,30943.3,27055,8.531733848684999,0.0,22.893344139593804,-16.30626063539524,-9.267122380908026,-35.03424314733433,-76.10664617351821,8.531733848684999,31.44460998018934,-8.240879285661194,-0.6463434733851916,-26.532399582461647,-67.63984448976007,-8.531733848684999,-8.551265840595537,-8.065381349734047,-8.620778907522833,-8.501843564872683,-8.466801683758149,3.847100987936211,2.8357797433800753,-0.2477299878595151,-0.009714901484686867,-0.19939835297319441,-0.12708305504655962,4.684632860748788,5.715486097215462,8.313111337593561,8.63049380900752,8.701241917845877,8.593884738804709
binance_cm_real_000012,2023-06-25,1687667792230,1687667793944,1714,short,2,False,,True,time_resolution,1687667819981,31008.9,1687667759999,30959.2,26037,16.053386392413476,-4.579330450290312,1.5156938814331014,-36.66689240830882,-34.21598315322446,-45.63206047296099,-86.52354646569304,16.053386392413476,24.386935062921523,-20.381663608879485,-7.073826197059825,-24.709940825344322,-70.60905966562514,-20.632716842703786,-22.871241181488422,-16.285228799429333,-27.142156956164634,-20.922119647616665,-15.914486800067905,6.966367024987828,2.116542094110959,-0.5896415282048835,-0.10232289594047037,-0.1787146470193028,-0.12767000600790845,13.666349817715957,20.754699087377464,16.874870327634216,27.244479852105105,21.100834294635966,16.042156806075813
binance_cm_real_000013,2023-06-25,1687668014816,1687668014816,0,short,1,False,,True,time_resolution,1687668053076,31034.7,1687667999865,31027.4,38260,2.3527591741490657,0.0,-28.87090901474871,-50.87853273916018,-57.999594002841974,-49.49298688242586,-93.31490235123981,2.3527591741490657,-26.524942470204692,-48.53774405847805,-55.66048073638162,-47.151872216171164,-90.9840979263499,-2.3527591741490657,-2.3459665445440194,-2.340788680682131,-2.339113266460352,-2.341114666254697,-2.330804424889905,1.5002761000490543,-3.382814329700105,-2.0633934307526336,-1.1830944405410893,-0.5011196197196413,-0.24173969351820468,0.8524830741000113,5.728780874244125,4.404182111434764,3.5222077070014413,2.842234285974338,2.5725441184081097
binance_cm_real_000014,2023-06-25,1687668800357,1687668800357,0,long,1,False,,True,time_resolution,1687668839428,30867.5,1687668779146,30891.2,39071,-7.672087843787463,3.0128776220942,7.192030452741792,10.269701141978043,9.686563537701938,3.1424637563783033,-38.35749574795544,-7.672087843787463,-9.582016885068299,2.5897342932615115,-4.467291655875871,-7.672087843787463,-47.845341068006185,10.684965465881664,16.774047337810092,7.679966848716532,14.153855193577808,10.814551600165768,9.487845320050745,-4.995935735743666,-1.2479299390550116,0.11242612063557834,-0.0969675290481812,-0.08326559559572777,-0.12981703617139373,-5.689029730137998,-15.52611739875508,-7.79239296935211,-14.056887664529627,-10.73128600457004,-9.358028283879351
binance_cm_real_000015,2023-06-25,1687670378099,1687670380489,2390,long,2,False,,True,time_resolution,1687670398335,30846.4,1687670333067,30871.0,17846,-7.96864371092564,0.0,6.451320089215538,4.7979666995173735,14.166969241142269,-12.935058872348622,-42.403651641683595,-7.96864371092564,8.551715201969957,-3.1745003401248004,4.373036182825305,-20.8933950957209,-50.338505393411765,7.96864371092564,-2.100395112754419,7.972467039642174,9.793933058316963,7.95833622337228,7.93485375172817,-2.3701402610863163,0.5087130316478529,-0.06294681452207465,0.043356224288166885,-0.10357320246617645,-0.062384789392418497,-5.598503449839324,1.591682081106566,-7.909520225120099,-9.83728928260513,-7.854763020906104,-7.872468962335751
binance_cm_real_000016,2023-06-25,1687672990202,1687672990202,0,long,1,False,,True,time_resolution,1687673037456,30785.5,1687672979933,30830.2,47254,-14.498770685886154,0.0,-0.32482824706436475,8.120706176609119,40.08380568774308,17.833070763834098,-31.638271264069598,-14.498770685886154,-14.823127971923869,-6.389838534943246,25.526918411168502,3.308444317584942,-46.09117034596019,14.498770685886154,14.498299724859503,14.510544711552365,14.556887276574578,14.524626446249155,14.452899081890589,-11.418748499847737,-2.334840297284302,-0.33549492236689793,0.6701383347785314,0.043427007717544125,-0.15124945580055574,-3.0800221860384163,-12.163459427575201,-14.175049789185467,-15.22702561135311,-14.568053453966698,-14.301649626090033
binance_cm_real_000017,2023-06-25,1687673308098,1687673308098,0,long,1,False,,True,time_resolution,1687673339967,30771.8,1687673277907,30784.5,31869,-4.1254527440759885,0.0,3.347220507087422,36.656939145581106,37.761846885785275,16.73610253543829,-29.930000844928976,-4.1254527440759885,4.028001104452389,32.51636375448636,41.35197908038113,11.141970796991755,-30.404911562636567,4.1254527440759885,-0.6807805973649668,4.1405753910947425,-3.590132194595853,5.594131738446537,0.47491071770759063,-2.1912342250159615,0.42789455732597725,1.151404440546362,0.7321367896181478,0.0986342964803695,-0.06728986990206004,-1.934218519060027,0.2528860400389895,-5.291979831641104,2.857995404977705,-5.6927660349269065,-0.4076208478055306
binance_cm_real_000018,2023-06-25,1687674331386,1687674331386,0,short,1,False,,True,time_resolution,1687674357007,30930.6,1687674298048,30903.8,25621,8.672072690089657,0.0,5.172870878676781,-13.934420929435104,-17.78174364545143,-74.10137533704393,-104.39500042029506,8.672072690089657,13.84942951999407,-8.024903086351605,-11.68141134747136,-65.49356389829012,-98.98459089173429,-8.672072690089657,-8.676558641317289,-5.909517843083499,-6.100332297980071,-8.607811438753814,-5.410409528560777,3.703119573213118,1.1827874457725602,-0.22845115775046054,-0.1662719111853132,-0.4661140557328031,-0.17611695855813364,4.968953116876539,7.493771195544729,6.13796900083396,6.266604209165384,9.073925494486616,5.586526487118911
binance_cm_real_000019,2023-06-25,1687674459235,1687674459235,0,short,1,False,,True,time_resolution,1687674476850,30968.8,1687674419030,30947.8,17615,6.785619656324521,0.0,-13.562036630415127,-27.156363824235537,-30.643744672056336,-72.68605822634346,-110.30456459404257,6.785619656324521,-6.785619656324521,-20.38917144352702,-23.878918695350823,-66.43444768287198,-109.89472595790284,-6.785619656324521,-6.776416974090607,-6.767192380708519,-6.764825976705513,-6.251610543471486,-0.4098386361397388,1.9921448374359403,-0.3984289674871881,-0.3990613944196983,-0.23368175156589155,-0.32506744331494164,-0.13443024984364296,4.79347481888858,7.174845941577795,7.166253775128217,6.998507728271404,6.576677986786428,0.5442688859833817
binance_cm_real_000020,2023-06-25,1687677610326,1687677644353,34027,long,2,False,,True,time_resolution,1687677658121,30731.7,1687677598824,30778.7,13768,-15.27030056500112,0.0,-9.859526157029801,-1.6595242046493301,-7.0936524826154335,-0.22777783201083165,-34.003976350153096,-15.27030056500112,-25.114770929246287,-16.927290626310462,-22.353120827065233,-14.880420550575323,-50.944321884939676,15.27030056500112,15.255244772216486,15.267766421661133,15.2594683444498,14.652642718564492,16.94034553478658,-3.504024969648924,-1.1526005538462096,-0.25894993038115827,-0.17097653752613007,-0.05690934170564474,-0.04870843220221177,-11.766275595352196,-14.102644218370276,-15.008816491279974,-15.08849180692367,-14.595733376858847,-16.89163710258437
binance_cm_real_000021,2023-06-25,1687682629185,1687682629185,0,long,1,False,,True,time_resolution,1687682639031,30677.0,1687682575812,30728.2,9846,-16.66221906912892,0.0,8.31241646836392,23.046582129934716,8.768784431333394,-4.042116243440185,-3.6183459921108794,-16.66221906912892,-8.363652931183971,6.3459623407814325,-7.90804537851201,-19.656211558113217,-20.274536093880954,16.66221906912892,16.67606939954789,16.700619789153283,16.676829809845405,15.614095314673031,16.656190101770076,-2.7342701492440558,-0.27449508920145793,0.06942482800814888,-0.04325700822046069,-0.05375973861143965,-0.013862714054191103,-13.927948919884864,-16.401574310346433,-16.77004461716143,-16.633572801624943,-15.560335576061592,-16.642327387715884
binance_cm_real_000022,2023-06-25,1687684974232,1687684990493,16261,long,2,False,,False,,1687685039015,30635.3,1687684979992,30626.9,48522,2.742686984316995,-5.9082169915093194,-7.213900304550158,8.454299451939905,22.09869007321643,-8.943930694329032,3.1336399512987247,2.742686984316995,-0.16325517763795877,8.228060952952172,21.353777235044294,-3.52631183698086,5.844535359438212,-8.650903975826314,-7.050645126912199,0.2262384989877333,0.7449128381721373,-5.417618857348172,-2.7108954081394874,2.2180109642171537,-0.02640489243116345,0.4436021928434947,0.5756266549993441,-0.04752880637610703,0.019693648938240344,6.43289301160916,7.077050019343362,-0.6698406918312281,-1.3205394931714813,5.465147663724279,2.691201759201247
binance_cm_real_000023,2023-06-25,1687685325309,1687685326504,1195,long,2,False,,True,time_resolution,1687685338634,30613.2,1687685269727,30626.4,12130,-4.310007052739051,0.0,8.297074464609324,16.79014281421015,22.34330288894915,4.57319064978506,-16.136829864242046,-4.310007052739051,4.767129012877303,13.51774939268011,23.90094820155065,0.2612125486505996,-20.439881931928724,4.310007052739051,3.5299454517320203,3.2723934215300385,-1.557645312601501,4.311978101134461,4.303052067686679,-0.8713397591620782,0.1927509164206723,0.18218922237023305,0.16106583426933854,0.0008801411708699371,-0.017217761655159404,-3.438667293576973,-3.722696368152693,-3.4545826439002716,1.3965794783321626,-4.312858242305331,-4.28583430603152
binance_cm_real_000024,2023-06-25,1687685482890,1687685483999,1109,long,2,False,,True,time_resolution,1687685517146,30625.5,1687685459193,30637.6,33147,-3.9493955140084553,0.0,9.17536040227867,12.473265742600358,20.407830076243652,-8.783530064815743,-3.4938205090531507,-3.9493955140084553,5.222341175548999,10.607880512833903,15.14478940909257,-7.8661513956702045,-7.4418361751570865,3.9493955140084553,3.9530192267296718,1.8653852297664546,5.263040667151081,-0.9173786691455383,3.948015666103936,-2.181843551713971,0.5770164764864089,0.39068823928767266,0.27889129696843973,-0.07242758897563341,-0.01713017664568972,-1.7675519622944842,-4.530035703216081,-2.2560734690541273,-5.541931964119521,0.9898062581211717,-3.9308854894582463
binance_cm_real_000025,2023-06-25,1687699622275,1687699622275,0,long,1,False,,True,time_resolution,1687699678767,30563.8,1687699619720,30550.1,56492,4.484437039486197,0.0,8.016018950523168,12.989222544317373,31.115240905909012,44.169900339617456,1.7013591241929105,4.484437039486197,14.79536891859625,17.479484518872756,35.613631379276306,51.81652433216354,6.186559127466508,-4.484437039486197,-6.779349968073081,-4.4902619745553825,-4.498390473367294,-7.646623992546083,-4.485200003273598,4.222246953910904,2.7860666031644645,1.0971678216001775,1.1177140354878206,0.8131164146034952,0.024270215154780415,0.262190085575293,3.9932833649086166,3.393094152955205,3.380676437879474,6.833507577942587,4.4609297881188175
binance_cm_real_000026,2023-06-25,1687700201143,1687700201143,0,long,1,False,,True,time_resolution,1687700219844,30537.9,1687700159711,30542.5,18701,-1.5060980600797396,0.0,21.481503312277052,39.32817908238567,56.78190052361092,55.472052760667175,14.146355839791568,-1.5060980600797396,19.15363837275927,42.8910534501105,56.28222967995464,55.987558320373246,13.096504870262748,1.5060980600797396,2.327864939517781,-3.562874367724831,0.49967084365628267,-0.5155055597060709,1.0498509695288192,-0.46942566369252015,1.1939739706965704,0.8912284339672405,0.584741098469351,0.2908398133748056,0.017008176220748863,-1.0366723963872193,-3.5218389102143512,2.67164593375759,-1.0844119421256337,0.22466574633126535,-1.066859145749568
binance_cm_real_000027,2023-06-25,1687705323149,1687705364437,41288,long,4,False,,True,time_resolution,1687705379766,30513.1,1687705319012,30532.7,15329,-6.419347126196564,8.815885636005996,9.569660244288757,32.18289849277875,11.86375687819354,26.480429717073292,-24.02246903788841,-6.419347126196564,12.9697013365993,22.533218483789273,4.8145103446471245,13.166211962912133,-27.64249476790505,15.23523276220256,-3.400041092310543,9.649680008989474,7.049246533546415,13.31421775416116,3.620025730016639,-1.640036201624452,0.6627085059624356,0.3837907845977842,0.041000905040608764,0.056062461994300025,-0.02942581960397337,-13.595196560578108,2.7373325863481073,-10.033470793587258,-7.090247438587024,-13.370280216155459,-3.590599910412666
binance_cm_real_000028,2023-06-25,1687706143423,1687706143423,0,short,1,False,,True,time_resolution,1687706158819,30628.1,1687706098829,30589.7,15396,12.553245046534556,-8.684835167704998,-12.40690738243639,-18.34916302349708,-17.075822528984585,-28.53588697960299,-66.5728530336514,12.553245046534556,8.761118938727504,-5.818952130945799,0.3922889077044651,-16.018463731255945,-58.843336155634084,-21.238080214239552,-21.168026321163893,-12.530210892551281,-17.46811143668905,-12.517423248347043,-7.729516878017314,3.2211626789407672,0.4496206239354955,-0.09954287445337948,0.0033553777905655246,-0.06850562989067126,-0.06291333357306544,18.016917535298784,20.7184056972284,12.62975376700466,17.464756058898484,12.585928878237715,7.792430211590379
binance_cm_real_000029,2023-06-25,1687709294479,1687709294479,0,short,1,False,,True,time_resolution,1687709330805,30654.1,1687709270282,30637.3,36326,5.483511928270204,0.0,-31.578157571091396,-35.819025839936344,-33.99219027797166,-13.538156396697342,-46.09497587598373,5.483511928270204,-26.11196156319258,-30.355155317211374,-28.52731800778718,-8.062068132635947,-40.636740182718455,-5.483511928270204,-5.466196007898816,-5.463870522724971,-5.464872270184479,-5.476088264061396,-5.458235693265273,3.3199009051057238,-3.161810385815112,-1.225201524503356,-0.575712974417154,-0.08135074638503706,-0.10251182110259935,2.16361102316448,8.628006393713928,6.689072047228327,6.040585244601633,5.557439010446433,5.560747514367872
binance_cm_real_000030,2023-06-25,1687715107083,1687715107083,0,long,1,False,,True,time_resolution,1687715158834,30540.4,1687715096465,30527.0,51751,4.389556785796657,1.9973543241079175,1.4079710809286297,-1.1787664863597669,-39.97982999567857,-31.36828594255573,-32.57979594242381,4.389556785796657,9.794608051888968,3.210272873193983,-42.88007337766615,-27.254561535689955,-28.171782356602353,-2.3922024616887394,-8.386636970960339,-4.38903935955375,2.900243381987579,-4.113724406865774,-4.408013585821454,3.78606588702938,1.6896025376443533,0.18459425717851313,-1.2328259318708894,-0.3917918927870808,-0.10124429921781447,-1.3938634253406406,6.697034433315986,4.204445102375237,-1.6674174501166896,4.5055162996528555,4.509257885039268
binance_cm_real_000031,2023-06-25,1687716192074,1687716192074,0,long,1,False,,True,time_resolution,1687716239945,30476.4,1687716172277,30495.9,47871,-6.39430218488387,-0.3937472929875995,-5.774960297148673,-14.371776194039619,-22.77171844443617,-12.59991337559602,-13.617093882479557,-6.39430218488387,-5.804058906279443,-15.543073003256652,-40.62841234395491,-18.39591551651277,-28.167720906745316,6.00055489189627,0.029098609130770114,1.1712968092170328,17.856693899518742,5.796002140916748,14.55062702426576,-5.101693998209595,-0.9261536796750106,-0.8267360530432213,-1.080512626287481,-0.24461968658082855,-0.09364006718936146,-0.8988608936866749,0.8970550705442405,-0.34456075617381154,-16.776181273231263,-5.551382454335919,-14.456986957076397
binance_cm_real_000032,2023-06-25,1687716309490,1687716310513,1023,long,2,False,,True,time_resolution,1687716355485,30451.0,1687716299398,30475.2,44972,-7.9408830787002955,0.0,2.2002561492235815,-10.935601458079956,-10.278808577714779,-6.403730583560474,-1.5434632688584045,-7.9408830787002955,-5.742374127159132,-18.867800703522864,-18.21152937470468,-14.339528534677616,-9.483120701423273,7.9408830787002955,7.9426302763827135,7.9321992454429076,7.9327207969899,7.9357979511171415,7.939657432564868,-5.951956563588495,-0.8608201641553349,-0.9428030369320336,-0.45500494391067714,-0.17913257701708937,-0.02961631279058385,-1.9889265151118005,-7.081810112227378,-6.989396208510874,-7.477715853079222,-7.756665374100052,-7.910041119774284
binance_cm_real_000033,2023-06-25,1687716637676,1687716706596,68920,long,6,False,,False,,1687716718706,30380.3,1687716659810,30424.2,12110,-14.429302989068391,0.0,12.508105581577535,9.611491657422977,11.619371763938894,10.928134350220613,26.892427000391944,-14.429302989068391,-1.9392457320164391,-4.8316800441756,-5.324708620111862,-3.5169371750122362,12.424320113593543,14.429302989068391,14.447351313593973,14.443171701598576,16.944080384050757,14.44507152523285,14.4681068867984,-2.912314319960304,-0.0782808860490636,-0.0650129392610739,-0.03582345632753036,-0.011830585885943939,0.010448508095529014,-11.516988669108088,-14.36907042754491,-14.378158762337502,-16.908256927723226,-14.433240939346906,-14.47855539489393
binance_cm_real_000034,2023-06-25,1687716790204,1687716791951,1747,long,2,False,,True,time_resolution,1687716839646,30359.9,1687716779347,30367.6,47695,-2.5355971495926877,11.923622936833485,29.18323182882636,10.112022766872451,30.401944670436748,14.29517225023726,38.99881093152408,-2.5355971495926877,26.640234987289563,11.262002924169419,20.28477719674989,11.393722256616321,36.45332525454785,14.459220086426173,2.542996841536798,-1.1499801572969677,10.117167473686859,2.901449993620938,2.5454856769762344,-2.0155884341637207,4.235353359062586,0.5968235882980671,0.5374902491105478,0.15095099528592096,0.12073898250108747,-12.443631652262452,-6.778350200599384,0.5531565689989005,-10.654657722797406,-3.052400988906859,-2.666224659477322
binance_cm_real_000035,2023-06-25,1687717887420,1687717895108,7688,long,3,False,,True,time_resolution,1687717918564,30358.8,1687717856973,30375.2,23456,-5.3991414048307345,0.0,9.223025943054402,28.492562288364496,29.48074363940604,13.076933212116662,60.60845619721465,-5.3991414048307345,14.222128578577498,22.847586188732198,22.05746793436751,7.6707313861305515,55.17659142985019,5.3991414048307345,-4.999102635523096,5.644976099632299,7.423275705038531,5.406201825986111,5.431864767364459,-2.1107043465284954,1.1119808264637128,0.5954588684921138,0.2874333154825135,0.049979076498077285,0.08987653670684487,-3.288437058302239,3.8871218090593835,-6.240434968124412,-7.710709020521044,-5.4561809024841885,-5.521741304071304
binance_cm_real_000036,2023-06-25,1687723563231,1687723563231,0,short,1,False,,True,time_resolution,1687723618197,30521.4,1687723559109,30487.2,54966,11.21782256159986,0.0,-10.975905430288256,-6.749362742207822,-10.353391390959189,-37.023203391718596,-0.19658338084169885,11.21782256159986,-0.5248104122392948,5.182502820855727,0.8528169198872133,-27.388543388700832,-5.608911280800528,-11.21782256159986,-10.45109501804896,-11.93186556306355,-11.206208310846403,-9.634660003017764,5.412327899958829,10.276647248681632,-0.0961557637304836,0.3165127222790621,0.026042186010289205,-0.41817740997314723,-0.021409681768089016,0.9411753129182276,10.547250781779443,11.615352840784487,11.180166124836115,10.052837412990911,-5.390918218190739
binance_cm_real_000037,2023-06-25,1687726358082,1687726508223,150141,long,8,False,,False,,1687726558471,30325.8,1687726499634,30319.8,50248,1.9789048740427047,0.0,16.157858984758853,27.534310718925802,32.87629675062182,40.72439968607588,39.17456423243551,1.9789048740427047,18.139961345391463,27.96852221980332,34.86170753105255,42.71136353142171,41.16122138008802,-1.9789048740427047,-1.9821023606326094,-0.4342115008775167,-1.9854107804307333,-1.9869638453458336,-1.9866571476525152,1.6572668685149639,3.0383225922774337,1.561513671667419,0.9731839333446269,0.5961557207574661,0.14362979527129605,0.3216380055277408,-1.0562202316448244,-1.1273021707899022,1.0122268470861062,1.3908081245883674,1.843027352381219
