date,date_t1,open_t,close_t,open_t1,close_t1,r,r_night_bps,r_day_bps,nights,cost_bps_cons,cost_bps_opt,r_net_bps_cons,r_net_bps_opt,pnl_yen_cons,roll_monthly,roll_quarterly,nightless_marked,is_glitch,night_open,night_close,has_night,leg_b_bps,leg_a_bps,leg_c_bps,regime,weekday,month,year,vol20,vol_tercile,sq_dist_td
2021-01-06,2021-01-07,27090.0,27010.0,27310.0,27440.0,0.011106997408367292,111.06997408367292,-29.531192321889943,1,4.516845612736024,0.8145131432802665,106.5531284709369,110.25546094039265,2878.0,True,False,False,False,27080.0,27330.0,True,92.31905465288071,25.916327286190644,-7.317965605562193,2020-12-21..2024-11-04(引け 15:15),Wednesday,1,2021,,unknown,2
2021-01-07,2021-01-08,27310.0,27440.0,27640.0,28140.0,0.007288629737609353,72.88629737609354,47.601611131453666,1,4.446064139941691,0.8017492711370262,68.44023323615184,72.08454810495651,1878.0,True,False,False,False,27530.0,27580.0,True,18.162005085360367,32.798833819243086,21.75489485134241,2020-12-21..2024-11-04(引け 15:15),Thursday,1,2021,,unknown,1
2021-01-08,2021-01-12,27640.0,28140.0,28100.0,28190.0,-0.001421464108031234,-14.21464108031234,180.8972503617956,4,4.33546552949538,0.7818052594171997,-18.55010660980772,-14.99644633972954,-522.0,True,False,False,False,28150.0,28180.0,True,10.65719360568318,3.5536602700791953,-28.388928317956143,2020-12-21..2024-11-04(引け 15:15),Friday,1,2021,,unknown,0
2021-01-12,2021-01-13,28100.0,28190.0,28120.0,28460.0,-0.0024831500532103146,-24.831500532103146,32.0284697508888,1,4.327775807023767,0.7804185881518269,-29.15927633912691,-25.611919120254974,-822.0,False,False,False,False,28190.0,28130.0,True,-21.284143313231585,0.0,-3.554923569143442,2020-12-21..2024-11-04(引け 15:15),Tuesday,1,2021,,unknown,1
2021-01-13,2021-01-14,28120.0,28460.0,28400.0,28810.0,-0.0021082220660576523,-21.082220660576525,120.91038406827792,1,4.286718200983837,0.7730147575544624,-25.368938861560363,-21.855235418130988,-722.0,False,False,False,False,28450.0,28420.0,True,-10.544815465729496,-3.5137034434296055,-7.037297677692234,2020-12-21..2024-11-04(引け 15:15),Wednesday,1,2021,,unknown,2
2021-01-14,2021-01-15,28400.0,28810.0,28840.0,28460.0,0.0010413051023949738,10.413051023949738,144.36619718309896,1,4.234640749739674,0.7636237417563345,6.178410274210064,9.649427282193404,178.0,False,False,False,False,28800.0,28850.0,True,17.361111111111605,-3.471017007983246,-3.4662045060662727,2020-12-21..2024-11-04(引け 15:15),Thursday,1,2021,,unknown,3
2021-01-15,2021-01-18,28840.0,28460.0,28240.0,28190.0,-0.007730147575544577,-77.30147575544576,-131.76144244105404,3,4.286718200983837,0.7730147575544624,-81.5881939564296,-78.07449051300023,-2322.0,False,False,False,False,28490.0,28370.0,True,-42.12004212004183,10.541110330288816,-45.82305252026742,2020-12-21..2024-11-04(引け 15:15),Friday,1,2021,,unknown,4
2021-01-18,2021-01-19,28240.0,28190.0,28370.0,28670.0,0.0063852429939694755,63.85242993969476,-17.70538243626052,1,4.327775807023767,0.7804185881518269,59.52465413267099,63.07201135154293,1678.0,False,False,False,False,28180.0,28320.0,True,49.68062455642297,-3.5473572188715607,17.655367231639296,2020-12-21..2024-11-04(引け 15:15),Monday,1,2021,,unknown,5
2021-01-19,2021-01-20,28370.0,28670.0,28750.0,28490.0,0.002790373212417263,27.90373212417263,105.74550581600172,1,4.25531914893617,0.7673526334147193,23.64841297523646,27.13637949075791,678.0,False,False,False,False,28700.0,28700.0,True,0.0,10.463899546564459,17.421602787457413,2020-12-21..2024-11-04(引け 15:15),Tuesday,1,2021,,unknown,6
2021-01-20,2021-01-21,28750.0,28490.0,28740.0,28730.0,0.008775008775008697,87.75008775008698,-90.43478260869597,1,4.282204282204282,0.7722007722007722,83.4678834678827,86.9778869778862,2378.0,False,False,False,False,28530.0,28670.0,True,49.07115317209998,14.040014040013205,24.415765608649664,2020-12-21..2024-11-04(引け 15:15),Wednesday,1,2021,,unknown,7
2021-01-21,2021-01-22,28740.0,28730.0,28590.0,28630.0,-0.004872955099199494,-48.72955099199494,-3.479471120390043,1,4.246432300730943,0.7657500870170554,-52.975983292725886,-49.495301079011995,-1522.0,False,False,False,False,28710.0,28600.0,True,-38.31417624521105,-6.961364427428007,-3.4965034965039887,2020-12-21..2024-11-04(引け 15:15),Thursday,1,2021,,unknown,8
2021-01-22,2021-01-25,28590.0,28630.0,28660.0,28780.0,0.0010478519035976852,10.478519035976852,13.990905911158702,3,4.261264407963674,0.7684247293049249,6.217254628013178,9.710094306671927,178.0,False,False,False,False,28590.0,28630.0,True,13.990905911158702,-13.971358714635063,10.478519035976852,2020-12-21..2024-11-04(引け 15:15),Friday,1,2021,0.011975731540637887,mid,9
2021-01-25,2021-01-26,28660.0,28780.0,28750.0,28530.0,-0.0010423905489923557,-10.423905489923557,41.87020237264471,1,4.2390548992355805,0.7644197359277276,-14.662960389159139,-11.188325225851285,-422.0,False,False,False,False,28790.0,28720.0,True,-24.313997915943464,3.4746351633074823,10.445682451254434,2020-12-21..2024-11-04(引け 15:15),Monday,1,2021,0.011552965556065328,mid,10
2021-01-26,2021-01-27,28750.0,28530.0,28710.0,28640.0,0.006309148264984188,63.09148264984188,-76.52173913043514,1,4.276200490711531,0.77111812127585,58.81528215913035,62.32036452856603,1678.0,False,False,False,False,28570.0,28750.0,True,63.0031501575079,14.0203294777419,-13.913043478260834,2020-12-21..2024-11-04(引け 15:15),Tuesday,1,2021,0.011552606451075228,mid,11
2021-01-27,2021-01-28,28710.0,28640.0,28040.0,28050.0,-0.020949720670391025,-209.49720670391025,-24.381748519679558,1,4.259776536312849,0.7681564245810055,-213.7569832402231,-210.26536312849126,-6122.0,False,False,False,False,28640.0,28230.0,True,-143.15642458100575,0.0,-67.30428622033324,2020-12-21..2024-11-04(引け 15:15),Wednesday,1,2021,0.011891189427720862,mid,11
2021-01-28,2021-01-29,28040.0,28050.0,28300.0,27570.0,0.00891265597147961,89.1265597147961,3.566333808844302,1,4.349376114081997,0.7843137254901961,84.77718360071411,88.34224598930591,2378.0,False,False,False,False,28050.0,28440.0,True,139.03743315508032,0.0,-49.22644163150469,2020-12-21..2024-11-04(引け 15:15),Thursday,1,2021,0.011863009547403191,mid,10
2021-01-29,2021-02-01,28300.0,27570.0,27670.0,28140.0,0.0036271309394269036,36.27130939426904,-257.95053003533576,3,4.425099746100835,0.797968806673921,31.846209648168205,35.47334058759512,878.0,False,False,False,False,27670.0,27820.0,True,54.210336104083545,36.27130939426904,-53.9180445722498,2020-12-21..2024-11-04(引け 15:15),Friday,1,2021,0.013036813463182497,mid,9
2021-02-01,2021-02-02,27670.0,28140.0,28300.0,28360.0,0.005685856432125158,56.85856432125158,169.85905312612903,1,4.33546552949538,0.7818052594171997,52.5230987917562,56.07675906183438,1478.0,False,False,False,False,28140.0,28250.0,True,39.090262970860046,0.0,17.69911504424737,2020-12-21..2024-11-04(引け 15:15),Monday,2,2021,0.012067531521111213,mid,8
2021-02-02,2021-02-03,28300.0,28360.0,28490.0,28640.0,0.004583921015514747,45.83921015514747,21.201413427562876,1,4.301833568406206,0.77574047954866,41.53737658674126,45.06346967559881,1178.0,False,False,False,False,28290.0,28470.0,True,63.62672322375307,-24.682651622003338,7.024938531787761,2020-12-21..2024-11-04(引け 15:15),Tuesday,2,2021,0.012872416827406183,mid,7
2021-02-03,2021-02-04,28490.0,28640.0,28530.0,28330.0,-0.003840782122905062,-38.40782122905062,52.650052650051734,1,4.259776536312849,0.7681564245810055,-42.66759776536347,-39.17597765363163,-1222.0,False,False,False,False,28640.0,28560.0,True,-27.932960893854997,0.0,-10.504201680672232,2020-12-21..2024-11-04(引け 15:15),Wednesday,2,2021,0.012848653814635772,mid,6
2021-02-04,2021-02-05,28530.0,28330.0,28630.0,28790.0,0.010589481115425237,105.89481115425237,-70.10164738871394,1,4.3063889869396395,0.7765619484645252,101.58842216731273,105.11824920578785,2878.0,False,False,False,False,28390.0,28590.0,True,70.44734061289137,21.17896223085003,13.990905911158702,2020-12-21..2024-11-04(引け 15:15),Thursday,2,2021,0.012686912156596165,mid,5
2021-02-05,2021-02-08,28630.0,28790.0,28850.0,29410.0,0.002084056964223757,20.840569642237572,55.88543485854025,3,4.237582493921501,0.7641542202153525,16.60298714831607,20.07641542202222,478.0,False,False,False,False,28770.0,28720.0,True,-17.379214459506407,-6.946856547411784,45.264623955432185,2020-12-21..2024-11-04(引け 15:15),Friday,2,2021,0.013011431283815404,mid,4
2021-02-08,2021-02-09,28850.0,29410.0,29460.0,29500.0,0.0017001020061204741,17.00102006120474,194.10745233968908,1,4.148248894933696,0.7480448826929615,12.852771166271046,16.25297517851178,378.0,False,False,False,False,29340.0,29430.0,True,30.674846625766694,-23.80142808568464,10.193679918450993,2020-12-21..2024-11-04(引け 15:15),Monday,2,2021,0.013028870499391219,mid,3
2021-02-09,2021-02-10,29460.0,29500.0,29410.0,29420.0,-0.0030508474576270705,-30.508474576270707,13.577732518670338,1,4.135593220338984,0.7457627118644068,-34.64406779660969,-31.254237288135116,-1022.0,True,False,False,False,29470.0,29400.0,True,-23.75296912114022,-10.169491525423568,3.401360544217358,2020-12-21..2024-11-04(引け 15:15),Tuesday,2,2021,0.012684921946463102,mid,2
2021-02-10,2021-02-12,29410.0,29420.0,29470.0,29380.0,0.0016995241332427025,16.995241332427025,3.400204012240504,2,4.146838885112168,0.7477906186267845,12.848402447314857,16.24745071380024,378.0,True,False,False,False,29440.0,29300.0,True,-47.55434782608647,6.798096532971698,58.02047781569897,2020-12-21..2024-11-04(引け 15:15),Wednesday,2,2021,0.012685456935963148,mid,1
2021-02-12,2021-02-15,29470.0,29380.0,29690.0,30100.0,0.010551395507147676,105.51395507147676,-30.539531727180602,3,4.152484683458135,0.7488087134104834,101.36147038801862,104.76514635806627,2978.0,True,False,False,False,29400.0,29590.0,True,64.62585034013645,6.80735194009463,33.79520108144574,2020-12-21..2024-11-04(引け 15:15),Friday,2,2021,0.012614375680829253,mid,0
2021-02-15,2021-02-16,29690.0,30100.0,30250.0,30600.0,0.004983388704318914,49.83388704318914,138.09363422027542,1,4.053156146179402,0.7308970099667774,45.78073089700973,49.10299003322236,1378.0,False,False,False,False,30140.0,30230.0,True,29.860650298605407,13.289036544850141,6.615944426067166,2020-12-21..2024-11-04(引け 15:15),Monday,2,2021,0.012379988669243386,mid,1
2021-02-16,2021-02-17,30250.0,30600.0,30380.0,30400.0,-0.007189542483660105,-71.89542483660105,115.70247933884392,1,3.9869281045751634,0.7189542483660131,-75.88235294117621,-72.61437908496707,-2322.0,False,False,False,False,30550.0,30410.0,True,-45.82651391161985,-16.339869281045694,-9.865175928970293,2020-12-21..2024-11-04(引け 15:15),Tuesday,2,2021,0.013019501223019826,mid,2
